ID,What is wrong with the link?,Type;Type,URL;URL,Doc Resource Class,Doc Title,Doc Code,Doc Institution,Error
8c66da62-c3dd-4102-927e-a6f5cd8e7c57,Service has changed: https://dsl.richmond.edu/panorama/redlining/#loc=5/41.116/-98.315 ,Information;Download,https://dsl.richmond.edu/panorama/redlining/#city=wichita-ks;https://s3.amazonaws.com/holc/tiles/KS/Wichita/1937/ads.zip,"[""Other""]","Text of Home Owners' Loan Corporation area descriptions [Wichita, Kansas] {1937}",078d-001,American Panorama,
dd3414c4-7660-4d2e-befb-3bc54c3f0545,Service has changed: https://dsl.richmond.edu/panorama/redlining/#loc=5/41.116/-98.315 ,Information;Download,https://dsl.richmond.edu/panorama/redlining/#city=winston-salem-nc;https://s3.amazonaws.com/holc/tiles/NC/WinstonSalem/1937/ads.zip,"[""Other""]","Text of Home Owners' Loan Corporation area descriptions [Winston-Salem, North Carolina] {1937}",078d-001,American Panorama,
999989bc-cd32-4a44-a47a-535485a7ef59,Service has changed: https://dsl.richmond.edu/panorama/redlining/#loc=5/41.116/-98.315 ,Information;Download,https://dsl.richmond.edu/panorama/redlining/#city=york-pa;https://s3.amazonaws.com/holc/tiles/PA/York/19XX/ads.zip,"[""Other""]","Text of Home Owners' Loan Corporation area descriptions [York, Pennsylvania] {19XX}",078d-001,American Panorama,
bddc4ce1-5bf2-4a2d-9948-8c3236b5bb4b,Service has changed: https://dsl.richmond.edu/panorama/redlining/#loc=5/41.116/-98.315 ,Information;Download,https://dsl.richmond.edu/panorama/redlining/#city=youngstown-oh;https://s3.amazonaws.com/holc/tiles/OH/Youngstown/1938/ads.zip,"[""Other""]","Text of Home Owners' Loan Corporation area descriptions [Youngstown, Ohio] {1938}",078d-001,American Panorama,
13262da5-e766-441f-afe4-4333b9a30971,Service has changed: https://dsl.richmond.edu/panorama/redlining/#loc=5/41.116/-98.316  ,Information;Download,https://dsl.richmond.edu/panorama/redlining/#city=manchester-nh;https://s3.amazonaws.com/holc/tiles/NH/Manchester/1937/ads.zip,"[""Other""]","Text of Home Owners' Loan Corporation area descriptions [Manchester, New Hampshire] {1937}",078d-001,American Panorama,
1e529d71acd74d83bf5e403f55c9a40c_0,Source has changed; see CASE INVESTIGATIONS ,Download,https://data-phl.opendata.arcgis.com/datasets/1e529d71acd74d83bf5e403f55c9a40c_0.zip,"[""Datasets"", ""Web services""]","Case Investigations: Philadelphia, Pennsylvania",08c-02,Open Data PHLmaps,
phl::litter-index-survey,Source has changed; see Litter Index Survey,Download,https://data-phl.opendata.arcgis.com/datasets/phl::litter-index-survey.zip,"[""Datasets""]","LITTER INDEX SURVEY [City of Philadelphia, Pennsylvania]",08c-02,Open Data PHLmaps,
6f53236b6d0240a3b012f50ea58b640f_0,,Download,http://data.detroitmi.gov/datasets/6f53236b6d0240a3b012f50ea58b640f_0.zip,"[""Datasets"", ""Web services""]",Improve Detroit Issues: City of Detroit,07c-01,Detroit Open Data,
dvrpcgis::long-range-plan-2045-conservation-focus-areas,,Download,https://data.baltimorecity.gov/datasets/baltimore::tax-sale-redemption.zip,"[""Datasets""]",Long-Range Plan Conservation Focus Areas [Delaware Valley] {2045},04f-01,Delaware Valley Regional Planning Commission (DVRPC),
dvrpcgis::pennsylvania-transportation-improvement-program-tip-fy2021-2024-point,,Download,https://data.baltimorecity.gov/datasets/baltimore::tax-sale-redemption.zip,"[""Datasets""]",Pennsylvania Transportation Improvement Program (TIP) FY - (point) [Delaware Valley] {2021},04f-01,Delaware Valley Regional Planning Commission (DVRPC),
baltimore::universities-and-colleges,,Download,https://data.baltimorecity.gov/datasets/baltimore::universities-and-colleges.zip,"[""Datasets""]","Universities and Colleges [Baltimore, Maryland]",04c-02,City of Baltimore GIS Open Data,
baltimore::zip-codes,,Download,https://data.baltimorecity.gov/datasets/baltimore::zip-codes.zip,"[""Datasets""]","Zip Codes [Baltimore, Maryland]",04c-02,City of Baltimore GIS Open Data,
bniajfi::-percent-of-households-earning-25000-to-40000-community-statistical-area-1,,Download,https://data.baltimorecity.gov/datasets/bniajfi::-percent-of-households-earning-25000-to-40000-community-statistical-area-1.zip,"[""Datasets""]"," Percent of Households Earning $25,000 to $40,000 - Community Statistical Area [Baltimore, Maryland]",04c-02,City of Baltimore GIS Open Data,
bniajfi::-percent-of-households-earning-40000-to-60000-city-1,,Download,https://data.baltimorecity.gov/datasets/bniajfi::-percent-of-households-earning-40000-to-60000-city-1.zip,"[""Datasets""]"," Percent of Households Earning $40,000 to $60,000 - City [Baltimore, Maryland]",04c-02,City of Baltimore GIS Open Data,
bniajfi::percent-of-employed-population-with-travel-time-to-work-of-45-minutes-or-more-community-statistical-area,,Download,https://data.baltimorecity.gov/datasets/bniajfi::percent-of-employed-population-with-travel-time-to-work-of-45-minutes-or-more-community-statistical-area.zip,"[""Datasets""]","Percent of Employed Population with Travel Time to Work of 45 Minutes or More - Community Statistical Area [Baltimore, Maryland]",04c-02,City of Baltimore GIS Open Data,
bniajfi::percent-of-households-earning-less-than-25000-community-statistical-area-1,,Download,https://data.baltimorecity.gov/datasets/bniajfi::percent-of-households-earning-less-than-25000-community-statistical-area-1.zip,"[""Datasets""]","Percent of Households Earning Less than $25,000 - Community Statistical Area [Baltimore, Maryland]",04c-02,City of Baltimore GIS Open Data,
bniajfi::percent-of-households-with-no-vehicles-available-community-statistical-area,,Download,https://data.baltimorecity.gov/datasets/bniajfi::percent-of-households-with-no-vehicles-available-community-statistical-area.zip,"[""Datasets""]","Percent of Households with No Vehicles Available - Community Statistical Area [Baltimore, Maryland]",04c-02,City of Baltimore GIS Open Data,
bniajfi::percentage-of-population-aged-16-19-in-school-and-or-employed-city,,Download,https://data.baltimorecity.gov/datasets/bniajfi::percentage-of-population-aged-16-19-in-school-and-or-employed-city.zip,"[""Datasets""]","Percentage of Population aged 16-19 in School and/or Employed - City [Baltimore, Maryland]",04c-02,City of Baltimore GIS Open Data,
bniajfi::percentage-of-population-aged-16-19-in-school-and-or-employed-community-statistical-area,,Download,https://data.baltimorecity.gov/datasets/bniajfi::percentage-of-population-aged-16-19-in-school-and-or-employed-community-statistical-area.zip,"[""Datasets""]","Percentage of Population aged 16-19 in School and/or Employed - Community Statistical Area [Baltimore, Maryland]",04c-02,City of Baltimore GIS Open Data,
64xf-pyvh,,Download,https://data.cityofchicago.org/api/geospatial/64xf-pyvh?method=export&format=Shapefile,"[""Datasets""]","Enterprise Zones: Chicago, Illinois",12c-01,City of Chicago Data Portal,
6mpq-sfwi,,Download,https://data.cityofchicago.org/api/geospatial/6mpq-sfwi?method=export&format=Shapefile,"[""Datasets""]","Building Footprints: Chicago, Illinois, December 2013",12c-01,City of Chicago Data Portal,#<Net::ReadTimeout: Net::ReadTimeout>
fz5x-7zak,,Download,https://data.cityofchicago.org/api/geospatial/fz5x-7zak?method=export&format=Shapefile,"[""Datasets""]","Tax Increment Financing Districts: Chicago, Illinois",12c-01,City of Chicago Data Portal,
hz9b-7nh8,,Download,https://data.cityofchicago.org/api/geospatial/hz9b-7nh8?method=export&format=Shapefile,"[""Datasets""]","Building Footprints: Chicago, Illinois",12c-01,City of Chicago Data Portal,#<Net::ReadTimeout: Net::ReadTimeout>
qv97-3bvb,,Download,https://data.cityofchicago.org/api/geospatial/qv97-3bvb?method=export&format=Shapefile,"[""Datasets""]","Building Footprints: Chicago, Illinois, August 2015",12c-01,City of Chicago Data Portal,#<Net::ReadTimeout: Net::ReadTimeout>
2ebr-d8z3,,Download,https://data.detroitmi.gov/api/geospatial/2ebr-d8z3?method=export&format=Shapefile,"[""Datasets""]","SMART Park and Ride Bus Routes: Detroit, Michigan",07c-01,Detroit Open Data,
2mim-hfjt,,Download,https://data.detroitmi.gov/api/geospatial/2mim-hfjt?method=export&format=Shapefile,"[""Datasets""]","Neighborhood Stabilization Program I: Detroit, Michigan",07c-01,Detroit Open Data,
2u3u-mrvu,,Download,https://data.detroitmi.gov/api/geospatial/2u3u-mrvu?method=export&format=Shapefile,"[""Datasets""]","2000 Census Block Groups: Detroit, Michigan, 2015",07c-01,Detroit Open Data,
3eng-xv6z,,Download,https://data.detroitmi.gov/api/geospatial/3eng-xv6z?method=export&format=Shapefile,"[""Datasets""]","Election Precinct Boundaries: Detroit, Michigan, 2016",07c-01,Detroit Open Data,
3q8r-442g,,Download,https://data.detroitmi.gov/api/geospatial/3q8r-442g?method=export&format=Shapefile,"[""Datasets""]","2015 Carjacking Offenses: Detroit, Michigan, 2016",07c-01,Detroit Open Data,
3tj4-bdqn,,Download,https://data.detroitmi.gov/api/geospatial/3tj4-bdqn?method=export&format=Shapefile,"[""Datasets""]","Congressional Districts 2011: Detroit, Michigan, 2015",07c-01,Detroit Open Data,
4b6s-3ev3,,Download,https://data.detroitmi.gov/api/geospatial/4b6s-3ev3?method=export&format=Shapefile,"[""Datasets""]","Census Tracts 2000: Detroit, Michigan, 2015",07c-01,Detroit Open Data,
4bda-mhjb,,Download,https://data.detroitmi.gov/api/geospatial/4bda-mhjb?method=export&format=Shapefile,"[""Datasets""]","Future Land Use: Detroit, Michigan",07c-01,Detroit Open Data,
4vse-9zps,,Download,https://data.detroitmi.gov/api/geospatial/4vse-9zps?method=export&format=Shapefile,"[""Datasets""]","Council Districts: Detroit, Michigan, 2014",07c-01,Detroit Open Data,
4wuc-9ay9,,Download,https://data.detroitmi.gov/api/geospatial/4wuc-9ay9?method=export&format=Shapefile,"[""Datasets""]","Non-Fatal Shooting Offenses: Detroit, Michigan 2014",07c-01,Detroit Open Data,
5mn6-ihjv,,Download,https://data.detroitmi.gov/api/geospatial/5mn6-ihjv?method=export&format=Shapefile,"[""Datasets""]","Neighborhoods: Detroit, Michigan",07c-01,Detroit Open Data,
63nh-ijfg,,Download,https://data.detroitmi.gov/api/geospatial/63nh-ijfg?method=export&format=Shapefile,"[""Datasets""]","Freeway Names: Detroit, Michigan, 2014",07c-01,Detroit Open Data,
6j9h-tiym,,Download,https://data.detroitmi.gov/api/geospatial/6j9h-tiym?method=export&format=Shapefile,"[""Datasets""]","Homicides: Detroit, Michigan, 2014",07c-01,Detroit Open Data,
7ayd-33vm,,Download,https://data.detroitmi.gov/api/geospatial/7ayd-33vm?method=export&format=Shapefile,"[""Datasets""]","Election Polling Locations: Detroit, Michigan, 2016",07c-01,Detroit Open Data,
7rr3-avkc,,Download,https://data.detroitmi.gov/api/geospatial/7rr3-avkc?method=export&format=Shapefile,"[""Datasets""]","Census Tracts 1990: Detroit, Michigan, 2015",07c-01,Detroit Open Data,
88d7-8wwf,,Download,https://data.detroitmi.gov/api/geospatial/88d7-8wwf?method=export&format=Shapefile,"[""Datasets""]","Recycling Day Pickup Zones: Detroit, Michigan",07c-01,Detroit Open Data,
89q2-aduf,,Download,https://data.detroitmi.gov/api/geospatial/89q2-aduf?method=export&format=Shapefile,"[""Datasets""]","Current Master Plan and Future General Land Use: Detroit, Michigan, 2015",07c-01,Detroit Open Data,
98iq-nfrr,,Download,https://data.detroitmi.gov/api/geospatial/98iq-nfrr?method=export&format=Shapefile,"[""Datasets""]","Neighborhood Enterprise Zones, Homestead Districts: Detroit, Michigan, 2006",07c-01,Detroit Open Data,
9d8p-4k7v,,Download,https://data.detroitmi.gov/api/geospatial/9d8p-4k7v?method=export&format=Shapefile,"[""Datasets""]","Homicide Offenses: Detroit, Michigan, 2015",07c-01,Detroit Open Data,
9irz-u76s,,Download,https://data.detroitmi.gov/api/geospatial/9irz-u76s?method=export&format=Shapefile,"[""Datasets""]","Hospitals: Detroit, Michigan",07c-01,Detroit Open Data,
9ssd-ypf9,,Download,https://data.detroitmi.gov/api/geospatial/9ssd-ypf9?method=export&format=Shapefile,"[""Datasets""]","Child Care Providers: Southeast Michigan, 2014",07c-01,Detroit Open Data,
9zkf-xhz4,,Download,https://data.detroitmi.gov/api/geospatial/9zkf-xhz4?method=export&format=Shapefile,"[""Datasets""]","Secondary Street Names: Detroit, Michigan, 2014",07c-01,Detroit Open Data,
a5w2-tcit,,Download,https://data.detroitmi.gov/api/geospatial/a5w2-tcit?method=export&format=Shapefile,"[""Datasets""]","Bus Stops, Suburban Mobility Authority for Regional Transportation: Detroit, Michigan",07c-01,Detroit Open Data,
aepr-nnw7,,Download,https://data.detroitmi.gov/api/geospatial/aepr-nnw7?method=export&format=Shapefile,"[""Datasets""]","Medically Underserved Population Areas: Detroit, Michigan",07c-01,Detroit Open Data,
bvzi-zkvt,,Download,https://data.detroitmi.gov/api/geospatial/bvzi-zkvt?method=export&format=Shapefile,"[""Datasets""]","Neighborhood Stabilization Program III: Detroit, Michigan",07c-01,Detroit Open Data,
cghs-b6je,,Download,https://data.detroitmi.gov/api/geospatial/cghs-b6je?method=export&format=Shapefile,"[""Datasets""]","Bulk Trash Day Pickup Zones: Detroit, Michigan",07c-01,Detroit Open Data,
cx7h-9bf4,,Download,https://data.detroitmi.gov/api/geospatial/cx7h-9bf4?method=export&format=Shapefile,"[""Datasets""]","Neighborhood Enterprise Zones, New and Rehabilitated: Detroit, Michigan, 1992",07c-01,Detroit Open Data,
esjn-hp3n,,Download,https://data.detroitmi.gov/api/geospatial/esjn-hp3n?method=export&format=Shapefile,"[""Datasets""]","Health Professional Shortage Areas: Detroit, Michigan",07c-01,Detroit Open Data,
exqw-7q3h,,Download,https://data.detroitmi.gov/api/geospatial/exqw-7q3h?method=export&format=Shapefile,"[""Datasets""]","Libraries: Detroit, Michigan, 2014",07c-01,Detroit Open Data,
fsbf-9tct,,Download,https://data.detroitmi.gov/api/geospatial/fsbf-9tct?method=export&format=Shapefile,"[""Datasets""]","Election Districts: Detroit, Michigan, 2015",07c-01,Detroit Open Data,
fxkw-udwf,,Download,https://data.detroitmi.gov/api/geospatial/fxkw-udwf?method=export&format=Shapefile,"[""Datasets""]","Parcels: Detroit, Michigan",07c-01,Detroit Open Data,
fy5z-ths7,,Download,https://data.detroitmi.gov/api/geospatial/fy5z-ths7?method=export&format=Shapefile,"[""Datasets""]","Bike Greenways: Detroit, Michigan, 2007",07c-01,Detroit Open Data,
g6eq-mhyv,,Download,https://data.detroitmi.gov/api/geospatial/g6eq-mhyv?method=export&format=Shapefile,"[""Datasets""]","Non-motorized routes: Detroit, Michigan, 2015",07c-01,Detroit Open Data,
h78i-46dc,,Download,https://data.detroitmi.gov/api/geospatial/h78i-46dc?method=export&format=Shapefile,"[""Datasets""]","State Senate Districts 2011: Detroit, Michigan, 2015",07c-01,Detroit Open Data,
h7tb-utv7,,Download,https://data.detroitmi.gov/api/geospatial/h7tb-utv7?method=export&format=Shapefile,"[""Datasets""]","DDOT Bus Stops: Detroit, Michigan, 2014",07c-01,Detroit Open Data,
h8ij-tu87,,Download,https://data.detroitmi.gov/api/geospatial/h8ij-tu87?method=export&format=Shapefile,"[""Datasets""]","Detroit Public School Locations: Detroit, Michigan, 2015",07c-01,Detroit Open Data,
hj4t-4mea,,Download,https://data.detroitmi.gov/api/geospatial/hj4t-4mea?method=export&format=Shapefile,"[""Datasets""]","Local Historic Districts: Detroit, Michigan, 2015",07c-01,Detroit Open Data,
i57e-7z9t,,Download,https://data.detroitmi.gov/api/geospatial/i57e-7z9t?method=export&format=Shapefile,"[""Datasets""]","QLine Streetcar Route: Detroit, Michigan",07c-01,Detroit Open Data,
iguc-9tjj,,Download,https://data.detroitmi.gov/api/geospatial/iguc-9tjj?method=export&format=Shapefile,"[""Datasets""]","2010 Census Block Groups: Detroit, Michigan, 2015",07c-01,Detroit Open Data,
ipa4-scig,,Download,https://data.detroitmi.gov/api/geospatial/ipa4-scig?method=export&format=Shapefile,"[""Datasets""]","Detroit Public Schools Sites: Detroit, Michigan, 2015",07c-01,Detroit Open Data,
jej7-iihc,,Download,https://data.detroitmi.gov/api/geospatial/jej7-iihc?method=export&format=Shapefile,"[""Datasets""]","Hardest Hit Fund Areas: Detroit, Michigan",07c-01,Detroit Open Data,
jw8v-3bxg,,Download,https://data.detroitmi.gov/api/geospatial/jw8v-3bxg?method=export&format=Shapefile,"[""Datasets""]","New Detroit Police Department Precincts: Detroit, Michigan, 2014",07c-01,Detroit Open Data,
kjmy-b9g3,,Download,https://data.detroitmi.gov/api/geospatial/kjmy-b9g3?method=export&format=Shapefile,"[""Datasets""]","Suburban Mobility Authority for Regional Transportation (SMART) Bus Routes: Detroit, Michigan",07c-01,Detroit Open Data,
kkvb-6h7t,,Download,https://data.detroitmi.gov/api/geospatial/kkvb-6h7t?method=export&format=Shapefile,"[""Datasets""]","Police Stations: Detroit, Michigan",07c-01,Detroit Open Data,
ku5j-w3uv,,Download,https://data.detroitmi.gov/api/geospatial/ku5j-w3uv?method=export&format=Shapefile,"[""Datasets""]","Recreation Centers: Detroit, Michigan, 2015",07c-01,Detroit Open Data,
mbx2-k8cj,,Download,https://data.detroitmi.gov/api/geospatial/mbx2-k8cj?method=export&format=Shapefile,"[""Datasets""]","Census Tracts 2010: Detroit, Michigan, 2015",07c-01,Detroit Open Data,
mzet-mshg,,Download,https://data.detroitmi.gov/api/geospatial/mzet-mshg?method=export&format=Shapefile,"[""Datasets""]","QLine Streetcar Stops: Detroit, Michigan",07c-01,Detroit Open Data,
nzd8-nn5w,,Download,https://data.detroitmi.gov/api/geospatial/nzd8-nn5w?method=export&format=Shapefile,"[""Datasets""]","Master Plan Neighborhoods: Detroit, Michigan",07c-01,Detroit Open Data,
p746-ctzn,,Download,https://data.detroitmi.gov/api/geospatial/p746-ctzn?method=export&format=Shapefile,"[""Datasets""]","Non-Fatal Shootings: Detroit, Michigan, 2015",07c-01,Detroit Open Data,
p788-ev2h,,Download,https://data.detroitmi.gov/api/geospatial/p788-ev2h?method=export&format=Shapefile,"[""Datasets""]",Airports: Southeast Michigan,07c-01,Detroit Open Data,
pnwk-yivg,,Download,https://data.detroitmi.gov/api/geospatial/pnwk-yivg?method=export&format=Shapefile,"[""Datasets""]","Detroit Police Department (DPD) Scout Car Areas: Detroit, Michigan, 2016",07c-01,Detroit Open Data,
qtg8-bti5,,Download,https://data.detroitmi.gov/api/geospatial/qtg8-bti5?method=export&format=Shapefile,"[""Datasets""]","Neighborhood Police Officers by Scout Car Areas: Detroit, Michigan",07c-01,Detroit Open Data,
qw3n-zsbc,,Download,https://data.detroitmi.gov/api/geospatial/qw3n-zsbc?method=export&format=Shapefile,"[""Datasets""]","Targeted Multifamily Housing Areas: Detroit, Michigan",07c-01,Detroit Open Data,
qxwb-4rfy,,Download,https://data.detroitmi.gov/api/geospatial/qxwb-4rfy?method=export&format=Shapefile,"[""Datasets""]","Neighborhood Stabilization Program II: Detroit, Michigan",07c-01,Detroit Open Data,
qyik-3ame,,Download,https://data.detroitmi.gov/api/geospatial/qyik-3ame?method=export&format=Shapefile,"[""Datasets""]","Detroit People Mover Route: Detroit, Michigan, 2015",07c-01,Detroit Open Data,
rdag-2fyy,,Download,https://data.detroitmi.gov/api/geospatial/rdag-2fyy?method=export&format=Shapefile,"[""Datasets""]","Census Hard to Count: Detroit, Michigan, 2010",07c-01,Detroit Open Data,
ryzr-nwzf,,Download,https://data.detroitmi.gov/api/geospatial/ryzr-nwzf?method=export&format=Shapefile,"[""Datasets""]","Opportunity Zones: Detroit, Michigan",07c-01,Detroit Open Data,
tugj-7eqq,,Download,https://data.detroitmi.gov/api/geospatial/tugj-7eqq?method=export&format=Shapefile,"[""Datasets""]","Detroit Department of Transportation (DDOT) Bus Routes: Detroit, Michigan",07c-01,Detroit Open Data,
ukhw-j8ci,,Download,https://data.detroitmi.gov/api/geospatial/ukhw-j8ci?method=export&format=Shapefile,"[""Datasets""]","Neighborhood Revitalization Strategy Areas: Detroit, Michigan",07c-01,Detroit Open Data,
v3ct-r7wi,,Download,https://data.detroitmi.gov/api/geospatial/v3ct-r7wi?method=export&format=Shapefile,"[""Datasets""]","Regional Transit Authority (RTA) Bus Routes: Detroit, Michigan",07c-01,Detroit Open Data,
vapg-c9ea,,Download,https://data.detroitmi.gov/api/geospatial/vapg-c9ea?method=export&format=Shapefile,"[""Datasets""]","Bus Stop Activity: Detroit, Michigan, April 2012",07c-01,Detroit Open Data,
vfqv-c584,,Download,https://data.detroitmi.gov/api/geospatial/vfqv-c584?method=export&format=Shapefile,"[""Datasets""]","Innovation District: Detroit, Michigan, 2015",07c-01,Detroit Open Data,
vqqa-wgrj,,Download,https://data.detroitmi.gov/api/geospatial/vqqa-wgrj?method=export&format=Shapefile,"[""Datasets""]","Municipal Boundary: Detroit, Michigan",07c-01,Detroit Open Data,
vuds-ciae,,Download,https://data.detroitmi.gov/api/geospatial/vuds-ciae?method=export&format=Shapefile,"[""Datasets""]","Elevated Lead Levels by ZIP Code: Detroit, Michigan",07c-01,Detroit Open Data,
w6n5-qfqz,,Download,https://data.detroitmi.gov/api/geospatial/w6n5-qfqz?method=export&format=Shapefile,"[""Datasets""]","Major Street Names: Detroit, Michigan, 2014",07c-01,Detroit Open Data,
wtmf-dux5,,Download,https://data.detroitmi.gov/api/geospatial/wtmf-dux5?method=export&format=Shapefile,"[""Datasets""]","State House Districts: Detroit, Michigan, 2011",07c-01,Detroit Open Data,
wwzh-yfn6,,Download,https://data.detroitmi.gov/api/geospatial/wwzh-yfn6?method=export&format=Shapefile,"[""Datasets""]","City Council Board Authorities Boundary: Detroit, Michigan",07c-01,Detroit Open Data,
x6ig-wfg4,,Download,https://data.detroitmi.gov/api/geospatial/x6ig-wfg4?method=export&format=Shapefile,"[""Datasets""]","Empowerment Zone: Detroit, Michigan",07c-01,Detroit Open Data,
y2eq-n4p8,,Download,https://data.detroitmi.gov/api/geospatial/y2eq-n4p8?method=export&format=Shapefile,"[""Datasets""]","Colleges and Universities: Detroit, Michigan, 2014",07c-01,Detroit Open Data,
yu9n-k8rd,,Download,https://data.detroitmi.gov/api/geospatial/yu9n-k8rd?method=export&format=Shapefile,"[""Datasets""]","Parks: Detroit, Michigan, 2016",07c-01,Detroit Open Data,
117d6f69e6cf406b80f89cd190ac2b4a_0,,Download,https://data.detroitmi.gov/datasets/117d6f69e6cf406b80f89cd190ac2b4a_0.zip,"[""Datasets""]","Vacant Property Registrations: City of Detroit, Michigan",07c-01,Detroit Open Data,
262a76b1a591481db5c97f841631f0cd_0,,Download,https://data.detroitmi.gov/datasets/262a76b1a591481db5c97f841631f0cd_0.zip,"[""Datasets"", ""Web services""]",Restaurants: City of Detroit,07c-01,Detroit Open Data,
33126c760bdf4e15ba6f182ac6a9d793_0,,Download,https://data.detroitmi.gov/datasets/33126c760bdf4e15ba6f182ac6a9d793_0.zip,"[""Datasets""]","Pre-sale Inspections: City of Detroit, Michigan",07c-01,Detroit Open Data,
47a423a7457f4a71a997a9e29054e392_0,,Download,https://data.detroitmi.gov/datasets/47a423a7457f4a71a997a9e29054e392_0.zip,"[""Datasets"", ""Web services""]","Neighborhoods: City of Detroit, Michigan",07c-01,Detroit Open Data,
4f49eb825f564efa9a23cd103c4ba13b_0,,Download,https://data.detroitmi.gov/datasets/4f49eb825f564efa9a23cd103c4ba13b_0.zip,"[""Datasets"", ""Web services""]","911 Calls For Service: Detroit, Michigan",07c-01,Detroit Open Data,#<Net::ReadTimeout: Net::ReadTimeout>
7eb3774721f7484da7530f800ad3bfd3_6,,Download,https://data.detroitmi.gov/datasets/7eb3774721f7484da7530f800ad3bfd3_6.zip,"[""Datasets"", ""Web services""]","Demolitions under Contract: Detroit, Michigan",07c-01,Detroit Open Data,
991161fae34f4e6999805dbf05937c95_4,,Download,https://data.detroitmi.gov/datasets/991161fae34f4e6999805dbf05937c95_4.zip,"[""Datasets"", ""Web services""]","Demolition Timing Status: Detroit, Michigan",07c-01,Detroit Open Data,
d256d05395ae441493dd1b879a834601_0,,Download,https://data.detroitmi.gov/datasets/d256d05395ae441493dd1b879a834601_0.zip,"[""Datasets"", ""Web services""]","Address Points: City of Detroit, Michigan",07c-01,Detroit Open Data,
d4d78e7ccb2d43a08b9e0934dbd0a21e_0,,Download,https://data.detroitmi.gov/datasets/d4d78e7ccb2d43a08b9e0934dbd0a21e_0.zip,"[""Datasets""]","Building Permits: City of Detroit, Michigan",07c-01,Detroit Open Data,
8f25ea4fbad442a39900dddbffba9e34&sublayer=0,,Download,https://data.detroitmi.gov/datasets/detroitmi::certificates-of-compliance-archived.zip,"[""Datasets""]","Certificates Of Compliance (Archived) [Detroit, Michigan]",07c-01,Detroit Open Data,
detroitmi::currently-valid-certificates-of-compliance,,Download,https://data.detroitmi.gov/datasets/detroitmi::currently-valid-certificates-of-compliance.zip,"[""Datasets""]","Currently Valid Certificates of Compliance: Detroit, Michigan",07c-01,Detroit Open Data,
df5b76e2df394ec7bba2ec49bd740789_3,,Download,https://data.detroitmi.gov/datasets/df5b76e2df394ec7bba2ec49bd740789_3.zip,"[""Datasets""]","DDOT Bus Routes: City of Detroit, Michigan",07c-01,Detroit Open Data,
ffa446c8-b3b8-40f6-9f51-12ebfa8c4987,,Download,https://data.humdata.orghttp://export.hotosm.org/downloads/ceb57da0-84af-4042-aa84-e83dca9be2a3/hotosm_irl_north_airports_points_shp.zip,"[""Datasets""]",HOTOSM Ireland [Northern Region] Airports (OpenStreetMap Export),99-1400,Humanitarian Data Exchange,#<SocketError: Failed to open TCP connection to data.humdata.orghttp:443 (getaddrinfo: Name or service not known)>
1491e6a1-f1e0-4400-8477-20e3df878191,,Download,https://data.humdata.orghttp://export.hotosm.org/downloads/ceb57da0-84af-4042-aa84-e83dca9be2a3/hotosm_irl_north_buildings_polygons_shp.zip,"[""Datasets""]",HOTOSM Ireland [Northern Region] Buildings (OpenStreetMap Export),99-1400,Humanitarian Data Exchange,#<SocketError: Failed to open TCP connection to data.humdata.orghttp:443 (getaddrinfo: Name or service not known)>
6800affd-62ba-49a3-bc47-0ecae5f8aaf9,,Download,https://data.humdata.orghttp://export.hotosm.org/downloads/ceb57da0-84af-4042-aa84-e83dca9be2a3/hotosm_irl_north_education_facilities_points_shp.zip,"[""Datasets""]",HOTOSM Ireland [Northern Region] Education Facilities (OpenStreetMap Export),99-1400,Humanitarian Data Exchange,#<SocketError: Failed to open TCP connection to data.humdata.orghttp:443 (getaddrinfo: Name or service not known)>
0ecdd7c6-b42c-443c-b28b-e4692a65ddbb,,Download,https://data.humdata.orghttp://export.hotosm.org/downloads/ceb57da0-84af-4042-aa84-e83dca9be2a3/hotosm_irl_north_financial_services_points_shp.zip,"[""Datasets""]",HOTOSM Ireland [Northern Region] Financial Services (OpenStreetMap Export),99-1400,Humanitarian Data Exchange,#<SocketError: Failed to open TCP connection to data.humdata.orghttp:443 (getaddrinfo: Name or service not known)>
391fd8e6-8fe4-4da3-b3fe-c0b498f2f80a,,Download,https://data.humdata.orghttp://export.hotosm.org/downloads/ceb57da0-84af-4042-aa84-e83dca9be2a3/hotosm_irl_north_health_facilities_points_shp.zip,"[""Datasets""]",HOTOSM Ireland [Northern Region] Health Facilities (OpenStreetMap Export),99-1400,Humanitarian Data Exchange,#<SocketError: Failed to open TCP connection to data.humdata.orghttp:443 (getaddrinfo: Name or service not known)>
67821daa-4d17-4392-b4d9-b99c35b1f778,,Download,https://data.humdata.orghttp://export.hotosm.org/downloads/ceb57da0-84af-4042-aa84-e83dca9be2a3/hotosm_irl_north_points_of_interest_points_shp.zip,"[""Datasets""]",HOTOSM Ireland [Northern Region] Points of Interest (OpenStreetMap Export),99-1400,Humanitarian Data Exchange,#<SocketError: Failed to open TCP connection to data.humdata.orghttp:443 (getaddrinfo: Name or service not known)>
