Filename,DatasetURI,Title,Description,Originator,Publisher,Date_Issued,Temporal,Geom_type,Geom2,West,East,North,South,Format,Thumbnail,Keywords,Place
['https://btaagdp.org/metadata/05a-01/pub/gdrs/data/pub/us_mn_state_metc/agri_agricultural_preserves2005/metadata/metadata.xml'],https://gisdata.mn.gov/dataset/us-mn-state-metc-agri-agricultural-preserves2005,Agricultural Preserves 2005,"This dataset includes parcels that are enrolled in the Metropolitan Agricultural Preserves Act, Minnesota Statute 473H. The goal of this act is to encourage preservation of agricultural lands by providing a package of benefits to keep land in long-term agricultural use. At the request of the Metropolitan Council, a table is created by each county to reflect the status of parcels in the program at the end of each calendar year. The Council links these tables to the MetroGIS Regional Parcel Dataset to create a shape file of Agricultural Preserves.",Metropolitan Council,Metropolitan Council,20050523,2005,Polygon,ArcGIS 9x,-94.022081,-92.749020,45.392369,44.467198,Shapefile,ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metc/agri_agricultural_preserves2005/metadata/preview.jpg,"[u'farming, agriculture, Agricultural Preserves']","[u'Anoka County, Carver County, Dakota County, Hennepin County, Scott County, Washington County']"
['https://btaagdp.org/metadata/05a-01/pub/gdrs/data/pub/us_mn_state_metc/agri_agricultural_preserves2006/metadata/metadata.xml'],https://gisdata.mn.gov/dataset/us-mn-state-metc-agri-agricultural-preserves2006,Agricultural Preserves 2006,"This dataset includes parcels that are enrolled in the Metropolitan Agricultural Preserves Act, Minnesota Statute 473H. The goal of this act is to encourage preservation of agricultural lands by providing a package of benefits to keep land in long-term agricultural use. At the request of the Metropolitan Council, a table is created by each county to reflect the status of parcels in the program at the end of each calendar year. The Council links these tables to the MetroGIS Regional Parcel Dataset to create a shape file of Agricultural Preserves.",Metropolitan Council,Metropolitan Council,20050523,2006,Polygon,ArcGIS 9x,-94.022081,-92.749020,45.392369,44.467198,Shapefile,ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metc/agri_agricultural_preserves2006/metadata/preview.jpg,"[u'farming, agriculture, Agricultural Preserves']","[u'Anoka County, Carver County, Dakota County, Hennepin County, Scott County, Washington County']"
['https://btaagdp.org/metadata/05a-01/pub/gdrs/data/pub/us_mn_state_metc/agri_agricultural_preserves2007/metadata/metadata.xml'],https://gisdata.mn.gov/dataset/us-mn-state-metc-agri-agricultural-preserves2007,Agricultural Preserves 2007,"This dataset includes parcels that are enrolled in the Metropolitan Agricultural Preserves Act, Minnesota Statute 473H. The goal of this act is to encourage preservation of agricultural lands by providing a package of benefits to keep land in long-term agricultural use. At the request of the Metropolitan Council, a table is created by each county to reflect the status of parcels in the program at the end of each calendar year. The Council links these tables to the MetroGIS Regional Parcel Dataset to create a shape file of Agricultural Preserves.",Metropolitan Council,Metropolitan Council,20080218,2007,Polygon,ArcGIS 9x,-94.022081,-92.749020,45.392369,44.467198,Shapefile,ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metc/agri_agricultural_preserves2007/metadata/preview.jpg,"[u'farming, agriculture, Agricultural Preserves']","[u'Anoka County, Carver County, Dakota County, Hennepin County, Scott County, Washington County']"
['https://btaagdp.org/metadata/05a-01/pub/gdrs/data/pub/us_mn_state_metc/agri_agricultural_preserves2008/metadata/metadata.xml'],https://gisdata.mn.gov/dataset/us-mn-state-metc-agri-agricultural-preserves2008,Agricultural Preserves 2008,"This dataset includes parcels that are enrolled in the Metropolitan Agricultural Preserves Act, Minnesota Statute 473H. The goal of this act is to encourage preservation of agricultural lands by providing a package of benefits to keep land in long-term agricultural use. At the request of the Metropolitan Council, a table is created by each county to reflect the status of parcels in the program at the end of each calendar year. The Council links these tables to the MetroGIS Regional Parcel Dataset to create a shape file of Agricultural Preserves.",Metropolitan Council,Metropolitan Council,20090303,2008,Polygon,,-94.022062,-92.749020,45.392463,44.467198,Shapefile,ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metc/agri_agricultural_preserves2008/metadata/preview.jpg,"[u'farming, agriculture, Agricultural Preserves']","[u'Anoka County, Carver County, Dakota County, Hennepin County, Scott County, Washington County']"
['https://btaagdp.org/metadata/05a-01/pub/gdrs/data/pub/us_mn_state_metc/agri_agricultural_preserves2014/metadata/metadata.xml'],https://gisdata.mn.gov/dataset/us-mn-state-metc-agri-agricultural-preserves2014,Agricultural Preserves 2014,"This dataset includes parcels that are enrolled in the Metropolitan Agricultural Preserves Act, Minnesota Statute 473H. The goal of this act is to encourage preservation of agricultural lands by providing a package of benefits to keep land in long-term agricultural use. At the request of the Metropolitan Council, a table is created by each county to reflect the status of parcels in the program at the end of each calendar year. The Council links these tables to the MetroGIS Regional Parcel Dataset to create a shape file of Agricultural Preserves.",Metropolitan Council,Metropolitan Council,20160602,20141231,Polygon,,-94.022062,-92.749020,45.392463,44.467198,Shapefile,ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metc/agri_agricultural_preserves2014/metadata/preview.jpg,"[u'farming, agriculture, Agricultural Preserves']","[u'Anoka County, Carver County, Dakota County, Hennepin County, Scott County, Washington County']"
['https://btaagdp.org/metadata/05a-01/pub/gdrs/data/pub/us_mn_state_metc/base_metcouncil_basemap_service/metadata/metadata.xml'],https://gisdata.mn.gov/dataset/us-mn-state-metc-base-metcouncil-basemap-service,Metropolitan Council Base Map Service,"Metropolitan Council cached base map web service, developed for 7 County Twin Cities Region. Includes political boundaries, roadways, parks, lakes and rivers, land marks, and transit information.",Metropolitan Council,Metropolitan Council,periodically revised,Periodically Revised,cached web service,ArcGIS Server,-94.012,-92.732,45.415,44.471,,ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metc/base_metcouncil_basemap_service/metadata/preview.jpg,"[u'base map, political boundaries, municipal boundaries, county boundaries, city boundaries, transportation, trails, roadways, transit']","[u'Twin Cities, Anoka County, Carver County, Dakota County, Hennepin County, Ramsey County, Scott County, Washington County']"
['https://btaagdp.org/metadata/05a-01/pub/gdrs/data/pub/us_mn_state_metc/base_metro_orthos_1997/metadata/metadata.xml'],https://gisdata.mn.gov/dataset/us-mn-state-metc-base-metro-orthos-1997,"1997 Digital Orthophotos, Twin Cities Metropolitan Area","This dataset contains 265 digital, black and white orthophoto quarter-quadrangles (DOQs), 3.75' x 3.75', covering the 7 county Twin Cities (Minneapolis and St. Paul) Metropolitan Area in Minnesota.  Each CD-ROM contains up to 4 quarter-quadrangles of a USGS 7.5 minute quadrangle, where a quarter-quadrangle is included IF it's coverage includes any portion of the Twin cities 7 county area.  The orthophotos are in UTM, Zone 15, NAD83 projection.  Each image is approximately 120 Mb, with a .6 meter image pixel, and available in TIFF format.  There are a total of 76 CD-ROMs plus one CD-ROM that contains one metadata record for the dataset and a header file (.hdr) for each image.  These DOQs were produced using the USGS DOQ specifications except for the scan resolution (pixel size is .6m rather than 1 meter) and the file format.  The original imagery was collected at 20,000 ft and centered on USGS quarter-quads.

This dataset is available for direct use via the MnGeo Geospatial Image Service (Twin Cities metro layer).  More information at http://www.mngeo.state.mn.us/chouse/wms/geo_image_server.html",Metropolitan Council,Metropolitan Council,199902,199704,,,-94.06,-92.69,45.44,44.44,Scanline (strip) TIFF with world files (.TFW) for geographic reference.,ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metc/base_metro_orthos_1997/metadata/preview.jpg,"[u'orthophotography, ortho, orthophoto, DOQ, DOQQ, imagery, image, digital ortho, aerial photography, aerial photos, digital aerial photography']","[u'Twin Cities, Anoka County, Carver County, Dakota County, Hennepin County, Ramsey County, Scott County, Washington County']"
['https://btaagdp.org/metadata/05a-01/pub/gdrs/data/pub/us_mn_state_metc/base_metro_orthos_2000/metadata/metadata.xml'],https://gisdata.mn.gov/dataset/us-mn-state-metc-base-metro-orthos-2000,"2000 Digital Orthophotos, Twin Cities Metropolitan Area","This dataset contains 267 black and white digital orthophoto quarter-quadrangles (DOQs), 3.75' x 3.75', covering the 7 county Twin Cities (Minneapolis and St. Paul) Metropolitan Area in Minnesota.  Each CD-ROM contains up to 4 quarter-quadrangles of a USGS 7.5 minute quadrangle, where a quarter-quadrangle is included IF it's coverage includes any portion of the Twin cities 7 county area.  The orthophotos are in UTM, Zone 15, NAD83 projection.  Each image is approximately 115 Mb, with a .6 meter image pixel, and available in TIFF format.  There are a total of 78 CD-ROMs.  These orthophotos were produced using the USGS DOQ specifications except for the file format and the scan resolution (pixel size is .6m rather than 1 meter).  The original imagery was collected at 20,000 ft. and centered on USGS quarter-quads.

This dataset is available for direct use via the MnGeo Geospatial Image Service (Twin Cities metro layer).  More information at http://www.mngeo.state.mn.us/chouse/wms/geo_image_server.html",Metropolitan Council,Metropolitan Council,200010,200005,,,-94.06,-92.69,45.44,44.44,TIFF (.tif) with world files (.tfw) for geographic reference.,ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metc/base_metro_orthos_2000/metadata/preview.jpg,"[u'orthophotography, ortho, orthophotos, DOQ, DOQQ, imagery, images, digital ortho, aerial photography, aerial photos, digital aerial photography']","[u'Twin Cities, Anoka County, Carver County, Dakota County, Hennepin County, Ramsey County, Scott County, Washington County']"
['https://btaagdp.org/metadata/05a-01/pub/gdrs/data/pub/us_mn_state_metc/base_metro_orthos_2016/metadata/metadata.xml'],http://www.mngeo.state.mn.us/chouse/wms/geo_image_server.html,"Digital Orthoimagery, Twin Cities, Minnesota, Spring 2016, 1-ft Resolution","This dataset contains leaf-off, 4-band (red, green, blue, near-infrared (RGBI)) digital orthophoto imagery of the Twin Cities metropolitan area in east-central Minnesota. 268 digital orthophoto quarter quadrangle (DOQQ) tiles were produced at 30-cm (1-foot) resolution from new aerial photography captured in the spring of 2016. The counties of Hennepin, Ramsey and Washington were originally captured at 30-cm resolution. DOQQ tiles covering Anoka, Carver, Dakota and Scott counties were created from higher resolution 15-cm (6-inch) imagery and resampled down to 30-cm resulting in a uniform resolution for the entire project area.

Project partners include the Metropolitan Council, the Minnesota IT Services' Geospatial Information Office (MnGeo), the Metropolitan Mosquito Control District, and Anoka, Carver, Dakota and Scott counties.

This dataset is available for direct use via the MnGeo Geospatial Image Service (Twin Cities metro layer). More information at http://www.mngeo.state.mn.us/chouse/wms/geo_image_server.html 

This metadata record was created by MnGeo using information supplied by Surdex Corporation, the Metropolitan Council and the Minnesota Department of Transportation.","Metropolitan Council, Surdex Corporation",Minnesota Geospatial Information Center (MnGeo),undefined,201604,undefined,undefined,-94.34,-92.62,45.75,44.43,undefined,ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metc/base_metro_orthos_2016/metadata/preview.jpg,"[u'imageryBaseMapsEarthCover, Orthophotography, Digital Orthophotography, Ortho, Orthophotos, Digital Orthorectified Images, Digital Orthophotos, DOQ, DOQQ, Imagery, Images, Aerial Photography, Aerial Photos, Digital Aerial Photography, Air Photo, Color Infrared, Four Band Imagery']","[u'Minnesota, MN, Anoka, Carver, Dakota, Hennepin, Ramsey, Scott, Washington, Twin Cities']"
['https://btaagdp.org/metadata/05a-01/pub/gdrs/data/pub/us_mn_state_metc/bdry_counties_and_ctus_lookup/metadata/metadata.xml'],https://gisdata.mn.gov/dataset/us-mn-state-metc-bdry-counties-and-ctus-lookup,"County, City and Township (CTU) Lookup Table","This is a lookup table containing various data related to cities, townships, unorganized territories (CTUs) and any divisions created by county boundaries splitting them.  These are termed Minor Civil Division (MCDs) by the Census Bureau.  The table encompases the Twin Cities 7-county metropolitan area.  It is intended to be a Council wide master lookup table for these entites.  It contains official federal and state unique identifiers for CTUs and MCDs as well as identifiers created and used by other organizations.  The table also contains historical MCDs dating back to the 1990s and a few other non-MCD records that are of importance to Met. Council use of this table.

The County CTU Lookup Table relates to the Counties and Cities & Townships, Twin Cities Metropolitan Area dataset here:  https://gisdata.mn.gov/dataset/us-mn-state-metc-bdry-metro-counties-and-ctus 

NOTES:

- On 5/28/2014 a new field was added to reflect the new community designations defined in the Council's Thrive MSP 2040 regional plan - COMDES2040

- On 3/17/2011 it was discovered that the CTU ID used for the City of Lake St. Croix Beach was incorrect.  It was changed from 2394379 to 2395599 to match GNIS.

- On 3/17/2011 it was discovered that the CTU ID used for the City of Lilydale was incorrect.  It was changed from 2394457 to 2395708 to match GNIS.

- On 11/9/2010 it was discovered that the CTU ID used for the City of Crystal was incorrect.  It was changed from 2393541 to 2393683 to match GNIS.

- Effective April 2008,  a change was made in GNIS to match the FIPS place codes to the ""civil"" feature for each city instead of the ""populated place"" feature.  Both cities and townships are now ""civil"" features within GNIS.  This means that the official GNIS unique ID for every city in Minnesota has changed.   

- As of January 1, 2006, the five digit FIPS 55-3 Place codes that were used as unique identifiers in this dataset (CTU_CODE and COCTU_CODE fields) were officially retired by the Federal governement.  They are replaced by a set of integer codes from the Geographic Names Information System (GNIS_CODE field).  Both codes will be kept in this database, but the GNIS_CODE is considered the official unique identifier from this point forward.  The GNIS codes are also slated to become official ANSI codes for these geographic features.  While GNIS treats these codes as 6 to 8 digit integer data types, the Census Bureau formats them as 8 digit text fields, right justified with leading zeros included.

- The Census Bureau will continue to create FIPS 55 Place codes for new cities and townships through the 2010 Census.  After that, no new FIPS 55 codes will be created.  Note that for townships that wholly incorporate into cities, the same FIPS 55 code will be used for the new city.  (GNIS creates a new ID for the new city.)

- Cities and townships have also been referred to as ''MCDs'' (a Census term), however this term technically refers to the part of each city or township within a single county.  Thus, a few cities in the metro area that are split by county boundaries are actually comprised of two different MCDs. This was part of the impetus for a proposed MN state data standard that uses the ''CTU'' terminology for clarity.

-  A variety of civil divisions of the land exist within the United States.  In Minnesota, only three types exist - cities, townships and unorganized territories.  All three of these exist within the Twin Cities seven county area.  The only unorganized territory is Fort Snelling (a large portion of which is occupied by the MSP International Airport).

-  Some cities are split between two counties.  Only those parts of cities within the 7-county area are included.

- Prior to the 2000 census, the FIPS Place code for the City of Greenwood in Hennepin County was changed from 25928 to 25918.  This dataset reflects that change.",Metropolitan Council,Metropolitan Council,periodically revised,20180207,,Oracle,-94.0,-92.7,45.4,44.4,,ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metc/bdry_counties_and_ctus_lookup/metadata/preview.jpg,"[u'counties, cities, townships, GNIS, FIPS place code, FIPS55, CTU, CTUs,  MCD, minor civil divisions, municipal codes']","[u'Twin Cities, Anoka County, Carver County, Dakota County, Hennepin County, Ramsey County, Scott County, Washington County']"
['https://btaagdp.org/metadata/05a-01/pub/gdrs/data/pub/us_mn_state_metc/bdry_counties_mcd1990/metadata/metadata.xml'],https://gisdata.mn.gov/dataset/us-mn-state-metc-bdry-counties-mcd1990,"Counties and Minor Civil Divisions (Cities and Townships), 1990","This is a polygon layer of county and minor civil divisions (cities and townships)  in the 7-county Twin Cities metropolitan area as of 1990.

NOTES:
- Lines are of limited positional accuracy
- COMCDLUT (or comcdlut.dbf) is an available table with additional county/mcd attributes.  However, it is geared toward more recent data.
- Some MCDs are split between two counties.  Only those parts of MCDs within the 7-county area are included.",Metropolitan Council,Metropolitan Council,unpublished material,1990,"arcs, nodes, polygons, label points","ArcInfo Version 8x, UNIX platform",-94.012,-92.732,45.415,44.471,ArcView Shape files,ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metc/bdry_counties_mcd1990/metadata/preview.jpg,"[u'counties, cities, political boundaries, townships, MCD, minor civil divisions, municipal, municipal boundaries, county boundaries, city boundaries, FIPS, FIPS place codes, jurisdictional boundary']","[u'Twin Cities, Anoka County, Carver County, Dakota County, Hennepin County, Ramsey County, Scott County, Washington County']"
['https://btaagdp.org/metadata/05a-01/pub/gdrs/data/pub/us_mn_state_metc/bdry_mcdistricts_2003/metadata/metadata.xml'],https://gisdata.mn.gov/dataset/us-mn-state-metc-bdry-mcdistricts2003,Metropolitan Council Districts 2003,"This layer defines the district boundaries for the Metropolitan Council members.

NOTES:
-  The current Metropolitan Council Districts were enacted in 2003.
-  Council member names and spellings are taken directly from the Metropolitan Council web site and press releases.
-  Hanover, New Prague, Northfield, and Rockford have been removed from the district boundaries.
-  Only the cities of Minneapolis, St. Paul and Eagan have significant populations split into more than one Council District.  Chanhassen, Hastings and Spring Lake Park have small areas accross county boundaries in another Council district.
- The actual descriptions of Metropolitan Council District boundaries were taken from Minnesota Statutes 2003, 473.123  http://www.revisor.leg.state.mn.us/stats/473/123.html
- The 2003 plan files, details and components passed by the 2003 MN Legislature are available here: http://www.gis.leg.mn/html/mc03/mc03.html",Metropolitan Council,Metropolitan Council,2003,20110426,polygon shapes,ArcGIS 10x,-94.012,-92.732,45.415,44.471,ArcView Shape file,ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metc/bdry_mcdistricts_2003/metadata/preview.jpg,"[u'Metropolitan Council Districts, Council Districts, Metropolitan Council, administrative boundaries']","[u'Twin Cities, Anoka County, Carver County, Dakota County, Hennepin County, Ramsey County, Scott County, Washington County']"
['https://btaagdp.org/metadata/05a-01/pub/gdrs/data/pub/us_mn_state_metc/bdry_mcdistricts_2013/metadata/metadata.xml'],https://gisdata.mn.gov/dataset/us-mn-state-metc-bdry-mcdistricts-2013,Metropolitan Council Districts 2013,"This layer defines the district boundaries for the Metropolitan Council members.

NOTES:
-  The current Metropolitan Council Districts were enacted in 2013.
-  Council member names and spellings are taken directly from the Metropolitan Council web site and press releases.
-  Hanover, New Prague, Northfield, and Rockford have been removed from the district boundaries.
-  Only the cities of Minneapolis and St. Paul have significant populations split into more than one Council District.  Chanhassen, Hastings and Spring Lake Park have small areas accross county boundaries in another Council district.
- The actual descriptions of Metropolitan Council District boundaries were taken from Minnesota Statutes 2012, 473.123  http://www.revisor.leg.state.mn.us/stats/473/123.html
- Adjustments for district boundaries that fall on city/township boundaries are updated on a quarterly basis with data from counties.
-The 2013 plan files, details and components passed by the 2013 MN Legislature can be found at http://www.gis.leg.mn/html/redistricting.html
-For the map and data available from the Metropolitan Council, district boundaries were adjusted to conform to existing geography employed by the Metropolitan Council.",Metropolitan Council,Metropolitan Council,2013,20180101,polygon shapes,ArcGIS 10x,-94.012,-92.732,45.415,44.471,ArcView Shape file,ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metc/bdry_mcdistricts_2013/metadata/preview.jpg,"[u'Metropolitan Council Districts, Council Districts, Metropolitan Council, administrative boundaries']","[u'Twin Cities, Anoka County, Carver County, Dakota County, Hennepin County, Ramsey County, Scott County, Washington County']"
['https://btaagdp.org/metadata/05a-01/pub/gdrs/data/pub/us_mn_state_metc/bdry_metro_counties_and_ctus/metadata/metadata.xml'],https://gisdata.mn.gov/dataset/us-mn-state-metc-bdry-metro-counties-and-ctus,"Counties and Cities & Townships, Twin Cities Metropolitan Area","This is a polygon dataset for county boundaries as well as for city, township and unorganized territory (CTU) boundaries in the Twin Cities 7-county metropolitan area. The linework for this dataset comes from individual counties and is assembled by the Metropolitan Council for the MetroGIS community. 

The County CTU Lookup Table here https://gisdata.mn.gov/dataset/us-mn-state-metc-bdry-counties-and-ctus-lookup 
is also included in this dataset and contains various data related to cities, townships, unorganized territories (CTUs) and any divisions created by county boundaries splitting them is also included in the dataset. 

This dataset is updated quarterly. This dataset is composed of three shape files and one dbf table. 
- Counties.shp = county boundaries 
- CTUs.shp = city, township and unorganized territory boundaries 
- CountiesAndCTUs.shp = combined county and CTU boundaries
- CountyCTULookupTable.dbf = various data related to CTUs and any divisions created by county boundaries splitting them is also included in the dataset, described here: https://gisdata.mn.gov/dataset/us-mn-state-metc-bdry-counties-and-ctus-lookup

NOTES:

- On 3/17/2011 it was discovered that the CTU ID used for the City of Lake St. Croix Beach was incorrect.  It was changed from 2394379 to 2395599 to match GNIS.

- On 3/17/2011 it was discovered that the CTU ID used for the City of Lilydale was incorrect.  It was changed from 2394457 to 2395708 to match GNIS.

- On 11/9/2010 it was discovered that the CTU ID used for the City of Crystal was incorrect.  It was changed from 2393541 to 2393683 to match GNIS.

- Effective April 2008,  a change was made in GNIS to match the FIPS place codes to the ""civil"" feature for each city instead of the ""populated place"" feature.  Both cities and townships are now ""civil"" features within GNIS.  This means that the official GNIS unique ID for every city in Minnesota has changed.  

- The five digit CTU codes in this dataset are identical to the Federal Information Processing Standard (FIPS) ''Place'' codes.  They are also used by the Census Bureau and many other organizations and are proposed as a MN state data coding standard.

- Cities and townships have also been referred to as ''MCDs'' (a census term), however this term technically refers to the part of each city or township within a single county.  Thus, a few cities in the metro area that are split by county boundaries are actually comprised of two different MCDs. This was part of the impetus for a proposed MN state data standard that uses the ''CTU'' terminology for clarity.

- The boundary line data for this dataset comes from each county.

-  A variety of civil divisions of the land exist within the United States.  In Minnesota, only three types exist - cities, townships and unorganized territories.  All three of these exist within the Twin Cities seven county area.  The only unorganized territory is Fort Snelling (a large portion of which is occupied by the MSP International Airport).

-  Some cities are split between two counties.  Only those parts of cities within the 7-county area are included.

- Prior to the 2000 census, the FIPS Place code for the City of Greenwood in Hennepin County was changed from 25928 to 25918.  This dataset reflects that change.","The Counties of Anoka, Dakota, Carver, Hennepin, Ramsey, Scott and Washington and the Metropolitan Council",Metropolitan Council,periodically revised,20180101,polygon shapes,"ArcGIS Geodatabase, version 10x",-94.012,-92.732,45.415,44.471,Shapefile,ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metc/bdry_metro_counties_and_ctus/metadata/preview.jpg,"[u'political boundaries, counties, cities, townships, FIPS place code, CTU, CTUs,  MCD, minor civil divisions, municipal boundaries, county boundaries, city boundaries, communities, community boundaries']","[u'Twin Cities, Anoka County, Carver County, Dakota County, Hennepin County, Ramsey County, Scott County, Washington County']"
['https://btaagdp.org/metadata/05a-01/pub/gdrs/data/pub/us_mn_state_metc/bdry_plan_sector_reps/metadata/metadata.xml'],https://gisdata.mn.gov/dataset/us-mn-state-metc-bdry-plan-sector-reps,Metropolitan Council Sector Representatives,This is a general reference layer defining the Metropolitan Council's Planning Sector Representative boundaries and the representatives assigned to each sector.  It was derived from the Council's city and township boundary layer.,Metropolitan Council,Metropolitan Council,20180207,20180207,polygon shapes,ArcGIS Version 10x,-94.012,-92.732,45.415,44.471,ArcView Shape files,ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metc/bdry_plan_sector_reps/metadata/preview.jpg,"[u'community development, sector representatives, administrative boundaries']","[u'Twin Cities, Anoka County, Carver County, Dakota County, Hennepin County, Ramsey County, Scott County, Washington County']"
['https://btaagdp.org/metadata/05a-01/pub/gdrs/data/pub/us_mn_state_metc/env_cva_lst2016/metadata/metadata.xml'],https://gisdata.mn.gov/dataset/us-mn-state-metc-env-cva-lst2016,Land Surface Temperature for Climate Vulnerability Analysis,"The Land Surface Temperature (LST) raster dataset is a dataset derived from a satellite image from Landsat 8 to show the land surface temperature for the seven-county metropolitan region of the Twin Cities, in degrees Fahrenheit. In essence, this map shows how hot the ground was to the touch at any given location. This satellite image was taken at 11:59 am CDT on July 22, 2016. At this time, the air temperature was 90F with a heat index of 90.3F, as taken at the Minneapolis-St. Paul International Airport (Minneapolis-St Paul International Airport, 2016). This was the third day of a regional heat wave , and while temperatures overnight had dipped down to around 74F, temperatures had climbed up to a maximum temperature of 97F  by around 5-6pm, resulting in the hottest day in roughly three years (Midwestern Regional Climate Center, 2016). The original thermal image was taken at a 100 x 100 meter resolution, but was re-scaled and processed at the 30 x 30 meter scale. (Landsat 8 collects image data at a spatial resolution of 30 meters (visible, NIR, SWIR); 100 meters (thermal); and 15 meters (panchromatic).)

This Landsat 8 raster image was first used to create a NDVI raster dataset. Using that NDVI dataset with Bands 10 and 11 of the Landsat 8 raster dataset, a Land Surface Temperature raster can be derived. That raster is further processed from celsius to fahrenheit, then clipped to the 7-county metropolitan area, and all water bodies removed from the final image. 

The LST values without regional water bodies is the primary basis for the Metropolitan Council Climate Vulnerability Assessment Report. Part of this report specifically considers the urban heat island effect, or the effect of human activity and the built environment on increases in urban temperature on human life, and as water has different heat retention properties than most land surfaces, we chose to do our analysis without regional water bodies. It should be noted that the lowest original LST values were water bodies, and so by removing the water bodies from the map the minimum LST value raised 0.6F. This is not particularly significant, except that it would minimally affect which values would be highlighted in the third layer of this package.",Metropolitan Council,Metropolitan Council,20170920,20160722,undefined,undefined,-94.012,-92.732,45.415,44.471,undefined,ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metc/env_cva_lst2016/metadata/preview.jpg,"[u'land surface temperature, urban heat island, heat, heatwave, climate vulnerability assessment']","[u'Minnesota, Anoka County, Carver County, Dakota County, Hennepin County, Ramsey County, Scott County, Washington County']"
['https://btaagdp.org/metadata/05a-01/pub/gdrs/data/pub/us_mn_state_metc/env_mces_rain_gauge_sites/metadata/metadata.xml'],https://gisdata.mn.gov/dataset/us-mn-state-metc-env-mces-rain-gauge-sites,MCES Rain Gauge Sites,This layer contains point locations for each of the Metropolitan Council's rain gauge sites (existing and previous).,Metropolitan Council,Metropolitan Council,periodically revised,20070213,points,ArcGIS 9x,-94.22,-92.10,45.42,43.99,ArcView Shape files,ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metc/env_mces_rain_gauge_sites/metadata/preview.jpg,"[u'rain, water resources\nrain gauge\nprecipitation']","[u'Minnesota, Twin Cities, Mississippi River, Minnesota River, St. Croix River, Anoka County, Carver County, Dakota County, Hennepin County, Ramsey County, Scott County, Washington County']"
