Title,Date,Publisher,Description,Metadata
"USGS QL2 LiDAR for Union County, PA 2017",2017,U S Geological Survey,"The South Central Pennsylvania 2017 QL2 LiDAR project called for the planning, acquisition, processing, and derivative products of lidar data to be collected at a nominal pulse spacing (NPS) of 0.7 meters. Project specifications are based on the U.S. Geological Survey National Geospatial Program Base LiDAR Specification, Version 1.2. The data were developed based on a horizontal projection/datum of NAD 1983 (2011), UTM Zone 18, meters and vertical datum of NAVD 1988 (GEOID 12B), meters. LiDAR data were delivered as processed Classified LAS 1.4 files formatted to 7,975 individual 1,500-meter x 1,500-meter tiles, as tiled intensity imagery, and as tiled bare earth DEMs; all tiled to the same 1,500-meter x 1,500-meter schema. Continuous breaklines were produced in Esri file geodatabase format. Ground Conditions: LiDAR was collected in fall 2017, while no snow was on the ground and rivers were at or below normal levels. In order to post process the LiDAR data to meet task order specifications and meet ASPRS vertical accuracy guidelines, Quantum Spatial, Inc. utilized a total of 150 ground control points that were used to calibrate the LiDAR to known ground locations established throughout the project area. An additional 245 independent accuracy checkpoints, 142 in Bare Earth and Urban landcovers (142 NVA points), 103 in Tall Weeds categories (103 VVA points), were used to assess the vertical accuracy of the data. These checkpoints were not used to calibrate or post process the data.",FullMetadataDisplay.aspx?file=USGS_LiDAR2017.xml
"USGS QL2 LiDAR for Berks County, PA 2017",2017,U S Geological Survey,"The South Central Pennsylvania 2017 QL2 LiDAR project called for the planning, acquisition, processing, and derivative products of lidar data to be collected at a nominal pulse spacing (NPS) of 0.7 meters. Project specifications are based on the U.S. Geological Survey National Geospatial Program Base LiDAR Specification, Version 1.2. The data were developed based on a horizontal projection/datum of NAD 1983 (2011), UTM Zone 18, meters and vertical datum of NAVD 1988 (GEOID 12B), meters. LiDAR data were delivered as processed Classified LAS 1.4 files formatted to 7,975 individual 1,500-meter x 1,500-meter tiles, as tiled intensity imagery, and as tiled bare earth DEMs; all tiled to the same 1,500-meter x 1,500-meter schema. Continuous breaklines were produced in Esri file geodatabase format. Ground Conditions: LiDAR was collected in fall 2017, while no snow was on the ground and rivers were at or below normal levels. In order to post process the LiDAR data to meet task order specifications and meet ASPRS vertical accuracy guidelines, Quantum Spatial, Inc. utilized a total of 150 ground control points that were used to calibrate the LiDAR to known ground locations established throughout the project area. An additional 245 independent accuracy checkpoints, 142 in Bare Earth and Urban landcovers (142 NVA points), 103 in Tall Weeds categories (103 VVA points), were used to assess the vertical accuracy of the data. These checkpoints were not used to calibrate or post process the data.",FullMetadataDisplay.aspx?file=USGS_LiDAR2017.xml
"USGS QL2 LiDAR for Luzerne County, PA 2017",2017,U S Geological Survey,"The South Central Pennsylvania 2017 QL2 LiDAR project called for the planning, acquisition, processing, and derivative products of lidar data to be collected at a nominal pulse spacing (NPS) of 0.7 meters. Project specifications are based on the U.S. Geological Survey National Geospatial Program Base LiDAR Specification, Version 1.2. The data were developed based on a horizontal projection/datum of NAD 1983 (2011), UTM Zone 18, meters and vertical datum of NAVD 1988 (GEOID 12B), meters. LiDAR data were delivered as processed Classified LAS 1.4 files formatted to 7,975 individual 1,500-meter x 1,500-meter tiles, as tiled intensity imagery, and as tiled bare earth DEMs; all tiled to the same 1,500-meter x 1,500-meter schema. Continuous breaklines were produced in Esri file geodatabase format. Ground Conditions: LiDAR was collected in fall 2017, while no snow was on the ground and rivers were at or below normal levels. In order to post process the LiDAR data to meet task order specifications and meet ASPRS vertical accuracy guidelines, Quantum Spatial, Inc. utilized a total of 150 ground control points that were used to calibrate the LiDAR to known ground locations established throughout the project area. An additional 245 independent accuracy checkpoints, 142 in Bare Earth and Urban landcovers (142 NVA points), 103 in Tall Weeds categories (103 VVA points), were used to assess the vertical accuracy of the data. These checkpoints were not used to calibrate or post process the data.",FullMetadataDisplay.aspx?file=USGS_LiDAR2017.xml
"USGS QL2 LiDAR for Schuylkill County, PA 2017",2017,U S Geological Survey,"The South Central Pennsylvania 2017 QL2 LiDAR project called for the planning, acquisition, processing, and derivative products of lidar data to be collected at a nominal pulse spacing (NPS) of 0.7 meters. Project specifications are based on the U.S. Geological Survey National Geospatial Program Base LiDAR Specification, Version 1.2. The data were developed based on a horizontal projection/datum of NAD 1983 (2011), UTM Zone 18, meters and vertical datum of NAVD 1988 (GEOID 12B), meters. LiDAR data were delivered as processed Classified LAS 1.4 files formatted to 7,975 individual 1,500-meter x 1,500-meter tiles, as tiled intensity imagery, and as tiled bare earth DEMs; all tiled to the same 1,500-meter x 1,500-meter schema. Continuous breaklines were produced in Esri file geodatabase format. Ground Conditions: LiDAR was collected in fall 2017, while no snow was on the ground and rivers were at or below normal levels. In order to post process the LiDAR data to meet task order specifications and meet ASPRS vertical accuracy guidelines, Quantum Spatial, Inc. utilized a total of 150 ground control points that were used to calibrate the LiDAR to known ground locations established throughout the project area. An additional 245 independent accuracy checkpoints, 142 in Bare Earth and Urban landcovers (142 NVA points), 103 in Tall Weeds categories (103 VVA points), were used to assess the vertical accuracy of the data. These checkpoints were not used to calibrate or post process the data.",FullMetadataDisplay.aspx?file=USGS_LiDAR2017.xml
"USGS QL2 LiDAR for Sullivan County, PA 2017",2017,U S Geological Survey,"The South Central Pennsylvania 2017 QL2 LiDAR project called for the planning, acquisition, processing, and derivative products of lidar data to be collected at a nominal pulse spacing (NPS) of 0.7 meters. Project specifications are based on the U.S. Geological Survey National Geospatial Program Base LiDAR Specification, Version 1.2. The data were developed based on a horizontal projection/datum of NAD 1983 (2011), UTM Zone 18, meters and vertical datum of NAVD 1988 (GEOID 12B), meters. LiDAR data were delivered as processed Classified LAS 1.4 files formatted to 7,975 individual 1,500-meter x 1,500-meter tiles, as tiled intensity imagery, and as tiled bare earth DEMs; all tiled to the same 1,500-meter x 1,500-meter schema. Continuous breaklines were produced in Esri file geodatabase format. Ground Conditions: LiDAR was collected in fall 2017, while no snow was on the ground and rivers were at or below normal levels. In order to post process the LiDAR data to meet task order specifications and meet ASPRS vertical accuracy guidelines, Quantum Spatial, Inc. utilized a total of 150 ground control points that were used to calibrate the LiDAR to known ground locations established throughout the project area. An additional 245 independent accuracy checkpoints, 142 in Bare Earth and Urban landcovers (142 NVA points), 103 in Tall Weeds categories (103 VVA points), were used to assess the vertical accuracy of the data. These checkpoints were not used to calibrate or post process the data.",FullMetadataDisplay.aspx?file=USGS_LiDAR2017.xml
Riparian Planting Prioritization - Polygons,2019,WeConservePA,"This dataset identifies and scores potential riparian planting sites across Pennsylvania. Planting sites are based on 100-foot buffers around NHD High Resolution streams, areas, and water bodies. Qualifying areas have at least 0.25 acres of “Low Vegetation” land cover on a single tax parcel. Land cover data came from the 1-m High Resolution Land Cover produced by the Chesapeake Conservancy and University of Vermont. Sites are scored using a 0-3 score that combines Topographic Wetness Index, Sediment Trapping Efficiency, and upslope land cover. This version of the prioritization data includes the polygons for each planting area and is best suited for closeup, large-scale mapping and analyses.",FullMetadataDisplay.aspx?file=RiparianPlantingPrioritization_Polygon2019.xml
Riparian Planting Prioritization - Points,2019,WeConservePA,"This dataset identifies and scores potential riparian planting sites across Pennsylvania. Planting sites are based on 100-foot buffers around NHD High Resolution streams, areas, and water bodies. Qualifying areas have at least 0.25 acres of “Low Vegetation” land cover on a single tax parcel. Land cover data came from the 1-m High Resolution Land Cover produced by the Chesapeake Conservancy and University of Vermont. Sites are scored using a 0-3 score that combines Topographic Wetness Index, Sediment Trapping Efficiency, and upslope land cover. This version of the prioritization data converts each planting site polygon to a point. It is best suited for distant, small-scale mapping and analyses.",FullMetadataDisplay.aspx?file=RiparianPlantingPrioritization_Points2019.xml
Philadelphia Aerial Photography 2018,2018,City of Philadelphia,"Color Citywide digital orthophotography with a ground resolution of at various resolutions, georeferenced to the Pennsylvania State Plane Coordinate System, and delivered as individual and mosaicked raster images. The dataset consists of tiled orthogonal imagery produced from nadir images captured by various contractors during the months of April and May.",FullMetadataDisplay.aspx?file=PhiladelphiaImagery2018.xml
Philadelphia Aerial Photography 2018 - tile index,2018,City of Philadelphia,"Tile Index - Color Citywide digital orthophotography with a ground resolution of at various resolutions, georeferenced to the Pennsylvania State Plane Coordinate System, and delivered as individual and mosaicked raster images. The dataset consists of tiled orthogonal imagery produced from nadir images captured by various contractors during the months of April and May.",FullMetadataDisplay.aspx?file=PhiladelphiaImagery2018.xml
Philadelphia LiDAR - LAS Files 2018,2018,City of Philadelphia,"2018 LiDAR – 8ppm – Classified. LiDAR and LAS data was gathered for the City of Philadelphia in April 2018. DEMs were generated from the raw data. This dataset is lidar point cloud data covering the City of Philadelphia, PA, approximately 239 sq miles total. Each LAS file contains LiDAR point information, which has been calibrated, controlled, and classified. At the time of capture ground conditions were leaf-off, snow free, and water was at normal levels. Key attribute field names and descriptions: LiDAR Classification Categories: 0 Created Not Classified 1 Unclassified 2 Ground 3 Low vegetation 4 Vegetation 5 High vegetation 6 Building 9 Water 17 Bridge Deck",FullMetadataDisplay.aspx?file=PhiladelphiaLiDAR2018.xml
Pennsylvania county boundaries,2020,Pennsylvania Department of Transportation,County boundaries within Pennsylvania as delineated for the PennDOT Type 10 general highway map.,FullMetadataDisplay.aspx?file=PaCounty2020_08.xml
Longwall Mining Panels,2020,Pennsylvania Department of Environmental Protection,"Coal mining has occurred in Pennsylvania for over a century.  A method of coal mining known as Longwall Mining has become more prevalent in recent decades.
Longwall mining involves full extraction of the coal seam in the longwall panel. The longwall mining machinery cuts or shears the coal off the face of a long wall panel of coal in a single pass. The machinery will then advance forward and perform another pass along the coal face. The broken off coal is hauled to the surface using conveyor belts. As the machinery advances forward into the coal panel, the mine roof is allowed to collapse behind it. This dataset identifies the footprint of these longwall panels relative to the surface.",FullMetadataDisplay.aspx?file=LongwallMiningPanels2020_12.xml
Digitized Mined Areas,2020,Pennsylvania Department of Environmental Protection,"Coal mining has occurred in Pennsylvania for over a century. This dataset tries to identify the areas of the various coal seams in Pennsylvania that have been extracted by various underground mining techniques. This information can be used for many environmental related issues, including mine land reclamation and determination of needs for Mine Subsidence Insurance. The information in this dataset was gathered from digitizing the area of extracted coal identified on historic and modern underground mine maps. The maps to these coal mines are stored at many various public and private locations (if they still exist at all) throughout the commonwealth, they have been scanned to create a digital archive, and georeferenced to their approximate location for use in a geographic information system (GIS). The dataset is continuously updated as new maps are processed and is not considered “completed”, i.e. just because an area in Pennsylvania is not identified in this dataset as mined, does not mean the area was not mined.",FullMetadataDisplay.aspx?file=DigitizedMinedAreas2020_12.xml
Active Underground Permit Boundaries,2020,Pennsylvania Department of Environmental Protection,"Pennsylvania state law requires those who wish to conduct mining activities within the Commonwealth submit and get approval by the Pennsylvania Department of Environmental Protection (DEP) for permits related to those activities. These permits are written to cover various aspects of the mining operations, such as: reclamation, water quality protection, air quality protection, waste disposal and mine subsidence control. The DEP California District Office reviews permits related to Bituminous coal underground mining. Module 6.1 of the Application for Bituminous Underground Mine requires a Location Map be submitted with the permit. The Location Map should be a 7.5 Minute USGS map covering the area within one (1) mile of the underground permit area boundaries. This dataset contains the digitized underground permit area boundaries of the active underground bituminous mines in Pennsylvania based from the Location Maps submitted with the permit applications and permit renewal applications.",FullMetadataDisplay.aspx?file=ActiveUndergroundPermitBoundaries2020_12.xml
Pennsylvania urban area boundary,2020,Pennsylvania Department of Transportation,Urban area boundaries within Pennsylvania based on U.S Census Bureau maps.,FullMetadataDisplay.aspx?file=PaUrbanAreas2020_08.xml
Air Emission Plants,2020,Pennsylvania Department of Environmental Protection,"Represents the Primary Facility type Air Emission Plant (AEP) point features.  Air Emissions Plant is a DEP primary facility type related to the Air Quality Program.                                                                                         The sub-facility types related to the Air Emissions Plant that are included  are: Air Pollution Control Device, Combustion Unit, Fuel Material Location, General Administrative Location, Incinerator, Point of Air Emission, and Process.

Air Pollution Control Device:

Facility that removes one or more pollutants from an exhaust stream. Examples include a baghouse or wet scrubber.

Combustion Unit:

Facility that burns coal, oil, or natural gas. Combustion units are used to produce either electricity, steam, hot gases, or some combination of these. Examples include a utility boiler or gas turbine.

Fuel Material Location:

Facility for storage of fuels shared by multiple combustion units, incinerators, or processes. Examples include oil storage tanks and larger natural gas supply lines.

General Administrative Location:

An administrative location is created automatically for every new air emission plant primary facility. It is used for locational data to represent the entire primary facility, instead of assigning lat/longs to each sub-facility. The General Administrative Location sub-facility may be obsolete in the future, once eFACTS allows locations at the primary level.

Incinerator: 

Facility that destroys solid waste products using a variety of fuels. Examples include municipal waste incinerators and hospital infectious waste incinerators.

Point of Air Emission:

Exact location or structure from which all other air emission plant sub-facilities exhaust their emissions. Examples may include a steel or masonry smokestack; however, a point of air emission may also represent fugitive emissions that escaped from other points of a facility.

Process:

Facility that produces or modifies a product, and creates an air emission from either the materials used or a fuel consumed. Examples include coating lines or cement kilns.

Continuous Emission Monitoring Point:

Devices attached to smokestacks that monitor specific pollutants, i.e. sulfur dioxide, nitrogen oxides, etc.",FullMetadataDisplay.aspx?file=AirEmissionPlants2020_10.xml
Beneficial Land Uses,2020,Pennsylvania Department of Environmental Protection,"Beneficial Land Use is a DEP primary facility type related to the Water Pollution Control Program. The sub-facility type related to Beneficial Land Use is the Parcel. A parcel refers to the land application site that is proposed to received biosolids or residential septage. Land application for biosolids and septage means beneficial use, meaning it is applied to land as a soil amendment/fertilizer.",FullMetadataDisplay.aspx?file=BeneficialLandUses2020_10.xml
Captive Hazardous Waste Operation,2020,Pennsylvania Department of Environmental Protection,"A Captive Hazardous Waste Operation is a DEP primary facility type related to the Waste Management Hazardous Waste Program. The sub-facility types related to Captive Hazardous Waste Operations that are included in eMapPA are: Boiler/Industrial Furnace, Disposal Facility, Hazardous Generator, Incinerator, Recycling Facility, Storage Facility, and Treatment Facility. Captive Hazardous Waste Operation Sub-Facility Types
Boiler or Industrial Furnace:

Facility permitted by DEP to burn or process hazardous waste generated onsite, to recover thermal energy, or to accomplish recovery of materials in association with a manufacturing process.

Disposal Facility:

Facility permitted by DEP to dispose of hazardous waste generated onsite by incineration, or by intentionally placing the waste in or on land or water in specially designed and constructed containment units where the waste will remain after closure of the facility.

Hazardous Generator:

A site where hazardous waste is first produced. The hazardous waste may be accumulated onsite at this facility for a prescribed limited amount of time (usually between 90 and 270 days) without first obtaining a storage permit from the Department, as long as it is done in accordance with prescribed standards.

Incinerator:

Facility permitted by DEP to burn or thermally combust hazardous waste generated onsite in an enclosed device using controlled flame. Devices meeting the criteria for classification as a boiler, industrial furnace, carbon regeneration unit, or sludge dryer are not incinerators.

Recycling Facility:

Facility permitted by DEP to treat hazardous waste generated onsite, making it suitable for upcoming recovery of a usable product or material.

Storage Facility:

Facility permitted by DEP to hold hazardous waste generated onsite for a temporary period (not to exceed one year). At the end of that period the hazardous waste is treated, disposed of, or stored elsewhere. Facilities accumulating hazardous wastes generated onsite in accordance with prescribed generator accumulation standards for a prescribed limited amount of time (usually between 90 and 270 days) are NOT storage facilities.

Treatment Facility:

Facility permitted by DEP to change the physical, chemical or biological character or composition of hazardous waste that is generated onsite. The purpose is to neutralize the waste or to render the waste non-hazardous, safer for transport, suitable for recovery, suitable for storage, or reduced in volume.",FullMetadataDisplay.aspx?file=CaptiveHazardousWasteOperations2020_10.xml
Coal Mining Operations,2020,Pennsylvania Department of Environmental Protection,"Represents the Primary Facility type Coal Mining Operation (CMO) point features.  A Coal Mining Operation is a DEP primary facility type related to the Mining Program. The sub-facility types related to Coal Mining Operations that are included are: Deep Mine Underground mining of coal. Includes, but is not limited to, portal, tunnel, slope, and drift mines. 
Discharge Point Discharge of water from an area as a result of coal mining activities. 
Mineral Preparation Plant Facility at which coal is cleaned and processed. 
Post Mining Treatment Post-mining discharges are groundwater seeps and flows that occur after a mine has been completed and reclaimed. Many of these discharges have become contaminated by contacting acid producing rock in the mine environment. Untreated discharges that enter clean streams cause acidification, which immediately kills much of the aquatic life. Coal mines that are predicted to have discharges are not permitted; however, coal mining operators are required to treat post-mining discharges in cases where the predictions do not come true. Through advances in predictive science, less than 2 percent of the permits issued today result in a post-mining discharge. New technologies, including alkaline addition and special handling of acid producing material, are being studied in order to help address the remaining 2 percent. 
Refuse Disposal Facility An area used for disposal or storage of waste coal, rock, shale, slate, clay, and other coal mining related materials. 
Refuse Reprocessing Facility at which coal is extracted from waste coal, rock, shale, slate, clay, and other coal mining related material, i.e., coal refuse. 
Surface Mine Surface mining of coal by removing material which lies above the coal seam. Includes, but is not limited to, strip, auger, quarry, dredging, and leaching mines. A Coal Mining Operation is a DEP primary facility type related to the Mining Program. The sub-facility types related to Coal Mining Operations that are included in eMapPA are:   Coal-Aboveground Storage Tank - aboveground tanks greater than 250 gallons used to store a regulated substance, motor oil or fuel on a coalmine permit. These tanks are regulated under the coal mining regulations since they are specifically exempted from the storage tank regulations.  Discharge Point - Discharge of water from an area as a result of coal mining activities. Mineral Preparation Plant - Facility at which coal is cleaned and processed. Mining Stormwater GP - General permit for Stormwater discharges associated with coal mining activities in which the main pollutant is sediment. Discharge is not into a High Quality or Exceptional Value designated stream.  NPDES Discharge Point - An effluent discharge at a coal mine operation permitted under the National Pollutant Discharge Elimination System.  Post Mining Treatment - Post-mining discharges are groundwater seeps and flows that occur after a mine has been completed and reclaimed. Many of these discharges have become contaminated by contacting acid producing rock in the mine environment. Untreated discharges that enter clean streams cause acidification, which immediately kills much of the aquatic life. Coal mines that are predicted to have discharges are not permitted; however, coal mining operators are required to treat post-mining discharges in cases where the predictions do not come true. Through advances in predictive science, less than 2 percent of the permits issued today result in a post-mining discharge. New technologies, including alkaline addition and special handling of acid producing material, are being studied in order to help address the remaining 2 percent.  Refuse Disposal Facility - An area used for disposal or storage of waste coal, rock, shale, slate, clay, and other coal mining related materials.  Refuse Reprocessing - Facility at which coal is extracted from waste coal, rock, shale, slate, clay, and other coal mining related material, i.e., coal refuse.  Surface Mine - Surface mining of coal by removing material which lies above the coal seam.  Includes, but is not limited to, strip, auger, quarry, dredging and leaching mines.  Underground Mine - Deep mining of coal.  Includes, but is not limited to, portal, tunnel, slope and drift mines.",FullMetadataDisplay.aspx?file=CoalMiningOperations2020_10.xml
Commercial Hazardous Waste Operations,2020,Pennsylvania Department of Environmental Protection,"A Commercial Hazardous Waste Operation is a DEP primary facility type related to the Waste Management Hazardous Waste Program. The sub-facility types related to Commercial Hazardous Waste Operations that are included are: Disposal Facility, Hazardous Generator, Recycling Facility, Storage Facility, and Treatment Facility._____Disposal Facility:

Facility permitted by DEP to accept hazardous waste generated off-site, and dispose of the waste by incineration, or by intentionally placing the waste in or on land or water in specially designed and constructed containment units where it will remain after closure of the facility.

Hazardous Generator:

A site where hazardous waste is first produced. The hazardous waste may be accumulated on-site at this facility for a prescribed limited amount of time (usually between 90 and 270 days) without first obtaining a storage permit from the Department, as long as it is done in accordance with prescribed standards.

Recycling Facility:

Facility permitted by DEP to accept hazardous waste generated off-site, and treat the waste to make it suitable for upcoming recovery of a usable product or material.

Storage Facility:

Facility permitted by DEP to accept hazardous waste generated off-site, and hold the waste for a temporary period (not to exceed one year). At the end of that period the hazardous waste is treated or disposed of at the same facility, or treated, disposed, or stored elsewhere. Additional permitting is necessary if the waste is treated or disposed at the storage facility itself.

Treatment Facility:

Facility permitted by DEP to change the physical, chemical or biological character or composition of hazardous waste that is generated off-site. The purpose is to neutralize the waste, or to render the waste non-hazardous, safer for transport, suitable for recovery, suitable for storage, or reduced in volume.",FullMetadataDisplay.aspx?file=CommercialHazardousWasteOperations2020_10.xml
Coal Pillar Location Mining,2020,Pennsylvania Department of Environmental Protection,Coal Pillar Locations are pillars of coal that must remain in place to provide support for a coal mine.,FullMetadataDisplay.aspx?file=CoalPillarLocationMining2020_10.xml
Coal Pillar Location Oil & Gas,2020,Pennsylvania Department of Environmental Protection,Coal Pillar Locations are pillars of coal that must remain in place to provide support for an oil and gas well on the surface.,FullMetadataDisplay.aspx?file=CoalPillarLocationOilandGas2020_10.xml
Encroachment Locations,2020,Pennsylvania Department of Environmental Protection,"An Encroachment Location is a DEP primary facility type related to the Water Resources Management Water Obstructions Program. There are many sub-facility types relating to Encroachment Locations, ranging from Boat Launch Ramps to Dredging to Wetland Impact, that are included in eMapPA. Furthermore, these sub-facilities may pertain to more than one primary facility kind as listed: Abandoned Mine Reclamation, Mineral Resources, Oil and Gas, Soils and Waterways, Waterways Engineering, and Water Quality.",FullMetadataDisplay.aspx?file=EncroachmentLocations2020_10.xml
Erosion & Sediment Control Facilities,2020,Pennsylvania Department of Environmental Protection,"An Erosion and Sediment Control Facility is a DEP primary facility type related to the Water Pollution Control program. The following is a list of sub-facility types related to Erosion and Sediment Control Facilities that are included in eMapPA: Agricultural Activities, Commercial or Industrial Development, Government Facilities, Oil and Gas Development, Private Road or Residence, Public Road Construction, Recreational Activities, Remediation/Restoration, Residential Subdivision, Sewerage or Water Systems, Silviculture, or Utility Facility and/or Transmission Line.  Any of the above development activities that may discharge stormwater during construction fall under the erosion and sediment control permit category.",FullMetadataDisplay.aspx?file=ErosionandSedimentControlFacilities2020_10.xml
Stormwater 167,2020,Pennsylvania Department of Environmental Protection,"Stormwater management involves the control of water that runs off the surface of the land from rain or melting ice or snow. The volume, or amount of runoff and its rate of runoff, substantially increase as land development occurs. Construction of impervious surfaces, such as roofs and parking lots, and the installation of storm sewer pipes which efficiently collect and discharge runoff, prevent the infiltration of rainfall into the soil. Management of stormwater is necessary to compensate for the possible impacts of development such as frequent flooding, erosion and sedimentation problems, concentration of flow on adjacent properties, damages to roads, bridges and other infrastructure as well as non-point source pollution washed off from impervious surfaces. The Pennsylvania legislature enacted the Storm Water Management Act (No.167) in 1978 to authorize a program of comprehensive watershed stormwater management which retains local implementation and enforcement of stormwater ordinances similar to local responsibility of administration of subdivision and land development regulations. Under the Act, the Department of Environmental Protection (DEP) provides grant money to counties to develop stormwater management plans for designated watersheds. This planning effort results in the incorporation of sound engineering standards and criteria into local codes and ordinances to manage runoff from new development in a coordinated, watershed-wide approach. Counties develop stormwater plans for each of their watersheds within their boundaries. DEP develops grant agreements with counties to pay for 75 percent of the cost to prepare the plans. Upon completion of a plan by a county and approval by DEP, municipalities located in the watershed adopt ordinances consistent with the plan. Developers are then required to follow the local drainage regulations that incorporate the standards of the watershed plan when preparing their land development plan. Although not all watersheds have been studied, developers in non-studied areas are still required to follow any local drainage regulations adopted under the Municipalities Planning Code. County boundaries within Pennsylvania as delineated for the PennDOT Type 10 general highway map.",FullMetadataDisplay.aspx?file=Stormwater167_2020_10.xml
Industrial Mineral Mining Operations,2020,Pennsylvania Department of Environmental Protection,"An Industrial Mineral Mining Operation is a DEP primary facility type related to the Industrial Mineral Mining Program. The sub-facility types included in eMapPA are: Deep Mine - Underground mining of industrial minerals, i.e., noncoal mining.  Includes, but is not limited to, industrial minerals extracted from beneath the surface by means of shafts, tunnels, adits or other mining openings.  Discharge Point - Discharge of water from an area as a result of industrial mining activities, i.e. noncoal mining. Mineral Preparation Plant - Facility at which industrial minerals (i.e. noncoal minerals) are cleaned and processed. Mining Stormwater GP - General permit for Stormwater discharges associated with industrial mineral mining activities in which the main pollutant is sediment.  Discharge is not into a High Quality or Exceptional Value designated stream. NPDES Discharge Point - National Pollutant Discharge Elimination System effluent discharge point for Industrial Mineral (Noncoal) Mine Sites.  Post Mining Treatment - Inactive Industrial Mine with a permitted treatment facility. Surface Mine - Surface mining of industrial minerals (i.e. noncoal minerals) by removing material which lies about the industrial minerals.  Includes, but is not limited to, strip, augur, quarry, dredging and leaching mines.",FullMetadataDisplay.aspx?file=IndustrialMineralMiningOperations2020_10.xml
Land Recycling Cleanup Locations,2020,Pennsylvania Department of Environmental Protection,"Land Recycling Cleanup Location

Land Recycling Cleanup Locations (LRCL) are divided into one or more sub-facilities categorized as media: Air, Contained Release or Abandoned Container, Groundwater, Sediment, Soil, Surface Water, and Waste. Media is the environmental resource that is associated with the cleanup effort. The following primary facility kinds describe the Acts from which cleanup locations are derived:

Act2 Land Recycling and Environmental Remediation Standards
The first declaration of Section 102 of the policy provides a brief description of the purpose of Act2: 

The elimination of public health and environmental hazards on existing commercial and industrial land across this Commonwealth is vital to their use and reuse as sources of employment, housing, recreation, and open-space areas. The reuse of industrial land is an important component of a sound land use policy that will help prevent the needless development of prime farmland, open-space areas and natural areas and reduce public costs for installing new water, sewer, and highway infrastructure.

CERCLA Comprehensive Environmental Response, Compensation, and Liability Act, also known as the Superfund
This act was passed by Congress as a federal law in December of 1980, creating a tax on chemical and petroleum industries to: 

Identify and respond to sites from which releases of hazardous substances into the environment have occurred or could potentially occur 
Ensure they are cleaned up by responsible parties or through government funding 
Evaluate damages to natural resources 

HSCA Hazardous Sites Cleanup Act

[This Act] provides the Department of Environmental Protection (DEP) with the funding and the authority to conduct cleanup actions at sites where hazardous substances have been released. HSCA also provides DEP with enforcement authorities to force the persons who are responsible for releases of hazardous substances to conduct cleanup actions or to repay public funds spent on a DEP funded cleanup action. HSCA funds are also used to pay the state share of costs of cleanup actions at Pennsylvania sites in the Federal Superfund program. Under the provisions of HSCA, most HSCA sites involve bankrupt facility owners, abandoned facilities, and inappropriate disposal of hazardous substances. As a general rule, HSCA sites do not include active facilities with financially viable owners.

Other
The Other primary facility kind includes a mixture of various different cleanup sites, no further action sites, and potential sites. This is optional data that the regional offices are not required to maintain.

STSP Storage Tank Spill and Prevention Act
Releases and/or ruptures from improperly installed or faulty storage tanks contaminate the Commonwealth's land and water resources. This act was passed to prevent such contamination through ""improved safeguards on the installation and construction of storage tanks.""",FullMetadataDisplay.aspx?file=LandRecyclingCleanupLocations2020_10.xml
Mine Drainage Treatment/Land Recycling Project Locations,2020,Pennsylvania Department of Environmental Protection,"Mine Drainage Treatment/Land Reclamation Locations are clean-up projects that are working to eliminate some form of abandoned mine. The following sub-facility types are included: Abandoned Coal Refuse Pile Reclamation, Abandoned Deep Mine Reclamation, Abandoned Mine Drainage Treatment, Abandoned Oil & Gas Well Reclamation, Abandoned Surface Mine Reclamation, Internal Monitoring Point.",FullMetadataDisplay.aspx?file=MineDrainTreatLandRecyclingProjectLocations2020_10.xml
Municipal Waste Operations,2020,Pennsylvania Department of Environmental Protection,"A Municipal Waste Operation is a DEP primary facility type related to the Waste Management Municipal Waste Program. The sub-facility types related to Municipal Waste Operations that are included are: Composting:

Includes facilities that use land for processing municipal waste by composting. Composting is a process that biologically decomposes organic waste under controlled anaerobic or aerobic conditions to yield a humus-like product.

Land Application:

Includes facilities that uses agricultural utilization or land reclamation of waste. Sewage sludge is land-applied for its nutrient value or as a soil conditioner.

Landfill - Abandoned:

The Abandoned Landfill Inventory Project collects geospatial and descriptive data for closed and abandoned landfills throughout the state of Pennsylvania. Locations for sites were determined from historic records such as microfiche, index card, topographic map, and staff personal files, and then compiled into site lists. Each of the six DEP regions is staffed with summer interns who physically locate the sites and collect the data for the project.

The purpose of the Abandoned Landfill Inventory Project is to determine the location of abandoned and closed landfills in order to catalog potential environmental hazards. The data is intended for internal government and public consumption, in order to keep property sales, clean-up efforts, and land development well informed.

For metadata on the ALI Project, see Abandoned Landfill Metadata. 

Landfill:

A landfill is a facility that uses land for the disposal of municipal waste.

Processing Facility:

A processing facility is a transfer station, composting facility, resource recovery facility, or a facility that reduces the volume or bulk of municipal waste for offsite reuse.

Resource Recovery:

A resource recovery is a facility that provides for the extraction and utilization of materials or energy from municipal waste. The facility can be a mechanical extraction facility or a combustion facility.

Transfer Station:

A transfer station is a facility that receives and processes or temporarily stores municipal waste at a location other than the generation site. This sub-facility facilitates the transportation or transfer of municipal waste to a processing or disposal facility.",FullMetadataDisplay.aspx?file=MunicipalWasteOperations2020_10.xml
