Information,Status,b1g_code_s,dct_isPartOf_sm,b1g_status_s,suppressed_b,dc_subject_sm,b1g_dateAccessioned_s,dc_format_s,solr_geom,b1g_keyword_sm,layer_geom_type_s,dct_provenance_s,dct_accrualMethod_s,b1g_image_ss,dct_issued_s,dc_description_s,dc_identifier_s,dct_accessRights_sm,dct_temporal_sm,b1g_date_range_drsim,solr_year_i,dc_rights_s,dct_alternativeTitle_sm,dc_language_sm,dc_title_s,layer_slug_s,b1g_dateRetired_s,layer_id_s,b1g_child_record_b,dc_type_sm,dc_publisher_sm,dct_spatial_sm,b1g_centroid_ss,b1g_genre_sm,dc_creator_sm,dc_identifier_s,Download,HTML
,Non-matching,08a-01,08a-01,Active,FALSE,Inland Waters,2019-03-28,Files,"ENVELOPE(-75.0433,-80.5416,42.375,39.7714)",,Vector,Pennsylvania State University,HTML,,,"This layer contains the lakes that are part of the Pennsylvania Fish and Boat Commission Fisheries Resource Database. These include lakes that are currently or have previously been stocked, regulated or sampled.",10f684ca-8eae-4e05-b6c5-fd7aa540aad6,,2018,[2018 TO 2018],2018,Public,Fishing Special Regulation Lakes (Polygons): Pennsylvania,English,"Fishing Special Regulation Lakes (Polygons): Pennsylvania, 2018",10f684ca-8eae-4e05-b6c5-fd7aa540aad6,,,FALSE,Dataset,State of Pennsylvania,Pennsylvania,"41.0732,-77.7925",Geospatial data,Pennsylvania Fish and Boat Commission,,ftp://ftp.pasda.psu.edu/pub/pasda/pafish/historic,https://btaagdp.org/metadata/08a-01/FullMetadataDisplay.aspx%3ffile=Fishing_SpecReg_Lakes201802.html
,Non-matching,08a-01,08a-01,Active,FALSE,Inland Waters,2019-03-28,Files,"ENVELOPE(-74.6895,-80.5194,42.2557,39.7214)",,Vector,Pennsylvania State University,HTML,,,This layer contains flowing waters from the Pennsylvania Fish and Boat Commission Fisheries Resource Database that are under fishing special regulations.,7d4fcd6a-f5e7-41b6-a9e6-3d53c1ec29e2,,2018,[2018 TO 2018],2018,Public,Fishing Special Regulation Streams: Pennsylvania,English,"Fishing Special Regulation Streams: Pennsylvania, 2018",7d4fcd6a-f5e7-41b6-a9e6-3d53c1ec29e2,,,FALSE,Dataset,State of Pennsylvania,Pennsylvania,"40.9886,-77.6044",Geospatial data,Pennsylvania Fish and Boat Commission,,ftp://ftp.pasda.psu.edu/pub/pasda/pafish/historic,https://btaagdp.org/metadata/08a-01/FullMetadataDisplay.aspx%3ffile=Fishing_SpecReg_Streams201802.html
,Non-matching,08a-01,08a-01,Active,FALSE,Inland Waters,2019-03-28,Files,"ENVELOPE(-75.048,-80.5041,42.1731,39.7799)",,Vector,Pennsylvania State University,HTML,,,"This layer contains the lakes that are part of the Pennsylvania Fish and Boat Commission Fisheries Resource Database. These include lakes that are currently or have previously been stocked, regulated or sampled.",988a4c71-c95d-43df-803d-661862cd11d2,,2018,[2018 TO 2018],2018,Public,Fishing Special Regulation Lakes (Points): Pennsylvania,English,"Fishing Special Regulation Lakes (Points): Pennsylvania, 2018",988a4c71-c95d-43df-803d-661862cd11d2,,,FALSE,Dataset,State of Pennsylvania,Pennsylvania,"40.9765,-77.776",Geospatial data,Pennsylvania Fish and Boat Commission,,ftp://ftp.pasda.psu.edu/pub/pasda/pafish/historic,https://btaagdp.org/metadata/08a-01/FullMetadataDisplay.aspx%3ffile=Fishing_SpecRegLakesPoint201802.html
,Non-matching,08a-01,08a-01,Active,FALSE,Inland Waters,2019-03-28,Files,"ENVELOPE(-74.6745,-80.8233,42.5539,38.875)",,Vector,Pennsylvania State University,HTML,,,Locations at which surface water sampling has been done in order to determine if surface waters are attaining or non-attaining designated uses. Station records are created by the DEP Biologists when they do surface water sampling.,262b090d-0010-4ab1-9706-cff4794d64f1,,2018,[2018 TO 2018],2018,Public,ICE-IS Water Sampling Stations: Pennsylvania,English,"ICE-IS Water Sampling Stations: Pennsylvania, 2018",262b090d-0010-4ab1-9706-cff4794d64f1,,,FALSE,Dataset,State of Pennsylvania,Pennsylvania,"40.7144,-77.7489",Geospatial data,Pennsylvania Department of Environmental Protection,,ftp://ftp.pasda.psu.edu/pub/pasda/dep/historic,https://btaagdp.org/metadata/08a-01/FullMetadataDisplay.aspx%3ffile=ICEIS_SamplingStations2018_07.html
,Non-matching,08a-01,08a-01,Active,FALSE,Environment,2019-03-28,Files,"ENVELOPE(-74.6291,-80.5955,42.2515,39.6645)",,Vector,Pennsylvania State University,HTML,,,"An Industrial Mineral Mining Operation is a DEP primary facility type related to the Industrial Mineral Mining Program. The sub-facility types are listed below: Deep Mine Underground mining of industrial minerals, i.e., noncoal mining. Includes, but is not limited to, industrial minerals extracted from beneath the surface by means of shafts, tunnels, adits, or other mine openings. Discharge Point Discharge of water from an area as a result of industrial mining activities, i.e., noncoal mining. Mineral Preparation Plant Facility at which industrial minerals (i.e., noncoal minerals) are cleaned and processed. Surface Mine Surface mining of industrial minerals (i.e., noncoal minerals) by removing material which lies above the industrial minerals. Includes, but is not limited to, strip, auger, quarry, dredging, and leaching mines.",4b68afaa-b644-4aeb-b622-5d2f8b6b95c9,,2018,[2018 TO 2018],2018,Public,Industrial Mineral Mining Operations: Pennsylvania,English,"Industrial Mineral Mining Operations: Pennsylvania, 2018",4b68afaa-b644-4aeb-b622-5d2f8b6b95c9,,,FALSE,Dataset,State of Pennsylvania,Pennsylvania,"40.958,-77.6123",Geospatial data,Pennsylvania Department of Environmental Protection,,ftp://ftp.pasda.psu.edu/pub/pasda/dep/historic,https://btaagdp.org/metadata/08a-01/FullMetadataDisplay.aspx%3ffile=IndustrialMineralMiningOperations2018_07.html
,Non-matching,08a-01,08a-01,Active,FALSE,Inland Waters,2019-03-28,Files,"ENVELOPE(-74.7012,-80.5627,42.176,39.6285)",,Vector,Pennsylvania State University,HTML,,,"This layer shows only attaining lakes of the Integrated List. The Lakes Integrated List represents lake assessments in an integrated format for the Clean Water Act Section 305(b) reporting and Section 303(d) listing. PA DEP protects 4 lake water uses: aquatic life, fish consumption, potable water supply, and recreation. The 305(b) layers represent lakes that have been evaluated for attainment of those uses. If a lake is not attaining any one of its 4 uses, it is considered impaired. Aquatic Life use attainment - The integrity reflected in any component of the biological community (i.e. fish or fish food organisms). Fish Consumption use attainment - The risk posed to people by the consumption of aquatic organisms (ex. fish, shellfish, frogs, turtles, crayfish, etc.). Recreational use attainment - The risk associated with human recreation activities in or on a water body (i.e. exposure to bacteria and other disease causing organisms through water contact recreation like swimming or water skiing). Potable Water Supply use attainment - The risk posed to people by the ingestion of drinking water. Lakes that have appeared on an approved Category 5 Integrated Listing are the entries labeled as approved. Integrated Lists are submitted for approval every other year. Lakes entered subsequent to the latest approved Category 5 listing are labeled tentative. After appearing on an approved listing, the tentative entries move to approved. The Lake Integrated List is provided as two separate layers determined if the lake is attaining or not attaining its designated uses. DEP Lakes Integrated List layers are maintained by the PADEP Office of Water Management, Bureau of Water Supply & Wastewater Management, Water Quality Assessment and Standards Division. The layer is based on the High Resolution National Hydrography Dataset (NHD). Additional update information is provided by Bureau of Watershed Management, Water Use Planning Division.",f15d2559-e808-41cd-a867-1140356b2633,,2018,[2018 TO 2018],2018,Public,Integrated List Attaining Lakes: Pennsylvania,English,"Integrated List Attaining Lakes: Pennsylvania, 2018",f15d2559-e808-41cd-a867-1140356b2633,,,FALSE,Dataset,State of Pennsylvania,Pennsylvania,"40.9023,-77.632",Geospatial data,Pennsylvania Department of Environmental Protection,,ftp://ftp.pasda.psu.edu/pub/pasda/dep/historic,https://btaagdp.org/metadata/08a-01/FullMetadataDisplay.aspx%3ffile=IntegratedListAttaining_Lakes2018_07.html
,Non-matching,08a-01,08a-01,Active,FALSE,Inland Waters,2019-03-28,Files,"ENVELOPE(-74.6167,-80.6238,42.281,39.6208)",,Vector,Pennsylvania State University,HTML,,,"This layer shows only attaining segments of the Integrated List. The Streams Integrated List represents stream assessments in an integrated format for the Clean Water Act Section 305(b) reporting and Section 303(d) listing. Streams are bodies of flowing surface water that collectively form a network that drains a catchment or basin. PA DEP protects 4 stream water uses: aquatic life, fish consumption, potable water supply, and recreation. The 305(b) layers represents stream segments that have been evaluated for attainment of those uses. If a stream segment is not attaining any one of its 4 uses, it is considered impaired. \xb7 Aquatic Life use attainment - The integrity reflected in any component of the biological community. (i.e. fish or fish food organisms) \xb7 Fish Consumption use attainment - The risk posed to people by the consumption of aquatic organisms (ex. fish, shellfish, frogs, turtles, crayfish, etc.) \xb7 Recreational use attainment - The risk associated with human recreation activities in or on a water body. (i.e. exposure to bacteria and other disease causing organisms through water contact recreation like swimming or water skiing) \xb7 Potable Water Supply use attainment - The risk posed to people by the ingestion of drinking water Segments that have appeared on an approved Category 5 Integrated Listing are the entries labeled as approved. Integrated Lists are submitted for approval every other year. Segments entered subsequent to the latest approved Category 5 listing are labeled tentative. After appearing on an approved listing, the tentative entries move to approved. The Stream Integrated List is provided as two separate layers determined if the stream is attaining or not attaining its designated uses. DEP Streams Integrated List layer is maintained by the PADEP Office of Water Management, Bureau of Water Supply & Wastewater Management, Water Quality Assessment and Standards Division. The layer is based on the High Resolution National Hydrography Dataset (NHD). Additional update information is provided by Bureau of Watershed Management, Water Use Planning Division.",e3de167d-54b5-4055-bc8e-cd9e35c09696,,2018,[2018 TO 2018],2018,Public,Integrated List Attaining: Pennsylvania,English,"Integrated List Attaining: Pennsylvania, 2018",e3de167d-54b5-4055-bc8e-cd9e35c09696,,,FALSE,Dataset,State of Pennsylvania,Pennsylvania,"40.9509,-77.6202",Geospatial data,Pennsylvania Department of Environmental Protection,,ftp://ftp.pasda.psu.edu/pub/pasda/dep/historic,https://btaagdp.org/metadata/08a-01/FullMetadataDisplay.aspx%3ffile=IntegratedListAttaining2018_07.html
,Non-matching,08a-01,08a-01,Active,FALSE,Inland Waters,2019-03-28,Files,"ENVELOPE(-74.6984,-80.9046,42.583,39.5551)",,Vector,Pennsylvania State University,HTML,,,"This layer shows only non attaining lakes of the Integrated List. The Lakes Integrated List represents lake assessments in an integrated format for the Clean Water Act Section 305(b) reporting and Section 303(d) listing. PA DEP protects 4 lake water uses: aquatic life, fish consumption, potable water supply, and recreation. The 305(b) layers represent lakes that have been evaluated for attainment of those uses. If a lake is not attaining any one of its 4 uses, it is considered impaired. Aquatic Life use attainment - The integrity reflected in any component of the biological community (i.e. fish or fish food organisms). Fish Consumption use attainment - The risk posed to people by the consumption of aquatic organisms (ex. fish, shellfish, frogs, turtles, crayfish, etc.). Recreational use attainment - The risk associated with human recreation activities in or on a water body (i.e. exposure to bacteria and other disease causing organisms through water contact recreation like swimming or water skiing). Potable Water Supply use attainment - The risk posed to people by the ingestion of drinking water. Lakes that have appeared on an approved Category 5 Integrated Listing are the entries labeled as approved. Integrated Lists are submitted for approval every other year. Lakes entered subsequent to the latest approved Category 5 listing are labeled tentative. After appearing on an approved listing, the tentative entries move to approved. The Lake Integrated List is provided as two separate layers determined if the lake is attaining or not attaining its designated uses. DEP Lakes Integrated List layers are maintained by the PADEP Office of Water Management, Bureau of Water Supply & Wastewater Management, Water Quality Assessment and Standards Division. The layer is based on the High Resolution National Hydrography Dataset (NHD). Additional update information is provided by Bureau of Watershed Management, Water Use Planning Division.",d35989d1-148b-4a8f-9dbf-611ba06310a1,,2018,[2018 TO 2018],2018,Public,Integrated List NonAttaining Lakes: Pennsylvania,English,"Integrated List NonAttaining Lakes: Pennsylvania, 2018",d35989d1-148b-4a8f-9dbf-611ba06310a1,,,FALSE,Dataset,State of Pennsylvania,Pennsylvania,"41.0691,-77.8015",Geospatial data,Pennsylvania Department of Environmental Protection,,ftp://ftp.pasda.psu.edu/pub/pasda/dep/historic,https://btaagdp.org/metadata/08a-01/FullMetadataDisplay.aspx%3ffile=IntegratedListNonAttaining_Lakes2018_07.html
,Non-matching,08a-01,08a-01,Active,FALSE,Inland Waters,2019-03-28,Files,"ENVELOPE(-74.618,-80.603,42.2571,39.6456)",,Vector,Pennsylvania State University,HTML,,,"This layer shows only non-attaining segments of the Integrated List. The Streams Integrated List represents stream assessments in an integrated format for the Clean Water Act Section 305(b) reporting and Section 303(d) listing. Streams are bodies of flowing surface water that collectively form a network that drains a catchment or basin. PA DEP protects 4 stream water uses: aquatic life, fish consumption, potable water supply, and recreation. The 305(b) layers represents stream segments that have been evaluated for attainment of those uses. If a stream segment is not attaining any one of its 4 uses, it is considered impaired. \xb7 Aquatic Life use attainment - The integrity reflected in any component of the biological community. (i.e. fish or fish food organisms) \xb7 Fish Consumption use attainment - The risk posed to people by the consumption of aquatic organisms (ex. fish, shellfish, frogs, turtles, crayfish, etc.) \xb7 Recreational use attainment - The risk associated with human recreation activities in or on a water body. (i.e. exposure to bacteria and other disease causing organisms through water contact recreation like swimming or water skiing) \xb7 Potable Water Supply use attainment - The risk posed to people by the ingestion of drinking water Segments that have appeared on an approved Category 5 Integrated Listing are the entries labeled as approved. Integrated Lists are submitted for approval every other year. Segments entered subsequent to the latest approved Category 5 listing are labeled tentative. After appearing on an approved listing, the tentative entries move to approved. The Stream Integrated List is provided as two separate layers determined if the stream is attaining or not attaining its designated uses. DEP Streams Integrated List layer is maintained by the PADEP Office of Water Management, Bureau of Water Supply & Wastewater Management, Water Quality Assessment and Standards Division. The layer is based on the High Resolution National Hydrography Dataset (NHD). Additional update information is provided by Bureau of Watershed Management, Water Use Planning Division.",366109db-9540-43d1-84dc-f1352eef0dc3,,2018,[2018 TO 2018],2018,Public,Integrated List Non Attaining: Pennsylvania,English,"Integrated List Non Attaining: Pennsylvania, 2018",366109db-9540-43d1-84dc-f1352eef0dc3,,,FALSE,Dataset,State of Pennsylvania,Pennsylvania,"40.9514,-77.6105",Geospatial data,Pennsylvania Department of Environmental Protection,,ftp://ftp.pasda.psu.edu/pub/pasda/dep/historic,https://btaagdp.org/metadata/08a-01/FullMetadataDisplay.aspx%3ffile=IntegratedListNonAttaining2018_07.html
,Non-matching,08a-01,08a-01,Active,FALSE,Inland Waters,2019-03-28,Files,"ENVELOPE(-74.8035,-80.5416,42.375,39.7215)",,Vector,Pennsylvania State University,HTML,,,"This layer contains the lakes that are part of the Pennsylvania Fish and Boat Commission Fisheries Resource Database. These include lakes that are currently or have previously been stocked, regulated or sampled.",b8fb1020-da52-4422-bdba-153cbbd77ba2,,2018,[2018 TO 2018],2018,Public,Pennsylvania Fish And Boat Commission Database Lakes (Polygons): Pennsylvania,English,"Pennsylvania Fish And Boat Commission Database Lakes (Polygons): Pennsylvania, 2018",b8fb1020-da52-4422-bdba-153cbbd77ba2,,,FALSE,Dataset,State of Pennsylvania,Pennsylvania,"41.0482,-77.6726",Geospatial data,Pennsylvania Fish and Boat Commission,,ftp://ftp.pasda.psu.edu/pub/pasda/pafish/historic,https://btaagdp.org/metadata/08a-01/FullMetadataDisplay.aspx%3ffile=Lakes_PFBCDatabase201806.html
,Non-matching,08a-01,08a-01,Active,FALSE,Inland Waters,2019-03-28,Files,"ENVELOPE(-74.8076,-80.5041,42.1731,39.7255)",,Vector,Pennsylvania State University,HTML,,,"This layer contains the lakes that are part of the Pennsylvania Fish and Boat Commission Fisheries Resource Database. These include lakes that are currently or have previously been stocked, regulated or sampled.",eb032c55-003d-427b-ba01-45a35155ecd8,,2018,[2018 TO 2018],2018,Public,Pennsylvania Fish And Boat Commission Database Lakes (Points): Pennsylvania,English,"Pennsylvania Fish And Boat Commission Database Lakes (Points): Pennsylvania, 2018",eb032c55-003d-427b-ba01-45a35155ecd8,,,FALSE,Dataset,State of Pennsylvania,Pennsylvania,"40.9493,-77.6558",Geospatial data,Pennsylvania Fish and Boat Commission,,ftp://ftp.pasda.psu.edu/pub/pasda/pafish/historic,https://btaagdp.org/metadata/08a-01/FullMetadataDisplay.aspx%3ffile=Lakes_Point201806.html
,Non-matching,08a-01,08a-01,Active,FALSE,Location|Environment,2019-03-28,Files,"ENVELOPE(-74.6335,-80.5977,42.231,39.6747)",,Vector,Pennsylvania State University,HTML,,,"Land Recycling Cleanup Location Land Recycling Cleanup Locations (LRCL) are divided into one or more sub-facilities categorized as media: Air, Contained Release or Abandoned Container, Groundwater, Sediment, Soil, Surface Water, and Waste. Media is the environmental resource that is associated with the cleanup effort. The following primary facility kinds describe the Acts from which cleanup locations are derived: Act2 Land Recycling and Environmental Remediation Standards The first declaration of Section 102 of the policy provides a brief description of the purpose of Act2: The elimination of public health and environmental hazards on existing commercial and industrial land across this Commonwealth is vital to their use and reuse as sources of employment, housing, recreation, and open-space areas. The reuse of industrial land is an important component of a sound land use policy that will help prevent the needless development of prime farmland, open-space areas and natural areas and reduce public costs for installing new water, sewer, and highway infrastructure. CERCLA Comprehensive Environmental Response, Compensation, and Liability Act, also known as the Superfund This act was passed by Congress as a federal law in December of 1980, creating a tax on chemical and petroleum industries to: Identify and respond to sites from which releases of hazardous substances into the environment have occurred or could potentially occur Ensure they are cleaned up by responsible parties or through government funding Evaluate damages to natural resources HSCA Hazardous Sites Cleanup Act [This Act] provides the Department of Environmental Protection (DEP) with the funding and the authority to conduct cleanup actions at sites where hazardous substances have been released. HSCA also provides DEP with enforcement authorities to force the persons who are responsible for releases of hazardous substances to conduct cleanup actions or to repay public funds spent on a DEP funded cleanup action. HSCA funds are also used to pay the state share of costs of cleanup actions at Pennsylvania sites in the Federal Superfund program. Under the provisions of HSCA, most HSCA sites involve bankrupt facility owners, abandoned facilities, and inappropriate disposal of hazardous substances. As a general rule, HSCA sites do not include active facilities with financially viable owners. Other The Other primary facility kind includes a mixture of various different cleanup sites, no further action sites, and potential sites. This is optional data that the regional offices are not required to maintain. STSP Storage Tank Spill and Prevention Act Releases and/or ruptures from improperly installed or faulty storage tanks contaminate the Commonwealth\'s land and water resources. This act was passed to prevent such contamination through ""improved safeguards on the installation and construction of storage tanks.""",7571064d-e78b-4035-b026-758258fe32e3,,2018,[2018 TO 2018],2018,Public,Land Recycling Cleanup Locations: Pennsylvania,English,"Land Recycling Cleanup Locations: Pennsylvania, 2018",7571064d-e78b-4035-b026-758258fe32e3,,,FALSE,Dataset,State of Pennsylvania,Pennsylvania,"40.9528,-77.6156",Geospatial data,Pennsylvania Department of Environmental Protection,,ftp://ftp.pasda.psu.edu/pub/pasda/dep/historic,https://btaagdp.org/metadata/08a-01/FullMetadataDisplay.aspx%3ffile=LandRecyclingCleanupLocations2018_07.html
,Non-matching,08a-01,08a-01,Active,FALSE,Economy,2019-03-28,Files,"ENVELOPE(-78.6576,-80.5785,40.7298,39.7073)",,Vector,Pennsylvania State University,HTML,,,"Coal mining has occurred in Pennsylvania for over a century. A method of coal mining known as Longwall Mining has become more prevalent in recent decades. Longwall mining involves full extraction of the coal seam in the longwall panel. The longwall mining machinery cuts or shears the coal off the face of a long wall panel of coal in a single pass. The machinery will then advance forward and perform another pass along the coal face. The broken off coal is hauled to the surface using conveyor belts. As the machinery advances forward into the coal panel, the mine roof is allowed to collapse behind it. This dataset identifies the footprint of these longwall panels relative to the surface.",7407454f-c777-42da-9d8c-1a383021a9f7,,2018,[2018 TO 2018],2018,Public,Longwall Mining Panels: Pennsylvania,English,"Longwall Mining Panels: Pennsylvania, 2018",7407454f-c777-42da-9d8c-1a383021a9f7,,,FALSE,Dataset,State of Pennsylvania,Pennsylvania,"40.2185,-79.6181",Geospatial data,Pennsylvania Department of Environmental Protection,,ftp://ftp.pasda.psu.edu/pub/pasda/dep/historic,https://btaagdp.org/metadata/08a-01/FullMetadataDisplay.aspx%3ffile=LongwallMiningPanels2018_09.html
,Non-matching,08a-01,08a-01,Active,FALSE,Environment,2019-03-28,Files,"ENVELOPE(-75.9667,-80.4896,41.8631,39.7402)",,Vector,Pennsylvania State University,HTML,,,Mine Drainage Treatment/Land Reclamation Locations are clean-up projects that are working to eliminate some form of abandoned mine. The following sub-facility types are included: Abandoned Coal Refuse Pile Reclamation Abandoned Deep Mine Reclamation Abandoned Mine Drainage Treatment Abandoned Oil & Gas Well Reclamation Abandoned Surface Mine Reclamation Internal Monitoring Point,55bdb344-ed68-461f-b2ba-4ab761448a8f,,2018,[2018 TO 2018],2018,Public,Mine Drainage Treatment/Land Recycling Project Locations: Pennsylvania,English,"Mine Drainage Treatment/Land Recycling Project Locations: Pennsylvania, 2018",55bdb344-ed68-461f-b2ba-4ab761448a8f,,,FALSE,Dataset,State of Pennsylvania,Pennsylvania,"40.8017,-78.2281",Geospatial data,Pennsylvania Department of Environmental Protection,,ftp://ftp.pasda.psu.edu/pub/pasda/dep/historic,https://btaagdp.org/metadata/08a-01/FullMetadataDisplay.aspx%3ffile=MineDrainTreatLandRecyclingProjectLocations2018_07.html
,Non-matching,08a-01,08a-01,Active,FALSE,Environment,2019-03-28,Files,"ENVELOPE(-74.6282,-80.5647,42.2552,39.6767)",,Vector,Pennsylvania State University,HTML,,,"A Municipal Waste Operation is a DEP primary facility type related to the Waste Management Municipal Waste Program. The sub-facility types related to Municipal Waste Operations that are included are: Composting: Includes facilities that use land for processing municipal waste by composting. Composting is a process that biologically decomposes organic waste under controlled anaerobic or aerobic conditions to yield a humus-like product. Land Application: Includes facilities that uses agricultural utilization or land reclamation of waste. Sewage sludge is land-applied for its nutrient value or as a soil conditioner. Landfill - Abandoned: The Abandoned Landfill Inventory Project collects geospatial and descriptive data for closed and abandoned landfills throughout the state of Pennsylvania. Locations for sites were determined from historic records such as microfiche, index card, topographic map, and staff personal files, and then compiled into site lists. Each of the six DEP regions is staffed with summer interns who physically locate the sites and collect the data for the project. The purpose of the Abandoned Landfill Inventory Project is to determine the location of abandoned and closed landfills in order to catalog potential environmental hazards. The data is intended for internal government and public consumption, in order to keep property sales, clean-up efforts, and land development well informed. For metadata on the ALI Project, see Abandoned Landfill Metadata. Landfill: A landfill is a facility that uses land for the disposal of municipal waste. Processing Facility: A processing facility is a transfer station, composting facility, resource recovery facility, or a facility that reduces the volume or bulk of municipal waste for offsite reuse. Resource Recovery: A resource recovery is a facility that provides for the extraction and utilization of materials or energy from municipal waste. The facility can be a mechanical extraction facility or a combustion facility. Transfer Station: A transfer station is a facility that receives and processes or temporarily stores municipal waste at a location other than the generation site. This sub-facility facilitates the transportation or transfer of municipal waste to a processing or disposal facility.",320ec2b7-e1a0-4469-b48d-da9e4032131a,,2018,[2018 TO 2018],2018,Public,Municipal Waste Operations: Pennsylvania,English,"Municipal Waste Operations: Pennsylvania, 2018",320ec2b7-e1a0-4469-b48d-da9e4032131a,,,FALSE,Dataset,State of Pennsylvania,Pennsylvania,"40.9659,-77.5965",Geospatial data,Pennsylvania Department of Environmental Protection,,ftp://ftp.pasda.psu.edu/pub/pasda/dep/historic,https://btaagdp.org/metadata/08a-01/FullMetadataDisplay.aspx%3ffile=MunicipalWasteOperations2018_07.html
,Non-matching,08a-01,08a-01,Active,FALSE,Environment,2019-03-28,Files,"ENVELOPE(-74.9242,-80.5187,42.2674,39.717)",,Vector,Pennsylvania State University,HTML,,,The following data set contains all the Oil & Gas Wells in Pennsylvania that the Dept of Enviromental Protection has locational information on. The wells are broken into two formation types of conventional and unconventional wells. A conventional well is a bore hole drilled or being drilled for the purpose of or to be used for the production of oil or natureal gas from only conventional formation(s). A conventional formation is any formation that does not meet the statutory definition of an unconventional formation. An unconventional gas well is a bore hole drilled or being drilled for the purpose of or to be used for the production of natural gas from an unconventional formation. Unconventional formation is a geological shale formation existing below the base of the Elk Sandstone or its geologic equivalent stratigraphic interval where natural gas generally cannot be produced at economic flow rates or in economic volumes except by vertical or horizontal well bores stimulated by hydraulic fracture treatments or by using multilateral well bores or other techniques to expose more of the formation to the well bore.,c57480ac-70b3-4b05-982d-641ff8583e7d,,2018,[2018 TO 2018],2018,Public,Oil Gas Locations - Conventional Unconventional: Pennsylvania,English,"Oil Gas Locations - Conventional Unconventional: Pennsylvania, 2018",c57480ac-70b3-4b05-982d-641ff8583e7d,,,FALSE,Dataset,State of Pennsylvania,Pennsylvania,"40.9922,-77.7215",Geospatial data,Pennsylvania Department of Environmental Protection,,ftp://ftp.pasda.psu.edu/pub/pasda/dep/historic,https://btaagdp.org/metadata/08a-01/FullMetadataDisplay.aspx%3ffile=OilGasLocations_ConventionalUnconventional2018_09.html
,Non-matching,08a-01,08a-01,Active,FALSE,Location,2019-03-28,Files,"ENVELOPE(-74.9242,-80.5187,42.2674,39.717)",,Vector,Pennsylvania State University,HTML,,,An Oil and Gas Location is a DEP primary facility type related to the Oil & Gas Program. The sub-facility types related to Oil and Gas that are included in this layer are:_____ Land Application -- An area where drilling cuttings or waste are disposed by land application Well-- A well associated with oil and/or gas production Pit -- An approved pit that is used for storage of oil and gas well fluids . Some sub facility types are not included in this layer due to security policies.,52d47804-1ed1-4d6a-acae-5dd5845c3105,,2018,[2018 TO 2018],2018,Public,Oil & Gas Locations: Pennsylvania,English,"Oil & Gas Locations: Pennsylvania, 2018",52d47804-1ed1-4d6a-acae-5dd5845c3105,,,FALSE,Dataset,State of Pennsylvania,Pennsylvania,"40.9922,-77.7215",Geospatial data,Pennsylvania Department of Environmental Protection,,ftp://ftp.pasda.psu.edu/pub/pasda/dep/historic,https://btaagdp.org/metadata/08a-01/FullMetadataDisplay.aspx%3ffile=OilGasLocations2018_09.html
,Non-matching,08a-01,08a-01,Active,FALSE,Environment,2019-03-28,Files,"ENVELOPE(-77.2081,-80.4421,41.9988,39.7234)",,Vector,Pennsylvania State University,HTML,,,An Oil and Gas Location is a DEP primary facility type related to the Oil & Gas Program. The sub-facility types related to Oil and Gas that are included in this layer are:_____ Land Application -- An area where drilling cuttings or waste are disposed by land application Well-- A well associated with oil and/or gas production Pit -- An approved pit that is used for storage of oil and gas well fluids . Some sub facility types are not included in this layer due to security policies.,5c86c4e7-d60a-4fd8-94ee-f372dd049c0c,,2018,[2018 TO 2018],2018,Public,Oil & Gas Water Pollution Control Facilities: Pennsylvania,English,"Oil & Gas Water Pollution Control Facilities: Pennsylvania, 2018",5c86c4e7-d60a-4fd8-94ee-f372dd049c0c,,,FALSE,Dataset,State of Pennsylvania,Pennsylvania,"40.8611,-78.8251",Geospatial data,Pennsylvania Department of Environmental Protection,,ftp://ftp.pasda.psu.edu/pub/pasda/dep/historic,https://btaagdp.org/metadata/08a-01/FullMetadataDisplay.aspx%3ffile=OilGasWaterPollutionControlFacilities2018_07.html
,Non-matching,08a-01,08a-01,Active,FALSE,Transportation,2019-03-28,Files,"ENVELOPE(-80.5211,-74.6895,42.5147,39.7198)",,Vector,Pennsylvania State University,HTML,,,Locations of Pennsylvania At-Grade Intersections,1074da81-1c02-4b74-8ddc-d199948b5cbf,,2018,[2018 TO 2018],2018,Public,At-Grade Intersections: Pennsylvania,English,"At-Grade Intersections: Pennsylvania, 2018",1074da81-1c02-4b74-8ddc-d199948b5cbf,,,FALSE,Dataset,State of Pennsylvania,Pennsylvania,"41.1172,-77.6053",Geospatial data,Pennsylvania Department of Transportation,,ftp://ftp.pasda.psu.edu/pub/pasda/padot/state/historic,https://btaagdp.org/metadata/08a-01/FullMetadataDisplay.aspx%3ffile=PA_AtGradeIntersections201807.html
,Non-matching,08a-01,08a-01,Active,FALSE,Transportation,2019-03-28,Files,"ENVELOPE(-80.5211,-74.6895,42.5147,39.7198)",,Vector,Pennsylvania State University,HTML,,,Locations and attributes of drainage pipe structures that intersect with a state route,8ba24b91-5083-4da4-98a6-fa18055d8143,,2018,[2018 TO 2018],2018,Public,Drain Pipes: Pennsylvania,English,"Drain Pipes: Pennsylvania, 2018",8ba24b91-5083-4da4-98a6-fa18055d8143,,,FALSE,Dataset,State of Pennsylvania,Pennsylvania,"41.1172,-77.6053",Geospatial data,Pennsylvania Department of Transportation,,ftp://ftp.pasda.psu.edu/pub/pasda/padot/state/historic,https://btaagdp.org/metadata/08a-01/FullMetadataDisplay.aspx%3ffile=PA_DrainPipes201807.html
