Title,Date,Publisher,Description,Metadata,Download
"(u'TIGER/Line Shapefile, 2009, 2000 state, Pennsylvania, Census 2000 County Subdivision State-based',)","(u'2009',)","(u'U S Census Bureau',)","(u'The TIGER/Line Shapefiles are an extract of selected geographic and cartographic information from the Census MAF/TIGER database.  The Census MAF/TIGER database represents a seamless national file with no overlaps or gaps between parts.  However, each TIGER/Line Shapefile is designed to stand alone as an independent data set or the shapefiles can be combined to cover the whole nation.',)","(u'FullMetadataDisplay.aspx?file=tl_PennsylvaniaCountySubdivision2000.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/census/tl_PennsylvaniaCountySubdivision2000.zip
"(u'TIGER/Line Shapefile, 2009, 2000 state, Pennsylvania, Census 2000 Place',)","(u'2009',)","(u'U S Census Bureau',)","(u'The TIGER/Line Shapefiles are an extract of selected geographic and cartographic information from the Census MAF/TIGER database.  The Census MAF/TIGER database represents a seamless national file with no overlaps or gaps between parts.  However, each TIGER/Line Shapefile is designed to stand alone as an independent data set or the shapefiles can be combined to cover the whole nation.',)","(u'FullMetadataDisplay.aspx?file=tl_PennsylvaniaEconomicCensusPlace2000.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/census/tl_PennsylvaniaEconomicCensusPlace2000.zip
"(u'TIGER/Line Shapefile, 2009, 2000 state, Pennsylvania, Census 2000 Public Use Microdata Area (PUMA)',)","(u'2009',)","(u'U S Census Bureau',)","(u'The TIGER/Line Shapefiles are an extract of selected geographic and cartographic information from the Census MAF/TIGER database.  The Census MAF/TIGER database represents a seamless national file with no overlaps or gaps between parts.  However, each TIGER/Line Shapefile is designed to stand alone as an independent data set or the shapefiles can be combined to cover the whole nation.',)","(u'FullMetadataDisplay.aspx?file=tl_PennsylvaniaPublicUseMicrodataArea2000.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/census/tl_PennsylvaniaPublicUseMicrodataArea2000.zip
"(u'TIGER/Line Shapefile, 2009, 2000 state, Pennsylvania, Census 2000 State and Equivalent State-based',)","(u'2009',)","(u'U S Census Bureau',)","(u'The TIGER/Line Shapefiles are an extract of selected geographic and cartographic information from the Census MAF/TIGER database.  The Census MAF/TIGER database represents a seamless national file with no overlaps or gaps between parts.  However, each TIGER/Line Shapefile is designed to stand alone as an independent data set or the shapefiles can be combined to cover the whole nation.',)","(u'FullMetadataDisplay.aspx?file=tl_PennsylvaniaStateEquivalentStatebased2000.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/census/tl_PennsylvaniaStateEquivalentStatebased2000.zip
"(u'TIGER/Line Shapefile, 2009, 2000 state, Pennsylvania, Census 2000 State Legislative District (SLD) Lower Chamber',)","(u'2009',)","(u'U S Census Bureau',)","(u'The TIGER/Line Shapefiles are an extract of selected geographic and cartographic information from the Census MAF/TIGER database.  The Census MAF/TIGER database represents a seamless national file with no overlaps or gaps between parts.  However, each TIGER/Line Shapefile is designed to stand alone as an independent data set or the shapefiles can be combined to cover the whole nation.',)","(u'FullMetadataDisplay.aspx?file=tl_PennsylvaniaStateLegislativeDistrictLowerChamber2000.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/census/tl_PennsylvaniaStateLegislativeDistrictLowerChamber2000.zip
"(u'TIGER/Line Shapefile, 2009, 2000 state, Pennsylvania, Census 2000 State Legislative District (SLD) Upper Chamber',)","(u'2009',)","(u'U S Census Bureau',)","(u'The TIGER/Line Shapefiles are an extract of selected geographic and cartographic information from the Census MAF/TIGER database.  The Census MAF/TIGER database represents a seamless national file with no overlaps or gaps between parts.  However, each TIGER/Line Shapefile is designed to stand alone as an independent data set or the shapefiles can be combined to cover the whole nation.',)","(u'FullMetadataDisplay.aspx?file=tl_PennsylvaniaStateLegislativeDistrictUpperChamber2000.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/census/tl_PennsylvaniaStateLegislativeDistrictUpperChamber2000.zip
"(u'TIGER/Line Shapefile, 2009, 2000 state, Pennsylvania, Census 2000 Super Public Use Microdata Area (SuperPUMA)',)","(u'2009',)","(u'U S Census Bureau',)","(u'The TIGER/Line Shapefiles are an extract of selected geographic and cartographic information from the Census MAF/TIGER database.  The Census MAF/TIGER database represents a seamless national file with no overlaps or gaps between parts.  However, each TIGER/Line Shapefile is designed to stand alone as an independent data set or the shapefiles can be combined to cover the whole nation.',)","(u'FullMetadataDisplay.aspx?file=tl_PennsylvaniaSuperPublicUseMicrodataArea2000.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/census/tl_PennsylvaniaSuperPublicUseMicrodataArea2000.zip
"(u'TIGER/Line Shapefile, 2009, 2000 state, Pennsylvania, Census 2000 Unified School Districts',)","(u'2009',)","(u'U S Census Bureau',)","(u'The TIGER/Line Shapefiles are an extract of selected geographic and cartographic information from the Census MAF/TIGER database.  The Census MAF/TIGER database represents a seamless national file with no overlaps or gaps between parts.  However, each TIGER/Line Shapefile is designed to stand alone as an independent data set or the shapefiles can be combined to cover the whole nation.',)","(u'FullMetadataDisplay.aspx?file=tl_PennsylvaniaUnifiedSchoolDistricts2000.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/census/tl_PennsylvaniaUnifiedSchoolDistricts2000.zip
"(u'TIGER/Line Shapefile, 2009, econ state, Pennsylvania, Economic Census County and Equivalent Shapefile',)","(u'2009',)","(u'U S Census Bureau',)","(u'The TIGER/Line Shapefiles are an extract of selected geographic and cartographic information from the Census MAF/TIGER database.  The Census MAF/TIGER database represents a seamless national file with no overlaps or gaps between parts.  However, each TIGER/Line Shapefile is designed to stand alone as an independent data set or the shapefiles can be combined to cover the whole nation.',)","(u'FullMetadataDisplay.aspx?file=tl_PennsylvaniaEconomicCensusCounty2009.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/census/tl_PennsylvaniaEconomicCensusCounty2009.zip
"(u'TIGER/Line Shapefile, 2009, econ state, Pennsylvania, Economic Census Place Shapefile',)","(u'2009',)","(u'U S Census Bureau',)","(u'The TIGER/Line Shapefiles are an extract of selected geographic and cartographic information from the Census MAF/TIGER database.  The Census MAF/TIGER database represents a seamless national file with no overlaps or gaps between parts.  However, each TIGER/Line Shapefile is designed to stand alone as an independent data set or the shapefiles can be combined to cover the whole nation.',)","(u'FullMetadataDisplay.aspx?file=tl_PennsylvaniaEconomicCensusPlace2009.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/census/tl_PennsylvaniaEconomicCensusPlace2009.zip
"(u'TIGER/Line Shapefile, 2009, state, Pennsylvania, 2002 3-Digit ZIP Code Tabulation Area (ZCTA3) State-based Shapefile',)","(u'2009',)","(u'U S Census Bureau',)","(u'The TIGER/Line Shapefiles are an extract of selected geographic and cartographic information from the Census MAF/TIGER database.  The Census MAF/TIGER database represents a seamless national file with no overlaps or gaps between parts.  However, each TIGER/Line Shapefile is designed to stand alone as an independent data set or the shapefiles can be combined to cover the whole nation.',)","(u'FullMetadataDisplay.aspx?file=tl_Pennsylvania3Digit2009.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/census/tl_Pennsylvania3Digit2009.zip
"(u'TIGER/Line Shapefile, 2009, state, Pennsylvania, 2002 5-Digit ZIP Code Tabulation Area (ZCTA5) State-based Shapefile',)","(u'2009',)","(u'U S Census Bureau',)","(u'The TIGER/Line Shapefiles are an extract of selected geographic and cartographic information from the Census MAF/TIGER database.  The Census MAF/TIGER database represents a seamless national file with no overlaps or gaps between parts.  However, each TIGER/Line Shapefile is designed to stand alone as an independent data set or the shapefiles can be combined to cover the whole nation.',)","(u'FullMetadataDisplay.aspx?file=tl_Pennsylvania5Digit2009.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/census/tl_Pennsylvania5Digit2009.zip
"(u'TIGER/Line Shapefile, 2009, state, Pennsylvania, Congressional Districts',)","(u'2009',)","(u'U S Census Bureau',)","(u'The TIGER/Line Shapefiles are an extract of selected geographic and cartographic information from the Census MAF/TIGER database.  The Census MAF/TIGER database represents a seamless national file with no overlaps or gaps between parts.  However, each TIGER/Line Shapefile is designed to stand alone as an independent data set or the shapefiles can be combined to cover the whole nation.',)","(u'FullMetadataDisplay.aspx?file=tl_PennsylvaniaCongressionalDistricts2009.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/census/tl_PennsylvaniaCongressionalDistricts2009.zip
"(u'TIGER/Line Shapefile, 2009, state, Pennsylvania, Current Block State-based',)","(u'2009',)","(u'U S Census Bureau',)","(u'The TIGER/Line Shapefiles are an extract of selected geographic and cartographic information from the Census MAF/TIGER database.  The Census MAF/TIGER database represents a seamless national file with no overlaps or gaps between parts.  However, each TIGER/Line Shapefile is designed to stand alone as an independent data set or the shapefiles can be combined to cover the whole nation.',)","(u'FullMetadataDisplay.aspx?file=tl_PennsylvaniaBlockCurrent2009.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/census/tl_PennsylvaniaBlockCurrent2009.zip
"(u'TIGER/Line Shapefile, 2009, state, Pennsylvania, Current Block State-based',)","(u'2009',)","(u'U S Census Bureau',)","(u'The TIGER/Line Shapefiles are an extract of selected geographic and cartographic information from the Census MAF/TIGER database.  The Census MAF/TIGER database represents a seamless national file with no overlaps or gaps between parts.  However, each TIGER/Line Shapefile is designed to stand alone as an independent data set or the shapefiles can be combined to cover the whole nation.',)","(u'FullMetadataDisplay.aspx?file=tl_PennsylvaniaCurrentBlockStatebased2009.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/census/tl_PennsylvaniaCurrentBlockStatebased2009.zip
"(u'TIGER/Line Shapefile, 2009, state, Pennsylvania, Current Combined Statistical Area (CSA) State-based',)","(u'2009',)","(u'U S Census Bureau',)","(u'The TIGER/Line Shapefiles are an extract of selected geographic and cartographic information from the Census MAF/TIGER database.  The Census MAF/TIGER database represents a seamless national file with no overlaps or gaps between parts.  However, each TIGER/Line Shapefile is designed to stand alone as an independent data set or the shapefiles can be combined to cover the whole nation.',)","(u'FullMetadataDisplay.aspx?file=tl_PennsylvaniaCurrentCombinedStatisticalArea2009.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/census/tl_PennsylvaniaCurrentCombinedStatisticalArea2009.zip
"(u'TIGER/Line Shapefile, 2009, state, Pennsylvania, Current County and Equivalent State-based',)","(u'2009',)","(u'U S Census Bureau',)","(u'The TIGER/Line Shapefiles are an extract of selected geographic and cartographic information from the Census MAF/TIGER database.  The Census MAF/TIGER database represents a seamless national file with no overlaps or gaps between parts.  However, each TIGER/Line Shapefile is designed to stand alone as an independent data set or the shapefiles can be combined to cover the whole nation.',)","(u'FullMetadataDisplay.aspx?file=tl_PennsylvaniaCurrentCounty2009.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/census/tl_PennsylvaniaCurrentCounty2009.zip
"(u'TIGER/Line Shapefile, 2009, state, Pennsylvania, Current County Subdivision State-based',)","(u'2009',)","(u'U S Census Bureau',)","(u'The TIGER/Line Shapefiles are an extract of selected geographic and cartographic information from the Census MAF/TIGER database.  The Census MAF/TIGER database represents a seamless national file with no overlaps or gaps between parts.  However, each TIGER/Line Shapefile is designed to stand alone as an independent data set or the shapefiles can be combined to cover the whole nation.',)","(u'FullMetadataDisplay.aspx?file=tl_Pennsylvania3Digit2009.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/census/tl_PennsylvaniaCountySubdivision2009.zip
"(u'TIGER/Line Shapefile, 2009, state, Pennsylvania, Current Metropolitan Division State-based',)","(u'2009',)","(u'U S Census Bureau',)","(u'The TIGER/Line Shapefiles are an extract of selected geographic and cartographic information from the Census MAF/TIGER database.  The Census MAF/TIGER database represents a seamless national file with no overlaps or gaps between parts.  However, each TIGER/Line Shapefile is designed to stand alone as an independent data set or the shapefiles can be combined to cover the whole nation.',)","(u'FullMetadataDisplay.aspx?file=tl_PennsylvaniaCurrentMetropolitanDivision2009.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/census/tl_PennsylvaniaCurrentMetropolitanDivision2009.zip
"(u'TIGER/Line Shapefile, 2009, state, Pennsylvania, Current Metropolitan Statistical Area/Micropolitan Statistical Area (CBSA) State-based',)","(u'2009',)","(u'U S Census Bureau',)","(u'The TIGER/Line Shapefiles are an extract of selected geographic and cartographic information from the Census MAF/TIGER database.  The Census MAF/TIGER database represents a seamless national file with no overlaps or gaps between parts.  However, each TIGER/Line Shapefile is designed to stand alone as an independent data set or the shapefiles can be combined to cover the whole nation.',)","(u'FullMetadataDisplay.aspx?file=tl_PennsylvaniaCurrentMetropolitanStatisticalArea2009.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/census/tl_PennsylvaniaCurrentMetropolitanStatisticalArea2009.zip
"(u'TIGER/Line Shapefile, 2009, state, Pennsylvania, Current Place',)","(u'2009',)","(u'U S Census Bureau',)","(u'The TIGER/Line Shapefiles are an extract of selected geographic and cartographic information from the Census MAF/TIGER database.  The Census MAF/TIGER database represents a seamless national file with no overlaps or gaps between parts.  However, each TIGER/Line Shapefile is designed to stand alone as an independent data set or the shapefiles can be combined to cover the whole nation.',)","(u'FullMetadataDisplay.aspx?file=tl_PennsylvaniaCurrentPlace2009.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/census/tl_PennsylvaniaCurrentPlace2009.zip
"(u'TIGER/Line Shapefile, 2009, state, Pennsylvania, Current State and Equivalent State-based',)","(u'2009',)","(u'U S Census Bureau',)","(u'The TIGER/Line Shapefiles are an extract of selected geographic and cartographic information from the Census MAF/TIGER database.  The Census MAF/TIGER database represents a seamless national file with no overlaps or gaps between parts.  However, each TIGER/Line Shapefile is designed to stand alone as an independent data set or the shapefiles can be combined to cover the whole nation.',)","(u'FullMetadataDisplay.aspx?file=tl_PennsylvaniaStateEquivalentStatebased2009.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/census/tl_PennsylvaniaStateEquivalentStatebased2009.zip
"(u'TIGER/Line Shapefile, 2009, state, Pennsylvania, Current State Legislative District (SLD) Lower Chamber',)","(u'2009',)","(u'U S Census Bureau',)","(u'The TIGER/Line Shapefiles are an extract of selected geographic and cartographic information from the Census MAF/TIGER database.  The Census MAF/TIGER database represents a seamless national file with no overlaps or gaps between parts.  However, each TIGER/Line Shapefile is designed to stand alone as an independent data set or the shapefiles can be combined to cover the whole nation.',)","(u'FullMetadataDisplay.aspx?file=tl_PennsylvaniaStateLegislativeDistrictLowerChamber2009.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/census/tl_PennsylvaniaStateLegislativeDistrictLowerChamber2009.zip
"(u'TIGER/Line Shapefile, 2009, state, Pennsylvania, Current State Legislative District (SLD) Upper Chamber',)","(u'2009',)","(u'U S Census Bureau',)","(u'The TIGER/Line Shapefiles are an extract of selected geographic and cartographic information from the Census MAF/TIGER database.  The Census MAF/TIGER database represents a seamless national file with no overlaps or gaps between parts.  However, each TIGER/Line Shapefile is designed to stand alone as an independent data set or the shapefiles can be combined to cover the whole nation.',)","(u'FullMetadataDisplay.aspx?file=tl_PennsylvaniaStateLegislativeDistrictUpperChamber2009.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/census/tl_PennsylvaniaStateLegislativeDistrictUpperChamber2009.zip
"(u'TIGER/Line Shapefile, 2009, state, Pennsylvania, Current Unified School Districts Shapefile',)","(u'2009',)","(u'U S Census Bureau',)","(u'The TIGER/Line Shapefiles are an extract of selected geographic and cartographic information from the Census MAF/TIGER database.  The Census MAF/TIGER database represents a seamless national file with no overlaps or gaps between parts.  However, each TIGER/Line Shapefile is designed to stand alone as an independent data set or the shapefiles can be combined to cover the whole nation.',)","(u'FullMetadataDisplay.aspx?file=tl_PennsylvaniaUnifiedSchoolDistricts2009.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/census/tl_PennsylvaniaUnifiedSchoolDistricts2009.zip
"(u'TIGER/Line Shapefile, 2009, state, Pennsylvania, Military Installation State-based Shapefile',)","(u'2009',)","(u'U S Census Bureau',)","(u'The TIGER/Line Shapefiles are an extract of selected geographic and cartographic information from the Census MAF/TIGER database.  The Census MAF/TIGER database represents a seamless national file with no overlaps or gaps between parts.  However, each TIGER/Line Shapefile is designed to stand alone as an independent data set or the shapefiles can be combined to cover the whole nation.',)","(u'FullMetadataDisplay.aspx?file=tl_PennsylvaniaMilitaryInstallation2009.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/census/tl_PennsylvaniaMilitaryInstallation2009.zip
"(u'TIGER/Line Shapefile, 2010, 2010 state, Pennsylvania, 2010 Census Block Group State-based',)","(u'2010',)","(u'U S Census Bureau',)","(u""The TIGER/Line Files are shapefiles and related database files (.dbf) that are an extract of selected geographic and cartographic information from the U.S. Census Bureau's Master Address File / Topologically Integrated Geographic Encoding and Referencing (MAF/TIGER) Database (MTDB).  The MTDB represents a seamless national file with no overlaps or gaps between parts, however, each TIGER/Line File is designed to stand alone as an independent data set, or they can be combined to cover the entire nation.  The primary legal divisions of most States are termed counties.  In Louisiana, these divisions are known as parishes.  In Alaska, which has no counties, the equivalent entities are the organized boroughs, city and boroughs, and municipalities, and for the unorganized area, census areas.  The latter are delineated cooperatively for statistical purposes by the State of Alaska and the Census Bureau.  In four States (Maryland, Missouri, Nevada, and Virginia), there are one or more incorporated places that are independent of any county organization and thus constitute primary divisions of their States.  These incorporated places are known as independent cities and are treated as equivalent entities for purposes of data presentation.  The District of Columbia and Guam have no primary divisions, and each area is considered an equivalent entity for purposes of data presentation.  The Census Bureau treats the following entities as equivalents of counties for purposes of data presentation: Municipios in Puerto Rico, Districts and Islands in American Samoa, Municipalities in the Commonwealth of the Northern Mariana Islands, and Islands in the U.S. Virgin Islands.  The entire area of the United States, Puerto Rico, and the Island Areas is covered by counties or equivalent entities.  The 2010 Census boundaries for counties and equivalent entities are as of January 1, 2010, primarily as reported through the Census Bureau's Boundary and Annexation Survey (BAS)."",)","(u'FullMetadataDisplay.aspx?file=tl_2010_42_bg10.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/census/tl_2010_42_bg10.zip
"(u'TIGER/Line Shapefile, 2010, 2010 state, Pennsylvania, 2010 Census Block State-based',)","(u'2010',)","(u'U S Census Bureau',)","(u""The TIGER/Line Files are shapefiles and related database files (.dbf) that are an extract of selected geographic and cartographic information from the U.S. Census Bureau's Master Address File / Topologically Integrated Geographic Encoding and Referencing (MAF/TIGER) Database (MTDB).  The MTDB represents a seamless national file with no overlaps or gaps between parts, however, each TIGER/Line File is designed to stand alone as an independent data set, or they can be combined to cover the entire nation.  The primary legal divisions of most States are termed counties.  In Louisiana, these divisions are known as parishes.  In Alaska, which has no counties, the equivalent entities are the organized boroughs, city and boroughs, and municipalities, and for the unorganized area, census areas.  The latter are delineated cooperatively for statistical purposes by the State of Alaska and the Census Bureau.  In four States (Maryland, Missouri, Nevada, and Virginia), there are one or more incorporated places that are independent of any county organization and thus constitute primary divisions of their States.  These incorporated places are known as independent cities and are treated as equivalent entities for purposes of data presentation.  The District of Columbia and Guam have no primary divisions, and each area is considered an equivalent entity for purposes of data presentation.  The Census Bureau treats the following entities as equivalents of counties for purposes of data presentation: Municipios in Puerto Rico, Districts and Islands in American Samoa, Municipalities in the Commonwealth of the Northern Mariana Islands, and Islands in the U.S. Virgin Islands.  The entire area of the United States, Puerto Rico, and the Island Areas is covered by counties or equivalent entities.  The 2010 Census boundaries for counties and equivalent entities are as of January 1, 2010, primarily as reported through the Census Bureau's Boundary and Annexation Survey (BAS)."",)","(u'FullMetadataDisplay.aspx?file=tl_2010_42_tabblock10.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/census/tl_2010_42_tabblock10.zip
"(u'TIGER/Line Shapefile, 2010, 2010 state, Pennsylvania, 2010 Census Census Tract State-based',)","(u'2010',)","(u'U S Census Bureau',)","(u""The TIGER/Line Files are shapefiles and related database files (.dbf) that are an extract of selected geographic and cartographic information from the U.S. Census Bureau's Master Address File / Topologically Integrated Geographic Encoding and Referencing (MAF/TIGER) Database (MTDB).  The MTDB represents a seamless national file with no overlaps or gaps between parts, however, each TIGER/Line File is designed to stand alone as an independent data set, or they can be combined to cover the entire nation.  The primary legal divisions of most States are termed counties.  In Louisiana, these divisions are known as parishes.  In Alaska, which has no counties, the equivalent entities are the organized boroughs, city and boroughs, and municipalities, and for the unorganized area, census areas.  The latter are delineated cooperatively for statistical purposes by the State of Alaska and the Census Bureau.  In four States (Maryland, Missouri, Nevada, and Virginia), there are one or more incorporated places that are independent of any county organization and thus constitute primary divisions of their States.  These incorporated places are known as independent cities and are treated as equivalent entities for purposes of data presentation.  The District of Columbia and Guam have no primary divisions, and each area is considered an equivalent entity for purposes of data presentation.  The Census Bureau treats the following entities as equivalents of counties for purposes of data presentation: Municipios in Puerto Rico, Districts and Islands in American Samoa, Municipalities in the Commonwealth of the Northern Mariana Islands, and Islands in the U.S. Virgin Islands.  The entire area of the United States, Puerto Rico, and the Island Areas is covered by counties or equivalent entities.  The 2010 Census boundaries for counties and equivalent entities are as of January 1, 2010, primarily as reported through the Census Bureau's Boundary and Annexation Survey (BAS)."",)","(u'FullMetadataDisplay.aspx?file=tl_2010_42_tract10.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/census/tl_2010_42_tract10.zip
"(u'TIGER/Line Shapefile, 2010, 2010 state, Pennsylvania, 2010 Census County and Equivalent State-based',)","(u'2010',)","(u'U S Census Bureau',)","(u""The TIGER/Line Files are shapefiles and related database files (.dbf) that are an extract of selected geographic and cartographic information from the U.S. Census Bureau's Master Address File / Topologically Integrated Geographic Encoding and Referencing (MAF/TIGER) Database (MTDB).  The MTDB represents a seamless national file with no overlaps or gaps between parts, however, each TIGER/Line File is designed to stand alone as an independent data set, or they can be combined to cover the entire nation.  The primary legal divisions of most States are termed counties.  In Louisiana, these divisions are known as parishes.  In Alaska, which has no counties, the equivalent entities are the organized boroughs, city and boroughs, and municipalities, and for the unorganized area, census areas.  The latter are delineated cooperatively for statistical purposes by the State of Alaska and the Census Bureau.  In four States (Maryland, Missouri, Nevada, and Virginia), there are one or more incorporated places that are independent of any county organization and thus constitute primary divisions of their States.  These incorporated places are known as independent cities and are treated as equivalent entities for purposes of data presentation.  The District of Columbia and Guam have no primary divisions, and each area is considered an equivalent entity for purposes of data presentation.  The Census Bureau treats the following entities as equivalents of counties for purposes of data presentation: Municipios in Puerto Rico, Districts and Islands in American Samoa, Municipalities in the Commonwealth of the Northern Mariana Islands, and Islands in the U.S. Virgin Islands.  The entire area of the United States, Puerto Rico, and the Island Areas is covered by counties or equivalent entities.  The 2010 Census boundaries for counties and equivalent entities are as of January 1, 2010, primarily as reported through the Census Bureau's Boundary and Annexation Survey (BAS)."",)","(u'FullMetadataDisplay.aspx?file=tl_2010_42_county10.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/census/tl_2010_42_county10.zip
"(u'TIGER/Line Shapefile, 2010, 2010 state, Pennsylvania, 2010 Census County Subdivision State-based',)","(u'2010',)","(u'U S Census Bureau',)","(u""The TIGER/Line Files are shapefiles and related database files (.dbf) that are an extract of selected geographic and cartographic information from the U.S. Census Bureau's Master Address File / Topologically Integrated Geographic Encoding and Referencing (MAF/TIGER) Database (MTDB).  The MTDB represents a seamless national file with no overlaps or gaps between parts, however, each TIGER/Line File is designed to stand alone as an independent data set, or they can be combined to cover the entire nation.  The primary legal divisions of most States are termed counties.  In Louisiana, these divisions are known as parishes.  In Alaska, which has no counties, the equivalent entities are the organized boroughs, city and boroughs, and municipalities, and for the unorganized area, census areas.  The latter are delineated cooperatively for statistical purposes by the State of Alaska and the Census Bureau.  In four States (Maryland, Missouri, Nevada, and Virginia), there are one or more incorporated places that are independent of any county organization and thus constitute primary divisions of their States.  These incorporated places are known as independent cities and are treated as equivalent entities for purposes of data presentation.  The District of Columbia and Guam have no primary divisions, and each area is considered an equivalent entity for purposes of data presentation.  The Census Bureau treats the following entities as equivalents of counties for purposes of data presentation: Municipios in Puerto Rico, Districts and Islands in American Samoa, Municipalities in the Commonwealth of the Northern Mariana Islands, and Islands in the U.S. Virgin Islands.  The entire area of the United States, Puerto Rico, and the Island Areas is covered by counties or equivalent entities.  The 2010 Census boundaries for counties and equivalent entities are as of January 1, 2010, primarily as reported through the Census Bureau's Boundary and Annexation Survey (BAS)."",)","(u'FullMetadataDisplay.aspx?file=tl_2010_42_cousubMCD10.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/census/tl_2010_42_cousubMCD10.zip
"(u'Adams County soils',)","(u'2014',)","(u'U S Department of Agriculture',)","(u'This data set is a digital soil survey and generally is the most\r\ndetailed level of soil geographic data developed by the National\r\nCooperative Soil Survey. The information was prepared by digitizing\r\nmaps, by compiling information onto a planimetric correct base\r\nand digitizing, or by revising digitized maps using remotely\r\nsensed and other information.\r\n\r\nThis data set consists of georeferenced digital map data and\r\ncomputerized attribute data. The map data are in a soil survey area\r\nextent format and include a detailed, field verified inventory\r\nof soils and nonsoil areas that normally occur in a repeatable\r\npattern on the landscape and that can be cartographically shown at\r\nthe scale mapped. A special soil features layer (point and line\r\nfeatures) is optional. This layer displays the location of features\r\ntoo small to delineate at the mapping scale, but they are large\r\nenough and contrasting enough to significantly influence use and\r\nmanagement. The soil map units are linked to attributes in the\r\nNational Soil Information System relational database, which gives\r\nthe proportionate extent of the component soils and their properties.',)","(u'FullMetadataDisplay.aspx?file=Pennsylvania_soil_metadata_201409.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/soils/Adams_wss_SSA_PA001_soildb_PA_2003_[2014-09-15].zip
"(u'All Metrics: Eastern Brook Trout Joint Venture',)","(u'2006',)","(u'U S Department of Agriculture',)","(u'This table contains the values of all the metrics calculated for the subwatersheds in the Eastern Brook Trout Joint Venture brook trout assessment.  The Eastern Brook Trout Joint Venture (EBTJV) is a partnership between state and federal agencies, nongovernmental conservation organizations, and academia.  The EBTJV is focused on an effort to protect, restore, and enhance brook trout populations throughout the historic range of the Eastern brook trout.  One of the goals of the EBTJV was to produce a subwatershed dataset indicating the current distribution of brook trout populations and their perturbations.  This data will aid in quantifying problems, identifying information gaps, and setting restoration priorities.  The subwatershed classifications are based on a combination of quantitative information collected by state agencies and qualitative judgment calls by local experts.',)","(u'FullMetadataDisplay.aspx?file=USDA_usda_fs_d_allmetrics.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/other_states/far/EBTJV_GIS_Data.zip
"(u'Allegheny County soils',)","(u'2014',)","(u'U S Department of Agriculture',)","(u'This data set is a digital soil survey and generally is the most\r\ndetailed level of soil geographic data developed by the National\r\nCooperative Soil Survey. The information was prepared by digitizing\r\nmaps, by compiling information onto a planimetric correct base\r\nand digitizing, or by revising digitized maps using remotely\r\nsensed and other information.',)","(u'FullMetadataDisplay.aspx?file=Pennsylvania_soil_metadata_201409.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/soils/Allegheny_wss_SSA_PA003_soildb_PA_2003_[2014-09-15].zip
"(u'Allegheny National Forest Allegheny Reservoir',)","(u'2011',)","(u'U S Department of Agriculture',)","(u'This dataset includes the Allegheny Reservoir shoreline at summer level within the Allegheny National Forest (ANF) proclamation boundary.',)","(u'FullMetadataDisplay.aspx?file=AlleghenyNationalForest_AlleghenyReservoir.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/usda/AlleghenyNationalForest/AlleghenyNationalForest_AlleghenyReservoir.zip
"(u'Allegheny National Forest Allegheny River',)","(u'2011',)","(u'U S Department of Agriculture',)","(u'This dataset includes the Allegheny River shorelines along/within the proclamation boundary of the Allegheny National Forest (ANF).',)","(u'FullMetadataDisplay.aspx?file=AlleghenyNationalForest_AlleghenyRiver.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/usda/AlleghenyNationalForest/AlleghenyNationalForest_AlleghenyRiver.zip
