Title,Alternative Title,Description,Language,Creator,Title Source,Resource Class,ISO Topic Categories,Keyword,Date Issued,Temporal Coverage,Date Range,Spatial Coverage,Bounding Box,Resource Type,Format,Information,Download,MapServer,FeatureServer,ImageServer,ID,Identifier,Provider,Code,Member Of,Status,Accrual Method,Date Accessioned,Rights,Access Rights,Suppressed,Child Record,File Size
,Ortho Georef 1970,Flown 4/11/70 by Maps Incorporated,eng,"Anne Arundel County, MD","Anne Arundel County, Maryland",Imagery,,Imagery|OrthoGeoref1970|AnneArundelCounty|AACO|OpenData,2019-11-14T15:24:13.000Z,,,"Herald Harbor, Maryland|Deale, Maryland|Kettering, Maryland|Brooklyn Park, Maryland|Ferndale, Maryland|Talbot County, Maryland|Annapolis, Maryland|North Beach, Maryland|Lansdowne, Maryland|Woodmore, Maryland|Largo, Maryland|Shady Side, Maryland|Baltimore Highlands, Maryland|Galesville, Maryland|Queen Anne's County, Maryland|Mayo, Maryland|Gambrills, Maryland|Jessup, Maryland|Edgewater, Maryland|Calvert County, Maryland|Naval Academy, Maryland|Queensland, Maryland|Queen Anne, Maryland|Howard County, Maryland|Marlboro Village, Maryland|Upper Marlboro, Maryland|Highland Beach, Maryland|Fairwood, Maryland|Crofton, Maryland|Crownsville, Maryland|Brown Station, Maryland|Lake Shore, Maryland|Pasadena, Maryland|Ilchester, Maryland|Anne Arundel County, Maryland|Caroline County, Maryland|Friendship, Maryland|Savage, Maryland|Linthicum, Maryland|Riva, Maryland|Marlton, Maryland|Brock Hall, Maryland|Severn, Maryland|Prince George's County, Maryland|Cape St. Claire, Maryland|Severna Park, Maryland|Riviera Beach, Maryland|Maryland City, Maryland|Glenn Dale, Maryland|Mitchellville, Maryland|Annapolis Neck, Maryland|Arnold, Maryland|Odenton, Maryland|Bowie, Maryland|Arden On The Severn, Maryland|Elkridge, Maryland|Fort Meade, Maryland|Baltimore County, Maryland|Glen Burnie, Maryland|Parole, Maryland|Marlboro Meadows, Maryland|Maryland","-76.8484,38.7002,-76.3690,39.2612",Satellite imagery,Imagery,https://opendata.aacounty.org/datasets/bd6fca721d4b45efb566ae03cd3659e0,,,,https://gis.aacounty.org/image/rest/services/Ortho/Georef_1970/ImageServer,bd6fca721d4b45efb566ae03cd3659e0,https://hub.arcgis.com/datasets/bd6fca721d4b45efb566ae03cd3659e0,University of Maryland,04b-24003,04b-24003,Active,ArcGIS Hub,2021-12-05,,Public,False,False,0.0022 MB
,Index 40 Scale,DPW layer - 40 scale index,eng,"Anne Arundel County, MD","Anne Arundel County, Maryland",Datasets,,Index|OPZ|AACo|40ScaleIndex|OpenData,2020-01-10T17:56:22.000Z,,,"Herald Harbor, Maryland|Deale, Maryland|Kettering, Maryland|Brooklyn Park, Maryland|Ferndale, Maryland|Talbot County, Maryland|Annapolis, Maryland|Woodmore, Maryland|Shady Side, Maryland|Galesville, Maryland|Queen Anne's County, Maryland|Mayo, Maryland|Gambrills, Maryland|Jessup, Maryland|Edgewater, Maryland|Calvert County, Maryland|Naval Academy, Maryland|Queensland, Maryland|Queen Anne, Maryland|Howard County, Maryland|Marlboro Village, Maryland|Upper Marlboro, Maryland|Highland Beach, Maryland|Fairwood, Maryland|Crofton, Maryland|Crownsville, Maryland|Brown Station, Maryland|Lake Shore, Maryland|Pasadena, Maryland|Caroline County, Maryland|Anne Arundel County, Maryland|Friendship, Maryland|Linthicum, Maryland|Riva, Maryland|Marlton, Maryland|Brock Hall, Maryland|Severn, Maryland|Prince George's County, Maryland|Cape St. Claire, Maryland|Severna Park, Maryland|Riviera Beach, Maryland|Glenn Dale, Maryland|Annapolis Neck, Maryland|Arnold, Maryland|Odenton, Maryland|Bowie, Maryland|Arden On The Severn, Maryland|Elkridge, Maryland|Fort Meade, Maryland|Baltimore County, Maryland|Glen Burnie, Maryland|Parole, Maryland|Marlboro Meadows, Maryland|Maryland","-76.8420,38.7120,-76.3907,39.2391",Vector data,Shapefile,https://opendata.aacounty.org/datasets/ae97b127a24d45f89592559be2af289f_17,https://opendata.aacounty.org/datasets/ae97b127a24d45f89592559be2af289f_17.zip,https://gis.aacounty.org/arcgis/rest/services/OpenData/Index_OpenData/MapServer/17,,,ae97b127a24d45f89592559be2af289f_17,https://hub.arcgis.com/datasets/ae97b127a24d45f89592559be2af289f_17,University of Maryland,04b-24003,04b-24003,Active,ArcGIS Hub,2021-12-05,,Public,False,False,0.2425 MB
,Watersheds,"This file is a countywide digital watershed file. It was created for Anne Arundel County, Maryland to delineate the twelve major watershed boundaries within the county. Watersheds range in area from 3,180 to 44,214 acres with an average area of 20,405 acres.",eng,"Anne Arundel County, MD","Anne Arundel County, Maryland",Datasets,,Environment|Watershed|AACo|Watersheds|OpenData,2019-04-16T14:20:16.000Z,,,"Herald Harbor, Maryland|Deale, Maryland|Kettering, Maryland|Brooklyn Park, Maryland|Ferndale, Maryland|Talbot County, Maryland|Annapolis, Maryland|Woodmore, Maryland|Shady Side, Maryland|Galesville, Maryland|Queen Anne's County, Maryland|Mayo, Maryland|Gambrills, Maryland|Jessup, Maryland|Edgewater, Maryland|Calvert County, Maryland|Naval Academy, Maryland|Queensland, Maryland|Queen Anne, Maryland|Howard County, Maryland|Marlboro Village, Maryland|Upper Marlboro, Maryland|Highland Beach, Maryland|Fairwood, Maryland|Crofton, Maryland|Crownsville, Maryland|Brown Station, Maryland|Lake Shore, Maryland|Pasadena, Maryland|Caroline County, Maryland|Anne Arundel County, Maryland|Friendship, Maryland|Linthicum, Maryland|Riva, Maryland|Marlton, Maryland|Brock Hall, Maryland|Severn, Maryland|Prince George's County, Maryland|Cape St. Claire, Maryland|Severna Park, Maryland|Riviera Beach, Maryland|Glenn Dale, Maryland|Annapolis Neck, Maryland|Arnold, Maryland|Odenton, Maryland|Bowie, Maryland|Arden On The Severn, Maryland|Elkridge, Maryland|Fort Meade, Maryland|Baltimore County, Maryland|Glen Burnie, Maryland|Parole, Maryland|Marlboro Meadows, Maryland|Maryland","-76.8412,38.7134,-76.3930,39.2365",Vector data,Shapefile,https://opendata.aacounty.org/datasets/5016ffa64b954551843f7d3c244d2672_10,https://opendata.aacounty.org/datasets/5016ffa64b954551843f7d3c244d2672_10.zip,https://gis.aacounty.org/arcgis/rest/services/OpenData/Environment_OpenData/MapServer/10,,,5016ffa64b954551843f7d3c244d2672_10,https://hub.arcgis.com/datasets/5016ffa64b954551843f7d3c244d2672_10,University of Maryland,04b-24003,04b-24003,Active,ArcGIS Hub,2021-12-05,,Public,False,False,6.854 MB
,Elementary School Districts,Anne Arundel County Elementary School Districts,eng,"Anne Arundel County, MD","Anne Arundel County, Maryland",Datasets,,Education|OITGIS|AACo|ElementarySchoolDistricts|OpenData,2019-10-30T13:18:23.000Z,,,"Herald Harbor, Maryland|Deale, Maryland|Kettering, Maryland|Brooklyn Park, Maryland|Ferndale, Maryland|Talbot County, Maryland|Annapolis, Maryland|Woodmore, Maryland|Shady Side, Maryland|Galesville, Maryland|Queen Anne's County, Maryland|Mayo, Maryland|Gambrills, Maryland|Jessup, Maryland|Edgewater, Maryland|Calvert County, Maryland|Naval Academy, Maryland|Queensland, Maryland|Queen Anne, Maryland|Howard County, Maryland|Marlboro Village, Maryland|Upper Marlboro, Maryland|Highland Beach, Maryland|Fairwood, Maryland|Crofton, Maryland|Crownsville, Maryland|Brown Station, Maryland|Lake Shore, Maryland|Pasadena, Maryland|Caroline County, Maryland|Anne Arundel County, Maryland|Friendship, Maryland|Linthicum, Maryland|Riva, Maryland|Marlton, Maryland|Brock Hall, Maryland|Severn, Maryland|Prince George's County, Maryland|Cape St. Claire, Maryland|Severna Park, Maryland|Riviera Beach, Maryland|Glenn Dale, Maryland|Annapolis Neck, Maryland|Arnold, Maryland|Odenton, Maryland|Bowie, Maryland|Arden On The Severn, Maryland|Elkridge, Maryland|Fort Meade, Maryland|Baltimore County, Maryland|Glen Burnie, Maryland|Parole, Maryland|Marlboro Meadows, Maryland|Maryland","-76.8412,38.7136,-76.3928,39.2364",Vector data,Shapefile,https://opendata.aacounty.org/datasets/ff98bef6135b482893337bd75df047e0_1,https://opendata.aacounty.org/datasets/ff98bef6135b482893337bd75df047e0_1.zip,https://gis.aacounty.org/arcgis/rest/services/OpenData/Education_OpenData/MapServer/1,,,ff98bef6135b482893337bd75df047e0_1,https://hub.arcgis.com/datasets/ff98bef6135b482893337bd75df047e0_1,University of Maryland,04b-24003,04b-24003,Active,ArcGIS Hub,2021-12-05,,Public,False,False,2.808 MB
,Priority Funding Areas,Anne Arudel Counties Priority Funding Areas GIS layer.,eng,"Anne Arundel County, MD","Anne Arundel County, Maryland",Datasets,,Planning|PriorityFundingAreas|AnneArundelCounty|AACO|OpenData,2019-04-16T12:45:58.000Z,,,"Herald Harbor, Maryland|Deale, Maryland|Kettering, Maryland|Brooklyn Park, Maryland|Ferndale, Maryland|Talbot County, Maryland|Annapolis, Maryland|Woodmore, Maryland|Shady Side, Maryland|Galesville, Maryland|Queen Anne's County, Maryland|Mayo, Maryland|Gambrills, Maryland|Jessup, Maryland|Edgewater, Maryland|Calvert County, Maryland|Naval Academy, Maryland|Queensland, Maryland|Queen Anne, Maryland|Howard County, Maryland|Marlboro Village, Maryland|Upper Marlboro, Maryland|Highland Beach, Maryland|Fairwood, Maryland|Crofton, Maryland|Crownsville, Maryland|Brown Station, Maryland|Lake Shore, Maryland|Pasadena, Maryland|Caroline County, Maryland|Anne Arundel County, Maryland|Friendship, Maryland|Linthicum, Maryland|Riva, Maryland|Marlton, Maryland|Brock Hall, Maryland|Severn, Maryland|Prince George's County, Maryland|Cape St. Claire, Maryland|Severna Park, Maryland|Riviera Beach, Maryland|Glenn Dale, Maryland|Annapolis Neck, Maryland|Arnold, Maryland|Odenton, Maryland|Bowie, Maryland|Arden On The Severn, Maryland|Elkridge, Maryland|Fort Meade, Maryland|Baltimore County, Maryland|Glen Burnie, Maryland|Parole, Maryland|Marlboro Meadows, Maryland|Maryland","-76.8412,38.7135,-76.3925,39.2362",Vector data,Shapefile,https://opendata.aacounty.org/datasets/64a0dad719e44759b974722302229571_31,https://opendata.aacounty.org/datasets/64a0dad719e44759b974722302229571_31.zip,https://gis.aacounty.org/arcgis/rest/services/OpenData/Planning_OpenData/MapServer/31,,,64a0dad719e44759b974722302229571_31,https://hub.arcgis.com/datasets/64a0dad719e44759b974722302229571_31,University of Maryland,04b-24003,04b-24003,Active,ArcGIS Hub,2021-12-05,,Public,False,False,1.1796 MB
,Census Block Groups 2010,"2010 Census Block Groups for Redistricting2010 extracts containing geographic and cartographic information from the Census Bureau's MAF/TIGER (Master Address File/Topologically Integrated Geographic Encoding and Referencing) database. These files support the 2010 Census Redistricting Data (P. L. 94-171) release. The files provide the digital map base for a Geographic Information System or mapping software. All legal boundaries and names are as of January 1, 2010. The boundaries shown are for Census Bureau statistical data collection and tabulation purposes only. The attribute file are to be used for redistricting purposes only as it requires adjusting Census Public Law 94-171 data based on relocation of the Maryland incarcerated individuals at their last place of residence before incarcerated. This adjusted and updated data will only be used for Redistricting purpose in Maryland.Census block groups are smaller than census tracts-with about three block groups per tract-enabling users to access a new level of detailed information. These areas are regenerated during each decennial census.Source: US Census Bureau, Maryland Department of Planning, Anne Arundel County OPZ GIS/Research Division Item Updated: 11-14-2019 12:57 PM",eng,"Anne Arundel County, MD","Anne Arundel County, Maryland",Datasets,,Political|OPZ|AACo|CensusBlockGroups2010|OpenData,2019-11-01T16:32:47.000Z,,,"Herald Harbor, Maryland|Deale, Maryland|Kettering, Maryland|Brooklyn Park, Maryland|Ferndale, Maryland|Talbot County, Maryland|Annapolis, Maryland|Woodmore, Maryland|Shady Side, Maryland|Galesville, Maryland|Queen Anne's County, Maryland|Mayo, Maryland|Gambrills, Maryland|Jessup, Maryland|Edgewater, Maryland|Calvert County, Maryland|Naval Academy, Maryland|Queensland, Maryland|Queen Anne, Maryland|Howard County, Maryland|Marlboro Village, Maryland|Upper Marlboro, Maryland|Highland Beach, Maryland|Fairwood, Maryland|Crofton, Maryland|Crownsville, Maryland|Brown Station, Maryland|Lake Shore, Maryland|Pasadena, Maryland|Caroline County, Maryland|Anne Arundel County, Maryland|Friendship, Maryland|Linthicum, Maryland|Riva, Maryland|Marlton, Maryland|Brock Hall, Maryland|Severn, Maryland|Prince George's County, Maryland|Cape St. Claire, Maryland|Severna Park, Maryland|Riviera Beach, Maryland|Glenn Dale, Maryland|Annapolis Neck, Maryland|Arnold, Maryland|Odenton, Maryland|Bowie, Maryland|Arden On The Severn, Maryland|Elkridge, Maryland|Fort Meade, Maryland|Baltimore County, Maryland|Glen Burnie, Maryland|Parole, Maryland|Marlboro Meadows, Maryland|Maryland","-76.8412,38.7144,-76.3926,39.2361",Vector data,Shapefile,https://opendata.aacounty.org/datasets/ce18161359d147f98d255a8ddde374e3_1,https://opendata.aacounty.org/datasets/ce18161359d147f98d255a8ddde374e3_1.zip,https://gis.aacounty.org/arcgis/rest/services/OpenData/Political_OpenData/MapServer/1,,,ce18161359d147f98d255a8ddde374e3_1,https://hub.arcgis.com/datasets/ce18161359d147f98d255a8ddde374e3_1,University of Maryland,04b-24003,04b-24003,Active,ArcGIS Hub,2021-12-05,,Public,False,False,2.4269 MB
,Aerial Photography Index 1990,"Index created for the 1990 aerial photographs covering Anne Arundel County, MD.",eng,"Anne Arundel County, MD","Anne Arundel County, Maryland",Datasets,,Index|OPZ|AACo|AerialPhotography1990|OpenData,2020-01-10T17:56:12.000Z,,,"Herald Harbor, Maryland|Deale, Maryland|Kettering, Maryland|Brooklyn Park, Maryland|Ferndale, Maryland|Talbot County, Maryland|Annapolis, Maryland|Woodmore, Maryland|Shady Side, Maryland|Galesville, Maryland|Queen Anne's County, Maryland|Mayo, Maryland|Gambrills, Maryland|Jessup, Maryland|Edgewater, Maryland|Calvert County, Maryland|Naval Academy, Maryland|Queensland, Maryland|Queen Anne, Maryland|Howard County, Maryland|Marlboro Village, Maryland|Upper Marlboro, Maryland|Highland Beach, Maryland|Fairwood, Maryland|Crofton, Maryland|Crownsville, Maryland|Brown Station, Maryland|Lake Shore, Maryland|Pasadena, Maryland|Caroline County, Maryland|Anne Arundel County, Maryland|Friendship, Maryland|Linthicum, Maryland|Riva, Maryland|Marlton, Maryland|Brock Hall, Maryland|Severn, Maryland|Prince George's County, Maryland|Cape St. Claire, Maryland|Severna Park, Maryland|Riviera Beach, Maryland|Glenn Dale, Maryland|Annapolis Neck, Maryland|Arnold, Maryland|Odenton, Maryland|Bowie, Maryland|Arden On The Severn, Maryland|Elkridge, Maryland|Fort Meade, Maryland|Baltimore County, Maryland|Glen Burnie, Maryland|Parole, Maryland|Marlboro Meadows, Maryland|Maryland","-76.8436,38.7111,-76.3851,39.2427",Vector data,Shapefile,https://opendata.aacounty.org/datasets/1827403f603e4eb78b4f6474ea99a7cc_2,https://opendata.aacounty.org/datasets/1827403f603e4eb78b4f6474ea99a7cc_2.zip,https://gis.aacounty.org/arcgis/rest/services/OpenData/Index_OpenData/MapServer/2,,,1827403f603e4eb78b4f6474ea99a7cc_2,https://hub.arcgis.com/datasets/1827403f603e4eb78b4f6474ea99a7cc_2,University of Maryland,04b-24003,04b-24003,Active,ArcGIS Hub,2021-12-05,,Public,False,False,0.0538 MB
,Water Pressure Zones,"2015 Water Pressure Zones layer for Anne Arundel County, MD. Updated with 2015 Amendments- Bill No. 89-15. Item Updated: 11-14-2019 12:58 PM",eng,"Anne Arundel County, MD","Anne Arundel County, Maryland",Datasets,,Utility|OPZ|AACo|WaterPressureZones|OpenData,2019-04-16T14:42:33.000Z,,,"Herald Harbor, Maryland|Deale, Maryland|Kettering, Maryland|Brooklyn Park, Maryland|Ferndale, Maryland|Talbot County, Maryland|Annapolis, Maryland|Woodmore, Maryland|Shady Side, Maryland|Galesville, Maryland|Queen Anne's County, Maryland|Mayo, Maryland|Gambrills, Maryland|Jessup, Maryland|Edgewater, Maryland|Calvert County, Maryland|Naval Academy, Maryland|Queensland, Maryland|Queen Anne, Maryland|Howard County, Maryland|Marlboro Village, Maryland|Upper Marlboro, Maryland|Highland Beach, Maryland|Fairwood, Maryland|Crofton, Maryland|Crownsville, Maryland|Brown Station, Maryland|Lake Shore, Maryland|Pasadena, Maryland|Caroline County, Maryland|Anne Arundel County, Maryland|Friendship, Maryland|Linthicum, Maryland|Riva, Maryland|Marlton, Maryland|Brock Hall, Maryland|Severn, Maryland|Prince George's County, Maryland|Cape St. Claire, Maryland|Severna Park, Maryland|Riviera Beach, Maryland|Glenn Dale, Maryland|Annapolis Neck, Maryland|Arnold, Maryland|Odenton, Maryland|Bowie, Maryland|Arden On The Severn, Maryland|Elkridge, Maryland|Fort Meade, Maryland|Baltimore County, Maryland|Glen Burnie, Maryland|Parole, Maryland|Marlboro Meadows, Maryland|Maryland","-76.8412,38.7135,-76.3924,39.2362",Vector data,Shapefile,https://opendata.aacounty.org/datasets/33739fd4ce714b6187e6f0f9c05fbba3_11,https://opendata.aacounty.org/datasets/33739fd4ce714b6187e6f0f9c05fbba3_11.zip,https://gis.aacounty.org/arcgis/rest/services/OpenData/Utility_OpenData/MapServer/11,,,33739fd4ce714b6187e6f0f9c05fbba3_11,https://hub.arcgis.com/datasets/33739fd4ce714b6187e6f0f9c05fbba3_11,University of Maryland,04b-24003,04b-24003,Active,ArcGIS Hub,2021-12-05,,Public,False,False,3.4201 MB
,Impervious Surfaces,"This is the Impervious Surfaces Layer for Anne Arundel County, Maryland. Data updated based on the 2020 orthophotos on 6/21/2021.Click here to Download as a shapefile.",eng,"Anne Arundel County, MD","Anne Arundel County, Maryland",Datasets,,Environment|DPW|AACo|ImperviousSurfaces|OpenData,2019-04-16T11:40:03.000Z,,,"Herald Harbor, Maryland|Deale, Maryland|Kettering, Maryland|Brooklyn Park, Maryland|Ferndale, Maryland|Talbot County, Maryland|Annapolis, Maryland|Woodmore, Maryland|Shady Side, Maryland|Galesville, Maryland|Queen Anne's County, Maryland|Mayo, Maryland|Gambrills, Maryland|Jessup, Maryland|Edgewater, Maryland|Calvert County, Maryland|Naval Academy, Maryland|Queensland, Maryland|Queen Anne, Maryland|Howard County, Maryland|Marlboro Village, Maryland|Upper Marlboro, Maryland|Highland Beach, Maryland|Fairwood, Maryland|Crofton, Maryland|Crownsville, Maryland|Brown Station, Maryland|Lake Shore, Maryland|Pasadena, Maryland|Caroline County, Maryland|Anne Arundel County, Maryland|Friendship, Maryland|Linthicum, Maryland|Riva, Maryland|Marlton, Maryland|Brock Hall, Maryland|Severn, Maryland|Prince George's County, Maryland|Cape St. Claire, Maryland|Severna Park, Maryland|Riviera Beach, Maryland|Glenn Dale, Maryland|Annapolis Neck, Maryland|Arnold, Maryland|Odenton, Maryland|Bowie, Maryland|Arden On The Severn, Maryland|Elkridge, Maryland|Fort Meade, Maryland|Baltimore County, Maryland|Glen Burnie, Maryland|Parole, Maryland|Marlboro Meadows, Maryland|Maryland","-76.8429,38.7127,-76.3935,39.2377",Vector data,Shapefile,https://opendata.aacounty.org/datasets/4cd2c47a950b4fb4897f09c851699186_4,https://opendata.aacounty.org/datasets/4cd2c47a950b4fb4897f09c851699186_4.zip,https://gis.aacounty.org/arcgis/rest/services/OpenData/Environment_OpenData/MapServer/4,,,4cd2c47a950b4fb4897f09c851699186_4,https://hub.arcgis.com/datasets/4cd2c47a950b4fb4897f09c851699186_4,University of Maryland,04b-24003,04b-24003,Active,ArcGIS Hub,2021-12-05,,Public,False,False,317.7726 MB
,Aerial Photography Index 1980,"Index created for the 1980 aerial photographs covering Anne Arundel County, MD.",eng,"Anne Arundel County, MD","Anne Arundel County, Maryland",Datasets,,Index|OPZ|AACo|AerialPhotography1980|OpenData,2020-01-10T17:56:14.000Z,,,"Herald Harbor, Maryland|Deale, Maryland|Kettering, Maryland|Brooklyn Park, Maryland|Ferndale, Maryland|Talbot County, Maryland|Annapolis, Maryland|Woodmore, Maryland|Shady Side, Maryland|Galesville, Maryland|Queen Anne's County, Maryland|Mayo, Maryland|Gambrills, Maryland|Jessup, Maryland|Edgewater, Maryland|Calvert County, Maryland|Naval Academy, Maryland|Queensland, Maryland|Queen Anne, Maryland|Howard County, Maryland|Marlboro Village, Maryland|Upper Marlboro, Maryland|Highland Beach, Maryland|Fairwood, Maryland|Crofton, Maryland|Crownsville, Maryland|Brown Station, Maryland|Lake Shore, Maryland|Pasadena, Maryland|Caroline County, Maryland|Anne Arundel County, Maryland|Friendship, Maryland|Linthicum, Maryland|Riva, Maryland|Marlton, Maryland|Brock Hall, Maryland|Severn, Maryland|Prince George's County, Maryland|Cape St. Claire, Maryland|Severna Park, Maryland|Riviera Beach, Maryland|Glenn Dale, Maryland|Annapolis Neck, Maryland|Arnold, Maryland|Odenton, Maryland|Bowie, Maryland|Arden On The Severn, Maryland|Elkridge, Maryland|Fort Meade, Maryland|Baltimore County, Maryland|Glen Burnie, Maryland|Parole, Maryland|Marlboro Meadows, Maryland|Maryland","-76.8436,38.7054,-76.3899,39.2426",Vector data,Shapefile,https://opendata.aacounty.org/datasets/61ff069db4694e668a6b8155dfd82e2a_5,https://opendata.aacounty.org/datasets/61ff069db4694e668a6b8155dfd82e2a_5.zip,https://gis.aacounty.org/arcgis/rest/services/OpenData/Index_OpenData/MapServer/5,,,61ff069db4694e668a6b8155dfd82e2a_5,https://hub.arcgis.com/datasets/61ff069db4694e668a6b8155dfd82e2a_5,University of Maryland,04b-24003,04b-24003,Active,ArcGIS Hub,2021-12-05,,Public,False,False,0.1224 MB
,Aerial Photography Index 1988,"Index created for the 1988 aerial photographs covering Anne Arundel County, MD.",eng,"Anne Arundel County, MD","Anne Arundel County, Maryland",Datasets,,Index|OPZ|AACo|AerialPhotography1988|OpenData,2020-01-10T17:56:13.000Z,,,"Herald Harbor, Maryland|Deale, Maryland|Kettering, Maryland|Brooklyn Park, Maryland|Ferndale, Maryland|Talbot County, Maryland|Annapolis, Maryland|Woodmore, Maryland|Shady Side, Maryland|Galesville, Maryland|Queen Anne's County, Maryland|Mayo, Maryland|Gambrills, Maryland|Jessup, Maryland|Edgewater, Maryland|Calvert County, Maryland|Naval Academy, Maryland|Queensland, Maryland|Queen Anne, Maryland|Howard County, Maryland|Marlboro Village, Maryland|Upper Marlboro, Maryland|Highland Beach, Maryland|Fairwood, Maryland|Crofton, Maryland|Crownsville, Maryland|Brown Station, Maryland|Lake Shore, Maryland|Pasadena, Maryland|Caroline County, Maryland|Anne Arundel County, Maryland|Friendship, Maryland|Linthicum, Maryland|Riva, Maryland|Marlton, Maryland|Brock Hall, Maryland|Severn, Maryland|Prince George's County, Maryland|Cape St. Claire, Maryland|Severna Park, Maryland|Riviera Beach, Maryland|Glenn Dale, Maryland|Annapolis Neck, Maryland|Arnold, Maryland|Odenton, Maryland|Bowie, Maryland|Arden On The Severn, Maryland|Elkridge, Maryland|Fort Meade, Maryland|Baltimore County, Maryland|Glen Burnie, Maryland|Parole, Maryland|Marlboro Meadows, Maryland|Maryland","-76.8436,38.7111,-76.3852,39.2427",Vector data,Shapefile,https://opendata.aacounty.org/datasets/731f71f1e8344ad3a0688603edd4400f_3,https://opendata.aacounty.org/datasets/731f71f1e8344ad3a0688603edd4400f_3.zip,https://gis.aacounty.org/arcgis/rest/services/OpenData/Index_OpenData/MapServer/3,,,731f71f1e8344ad3a0688603edd4400f_3,https://hub.arcgis.com/datasets/731f71f1e8344ad3a0688603edd4400f_3,University of Maryland,04b-24003,04b-24003,Active,ArcGIS Hub,2021-12-05,,Public,False,False,0.0332 MB
