Title,Alternative Title,Description,Language,Creator,Publisher,Genre,Subject,Keyword,Date Issued,Temporal Coverage,Date Range,Solr Year,Spatial Coverage,Bounding Box,Type,Geometry Type,Format,Information,Download,MapServer,FeatureServer,ImageServer,Identifier,Provenance,Code,Is Part Of,Status,Accrual Method,Date Accessioned,Rights,Access Rights,Suppressed,Child
,TIP Points,"By using this data, you agree to the SEMCOG Copyright License Agreement.This file consists of point features representing transportation projects identified in the FY 2020-2023 Transportation Improvement Program for Southeast Michigan (TIP). All projects that use federal transportation grant funding must be programed in the TIP. Not all projects programed in the TIP are contained in this file. A companion file, TIPLines, contains linear features for projects with length. Not all projects identified in the TIP, such as bus operations, are able to be mapped, so the TIPLines and TIPPoints files do not contain all transportation projects identified in the TIP. This file contains both standalone projects (projects), that are larger in cost and scope, and General Program Account subprojects (subprojects), that are routine in cost and scope. Projects are required to go through the formal amendment process to be changed significantly. Subprojects can be changed anytime by SEMCOG staff, at the request of the project owner, without formal amendment. This FY 2020-2023 TIP was originally adopted in July 2019; subsequent amendments and changes to subprojects in General Program Accounts are not represented. Data were exported from the Michigan Department of Transportation JobNet database and modified by SEMCOG staff to correct for location accuracy and add attribute fields for committee and public information.",English,Southeast Michigan Council of Governments,"SEMCOG, Southeast Michigan Council of Governments",Geospatial data,,TransportationImprovementProgram|TIP|project|road|bridge|freight|border|SoutheastMichigan|transportation,2020-07-08T17:57:24.000Z,,,,Michigan,"-83.9056,41.739,-82.4803,43.1545",Dataset|Service,Vector,Shapefile,http://maps-semcog.opendata.arcgis.com/datasets/d7eba11dcb8c41f3a5ebd24ee2302632_1,http://maps-semcog.opendata.arcgis.com/datasets/d7eba11dcb8c41f3a5ebd24ee2302632_1.zip,,https://services1.arcgis.com/xUx8EjNc6egUPYWh/arcgis/rest/services/TIP_Points/FeatureServer/1,,d7eba11dcb8c41f3a5ebd24ee2302632_1,Michigan State,06f-01,06f-01,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,RTP Lines,"By using this data, you agree to the SEMCOG Copyright License Agreement.This file consists of linear features representing transportation projects identified in the 2045 Regional Transportation Plan for Southeast Michigan (2045 RTP). Not all projects identified in the 2045 RTP are contained in this file. A companion file, RTPPoints, contains point features for projects with short lengths, such as bridges. Not all projects identified in the 2045 RTP, such as bus operations, are able to be mapped, so the RTPLines and RTPPoints files do not contain all transportation projects identified in the 2045 RTP. Michigan Geographic Framework (MGF) version 16. This 2045 RTP was originally adopted in January 2019; this file was last updated to represent all amendments through April 2020. Data were created by SEMCOG staff.",English,Southeast Michigan Council of Governments,"SEMCOG, Southeast Michigan Council of Governments",Geospatial data,,RegionalTransportationPlan|2045|project|road|highway|transit|safety|freight|pavement|nonmotorized|trafficoperations|SoutheastMichigan|transportation,2020-07-08T18:10:50.000Z,,,,Michigan,"-84.1331,41.7978,-82.5845,42.9882",Dataset|Service,Vector,Shapefile,http://maps-semcog.opendata.arcgis.com/datasets/ea4a594c629a4802b147b6c5d49bd6a5_1,http://maps-semcog.opendata.arcgis.com/datasets/ea4a594c629a4802b147b6c5d49bd6a5_1.zip,,https://services1.arcgis.com/xUx8EjNc6egUPYWh/arcgis/rest/services/RTP_Lines/FeatureServer/1,,ea4a594c629a4802b147b6c5d49bd6a5_1,Michigan State,06f-01,06f-01,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,TIP Lines,"By using this data, you agree to the SEMCOG Copyright License Agreement.This file consists of linear features representing transportation projects identified in the FY 2020-2023 Transportation Improvement Program for Southeast Michigan (TIP). All projects that use federal transportation grant funding must be programed in the TIP. Not all projects programed in the TIP are contained in this file. A companion file, TIPPoints, contains point features for projects with short lengths, such as bridges. Not all projects identified in the TIP, such as bus operations, are able to be mapped, so the TIPLines and TIPPoints files do not contain all transportation projects identified in the TIP. This file contains both standalone projects (projects), that are larger in cost and scope, and General Program Account subprojects (subprojects), that are routine in cost and scope. Projects are required to go through the formal amendment process to be changed significantly. Subprojects can be changed anytime by SEMCOG staff, at the request of the project owner, without formal amendment. This FY 2020-2023 TIP was originally adopted in July 2019; subsequent amendments and changes to subprojects in General Program Accounts are not represented. Data were exported from the Michigan Department of Transportation JobNet database and modified by SEMCOG staff to correct for location accuracy and add attribute fields for committee and public information.",English,Southeast Michigan Council of Governments,"SEMCOG, Southeast Michigan Council of Governments",Geospatial data,,TransportationImprovementProgram|TIP|project|road|highway|transit|safety|freight|pavement|nonmotorized|trafficoperations|SoutheastMichigan|transportation,2020-07-08T18:08:44.000Z,,,,Michigan,"-84.1334,41.7317,-82.4155,43.1307",Dataset|Service,Vector,Shapefile,http://maps-semcog.opendata.arcgis.com/datasets/41f97be58d9b4700bf8d43fac6ba9e83_1,http://maps-semcog.opendata.arcgis.com/datasets/41f97be58d9b4700bf8d43fac6ba9e83_1.zip,,https://services1.arcgis.com/xUx8EjNc6egUPYWh/arcgis/rest/services/TIP_Lines/FeatureServer/1,,41f97be58d9b4700bf8d43fac6ba9e83_1,Michigan State,06f-01,06f-01,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,South Bend Elementary School District Boundaries,This is a map of boundaries for elementary school districts in the South Bend Community Schools Corporation.Updated June 2020.,English,City of South Bend,"South Bend, Indiana",Geospatial data,,Polygon|SouthBendPublicSchools|SouthBend|St.JosephCounty|Elementary|K-5|AttendanceArea,2020-07-17T18:17:23.000Z,,,,"South Bend, Indiana|Ohio","-86.495,41.5627,-86.1776,41.7611",Dataset|Service,Vector,Shapefile,http://data-southbend.opendata.arcgis.com/datasets/a422492941934d7aab80d55bda87a654_0,http://data-southbend.opendata.arcgis.com/datasets/a422492941934d7aab80d55bda87a654_0.zip,,https://services1.arcgis.com/0n2NelSAfR7gTkr1/arcgis/rest/services/South_Bend_Elementary_School_District_Boundaries/FeatureServer/0,,a422492941934d7aab80d55bda87a654_0,Purdue,09c-01,09c-01,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,South Bend High School District Boundaries,This is a map of boundaries for high school districts in the South Bend Community Schools Corporation.Updated June 2020.,English,City of South Bend,"South Bend, Indiana",Geospatial data,,Polygon|SouthBendPublicSchools|SouthBend|St.JosephCounty|Indiana|HighSchool|9-12|AttendanceArea,2020-07-17T18:40:45.000Z,,,,"South Bend, Indiana|Ohio","-86.495,41.5627,-86.1776,41.7611",Dataset|Service,Vector,Shapefile,http://data-southbend.opendata.arcgis.com/datasets/0aa249da2c434dc380167cd2ce3617cd_0,http://data-southbend.opendata.arcgis.com/datasets/0aa249da2c434dc380167cd2ce3617cd_0.zip,,https://services1.arcgis.com/0n2NelSAfR7gTkr1/arcgis/rest/services/South_Bend_High_School_District_Boundaries/FeatureServer/0,,0aa249da2c434dc380167cd2ce3617cd_0,Purdue,09c-01,09c-01,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,South Bend Middle School District Boundaries,This is a map of boundaries for middle school districts in the South Bend Community Schools Corporation.Updated June 2020.,English,City of South Bend,"South Bend, Indiana",Geospatial data,,Polygon|SouthBendPublicSchools|SouthBend|St.JosephCounty|Indiana|MiddleSchool|6-8|AttendanceArea,2020-07-17T18:36:24.000Z,,,,"South Bend, Indiana|Ohio","-86.495,41.5627,-86.1776,41.7611",Dataset|Service,Vector,Shapefile,http://data-southbend.opendata.arcgis.com/datasets/36f8755fa6f444779a2f7ed399df1698_0,http://data-southbend.opendata.arcgis.com/datasets/36f8755fa6f444779a2f7ed399df1698_0.zip,,https://services1.arcgis.com/0n2NelSAfR7gTkr1/arcgis/rest/services/South_Bend_Middle_School_District_Boundaries/FeatureServer/0,,36f8755fa6f444779a2f7ed399df1698_0,Purdue,09c-01,09c-01,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,911 Calls for Service (Last 30 Days)," This table shows all 911 police emergency response and officer-initiated calls for service in the City of Detroit in the last 30 days. Emergency response calls are the result of people calling 911 to request police services. Officer-initiated calls include traffic stops, street investigations and other policing activities (such as observing crimes in progress) where police officers initiate the response. The table includes all calls taken, dispatch, travel, and total response times for those calls serviced by a police agency. The data also include the responding agency, unit, call type and category of each call. Should you have questions about this dataset, you may contact the Commanding Officer of the Detroit Police Department's Crime Intelligence Unit at 313-596-2250 or CrimeIntelligenceBureau@detroitmi.gov. ",English,City of Detroit,"City of Detroit, Michigan",Geospatial data,,911|cad|publicsafety,2020-07-31T15:27:34.000Z,,,,"Detroit, Michigan|Michigan","-84.1322,42.083,-82.8879,42.4722",Dataset|Service,Vector,Shapefile,http://data.detroitmi.gov/datasets/2901fec24266445588b4a3bf67098886_0,http://data.detroitmi.gov/datasets/2901fec24266445588b4a3bf67098886_0.zip,,https://services2.arcgis.com/qvkbeam7Wirps6zC/arcgis/rest/services/911_Calls_for_Service_(Last_30_Days)/FeatureServer/0,,2901fec24266445588b4a3bf67098886_0,Michigan,07c-01,07c-01,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,911 Calls for Service,"This table shows all 911 police emergency response and officer-initiated calls for service in the City of Detroit since September 20, 2016. Emergency response calls are the result of people calling 911 to request police services. Officer-initiated calls include traffic stops, street investigations and other policing activities (such as observing crimes in progress) where police officers initiate the response. The table includes all calls taken, dispatch, travel, and total response times for those calls serviced by a police agency. The data also include the responding agency, unit, call type and category of each call. Should you have questions about this dataset, you may contact the Commanding Officer of the Detroit Police Department's Crime Intelligence Unit at 313-596-2250 or CrimeIntelligenceBureau@detroitmi.gov. ",English,City of Detroit,"City of Detroit, Michigan",Geospatial data,,911|cad|publicsafety,2020-07-30T15:15:14.000Z,,,,"Detroit, Michigan|Michigan","-84.1322,42.0816,-82.7108,42.6853",Dataset|Service,Vector,Shapefile,http://data.detroitmi.gov/datasets/ab3c85b8f8f64914b494393c82824847_0,http://data.detroitmi.gov/datasets/ab3c85b8f8f64914b494393c82824847_0.zip,,https://services2.arcgis.com/qvkbeam7Wirps6zC/arcgis/rest/services/911_Calls_for_Service_hosted/FeatureServer/0,,ab3c85b8f8f64914b494393c82824847_0,Michigan,07c-01,07c-01,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,IA SD FY2019 2020,Iowa School District Boundaries enriched with ACS Internet attributes and Iowa DOE free/reduced lunch eligibility,English,State of Iowa,State of Iowa,Geospatial data,,Iowa|ACS|SchoolDistricts|freereducedlunch,2020-07-09T02:04:14.000Z,,,,Iowa,"-96.6395,40.3754,-90.1401,43.5011",Dataset|Service,Vector,Shapefile,http://open-iowa.opendata.arcgis.com/datasets/a5ccae0325c44d128d801e43cbaf3a62_0,http://open-iowa.opendata.arcgis.com/datasets/a5ccae0325c44d128d801e43cbaf3a62_0.zip,,https://services.arcgis.com/vPD5PVLI6sfkZ5E4/arcgis/rest/services/IA_SD_FY2019_2020/FeatureServer/0,,a5ccae0325c44d128d801e43cbaf3a62_0,Iowa,03a-04,03a-04,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Minnehaha County COVID19 Reporting Area,"A feature layer containing COVID-19 case data for Minnehaha County, South Dakota.Data is updated based on case information from theSouth Dakota Department of Health.",English,City of Sioux Falls GIS,"City of Sioux Falls, Iowa",Geospatial data,,SiouxFalls|SouthDakota|SD|Minnehaha|COVID-19,2020-07-23T15:13:53.000Z,,,,"Sioux Falls, Iowa|Iowa","-104.0888,42.4499,-96.4365,45.9915",Dataset|Service,Vector,Shapefile,http://gisopendata.siouxfalls.org/datasets/64ce239f10ca4495a2d29221ebd7e8c9_0,http://gisopendata.siouxfalls.org/datasets/64ce239f10ca4495a2d29221ebd7e8c9_0.zip,,https://services.arcgis.com/YpECgwASS4iMvgsA/arcgis/rest/services/Minnehaha_County_COVID19_Case_Data/FeatureServer/0,,64ce239f10ca4495a2d29221ebd7e8c9_0,Iowa,03c-02,03c-02,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Lincoln County COVID19 Reporting Area,"A feature layer containing COVID-19 case data for Lincoln, South Dakota.Data is updated based on case information from theSouth Dakota Department of Health.",English,City of Sioux Falls GIS,"City of Sioux Falls, Iowa",Geospatial data,,SiouxFalls|SouthDakota|SD|Minnehaha|COVID-19,2020-07-23T15:23:20.000Z,,,,"Sioux Falls, Iowa|Iowa","-104.0888,42.4499,-96.4365,45.9915",Dataset|Service,Vector,Shapefile,http://gisopendata.siouxfalls.org/datasets/8690519cbd7a485d9c9c23472ee35cd9_0,http://gisopendata.siouxfalls.org/datasets/8690519cbd7a485d9c9c23472ee35cd9_0.zip,,https://services.arcgis.com/YpECgwASS4iMvgsA/arcgis/rest/services/Lincoln_County_COVID19_Case_Data/FeatureServer/0,,8690519cbd7a485d9c9c23472ee35cd9_0,Iowa,03c-02,03c-02,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,South Dakota COVID19 Reporting Area,A feature layer containing COVID-19 case data for South Dakota.Data is updated based on case information from theSouth Dakota Department of Health.,English,City of Sioux Falls GIS,"City of Sioux Falls, Iowa",Geospatial data,,SiouxFalls|SouthDakota|SD|Minnehaha|COVID-19,2020-07-22T21:21:09.000Z,,,,"Sioux Falls, Iowa|Iowa","-104.0888,42.4499,-96.4365,45.9915",Dataset|Service,Vector,Shapefile,http://gisopendata.siouxfalls.org/datasets/47b9e78199e94b7ca5e04d845cb35df1_0,http://gisopendata.siouxfalls.org/datasets/47b9e78199e94b7ca5e04d845cb35df1_0.zip,,https://services.arcgis.com/YpECgwASS4iMvgsA/arcgis/rest/services/South_Dakota_Cases/FeatureServer/0,,47b9e78199e94b7ca5e04d845cb35df1_0,Iowa,03c-02,03c-02,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Sioux Falls Area COVID19 Reporting Area,"A feature layer containing COVID-19 case data for the Sioux Falls area, includes only Lincoln and Minnehaha Counties.Data is updated based on case information from theSouth Dakota Department of Health.",English,City of Sioux Falls GIS,"City of Sioux Falls, Iowa",Geospatial data,,SiouxFalls|SouthDakota|SD|Lincoln|Minnehaha|COVID-19,2020-07-23T15:09:06.000Z,,,,"Sioux Falls, Iowa|Iowa","-104.0888,42.4499,-96.4365,45.9915",Dataset|Service,Vector,Shapefile,http://gisopendata.siouxfalls.org/datasets/38e79d42c0fd4e9ea9a1a0c2189b6201_0,http://gisopendata.siouxfalls.org/datasets/38e79d42c0fd4e9ea9a1a0c2189b6201_0.zip,,https://services.arcgis.com/YpECgwASS4iMvgsA/arcgis/rest/services/Sioux_Falls_Area_COVID19_Case_Data/FeatureServer/0,,38e79d42c0fd4e9ea9a1a0c2189b6201_0,Iowa,03c-02,03c-02,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Scoping Park and Ride,"Several layers were examined as part of the highway improvement needs analysis conducted for the 2017 State Transportation plan.Existing and candidate park and ride lots in the state of Iowa, represented as linear features. Features were created using a 2-mile buffer around each lot to represent primary routes that could potentially be viable (re)locations for park and ride lots. 2-miles was selected for the buffer area based on the FHWA report ""Safety Assessment of Interchange Spacing on Urban Freeways"" publication number FHWA-HRT-07-031. https://www.fhwa.dot.gov/publications/research/safety/07031/The Iowa Department of Transportation's park and ride system consists of state-owned park and ride lots. Many of these lots were developed during the 1980s, primarily in response to a growing demand that resulted from an increase in fuel prices. In most cases, lot development was truly the result of grassroots efforts, with Iowa DOT's district offices often responding to specific public requests for park and ride facilities. In 2014, The Iowa Park and Ride System Plan was developed. This plan includes an update of the existing inventory, an identification of additional locations suitable for park and ride facilities, and strategies for implementation .The plan will be used by the Iowa DOT to plan, evaluate, and develop a formal state-owned-and-operated system of park and ride facilities. The primary objective of the plan is to provide a location-specific, priority-based park and ride system that allows for coordinated planning and implementation of park and ride facilities. As a part of the plan this database was created to geographically reference both existing state-owned park and ride facilities and ideal candidates for future expansion of the system. This database will also be used in coordination with the statewide rideshare program, so it will also include other existing park and ride facilities not owned by the state or identified in the plan. Ultimately this inventory has two main purposes that can be described generally as internal and external. Internally, the database will be used to keep track of state-owned inventory and identify opportunities for the expansion of the state-owned and operated park and ride system. Externally, the database will be expanded to include a wide array of park and ride facilities across the state of Iowa that can be disseminated to the public via the Iowa DOT website and coordinated with the rideshare program.",English,Iowa Department of Transportation,State of Iowa,Geospatial data,,IowaDepartmentofTransportation|IowaDOT|Scoping|Assets|Inventory|AssetClassification,2020-07-28T15:18:27.000Z,,,,Iowa,"-96.4773,40.6977,-90.5004,43.4577",Dataset|Service,Vector,Shapefile,http://public-iowadot.opendata.arcgis.com/datasets/de922f9b2ed34e5d8d2236ff4928b250_0,http://public-iowadot.opendata.arcgis.com/datasets/de922f9b2ed34e5d8d2236ff4928b250_0.zip,,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Scoping_Park_and_Ride_View/FeatureServer/0,,de922f9b2ed34e5d8d2236ff4928b250_0,Iowa,03a-02,03a-02,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,State Plane Zone IA,Iowa State Plane Boundaries used by Iowa DOT. These boundaries were modified for Iowa DOT use only. They may not reflect exact location.,English,Iowa Department of Transportation,State of Iowa,Geospatial data,,IowaStatePlane|Boundaries|IowaDepartmentofTransportation|Reference,2020-07-28T19:28:11.000Z,,,,Iowa,"-96.6395,40.3756,-90.1402,43.5011",Dataset|Service,Vector,Shapefile,http://public-iowadot.opendata.arcgis.com/datasets/7827348ecdba4929a01a5ea683d65cee_0,http://public-iowadot.opendata.arcgis.com/datasets/7827348ecdba4929a01a5ea683d65cee_0.zip,,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/State_Plane_Zone_IA_View/FeatureServer/0,,7827348ecdba4929a01a5ea683d65cee_0,Iowa,03a-02,03a-02,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Maintenance Cost Center,This is a representation of all primary roads as well as parks and institution roads that the Iowa Department of Transportation has the responsibility to maintain. Each maintenance garage is displayed in a different color to show where one area of responsibility ends and another begins. Updated August 2016.ll primary roads that Iowa DOT maintains color-coded by Maintenance Garage.,English,Iowa Department of Transportation,State of Iowa,Geospatial data,,Maintenance|Garage|AssetClassification|IowaDOT|IowaDepartmentofTransportation,2020-07-13T13:57:44.000Z,,,,Iowa,"-96.6326,40.3853,-90.1609,43.501",Dataset|Service,Vector,Shapefile,http://public-iowadot.opendata.arcgis.com/datasets/a2179d45beec4252b3b22fe907670219_0,http://public-iowadot.opendata.arcgis.com/datasets/a2179d45beec4252b3b22fe907670219_0.zip,,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Maintenance_Cost_Center_View/FeatureServer/0,,a2179d45beec4252b3b22fe907670219_0,Iowa,03a-02,03a-02,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Secondary and Municipal,"Annual Average Daily Traffic (AADT) volume information for each centerline segment in the State of Iowa. Line segments were simplified by removing extraneous bends while preserving essential shape to within a 5 meter allowable offset. Centerlines include all segments that are legal, open and existing roadways with a valid count. Note: FHWA vehicle classifications for the three multiple trailer combination truck classes are combined into a single classification titled MULTITRAILER.Thematic maps displaying most recent counted Passenger Vehicle AADT, Single Unit Truck AADT and Combination Truck AADT information for all primary centerline road segments in the State of Iowa.",English,Iowa Department of Transportation,State of Iowa,Geospatial data,,Iowa|DepartmentofTransportation|Centerline|Primary|Secondary|Municipal|Roads|Estimated|Streets|Traffic|Volume|AADT|Assets|Inventory,2020-07-29T16:17:55.000Z,,,,Iowa,"-96.6158,40.3851,-90.1696,43.5012",Dataset|Service,Vector,Shapefile,http://public-iowadot.opendata.arcgis.com/datasets/c6cd121a8b3c44e7b0d1add43f2e3bda_1,http://public-iowadot.opendata.arcgis.com/datasets/c6cd121a8b3c44e7b0d1add43f2e3bda_1.zip,,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Traffic_View/FeatureServer/1,,c6cd121a8b3c44e7b0d1add43f2e3bda_1,Iowa,03a-02,03a-02,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Scoping Mobility Safety,"Several layers were examined as part of the highway improvement needs analysis conducted for the 2017 State Transportation Plan. Mobility and safety needs on the Primary Highway System were evaluated in order to target corridors where capacity needs were not identified, but corridor operation could be enhanced with improvements such as climbing/passing lanes, left- and right-turn lanes, acceleration lanes, wider paved shoulders, limited access, and geometric improvements. Improvements would be similar to a relaxed application of the ""Super-2"" design concept. Over time, the targeted corridors would serve as a complimentary network to the state's multilane highway network. For more information, see iowadot.gov/iowainmotion.",English,Iowa Department of Transportation,State of Iowa,Geospatial data,,IowaDepartmentofTransportation|IowaDOT|Scoping|Assets|Inventory|AssetClassification,2020-07-27T17:02:59.000Z,,,,Iowa,"-96.5283,40.5763,-90.5861,43.5009",Dataset|Service,Vector,Shapefile,http://public-iowadot.opendata.arcgis.com/datasets/049769b33eac4f478db02cfec2a46f4a_0,http://public-iowadot.opendata.arcgis.com/datasets/049769b33eac4f478db02cfec2a46f4a_0.zip,,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Scoping_Mobility_Safety_View/FeatureServer/0,,049769b33eac4f478db02cfec2a46f4a_0,Iowa,03a-02,03a-02,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Right of Way Type,Parcels obtained by Fee Title and Permanent Easement by the Iowa Department of Transportation. ROW types are assigned to each record using the following categories: 1- Fee (State) Required ROW; 2 - Fee (State) Excess; 3 - Fee (State) Uneconomic Remnant; 4 - Permanent Easement (State) Required ROW; 5 - Permanent Easement (State) Special Purpose; 6 - Mitigation Site; 9 - Permanent Easement (Other) City; 10 - Permanent Easement (Other) County; 11 - Permanent Easement (Other) Utilities; 13 - Fee (Other) City; 14- Fee (Other) County; 16 - Temporary Easement State; 17 - Temporary Easement City,English,Iowa Department of Transportation,State of Iowa,Geospatial data,,ROW|RightofWay|IowaDOT|IowaDepartmentofTransportation|Assets|Inventory,2020-07-13T20:10:17.000Z,,,,Iowa,"-96.6263,40.5758,-90.1751,43.4781",Dataset|Service,Vector,Shapefile,http://public-iowadot.opendata.arcgis.com/datasets/1765ea41838a4aadb22ef4437d576beb_0,http://public-iowadot.opendata.arcgis.com/datasets/1765ea41838a4aadb22ef4437d576beb_0.zip,,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Right_of_Way_Type_View/FeatureServer/0,,1765ea41838a4aadb22ef4437d576beb_0,Iowa,03a-02,03a-02,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Bridge Point,"Bridge and structure locations in Iowa. SeeNBIGuide for more info about this data set and how to use the National Bridge Inventory (NBI) fields.The data provided is based on the last inspection performed within the past 24 months and may not be included in the official data published by the Federal Highway Administration (FHWA). Data should not be used for decision making, as certain data values may not reflect current conditions.For official dataset, visitFHWAFor data questions, please contactIowa DOT",English,Iowa Department of Transportation,State of Iowa,Geospatial data,,NBI|Bridge|IowaDOT|IowaDepartmentofTransportation|Structure|Assets|Inventory|AssetInventory|AssetClassification|Asset|Classification,2020-02-10T18:40:38.000Z,,,,Iowa,"-96.6514,40.3777,-90.147,43.5186",Dataset|Service,Vector,Shapefile,http://public-iowadot.opendata.arcgis.com/datasets/c984dfeb9a6f455791f9a8fc021f7ee2_0,http://public-iowadot.opendata.arcgis.com/datasets/c984dfeb9a6f455791f9a8fc021f7ee2_0.zip,,https://gis.iowadot.gov/agshost/rest/services/Bridges_Structures/Bridges_Structures/FeatureServer/0,,c984dfeb9a6f455791f9a8fc021f7ee2_0,Iowa,03a-02,03a-02,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Bridge Line,"Bridge and structure locations in Iowa. SeeNBIGuide for more info about this data set and how to use the National Bridge Inventory (NBI) fields.The data provided is based on the last inspection performed within the past 24 months and may not be included in the official data published by the Federal Highway Administration (FHWA). Data should not be used for decision making, as certain data values may not reflect current conditions.For official dataset, visitFHWAFor data questions, please contactIowa DOT",English,Iowa Department of Transportation,State of Iowa,Geospatial data,,NBI|Bridge|IowaDOT|IowaDepartmentofTransportation|Structure|Assets|Inventory|AssetInventory|AssetClassification|Asset|Classification,2020-02-10T18:40:38.000Z,,,,Iowa,"-96.6327,40.3847,-90.1609,43.5015",Dataset|Service,Vector,Shapefile,http://public-iowadot.opendata.arcgis.com/datasets/c984dfeb9a6f455791f9a8fc021f7ee2_1,http://public-iowadot.opendata.arcgis.com/datasets/c984dfeb9a6f455791f9a8fc021f7ee2_1.zip,,https://gis.iowadot.gov/agshost/rest/services/Bridges_Structures/Bridges_Structures/FeatureServer/1,,c984dfeb9a6f455791f9a8fc021f7ee2_1,Iowa,03a-02,03a-02,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Transit Office,Locations of the urban transit agencies in Iowa.,English,Iowa Department of Transportation,State of Iowa,Geospatial data,,Transit|IowaDOT|IowaDepartmentofTransportation|Assets|Inventory,2020-08-03T16:43:37.000Z,,,,Iowa,"-96.4039,40.8074,-90.1882,43.1528",Dataset|Service,Vector,Shapefile,http://public-iowadot.opendata.arcgis.com/datasets/a094b88997bb4d9f8449e46e0cb767b3_0,http://public-iowadot.opendata.arcgis.com/datasets/a094b88997bb4d9f8449e46e0cb767b3_0.zip,,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Transit_Office_View/FeatureServer/0,,a094b88997bb4d9f8449e46e0cb767b3_0,Iowa,03a-02,03a-02,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Trail,Recreational trails in Iowa. This coverage includes all existing trail facilities in (and surrounding) the State of Iowa. The coverage was originally created with help from the 1997 Iowa Bicycle Facilities Inventory with data grouped by RPA & MPO districts and GIS coverages from RPAs & MPOs. Imagery was used as a guide in digitizing all trail facilities. The spatial type used is linear.,English,Iowa Department of Transportation,State of Iowa,Geospatial data,,Trails|IowaDOT|IowaDepartmentofTransportation|Assets|Inventory,2020-07-30T13:38:20.000Z,,,,Iowa,"-96.5499,40.3918,-90.1719,43.5008",Dataset|Service,Vector,Shapefile,http://public-iowadot.opendata.arcgis.com/datasets/e134bcb276734d9190d8f97b809a319b_0,http://public-iowadot.opendata.arcgis.com/datasets/e134bcb276734d9190d8f97b809a319b_0.zip,,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Trail_View/FeatureServer/0,,e134bcb276734d9190d8f97b809a319b_0,Iowa,03a-02,03a-02,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Trail Amenities,"Amenities for trails in Iowa including contact information, location details and more.",English,Iowa Department of Transportation,State of Iowa,Geospatial data,,Asset|Inventory|IowaDepartmentofTransportation|IowaDOT|Trails,2020-07-29T18:09:25.000Z,,,,Iowa,"-96.472,40.5794,-90.18,43.5008",Dataset|Service,Vector,Shapefile,http://public-iowadot.opendata.arcgis.com/datasets/fb90b16602414f9499f19d4cf00113f2_0,http://public-iowadot.opendata.arcgis.com/datasets/fb90b16602414f9499f19d4cf00113f2_0.zip,,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Trail_Amenities_View/FeatureServer/0,,fb90b16602414f9499f19d4cf00113f2_0,Iowa,03a-02,03a-02,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Transit Mobility Coordinator,The State of Iowa Mobility Manager areas of responsibility and theirlocations.,English,Iowa Department of Transportation,State of Iowa,Geospatial data,,OfficeofPublicTransit|IowaDOT|IowaDepartmentofTransportation|MobilityManagers|Transit|Assets|Inventory,2020-08-03T13:49:44.000Z,,,,Iowa,"-96.6395,40.3756,-90.1402,43.5011",Dataset|Service,Vector,Shapefile,http://public-iowadot.opendata.arcgis.com/datasets/835e98df81174b31912af1703f965d83_0,http://public-iowadot.opendata.arcgis.com/datasets/835e98df81174b31912af1703f965d83_0.zip,,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Transit_Mobility_Coordinator_View/FeatureServer/0,,835e98df81174b31912af1703f965d83_0,Iowa,03a-02,03a-02,Active,ArcGIS Hub,,Public,,FALSE,FALSE
