identifier,title,description,issued,landingPage
https://data.cityofchicago.org/api/views/pt6c-hxpp,Boundaries - Census Tracts - 2000,"Census tract boundaries in Chicago. The data can be viewed on the Chicago Data Portal with a web browser. However, to view or use the files outside of a web browser, you will need to use compression software and special GIS software, such as ESRI ArcGIS (shapefile) or Google Earth (KML or KMZ), is required.",2013-05-23,https://data.cityofchicago.org/d/pt6c-hxpp,https://data.cityofchicago.org/api/views/pt6c-hxpp
https://data.cityofchicago.org/api/views/ynnh-bc84,Boundaries - Tax Increment Financing Districts (Deprecated March 2018),"OUTDATED. See the current data at https://data.cityofchicago.org/d/fz5x-7zak -- Tax Increment Financing (TIF) district boundaries in Chicago. The data can be viewed on the Chicago Data Portal with a web browser. However, to view or use the files outside of a web browser, you will need to use compression software and special GIS software, such as ESRI ArcGIS (shapefile) or Google Earth (KML or KMZ), is required.",2018-04-20,https://data.cityofchicago.org/d/ynnh-bc84,https://data.cityofchicago.org/api/views/ynnh-bc84
https://data.cityofchicago.org/api/views/ri9q-n8vf,Chicago Public Schools - Middle School Attendance Boundaries SY1415,"Attendance boundaries for middle schools in the Chicago Public Schools district for school year 2014-2015. Note: only 23 middle schools have attendance boundaries in school year 2014-2015. Middle school boundaries are often established to relieve overcrowding at nearby elementary schools. Generally, all students in the applicable middle school grades who live within one of these boundaries may attend the school. To view or use these shapefiles, compression software, such as 7-Zip, and special GIS software, such as Google Earth or ArcGIS, are required.",2016-08-23,https://data.cityofchicago.org/d/ri9q-n8vf,https://data.cityofchicago.org/api/views/ri9q-n8vf
https://data.cityofchicago.org/api/views/rwav-ux96,Chicago Public Schools - High School Attendance Boundaries SY0607,"Attendance boundaries for high schools in the Chicago Public Schools district for school year 2006-2007. Generally, all students in the applicable high school grades who live within one of these boundaries may attend the school. To view or use these shapefiles, compression software, such as 7-Zip, and special GIS software, such as Google Earth or ArcGIS, are required.",2016-08-23,https://data.cityofchicago.org/d/rwav-ux96,https://data.cityofchicago.org/api/views/rwav-ux96
https://data.cityofchicago.org/api/views/2mts-wp7t,Chicago Public Schools - School Locations SY1516,"Locations of educational units in the Chicago Public School District for school year 2015-2016. To view or use these shapefiles, compression software, such as 7-Zip, and special GIS software, such as Google Earth, are required.",2016-04-05,https://data.cityofchicago.org/d/2mts-wp7t,https://data.cityofchicago.org/api/views/2mts-wp7t
https://data.cityofchicago.org/api/views/qsgm-ub2r,Chicago Public Schools - School Locations SY0910,"Locations of educational units in the Chicago Public School District for school year 2009-2010. To view or use these shapefiles, compression software, such as 7-Zip, and special GIS software, such as Google Earth, are required.",2016-08-23,https://data.cityofchicago.org/d/qsgm-ub2r,https://data.cityofchicago.org/api/views/qsgm-ub2r
https://data.cityofchicago.org/api/views/2cgx-fb86,Street Sweeping - 2015 - May-November - Map,"Street sweeping zones by Ward and Ward Section Number.  For the corresponding schedule, see https://data.cityofchicago.org/id/ggci-kynu. Because the City of Chicago ward map will change on May 18, 2015, this dataset begins on that date.  The map for April and the first half of May is https://data.cityofchicago.org/d/4qtf-5nmn.

For more information about the City's Street Sweeping program, go to http://bit.ly/H2PHUP. The data can be viewed on the Chicago Data Portal with a web browser. However, to view or use the files outside of a web browser, you will need to use compression software and special GIS software, such as ESRI ArcGIS (shapefile) or Google Earth (KML or KMZ).",2015-05-15,https://data.cityofchicago.org/d/2cgx-fb86,https://data.cityofchicago.org/api/views/2cgx-fb86
https://data.cityofchicago.org/api/views/gyxj-75ni,Chicago Public Schools - Middle School Attendance Boundaries SY1314,"Attendance boundaries for middle schools in the Chicago Public Schools district for school year 2013-2014. Note: only 24 middle schools have attendance boundaries in school year 2013-2014. Middle school boundaries are often established to relieve overcrowding at nearby elementary schools. Generally, all students in the applicable middle school grades who live within one of these boundaries may attend the school. To view or use these shapefiles, compression software, such as 7-Zip, and special GIS software, such as Google Earth or ArcGIS, are required.",2016-08-23,https://data.cityofchicago.org/d/gyxj-75ni,https://data.cityofchicago.org/api/views/gyxj-75ni
https://data.cityofchicago.org/api/views/e9ef-hrzb,Parks - Chicago Park District Artworks (current),"Inventory of public art located on Chicago Park District premises as of November 4, 2016.",2015-03-19,https://data.cityofchicago.org/d/e9ef-hrzb,https://data.cityofchicago.org/api/views/e9ef-hrzb
https://data.cityofchicago.org/api/views/jkfs-hwcr,Broadband Innovation Zones,"The Broadband Innovation Zones are commercial and industrial corridors the City of Chicago has initially targeted for the private provision of gigabit or near-gigabit broadband speeds for businesses, universities and schools, hospitals, research institutions, and other community organizations. The goal of this initiative is to foster innovation, drive job creation, and stimulate economic growth through the provision of ultra-high-speed internet service at prices substantially below current market rates. To achieve this goal, the City has solicited proposals from qualified vendors to provide these services.",2014-03-21,https://data.cityofchicago.org/d/jkfs-hwcr,https://data.cityofchicago.org/api/views/jkfs-hwcr
https://data.cityofchicago.org/api/views/24dp-awun,Chicago Public Schools - Middle School Attendance Boundaries SY1516,"Attendance boundaries for middle schools in the Chicago Public Schools district for school year 2015-2016. Note: only 23 middle schools have attendance boundaries in school year 2015-2016. Middle school boundaries are often established to relieve overcrowding at nearby elementary schools. Generally, all students in the applicable middle school grades who live within one of these boundaries may attend the school. To view or use these shapefiles, compression software, such as 7-Zip, and special GIS software, such as Google Earth or ArcGIS, are required.",2015-09-03,https://data.cityofchicago.org/d/24dp-awun,https://data.cityofchicago.org/api/views/24dp-awun
https://data.cityofchicago.org/api/views/hz9b-7nh8,Building Footprints (current),"Building footprints in Chicago. Metadata may be viewed and downloaded at http://bit.ly/HZVDIY. The data can be viewed on the Chicago Data Portal with a web browser. However, to view or use the files outside of a web browser, you will need to use compression software and special GIS software, such as ESRI ArcGIS (shapefile) or Google Earth (KML or KMZ), is required.",2015-08-15,https://data.cityofchicago.org/d/hz9b-7nh8,https://data.cityofchicago.org/api/views/hz9b-7nh8
https://data.cityofchicago.org/api/views/br5h-ipgu,Chicago Public Schools - Middle School Attendance Boundaries SY1112,"Attendance boundaries for middle schools in the Chicago Public Schools district for school year 2011-2012. Note: only 29 middle schools have attendance boundaries in school year 2011-2012. Middle school boundaries are often established to relieve overcrowding at nearby elementary schools. Generally, all students in the applicable middle school grades who live within one of these boundaries may attend the school. To view or use these shapefiles, compression software, such as 7-Zip, and special GIS software, such as Google Earth or ArcGIS, are required.",2016-08-23,https://data.cityofchicago.org/d/br5h-ipgu,https://data.cityofchicago.org/api/views/br5h-ipgu
https://data.cityofchicago.org/api/views/duu3-nb8k,CTA Statutory Service Area,"CTA's statutory service area is defined in the
Metropolitan Transit Authority Act of 1945 (70 ILCS 3605)
as being, ""All territory in the County of Cook, State of Illinois,
lying east of the east line of Range Eleven, East of the Third
Prinicipal Meridian of the United States Government Survey...""",2017-09-27,https://data.cityofchicago.org/d/duu3-nb8k,https://data.cityofchicago.org/api/views/duu3-nb8k
https://data.cityofchicago.org/api/views/mtxh-f47a,Chicago Public Schools - Local School Council Voting Districts SY1617,"Local School Council voting districts for citywide and neighborhood public schools, intended to verify eligibility to run in LSC elections for school year 2016-2017. To view or use these shapefiles, compression software, such as 7-Zip, and special GIS software, such as Google Earth or ArcGIS, are required.",2016-03-14,https://data.cityofchicago.org/d/mtxh-f47a,https://data.cityofchicago.org/api/views/mtxh-f47a
