Title,Alternative Title,Description,Language,Creator,Publisher,Genre,Subject,Keyword,Date Issued,Temporal Coverage,Date Range,Solr Year,Spatial Coverage,Bounding Box,Type,Geometry Type,Format,Information,Download,MapServer,FeatureServer,ImageServer,Slug,Identifier,Provenance,Code,Is Part Of,Status,Accrual Method,Date Accessioned,Rights,Access Rights,Suppressed,Child,FileSize
,Tract,"This layer shows place of birth by citizenship status.This is shown by tract, county, and state boundaries.This service is updated annually to contain the most currently released American Community Survey (ACS) 5-year data, and contains estimates and margins of error. There are also additional calculated attributes related to this topic, which can be mapped or used within analysis. This layer is symbolized to show the predominant area of birth among those who are foreign born. To see the full list of attributes available in this service, go to the ""Data"" tab, and choose ""Fields"" at the top right.Current Vintage: 2015-2019ACS Table(s): B05002 (Not all lines of this ACS table are available in this feature layer.)Data downloaded from:Census Bureau's API for American Community SurveyDate of API call: December 10, 2020National Figures:data.census.govThe United States Census Bureau's American Community Survey (ACS):About the SurveyGeography & ACSTechnical DocumentationNews & UpdatesThis ready-to-use layer can be used within ArcGIS Pro, ArcGIS Online, its configurable apps, dashboards, Story Maps, custom apps, and mobile apps. Data can also be exported for offline workflows. Please cite the Census and ACS when using this data.Data Note from the Census:Data are based on a sample and are subject to sampling variability. The degree of uncertainty for an estimate arising from sampling variability is represented through the use of a margin of error. The value shown here is the 90 percent margin of error. The margin of error can be interpreted as providing a 90 percent probability that the interval defined by the estimate minus the margin of error and the estimate plus the margin of error (the lower and upper confidence bounds) contains the true value. In addition to sampling variability, the ACS estimates are subject to nonsampling error (for a discussion of nonsampling variability, seeAccuracy of the Data). The effect of nonsampling error is not represented in these tables.Data Processing Notes:This layer is updated automatically when the most current vintage of ACS data is released each year, usually in December. The layer always contains the latest available ACS 5-year estimates. It is updated annually within days of the Census Bureau's release schedule.Click hereto learn more about ACS data releases.Boundaries come from theUS Census TIGER geodatabases. Boundaries are updated at the same time as the data updates (annually), and the boundary vintage appropriately matches the data vintageas specified by the Census. These are Census boundaries with water and/or coastlines clipped for cartographic purposes. For census tracts, the water cutouts are derived from a subset of the 2010 AWATER (Area Water) boundaries offered by TIGER. For state and county boundaries, the water and coastlines are derived from the coastlines of the 500kTIGER Cartographic Boundary Shapefiles. The original AWATER and ALAND fields are still available as attributes within the data table (units are square meters).The States layer contains 52 records - all US states, Washington D.C., and Puerto RicoCensus tracts with no population that occur in areas of water, such as oceans, are removed from this data service (Census Tracts beginning with 99).Percentages and derived counts, and associated margins of error, are calculated values (that can be identified by the ""_calc_"" stub in the field name), and abide by the specificationsdefined by the American Community Survey.Field alias names were created based on the Table Shells file available from theAmerican Community Survey Summary File Documentation page.Negative values (e.g., -4444...) have been set to null, with the exception of -5555... which has been set to zero.These negative values exist in the raw API data to indicate the following situations:The margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate.Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.The median falls in the lowest interval of an open-ended distribution, or in the upper interval of an open-ended distribution. A statistical test is not appropriate.The estimate is controlled. A statistical test for sampling variability is not appropriate.The data for this geographic area cannot be displayed because the number of sample cases is too small.",English,Esri,Esri,Geospatial data,,AmericanCommunitySurvey|ACS|Census|CensusBureau|demographics|people|states|counties|tracts|currentyear|placeofbirth|nativity|foreignborn|citizenship|naturalized|demographics|AmericanCommunitySurvey|policy,2020-04-01T03:58:34.000Z,,,,United States,"-179.1473,17.8812,179.7785,71.3904",Dataset|Service,Vector,Shapefile,https://gis-for-racialequity.hub.arcgis.com/datasets/f0dd0af9535e4d77864df1b728e4b162_2,https://gis-for-racialequity.hub.arcgis.com/datasets/f0dd0af9535e4d77864df1b728e4b162_2.zip,,https://services.arcgis.com/P3ePLMYs2RVChkJx/arcgis/rest/services/ACS_Place_of_Birth_Boundaries/FeatureServer/2,,f0dd0af9535e4d77864df1b728e4b162_2,https://hub.arcgis.com/datasets/f0dd0af9535e4d77864df1b728e4b162_2,,99-1100,99-1100,Active,ArcGIS Hub,,Public,,False,False,623.5402 MB
,State,"This layer shows place of birth by citizenship status.This is shown by tract, county, and state boundaries.This service is updated annually to contain the most currently released American Community Survey (ACS) 5-year data, and contains estimates and margins of error. There are also additional calculated attributes related to this topic, which can be mapped or used within analysis. This layer is symbolized to show the predominant area of birth among those who are foreign born. To see the full list of attributes available in this service, go to the ""Data"" tab, and choose ""Fields"" at the top right.Current Vintage: 2015-2019ACS Table(s): B05002 (Not all lines of this ACS table are available in this feature layer.)Data downloaded from:Census Bureau's API for American Community SurveyDate of API call: December 10, 2020National Figures:data.census.govThe United States Census Bureau's American Community Survey (ACS):About the SurveyGeography & ACSTechnical DocumentationNews & UpdatesThis ready-to-use layer can be used within ArcGIS Pro, ArcGIS Online, its configurable apps, dashboards, Story Maps, custom apps, and mobile apps. Data can also be exported for offline workflows. Please cite the Census and ACS when using this data.Data Note from the Census:Data are based on a sample and are subject to sampling variability. The degree of uncertainty for an estimate arising from sampling variability is represented through the use of a margin of error. The value shown here is the 90 percent margin of error. The margin of error can be interpreted as providing a 90 percent probability that the interval defined by the estimate minus the margin of error and the estimate plus the margin of error (the lower and upper confidence bounds) contains the true value. In addition to sampling variability, the ACS estimates are subject to nonsampling error (for a discussion of nonsampling variability, seeAccuracy of the Data). The effect of nonsampling error is not represented in these tables.Data Processing Notes:This layer is updated automatically when the most current vintage of ACS data is released each year, usually in December. The layer always contains the latest available ACS 5-year estimates. It is updated annually within days of the Census Bureau's release schedule.Click hereto learn more about ACS data releases.Boundaries come from theUS Census TIGER geodatabases. Boundaries are updated at the same time as the data updates (annually), and the boundary vintage appropriately matches the data vintageas specified by the Census. These are Census boundaries with water and/or coastlines clipped for cartographic purposes. For census tracts, the water cutouts are derived from a subset of the 2010 AWATER (Area Water) boundaries offered by TIGER. For state and county boundaries, the water and coastlines are derived from the coastlines of the 500kTIGER Cartographic Boundary Shapefiles. The original AWATER and ALAND fields are still available as attributes within the data table (units are square meters).The States layer contains 52 records - all US states, Washington D.C., and Puerto RicoCensus tracts with no population that occur in areas of water, such as oceans, are removed from this data service (Census Tracts beginning with 99).Percentages and derived counts, and associated margins of error, are calculated values (that can be identified by the ""_calc_"" stub in the field name), and abide by the specificationsdefined by the American Community Survey.Field alias names were created based on the Table Shells file available from theAmerican Community Survey Summary File Documentation page.Negative values (e.g., -4444...) have been set to null, with the exception of -5555... which has been set to zero.These negative values exist in the raw API data to indicate the following situations:The margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate.Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.The median falls in the lowest interval of an open-ended distribution, or in the upper interval of an open-ended distribution. A statistical test is not appropriate.The estimate is controlled. A statistical test for sampling variability is not appropriate.The data for this geographic area cannot be displayed because the number of sample cases is too small.",English,Esri,Esri,Geospatial data,,AmericanCommunitySurvey|ACS|Census|CensusBureau|demographics|people|states|counties|tracts|currentyear|placeofbirth|nativity|foreignborn|citizenship|naturalized|demographics|AmericanCommunitySurvey|policy,2020-04-01T03:58:34.000Z,,,,United States,"-179.1474,17.8848,179.7785,71.3526",Dataset|Service,Vector,Shapefile,https://gis-for-racialequity.hub.arcgis.com/datasets/f0dd0af9535e4d77864df1b728e4b162_0,https://gis-for-racialequity.hub.arcgis.com/datasets/f0dd0af9535e4d77864df1b728e4b162_0.zip,,https://services.arcgis.com/P3ePLMYs2RVChkJx/arcgis/rest/services/ACS_Place_of_Birth_Boundaries/FeatureServer/0,,f0dd0af9535e4d77864df1b728e4b162_0,https://hub.arcgis.com/datasets/f0dd0af9535e4d77864df1b728e4b162_0,,99-1100,99-1100,Active,ArcGIS Hub,,Public,,False,False,11.1125 MB
,IMAGE 2019,The dataset consists of tiled orthogonal imagery produced from nadir images captured by Pictometry International.,English,City of Indianapolis and Marion County - IndyGIS,"City of Indianapolis and Marion County, Indiana",Aerial imagery,,IndyBasemaps|IMAGE2019|IMAGERY,2019-07-23T14:51:17.000Z,,,,"Southport, Indiana|Lawrence, Indiana|Williams Creek, Indiana|Warren Park, Indiana|Hancock County, Indiana|Cumberland, Indiana|North Crows Nest, Indiana|Beech Grove, Indiana|Clermont, Indiana|Crows Nest, Indiana|Marion County, Indiana|Rocky Ripple, Indiana|Speedway, Indiana|Indianapolis, Indiana|Lawernce, Indiana|Meridian Hills, Indiana|Homecroft, Indiana|Mccordsville, Indiana|Wynnedale, Indiana|Indiana","-86.3477,39.6173,-85.9135,39.9451",Image|Service,Image,Imagery,https://data.indy.gov/datasets/4c92383f0507464abf985ace96c0825c,,,,https://xmaps.indy.gov/arcgis/rest/services/Imagery/IMAGE2019/ImageServer,4c92383f0507464abf985ace96c0825c,https://hub.arcgis.com/datasets/4c92383f0507464abf985ace96c0825c,Indiana University,01c-02,01c-02,Active,ArcGIS Hub,,Public,,False,False,0.003 MB
,Yard Waste Routes,CoSB Trash and Yard waste routes,English,City of South Bend,"South Bend, Indiana",Geospatial data,,Trash|Yard|Waste|solid|pickup|Enviornmental|reference,2020-04-08T18:09:02.000Z,,,,"Indian Village, Indiana|Roseland, Indiana|St Joseph County, Indiana|Indiana","-86.3467,41.5970,-86.1971,41.7523",Dataset|Service,Vector,Shapefile,https://data-southbend.opendata.arcgis.com/datasets/9ec52740ced74fa1a2ab544bc20c664d_0,https://data-southbend.opendata.arcgis.com/datasets/9ec52740ced74fa1a2ab544bc20c664d_0.zip,https://gis.southbendin.gov/arcgis/rest/services/LandRecords/Trash_YardWaste_Routes/MapServer/0,,,9ec52740ced74fa1a2ab544bc20c664d_0,https://hub.arcgis.com/datasets/9ec52740ced74fa1a2ab544bc20c664d_0,Purdue University,09c-01,09c-01,Active,ArcGIS Hub,,Public,,False,False,0.1223 MB
,Trash Routes,CoSB Trash and Yard waste routes,English,City of South Bend,"South Bend, Indiana",Geospatial data,,Trash|Yard|Waste|solid|pickup|Enviornmental|reference,2020-04-08T18:09:02.000Z,,,,"Indian Village, Indiana|Roseland, Indiana|St Joseph County, Indiana|Indiana","-86.3595,41.5969,-86.1925,41.7609",Dataset|Service,Vector,Shapefile,https://data-southbend.opendata.arcgis.com/datasets/9ec52740ced74fa1a2ab544bc20c664d_1,https://data-southbend.opendata.arcgis.com/datasets/9ec52740ced74fa1a2ab544bc20c664d_1.zip,https://gis.southbendin.gov/arcgis/rest/services/LandRecords/Trash_YardWaste_Routes/MapServer/1,,,9ec52740ced74fa1a2ab544bc20c664d_1,https://hub.arcgis.com/datasets/9ec52740ced74fa1a2ab544bc20c664d_1,Purdue University,09c-01,09c-01,Active,ArcGIS Hub,,Public,,False,False,0.184 MB
,Arrests,This dataset represents arrest in the City of Baltimore.,English,Baltimore City,"City of Baltimore, Maryland",Geospatial data,,PublicSafety|Police|Department|Arrests,2021-03-10T19:28:41.000Z,,,,"Goldsboro, Maryland|Rockville, Maryland|Brentwood, Maryland|New Carrollton, Maryland|Chevy Chase Town, Maryland|Brookeville, Maryland|Union Bridge, Maryland|Kent County, Maryland|Hyattsville, Maryland|North Brentwood, Maryland|Walkersville, Maryland|Sudlersville, Maryland|Harford County, Maryland|Chevy Chase Section 5, Maryland|Cottage City, Maryland|Greenbelt, Maryland|Baltimore County, Maryland|Centreville, Maryland|Chevy Chase Section 3, Maryland|District Heights, Maryland|Marydel, Maryland|Havre De Grace, Maryland|Annapolis, Maryland|Carroll County, Maryland|Laytonsville, Maryland|Betterton, Maryland|Sharptown, Maryland|Aberdeen, Maryland|Eldorado, Maryland|Queen Anne's County, Maryland|Mount Airy, Maryland|Greensboro, Maryland|Cheverly, Maryland|Cecilton, Maryland|Secretary, Maryland|Chevy Chase View, Maryland|Wicomico County, Maryland|Eagle Harbor, Maryland|Queenstown, Maryland|Church Hill, Maryland|St. Michaels, Maryland|Bladensburg, Maryland|New Market, Maryland|Washington Grove, Maryland|Oxford, Maryland|North Beach, Maryland|Dorchester County, Maryland|Highland Beach, Maryland|College Park, Maryland|Vienna, Maryland|Glen Echo, Maryland|Colmar Manor, Maryland|Berwyn Heights, Maryland|Gaithersburg, Maryland|Garrett Park, Maryland|Seat Pleasant, Maryland|University Park, Maryland|Queen Anne, Maryland|Port Tobacco, Maryland|New Windsor, Maryland|Hurlock, Maryland|Montgomery County, Maryland|Anne Arundel County, Maryland|Prince George's County, Maryland|Poolesville, Maryland|Chesapeake Beach, Maryland|Landover Hills, Maryland|Takoma Park, Maryland|Galena, Maryland|Woodsboro, Maryland|Trappe, Maryland|East New Market, Maryland|Rock Hall, Maryland|Barnesville, Maryland|Indian Head, Maryland|Ridgely, Maryland|Chestertown, Maryland|Galestown, Maryland|Fairmount Heights, Maryland|Kensington, Maryland|Edmonston, Maryland|Chesapeake City, Maryland|Chevy Chase Village, Maryland|Henderson, Maryland|Denton, Maryland|Somerset, Maryland|Hebron, Maryland|North Chevy Chase, Maryland|Capitol Heights, Maryland|Hillsboro, Maryland|Cambridge, Maryland|Charles County, Maryland|Howard County, Maryland|Preston, Maryland|Bowie, Maryland|Frederick County, Maryland|Caroline County, Maryland|La Plata, Maryland|Sykesville, Maryland|Upper Marlboro, Maryland|Bel Air, Maryland|Millington, Maryland|Barclay, Maryland|Templeville, Maryland|Mardela Springs, Maryland|Riverdale Park, Maryland|Morningside, Maryland|Talbot County, Maryland|Baltimore City County, Maryland|Forest Heights, Maryland|Cecil County, Maryland|Calvert County, Maryland|Brookview, Maryland|Federalsburg, Maryland|Baltimore City, Maryland|Easton, Maryland|Glenarden, Maryland|Laurel, Maryland|Mount Rainier, Maryland|Martins Additions, Maryland|Church Creek, Maryland|Maryland","-77.4594,38.3724,-75.5719,39.5851",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/datasets/619ec10c14b346f784a5a07bad4c43cd_0,https://data.baltimorecity.gov/datasets/619ec10c14b346f784a5a07bad4c43cd_0.zip,,https://egis.baltimorecity.gov/egis/rest/services/GeoSpatialized_Tables/Arrest/FeatureServer/0,,619ec10c14b346f784a5a07bad4c43cd_0,https://hub.arcgis.com/datasets/619ec10c14b346f784a5a07bad4c43cd_0,University of Maryland,04c-02,04c-02,Active,ArcGIS Hub,,Public,,False,False,4.664 MB
,Percentage of 3rd Grade Students Passing MSA Math,"The percentage of students passing M.S.A. exams in reading and mathematics in 3rd, 5th, and 8th grades. Maryland School Assessment (MSA) scores measure the number of students scoring in one of three classifications out of all students enrolled in that grade. Students can either be rated as advanced, proficient, or having basic knowledge of a subject. This indicator includes only those students who have tested as advanced or proficient. Source: Baltimore City Public Schools Years Available: 2009-2010, 2010-2011, 2011-2012, 2012-2013, 2013-2014",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,,education|2010|2011|2012|2013,2020-02-26T16:24:23.000Z,,,,"Baltimore City, Maryland|Anne Arundel County, Maryland|Baltimore County, Maryland|Baltimore City County, Maryland|Maryland","-76.7121,39.1977,-76.5289,39.3720",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/datasets/702f977e74fd49a5996191d8dcd539c2_0,https://data.baltimorecity.gov/datasets/702f977e74fd49a5996191d8dcd539c2_0.zip,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Math3/FeatureServer/0,,702f977e74fd49a5996191d8dcd539c2_0,https://hub.arcgis.com/datasets/702f977e74fd49a5996191d8dcd539c2_0,University of Maryland,04c-02,04c-02,Active,ArcGIS Hub,,Public,,False,False,0.4764 MB
,Percentage of Students Passing H.S.A. English,"The percentage of high school students who have successfully passed the H.S.A. exams out of all high school students that took the exam in the school year (considering only the highest score per subject area). In Maryland, all students who entered 9th grade in or after 2005 are required to take and pass the High School Assessments (H.S.A.) in order to graduate, including students in special education, English language learners (ELLs), and students with 504 plans. There are currently three H.S.A. exams: English, Algebra/Data Analysis; and Biology (a H.S.A. in Government has since been discontinued). Students can retake the HSAs as many times as necessary to pass. Source: Baltimore City Public Schools Years Available: 2009-2010, 2010-2011, 2011-2012, 2012-2013, 2013-2014",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,,education|2010|2011|2012|2013|2014,2020-02-26T16:06:18.000Z,,,,"Baltimore City, Maryland|Anne Arundel County, Maryland|Baltimore County, Maryland|Baltimore City County, Maryland|Maryland","-76.7121,39.1977,-76.5289,39.3720",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/datasets/170bb6b2b8e1436fa779170e3a502e0d_0,https://data.baltimorecity.gov/datasets/170bb6b2b8e1436fa779170e3a502e0d_0.zip,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Hsaeng/FeatureServer/0,,170bb6b2b8e1436fa779170e3a502e0d_0,https://hub.arcgis.com/datasets/170bb6b2b8e1436fa779170e3a502e0d_0,University of Maryland,04c-02,04c-02,Active,ArcGIS Hub,,Public,,False,False,0.4769 MB
,Percent of Students that are African American (non-Hispanic) - Community Statistical Area,"The percentage of Black/African American students of any grade that attend any Baltimore City Public School out of all public school students within an area in a school year.Source: Baltimore City Public School System Years Available: 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,,education|2010|2011|2012|2013|2014|2015|2016|2017,2020-03-24T14:27:03.000Z,,,,"Baltimore City, Maryland|Anne Arundel County, Maryland|Baltimore County, Maryland|Baltimore City County, Maryland|Maryland","-76.7121,39.1977,-76.5289,39.3720",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/datasets/35b246c9c6cd4d46896bced9d4437c8a_0,https://data.baltimorecity.gov/datasets/35b246c9c6cd4d46896bced9d4437c8a_0.zip,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Aastud/FeatureServer/0,,35b246c9c6cd4d46896bced9d4437c8a_0,https://hub.arcgis.com/datasets/35b246c9c6cd4d46896bced9d4437c8a_0,University of Maryland,04c-02,04c-02,Active,ArcGIS Hub,,Public,,False,False,0.4771 MB
,Percent of Students that are African American (non-Hispanic) - City,"The percentage of Black/African American students of any grade that attend any Baltimore City Public School out of all public school students within an area in a school year.Source: Baltimore City Public School System Years Available: 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,,education|2010|2011|2012|2013|2014|2015|2016|2017,2020-03-24T14:27:03.000Z,,,,"Baltimore City, Maryland|Anne Arundel County, Maryland|Baltimore County, Maryland|Baltimore City County, Maryland|Maryland","-76.7120,39.1977,-76.5289,39.3720",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/datasets/35b246c9c6cd4d46896bced9d4437c8a_1,https://data.baltimorecity.gov/datasets/35b246c9c6cd4d46896bced9d4437c8a_1.zip,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Aastud/FeatureServer/1,,35b246c9c6cd4d46896bced9d4437c8a_1,https://hub.arcgis.com/datasets/35b246c9c6cd4d46896bced9d4437c8a_1,University of Maryland,04c-02,04c-02,Active,ArcGIS Hub,,Public,,False,False,0.0412 MB
,Percent of Students that are Hispanic - City,"The percentage of students of any grade level who identify their ethnicity as being Hispanic that attend any Baltimore City Public School out of all public school students within an area in a school year. Ethnicity is separate from a student's race.Source: Baltimore City Public School System Years Available: 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,,education|2010|2011|2012|2013|2014|2015|2016|2017,2020-03-24T19:54:19.000Z,,,,"Baltimore City, Maryland|Anne Arundel County, Maryland|Baltimore County, Maryland|Baltimore City County, Maryland|Maryland","-76.7120,39.1977,-76.5289,39.3720",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/datasets/2c577c380ffd42558a67e6d9bcb95aec_1,https://data.baltimorecity.gov/datasets/2c577c380ffd42558a67e6d9bcb95aec_1.zip,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Hstud/FeatureServer/1,,2c577c380ffd42558a67e6d9bcb95aec_1,https://hub.arcgis.com/datasets/2c577c380ffd42558a67e6d9bcb95aec_1,University of Maryland,04c-02,04c-02,Active,ArcGIS Hub,,Public,,False,False,0.0411 MB
,Percent of Students that are Hispanic - Community Statistical Area,"The percentage of students of any grade level who identify their ethnicity as being Hispanic that attend any Baltimore City Public School out of all public school students within an area in a school year. Ethnicity is separate from a student's race.Source: Baltimore City Public School System Years Available: 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,,education|2010|2011|2012|2013|2014|2015|2016|2017,2020-03-24T19:54:19.000Z,,,,"Baltimore City, Maryland|Anne Arundel County, Maryland|Baltimore County, Maryland|Baltimore City County, Maryland|Maryland","-76.7121,39.1977,-76.5289,39.3720",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/datasets/2c577c380ffd42558a67e6d9bcb95aec_0,https://data.baltimorecity.gov/datasets/2c577c380ffd42558a67e6d9bcb95aec_0.zip,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Hstud/FeatureServer/0,,2c577c380ffd42558a67e6d9bcb95aec_0,https://hub.arcgis.com/datasets/2c577c380ffd42558a67e6d9bcb95aec_0,University of Maryland,04c-02,04c-02,Active,ArcGIS Hub,,Public,,False,False,0.4768 MB
