Title,Alternative Title,Description,Language,Creator,Publisher,Genre,Subject,Keyword,Date Issued,Temporal Coverage,Date Range,Solr Year,Spatial Coverage,Bounding Box,Type,Geometry Type,Format,Information,Download,MapServer,FeatureServer,ImageServer,Identifier,Provenance,Code,Is Part Of,Status,Accrual Method,Date Accessioned,Rights,Access Rights,Suppressed,Child
,MDOT SHA Roadway Functional Classification,"Esri ArcGIS Online (AGOL) Hosted Feature Layer which provides access to the MDOT SHA Roadway Functional Classification geospatial data product.MDOT SHA Roadway Functional Classification data consists of linear geometric features which showcase the functional classification of roadways throughout the State of Maryland. Roadway Functional Classification is defined as the role each roadway plays in moving vehicles throughout a network of highways. MDOT SHA Roadway Functional Classification data is primarily used for general planning purposes, and for Federal Highway Administration (FHWA) Highway Performance Monitoring System (HPMS) annual submission & coordination. The Maryland Department of Transportation State Highway Administration (MDOT SHA) currently reports this data only on the inventory direction (generally North or East) side of the roadway. MDOT SHA Roadway Functional Classification data is not a complete representation of all roadway geometry.The State of Maryland's roadway system is a vast network that connects places and people within and across county borders. Planners and engineers have developed elements of this network with particular travel objectives in mind. These objectives range from serving long-distance passenger and freight needs to serving neighborhood travel from residential developments to nearby shopping centers. The functional classification of roadways defines the role each element of the roadway network plays in serving these travel needs.  Over the years, functional classification has come to assume additional significance beyond its purpose as a framework for identifying the particular role of a roadway in moving vehicles through a network of highways. Functional classification carries with it expectations about roadway design, including its speed, capacity and relationship to existing and future land use development. Federal legislation continues to use functional classification in determining eligibility for funding under the Federal-aid program. Transportation agencies describe roadway system performance, benchmarks and targets by functional classification. As agencies continue to move towards a more performance-based management approach, functional classification will be an increasingly important consideration in setting expectations and measuring outcomes for preservation, mobility and safety.MDOT SHA Roadway Functional Classification data is developed as part of the Highway Performance Monitoring System (HPMS) which maintains and reports transportation related information to the Federal Highway Administration (FHWA) on an annual basis. HPMS is maintained by the Maryland Department of Transportation State Highway Administration (MDOT SHA), under the Office of Planning & Preliminary Engineering (OPPE) Data Services Division (DSD). This data is used by various business units throughout MDOT, as well as many other Federal, State and local government agencies. Roadway Functional Classification data is key to understanding the role each roadway plays in moving vehicles throughout the State of Maryland's network of highways.MDOT SHA Roadway Functional Classification data is updated and published on an annual basis for the prior year. This data is for the year 2019. This data was last updated in August 2020.Last Updated: August 2020 (08/01/2020), For more information, contact MDOT SHA OIT Enterprise Information Services:Email:GIS@mdot.maryland.gov",English,ArcGIS Online for Maryland,State of Maryland,Geospatial data,,RoadwayFunctionalClassification|FunctionalClassification|FunctionalClass|FuncClassification|FuncClass|HighwayPerformanceMonitoringSystem|HPMS|Federal|State|Transportation|Statewide|Maryland|MD|MarylandDepartmentofTransportation|MDOT|MarylandDepartmentofTransportationStateHighwayAdministration|MDOTSHA|StateHighwayAdministration|SHA|OfficeofPlanning&PreliminaryEngineering|OPPE|DataServicesDivision|DSD|Vector|Dynamic|2019,2020-09-04T20:16:25.000Z,,,,Maryland,"-79.5051,37.9363,-75.0149,39.7467",Dataset|Service,Vector,Shapefile,https://data.imap.maryland.gov/datasets/65394a03f36c412eb1160bea52c6c9ec_0,https://data.imap.maryland.gov/datasets/65394a03f36c412eb1160bea52c6c9ec_0.zip,,https://services.arcgis.com/njFNhDsUCentVYJW/arcgis/rest/services/MDOT_SHA_Roadway_Functional_Classification/FeatureServer/0,,65394a03f36c412eb1160bea52c6c9ec_0,Maryland,04a-01,04a-01,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,State Welcome & Visitor Center Facilities,"State Welcome & Visitor CenterFacilitiesdata consists of point geometric features which represent the geographic locations of State-owned welcome & visitor center facilities throughout the State of Maryland.The State of Maryland operates numerous welcome centers and rest areas at major gateways and strategic locations within the state. The major facilities are located on Interstate and Primary highways and provide modern restroom facilities, travel information, vending machines, picnic facilities and telephones. Throughout Maryland there are also approximately 65 picnic areas and scenic overlooks, minor rest areas, and county operated welcome centers available to the motorist. These facilities are located on the Maryland Official Highway Map, which is available at any welcome center.State Welcome & Visitor CenterFacilities data is owned by the MDOT SHA Office of Communications (OC) and maintained by the MDOT SHA Office of Information Technologies (OIT). MDOT SHA Welcome & Visitor Center Facilities data is updated on an As-Needed basis. This data was last updated in October 2020.Last Updated: October 2020 (10/1/2020)For more information, contact MDOT SHA OIT Enterprise Information Services:Email:GIS@mdot.maryland.gov",English,ArcGIS Online for Maryland,State of Maryland,Geospatial data,,Welcome|Visitor|Visitors|Center|WelcomeCenter|WelcomeCenters|VisitorCenter|VisitorsCenter|Welcome&VisitorCenter|Welcome&VisitorCenters|RestArea|RestAreas|Facility|Facilities|Maryland|MD|Statewide|MarylandDepartmentofTransportation(MDOT)|MarylandDepartmentofTransportationStateHighwayAdministration(MDOTSHA)|OfficeofCommunications(OC)|OfficeofInformationTechnologies(OIT)|MDOTSHAOITEnterpriseInfomrationServices|GIS@mdot.maryland.gov,2020-10-09T02:47:51.000Z,,,,Maryland,"-79.4117,38.0045,-75.5434,39.7186",Dataset|Service,Vector,Shapefile,https://data.imap.maryland.gov/datasets/137cb3e89e224524b1fe787f256adad3_0,https://data.imap.maryland.gov/datasets/137cb3e89e224524b1fe787f256adad3_0.zip,,https://services.arcgis.com/njFNhDsUCentVYJW/arcgis/rest/services/State_Welcome_and_Visitor_Centers/FeatureServer/0,,137cb3e89e224524b1fe787f256adad3_0,Maryland,04a-01,04a-01,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,2050 Nuisance Tidal Inundation - Flood Depth Grid,"Esri ArcGIS Online (AGOL) Imagery Layer for accessing theMaryland 2050 Nuisance Tidal Inundation - Flood Depth Grid.Maryland 2050 Nuisance Tidal Inundation - Flood Depth Grid consists of an image service showing geographic areas throughout the State of Maryland that are projected to be impacted by a nuisance tidal flooding scenario in year 2050.The notion of nuisance tidal flooding, also known as sunny-day flooding, as a current threat to transportation infrastructure has become better understood. In most coastal locations, these abnormally high tides have traditionally occurred a few times per year, degrading road support facilities and causing traffic congestion. However, NOAA has documented that nuisance flooding has become significantly more common in the Chesapeake Bay watershed. In time, nuisance flooding is expected to become even more frequent and more hazardous as the area experiences sea-level change. Currently, there is no known map of areas prone to nuisance flooding.Maryland 2050 Nuisance Tidal Inundation - Flood Depth Grid datarepresents projected stillwater depths (ft) during a 'nuisance' tidal flooding scenario. This data is an attempt to aid in identifying potential vulnerabilities along Maryland's roadway infrastructure. The data supports MDOT State Highway Administration leadership and planners as they endeavor to mitigate or prevent the impacts of sea level change resulting from land surface subsidence and rising sea levels. The product uses sea-level projections to forecasts areas of inundation for a given scenario. University of Maryland Center for Environmental Science (UMCES) provides the sea level change (SLC) estimate. SLC is localized using qualifying National Oceanic and Atmospheric Administration (NOAA) tidal reference stations.The data may be used and redistributed for free but is not intended for legal use, since it likely contains inaccuracies. The User assumes the entire risk associated with its use of these data and bears all responsibility in determining whether these data are fit for the User's intended use. The information contained in these data is dynamic and will change over time. The data are not better than the original sources from which they were derived, and both scale and accuracy may vary across the data set. These data may not have the accuracy, resolution, completeness, timeliness, or other characteristics appropriate for applications that potential users of the data may contemplate. The User is encouraged to carefully consider the content of the metadata file associated with these data. These data are neither legal documents nor land surveys, and must not be used as such.Maryland Department of Transportation State Highway Administration (MDOT SHA)and the Eastern Shore Regional GIS Cooperative (ESRGC) should be cited as the data source in any products derived from these data. Any Users wishing to modify the data should describe the types of modifications they have performed. The User should not misrepresent the data, nor imply that changes made were approved or endorsed by MDOT SHA and/or ESRGC. Neither MDOT SHA, ESRGC, nor the State of Maryland, nor any of their employees or contractors, makes any warranty, express or implied, including warranties of merchantability and fitness for a particular purpose, or assumes any legal liability for the accuracy, completeness, or usefulness, of this information.Last Updated: June 2020For complete project overview and metadata information:Website:https://www.esrgc.org/project/sha-to8For more information about the data, contact Eastern Shore Regional GIS Cooperative (ESRGC):Email:esrgc@salisbury.eduFor more information, contact MDOT SHA OIT Enterprise Information Services:Email:GIS@mdot.maryland.gov",English,ArcGIS Online for Maryland,State of Maryland,Aerial imagery,,NuisanceTidalInundation|TidalInundation|Inundation|Flood|Flooding|NuisanceFlooding|Maryland|MD|ChesapeakeBay|MarylandDepartmentofTransportation|MDOT|MarylandDepartmentofTransportationStateHighwayAdministration|MDOTSHA|OfficeofPlanning&PreliminaryEngineering|OPPE|InnovativePlanning&PerformanceDivision|IPPD|EasternShoreRegionalGISCooperative|ESRGC|UniversityofMarylandCenterforEnvironmentalScience|UMCES|NationalOceanic&AtmosphericAdministration|NOAA|2050,2020-08-25T02:18:43.000Z,,,,Maryland,"-77.267,37.8842,-75.0382,39.6273",Image|Service,Image,Imagery,https://data.imap.maryland.gov/datasets/aeac333a08b04f7197a47848cd08ba97,,,,https://geoservices.salisbury.edu/arcgis/rest/services/MD_NuisanceFlooding/DepthGrid_2050/ImageServer,aeac333a08b04f7197a47848cd08ba97,Maryland,04a-01,04a-01,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,2020 Nuisance Tidal Inundation - Flood Depth Grid,"Esri ArcGIS Online (AGOL) Imagery Layer for accessing theMaryland 2020 Nuisance Tidal Inundation - Flood Depth Grid.Maryland 2020 Nuisance Tidal Inundation - Flood Depth Grid consists of an image service showing geographic areas throughout the State of Maryland that are projected to be impacted by a nuisance tidal flooding scenario in year 2020.The notion of nuisance tidal flooding, also known as sunny-day flooding, as a current threat to transportation infrastructure has become better understood. In most coastal locations, these abnormally high tides have traditionally occurred a few times per year, degrading road support facilities and causing traffic congestion. However, NOAA has documented that nuisance flooding has become significantly more common in the Chesapeake Bay watershed. In time, nuisance flooding is expected to become even more frequent and more hazardous as the area experiences sea-level change. Currently, there is no known map of areas prone to nuisance flooding.Maryland 2020 Nuisance Tidal Inundation - Flood Depth Griddata represents projected stillwater depths (ft) during a 'nuisance' tidal flooding scenario. This data is an attempt to aid in identifying potential vulnerabilities along Maryland's roadway infrastructure. The data supports MDOT State Highway Administration leadership and planners as they endeavor to mitigate or prevent the impacts of sea level change resulting from land surface subsidence and rising sea levels. The product uses sea-level projections to forecasts areas of inundation for a given scenario. University of Maryland Center for Environmental Science (UMCES) provides the sea level change (SLC) estimate. SLC is localized using qualifying National Oceanic and Atmospheric Administration (NOAA) tidal reference stations.The data may be used and redistributed for free but is not intended for legal use, since it likely contains inaccuracies. The User assumes the entire risk associated with its use of these data and bears all responsibility in determining whether these data are fit for the User's intended use. The information contained in these data is dynamic and will change over time. The data are not better than the original sources from which they were derived, and both scale and accuracy may vary across the data set. These data may not have the accuracy, resolution, completeness, timeliness, or other characteristics appropriate for applications that potential users of the data may contemplate. The User is encouraged to carefully consider the content of the metadata file associated with these data. These data are neither legal documents nor land surveys, and must not be used as such.Maryland Department of Transportation State Highway Administration (MDOT SHA)and the Eastern Shore Regional GIS Cooperative (ESRGC) should be cited as the data source in any products derived from these data. Any Users wishing to modify the data should describe the types of modifications they have performed. The User should not misrepresent the data, nor imply that changes made were approved or endorsed by MDOT SHA and/or ESRGC. Neither MDOT SHA, ESRGC, nor the State of Maryland, nor any of their employees or contractors, makes any warranty, express or implied, including warranties of merchantability and fitness for a particular purpose, or assumes any legal liability for the accuracy, completeness, or usefulness, of this information.Last Updated: June 2020For complete project overview and metadata information:Website:https://www.esrgc.org/project/sha-to8For more information about the data, contact Eastern Shore Regional GIS Cooperative (ESRGC):Email:esrgc@salisbury.eduFor more information, contact MDOT SHA OIT Enterprise Information Services:Email:GIS@mdot.maryland.gov",English,ArcGIS Online for Maryland,State of Maryland,Aerial imagery,,NuisanceTidalInundation|TidalInundation|Inundation|Flood|Flooding|NuisanceFlooding|Maryland|MD|ChesapeakeBay|MarylandDepartmentofTransportation|MDOT|MarylandDepartmentofTransportationStateHighwayAdministration|MDOTSHA|OfficeofPlanning&PreliminaryEngineering|OPPE|InnovativePlanning&PerformanceDivision|IPPD|EasternShoreRegionalGISCooperative|ESRGC|UniversityofMarylandCenterforEnvironmentalScience|UMCES|NationalOceanic&AtmosphericAdministration|NOAA|2020,2020-08-23T02:20:08.000Z,,,,Maryland,"-77.267,37.8843,-75.0382,39.6273",Image|Service,Image,Imagery,https://data.imap.maryland.gov/datasets/e5aaaea9826c4feca4fcd8dcdb5dafb4,,,,https://geoservices.salisbury.edu/arcgis/rest/services/MD_NuisanceFlooding/DepthGrid_2020/ImageServer,e5aaaea9826c4feca4fcd8dcdb5dafb4,Maryland,04a-01,04a-01,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Property Boundaries TOD,Item not in FavoritesAdd to FavoritesEditA subset of property listings from the Maryland Department of Transportation's Office of Real Estate and Economic Development office that are Transit-Oriented Development Opportunities either Under Development or currently open. Contains both the points to represent the points at a small scale and boundaries to represent the area at larger scales.,English,ArcGIS Online for Maryland,State of Maryland,Geospatial data,,MDOT|MDOTORED|TOD|Transit-OrientedDevelopment|TransitOrientedDevelopmen|RealEstate|RealEstateDevelopment|Auction|M4CC,2019-02-26T15:33:55.000Z,,,,Maryland,"-76.8791,39.1323,-76.7043,39.5997",Dataset|Service,Vector,Shapefile,https://data.imap.maryland.gov/datasets/f183b9943b7a4209891c1bbfb0ed2d04_1,https://data.imap.maryland.gov/datasets/f183b9943b7a4209891c1bbfb0ed2d04_1.zip,,https://services.arcgis.com/njFNhDsUCentVYJW/arcgis/rest/services/TOD_Properties_MDOT_ORED/FeatureServer/1,,f183b9943b7a4209891c1bbfb0ed2d04_1,Maryland,04a-01,04a-01,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Property Points TOD,Item not in FavoritesAdd to FavoritesEditA subset of property listings from the Maryland Department of Transportation's Office of Real Estate and Economic Development office that are Transit-Oriented Development Opportunities either Under Development or currently open. Contains both the points to represent the points at a small scale and boundaries to represent the area at larger scales.,English,ArcGIS Online for Maryland,State of Maryland,Geospatial data,,MDOT|MDOTORED|TOD|Transit-OrientedDevelopment|TransitOrientedDevelopmen|RealEstate|RealEstateDevelopment|Auction|M4CC,2019-02-26T15:33:55.000Z,,,,Maryland,"-76.871,39.1352,-76.7063,39.5949",Dataset|Service,Vector,Shapefile,https://data.imap.maryland.gov/datasets/f183b9943b7a4209891c1bbfb0ed2d04_0,https://data.imap.maryland.gov/datasets/f183b9943b7a4209891c1bbfb0ed2d04_0.zip,,https://services.arcgis.com/njFNhDsUCentVYJW/arcgis/rest/services/TOD_Properties_MDOT_ORED/FeatureServer/0,,f183b9943b7a4209891c1bbfb0ed2d04_0,Maryland,04a-01,04a-01,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,2100 Nuisance Tidal Inundation - Flood Depth Grid,"Esri ArcGIS Online (AGOL) Imagery Layer for accessing theMaryland 2100 Nuisance Tidal Inundation - Flood Depth Grid.Maryland 2100 Nuisance Tidal Inundation - Flood Depth Grid consists of an image service showing geographic areas throughout the State of Maryland that are projected to be impacted by a nuisance tidal flooding scenario in year 2100.The notion of nuisance tidal flooding, also known as sunny-day flooding, as a current threat to transportation infrastructure has become better understood. In most coastal locations, these abnormally high tides have traditionally occurred a few times per year, degrading road support facilities and causing traffic congestion. However, NOAA has documented that nuisance flooding has become significantly more common in the Chesapeake Bay watershed. In time, nuisance flooding is expected to become even more frequent and more hazardous as the area experiences sea-level change. Currently, there is no known map of areas prone to nuisance flooding.Maryland 2100 Nuisance Tidal Inundation - Flood Depth Griddata represents projected stillwater depths (ft) during a 'nuisance' tidal flooding scenario. This data is an attempt to aid in identifying potential vulnerabilities along Maryland's roadway infrastructure. The data supports MDOT State Highway Administration leadership and planners as they endeavor to mitigate or prevent the impacts of sea level change resulting from land surface subsidence and rising sea levels. The product uses sea-level projections to forecasts areas of inundation for a given scenario. University of Maryland Center for Environmental Science (UMCES) provides the sea level change (SLC) estimate. SLC is localized using qualifying National Oceanic and Atmospheric Administration (NOAA) tidal reference stations.The data may be used and redistributed for free but is not intended for legal use, since it likely contains inaccuracies. The User assumes the entire risk associated with its use of these data and bears all responsibility in determining whether these data are fit for the User's intended use. The information contained in these data is dynamic and will change over time. The data are not better than the original sources from which they were derived, and both scale and accuracy may vary across the data set. These data may not have the accuracy, resolution, completeness, timeliness, or other characteristics appropriate for applications that potential users of the data may contemplate. The User is encouraged to carefully consider the content of the metadata file associated with these data. These data are neither legal documents nor land surveys, and must not be used as such.Maryland Department of Transportation State Highway Administration (MDOT SHA)and the Eastern Shore Regional GIS Cooperative (ESRGC) should be cited as the data source in any products derived from these data. Any Users wishing to modify the data should describe the types of modifications they have performed. The User should not misrepresent the data, nor imply that changes made were approved or endorsed by MDOT SHA and/or ESRGC. Neither MDOT SHA, ESRGC, nor the State of Maryland, nor any of their employees or contractors, makes any warranty, express or implied, including warranties of merchantability and fitness for a particular purpose, or assumes any legal liability for the accuracy, completeness, or usefulness, of this information.Last Updated: June 2020For complete project overview and metadata information:Website:https://www.esrgc.org/project/sha-to8For more information about the data, contact Eastern Shore Regional GIS Cooperative (ESRGC):Email:esrgc@salisbury.eduFor more information, contact MDOT SHA OIT Enterprise Information Services:Email:GIS@mdot.maryland.gov",English,ArcGIS Online for Maryland,State of Maryland,Aerial imagery,,NuisanceTidalInundation|TidalInundation|Inundation|Flood|Flooding|NuisanceFlooding|Maryland|MD|ChesapeakeBay|MarylandDepartmentofTransportation|MDOT|MarylandDepartmentofTransportationStateHighwayAdministration|MDOTSHA|OfficeofPlanning&PreliminaryEngineering|OPPE|InnovativePlanning&PerformanceDivision|IPPD|EasternShoreRegionalGISCooperative|ESRGC|UniversityofMarylandCenterforEnvironmentalScience|UMCES|NationalOceanic&AtmosphericAdministration|NOAA|2100,2020-09-02T18:26:45.000Z,,,,Maryland,"-77.267,37.8842,-75.0382,39.6371",Image|Service,Image,Imagery,https://data.imap.maryland.gov/datasets/07880b71111e472f8513428df687ca85,,,,https://geoservices.salisbury.edu/arcgis/rest/services/MD_NuisanceFlooding/DepthGrid_2100/ImageServer,07880b71111e472f8513428df687ca85,Maryland,04a-01,04a-01,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,MDOT SHA 2050 Mean Higher High Water 1% Annual Chance (100YR Storm) - Depth Grid,"ArcGIS Online (AGOL) Feature Layer which includes the MDOT SHA 2050 Mean Higher High Water 1% Annual Chance (100YR Storm) - Depth Gridgeospatial data product.MDOT SHA 2050 Mean Higher High Water 1% Annual Chance (100YR Storm) - Depth Gridconsists of a depth grid image service depicting conditions of mean higher high water based on the 1% annual chance (100-Year Storm) event for coastal areas throughout the State of Maryland in year 2050. This data product supports Maryland Department of Transportation State Highway Administration (MDOT SHA) leadership and planners as they endeavor to mitigate or prevent the impacts of sea level change resulting from land surface subsidence and rising sea levels.MDOT SHA 2050 Mean Higher High Water 1% Annual Chance (100YR Storm) - Depth Griddata was produced as a result of efforts by the Maryland Department of Transportation State Highway Administration (MDOT SHA), Eastern Shore Regional GIS Cooperative (ESRGC), Salisbury University (SU), United States Corps of Engineers (USACE), NationalOceanic & Atmospheric Administration (NOAA), and the United States Geological Survey (USGS). TheUS Army Corps of Engineers provide the sea level change estimate. Sea level changeis localized using water elevations collected from a qualifying National Oceanic and Atmospheric Administration (NOAA) tidal reference station - NOAA observations are transformed from tidal datum to North American Vertical Datum of 1988. A final correction for glacial isostatic adjustment and land creates ansea level changevalue for the official project year, 2050.MDOT SHA 2050 Mean Higher High Water 1% Annual Chance (100YR Storm) - Depth Griddata was task-based, and will only be updated on an As-Needed basis where necessary.Last Updated: 10/07/2019For additional information, contact the MDOT SHA Geospatial Technologies:Email:GIS@mdot.maryland.govFor information related to the data, visit the Eastern Shore Regional GIS Cooperative (ESRGC) websiteWebsite:https:www.esrgc.org/mapServices/For additional data, visit the MDOT GIS Open Data Portal:Website:https://data.imap.maryland.gov/pages/mdot/For additional information related to the Maryland Department of Transportation (MDOT):Website:https://www.mdot.maryland.gov/For additional information related to the Maryland Department of Transportation State Highway Administration (MDOT SHA):Website:https://www.roads.maryland.gov/Home.aspxMDOT SHA Geospatial Data Legal Disclaimer:The Maryland Department of Transportation State Highway Administration (MDOT SHA) makes no warranty, expressed or implied, as to the use or appropriateness of geospatial data, and there are no warranties of merchantability or fitness for a particular purpose or use. The information contained in geospatial data is from publicly available sources, but no representation is made as to the accuracy or completeness of geospatial data. MDOT SHA shall not be subject to liability for human error, error due to software conversion, defect, or failure of machines, or any material used in the connection with the machines, including tapes, disks, CD-ROMs or DVD-ROMs and energy. MDOT SHA shall not be liable for any lost profits, consequential damages, or claims against MDOT SHA by third parties.",English,ArcGIS Online for Maryland,State of Maryland,Aerial imagery,,DepthGrid|Flooding|Flood|HighWater|Model|FloodDepthGrid|Statewide|Maryland|MD|MarylandDepartmentofTransportation|MDOT|MarylandDepartmentofTransportationStateHighwayAdministration|MDOTSHA|MDOTSHAOfficeofPlanning&PreliminaryEngineering|OPPE|Climate|ClimateChange|NOAA|USGS|SalisburyUniversity|ESRGC|USACE|2050|MeanHigherHighWater|MHHW|1%|1%AnnualChance|100YearStorm|100-YearStorm|100YRStorm,2019-10-08T21:22:35.000Z,,,,Maryland,"-77.267,37.8843,-75.0383,39.6414",Image|Service,Image,Imagery,https://data.imap.maryland.gov/datasets/ef88c519c0544186bf782f04d799ad42,,,,https://geoservices.salisbury.edu/arcgis/rest/services/MD_MeanHigherHighWater_2050/DepthGrid_01_PercentAnnualChance/ImageServer,ef88c519c0544186bf782f04d799ad42,Maryland,04a-01,04a-01,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Building Permits in 2014,"The dataset is continuously updated and contains locations and attributes of building construction and alteration permits applied for and approved by the District of Columbia Department of Consumer and Regulatory Affairs. The building permit process is described on the DCRA website https://dcra.dc.gov/.These data are shared via an automated process where addresses are batch matched (geocoded) to the District's Master Address Repository. Users may find that some data points will contain 0,0 for X,Y coordinates resulting in inconsistent spatial locations. Addresses for these data points could not be automatically geocoded and will need to be manually geocoded to 'best fit' locations in DC. Use the MAR Geocoder to help complete this.",English,D.C. Office of the Chief Technology Officer,"Washington, District of Columbia",Geospatial data,,BuildingPermits|cdw|DCGIS|dcra|DistrictofColumbia|Feeds|may2017|OpenData|WashingtonDC,2015-04-29T17:24:54.000Z,,,,"Washington, District of Columbia|District of Columbia|Maryland|Virginia","-77.1138,38.8137,-76.771,41.2486",Dataset|Service,Vector,Shapefile,https://opendata.dc.gov/datasets/d4891ca6951947538f6707a6b07ae225_5,https://opendata.dc.gov/datasets/d4891ca6951947538f6707a6b07ae225_5.zip,https://maps2.dcgis.dc.gov/dcgis/rest/services/FEEDS/DCRA/MapServer/5,,,d4891ca6951947538f6707a6b07ae225_5,Maryland,04c-01,04c-01,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,DC Streatery,"As part of the District's Phase One reopening, restaurants may open outdoor seating with physical distancing and safeguards measures, coronavirus.dc.gov/phaseone. Restaurants can apply to use expanded sidewalk space, alleys, parking lanes, and travel lanes for table seating. Alcoholic Beverage Control (ABC)-licensed establishments and restaurants not serving alcohol with existing sidewalk cafes and summer gardens that plan no changes to their previously approved perimeters are not required to register under the new process and may start operations immediately. Any new or expanded spaces must be clearly delineated from any preexisting licensed space. All businesses providing outdoor table service on licensed sidewalk cafes or summer gardens or in a new or expanded space must comply with DDOT-issued guidelines, including seating configurations and patron queueing. Approved hours of operation are 8 am - 12 am, seven days a week.Alcoholic Beverage Control (ABC)-licensed establishments and restaurants not serving alcohol with existing sidewalk cafes and summer gardens that plan no changes to their previously approved perimeters are not required to register under the new process and may start operations immediately. Any new or expanded spaces must be clearly delineated from any preexisting licensed space. All businesses providing outdoor table service on licensed sidewalk cafes or summer gardens or in a new or expanded space must comply with DDOT-issued guidelines, including seating configurations and patron queueing. Approved hours of operation are 8 am - 12 am, seven days a week.For more information visit: https://ddot.dc.gov/page/streateries-districts-phase-one-reopening",English,D.C. Office of the Chief Technology Officer,"Washington, District of Columbia",Geospatial data,,business|cdw|coronavirus|covid-19|curb|dc|DCGIS|ddot|districtofcolumbia|economy|Feeds|food|permit|permitting|publicspace|publicspacepermit|streatery|tops|transportation|washingtondc,2020-10-14T13:14:49.000Z,,,,"Washington, District of Columbia|District of Columbia|Maryland|Virginia","-77.1121,38.8159,-76.9113,38.9871",Dataset|Service,Vector,Shapefile,https://opendata.dc.gov/datasets/201e7206ffed450f89d362316514af1a_158,https://opendata.dc.gov/datasets/201e7206ffed450f89d362316514af1a_158.zip,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Transportation_WebMercator/MapServer/158,,,201e7206ffed450f89d362316514af1a_158,Maryland,04c-01,04c-01,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Historic Landmarks Points,"This dataset contains Historic Landmarks (by structure) officially designated by the District of Columbia. This is a consolidated collection of structures with historical significance within the District of Columbia as listed in the ""District of Columbia Inventory of Historic Sights"". It contains the locations and attributes of buildings, statues, bridges, forts, fountains, & memorials of historical worth. Additional datasets are available of Historic Districts. The same records in this polygon-format dataset are also available in a point-format dataset.",English,DC Office of Planning,"Washington, District of Columbia",Geospatial data,,2012|D.C.|DC|DCGIS|DistrictofColumbia|Historic|HistoricBuildings|HistoricPreservation|HistoricStructures|HistoricalDesignation|Landuse|NationalRegister|OpenData|Planning|Washington|WashingtonDC|Zoning,2015-02-27T21:08:40.000Z,,,,"Washington, District of Columbia|District of Columbia|Maryland|Virginia","-77.1725,38.7902,-76.909,38.996",Dataset|Service,Vector,Shapefile,https://opendata.dc.gov/datasets/a84610f08a2943d588d71ff059a5788b_22,https://opendata.dc.gov/datasets/a84610f08a2943d588d71ff059a5788b_22.zip,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Planning_Landuse_and_Zoning_WebMercator/MapServer/22,,,a84610f08a2943d588d71ff059a5788b_22,Maryland,04c-01,04c-01,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Adopt a Block Cleanup Events,"After a clean up event by our block adopters, event organizers record their clean up data. This includes items such as how many trash bags were used. The number of volunteers that joined. By sharing this information the Office of Clean city can better engage with all communities. This layer is used in the Group Spotlights section of the Adopt a Block hub site,https://adopt-a-block-dcgis.hub.arcgis.com/.",English,"City of Washington, DC","Washington, District of Columbia",Geospatial data,,occ|cleanup|submission|dc|districtofcolumbia|moca|officeofcleancity|trashfreedc|adoptablock|adopt|rolloffday|trash|volunteer,2020-10-06T14:21:39.000Z,,,,"Washington, District of Columbia|District of Columbia|Maryland|Virginia","-77.0556,38.8751,-76.9297,38.9674",Dataset|Service,Vector,Shapefile,https://opendata.dc.gov/datasets/2c691ca1827a4ac8882959c4ba6e96fa_68,https://opendata.dc.gov/datasets/2c691ca1827a4ac8882959c4ba6e96fa_68.zip,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Public_Service_WebMercator/MapServer/68,,,2c691ca1827a4ac8882959c4ba6e96fa_68,Maryland,04c-01,04c-01,Active,ArcGIS Hub,,Public,,FALSE,FALSE
