Title,Alternative Title,Description,Language,Creator,Title Source,Resource Class,Theme,Keyword,Date Issued,Temporal Coverage,Date Range,Spatial Coverage,Bounding Box,Resource Type,Format,Information,Download,MapServer,FeatureServer,ImageServer,ID,Identifier,Provider,Code,Member Of,Is Part Of,Status,Accrual Method,Date Accessioned,Rights,Access Rights,Suppressed,Child Record,File Size
"Village Shoreland Zoning Jurisdiction [Waukesha County, Wisconsin]",Village Shoreland Zoning Jurisdiction,Town Zoning,eng,Waukesha County,"Waukesha County, Wisconsin",Datasets,Property,WaukeshaCounty|Environmental|Boundaries|Business|Housing|EconomicDevelopment|Zoning|Overlays,2016-12-08T17:13:01.000Z,Continually updated resource,,"Waukesha County, Wisconsin|Wisconsin","-88.3072,42.9303,-88.1864,43.0173",Vector data,Shapefile,https://data-waukeshacounty.opendata.arcgis.com/maps/WaukeshaCounty::village-shoreland-zoning-jurisdiction,https://data-waukeshacounty.opendata.arcgis.com/datasets/WaukeshaCounty::village-shoreland-zoning-jurisdiction.zip,https://gis2.waukcogeo.com/server/rest/services/ZoningTown/MapServer/5,,,d035929e1f1c45f3b1992d4a1b5147db_5,https://hub.arcgis.com/datasets/item.html?id=d035929e1f1c45f3b1992d4a1b5147db_5,Waukesha County GIS Download,10b-55133,ba5cc745-21c5-4ae9-954b-72dd8db6815a,10b-55133,Active,ArcGIS Hub,10/14/22,,Public,FALSE,FALSE,0.2042 MB
"Abatements and TIFS Centroids [Cuyahoga County, Ohio]",Abatements and TIFS Centroids,,eng,Cuyahoga County,"Cuyahoga County, Ohio",Datasets,Property,EPV,2022-04-05T15:52:07.000Z,Continually updated resource,,"South Euclid, Ohio|Bedford Heights, Ohio|Bedford, Ohio|Lyndhurst, Ohio|Newburgh Heights, Ohio|Beachwood, Ohio|Woodmere, Ohio|Brook Park, Ohio|Linndale, Ohio|Shaker Heights, Ohio|Bay Village, Ohio|Brooklyn Heights, Ohio|Montgomery County, Ohio|Lake County, Ohio|Seven Hills, Ohio|Fairview Park, Ohio|Highland Hills, Ohio|Orange, Ohio|Cleveland, Ohio|East Cleveland, Ohio|Olmsted Falls, Ohio|Richmond Heights, Ohio|North Randall, Ohio|Walton Hills, Ohio|Independence, Ohio|University Heights, Ohio|Garfield Heights, Ohio|Glenwillow, Ohio|Berea, Ohio|Lakewood, Ohio|Summit County, Ohio|Maple Heights, Ohio|Highland Heights, Ohio|Cuyahoga Heights, Ohio|Lorain County, Ohio|Cuyahoga County, Ohio|Oakwood, Ohio|Paulding County, Ohio|Bratenahl, Ohio|Warrensville Heights, Ohio|Twinsburg Heights, Ohio|Valley View, Ohio|Cleveland Heights, Ohio|Wickliffe, Ohio|Parma, Ohio|Brooklyn, Ohio|Parma Heights, Ohio|Rocky River, Ohio|Middleburg Heights, Ohio|Northfield, Ohio|Ohio","-81.9709,41.2831,-81.4385,41.6284",Vector data,Shapefile,https://data-cuyahoga.opendata.arcgis.com/maps/cuyahoga::abatements-and-tifs-centroids,https://data-cuyahoga.opendata.arcgis.com/datasets/cuyahoga::abatements-and-tifs-centroids.zip,,https://gis.cuyahogacounty.us/server/rest/services/Hosted/Abatements_and_TIFs/FeatureServer/0,,0754f2c5337549928731b8752acf7e17_0,https://hub.arcgis.com/datasets/item.html?id=0754f2c5337549928731b8752acf7e17_0,Cuyahoga County Open Data,11b-39035,ba5cc745-21c5-4ae9-954b-72dd8db6815a,11b-39035,Active,ArcGIS Hub,10/14/22,,Public,FALSE,FALSE,0.4669 MB
Dublin Aerials  State Plane [Ohio] {2005},Dublin Aerials 2005 State Plane,,eng,"City of Dublin, Ohio",Ohio,Datasets,Imagery,aerial|photo|photos|Dublin|Ohio|2005,2016-09-12T14:16:32.000Z,2005,2005-2005,"New California, Ohio|Union County, Ohio|Shawnee Hills, Ohio|Greene County, Ohio|Delaware County, Ohio|Dublin, Ohio|Franklin County, Ohio|Ohio","-83.2828,40.0381,-83.0721,40.2024",Vector data,Shapefile,https://ogrip-geohio.opendata.arcgis.com/maps/DublinOhio::dublin-aerials-2005-state-plane,https://ogrip-geohio.opendata.arcgis.com/datasets/cuyahoga::abatements-and-tifs-centroids.zip,https://tiles.arcgis.com/tiles/NqY8dnPSEdMJhuRw/arcgis/rest/services/Dublin_Aerials_2005/MapServer/0,,,49109b4662224ee68bb95fb8b72890c5_0,https://hub.arcgis.com/datasets/item.html?id=49109b4662224ee68bb95fb8b72890c5_0,GEOhio Spatial Data Discovery Portal,11a-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,11a-01,Active,ArcGIS Hub,10/14/22,,Public,FALSE,FALSE,9.7118 MB
Dublin Aerials  State Plane [Ohio] {2016},Dublin Aerials 2016 State Plane,,eng,"City of Dublin, Ohio",Ohio,Datasets,Imagery,AerialPhotos|aerial|photos|Dublin|Ohio|2016,2017-04-18T10:45:41.000Z,2016,2016-2016,"New California, Ohio|Union County, Ohio|Shawnee Hills, Ohio|Greene County, Ohio|Delaware County, Ohio|Dublin, Ohio|Franklin County, Ohio|Ohio","-83.2804,40.0428,-83.0808,40.2018",Vector data,Shapefile,https://ogrip-geohio.opendata.arcgis.com/maps/DublinOhio::dublin-aerials-2016-state-plane,https://ogrip-geohio.opendata.arcgis.com/datasets/cuyahoga::abatements-and-tifs-centroids.zip,https://tiles.arcgis.com/tiles/NqY8dnPSEdMJhuRw/arcgis/rest/services/Dublin_Aerials_2016/MapServer/0,,,98d5f4bf25a947a3a0fba4fcba773a42_0,https://hub.arcgis.com/datasets/item.html?id=98d5f4bf25a947a3a0fba4fcba773a42_0,GEOhio Spatial Data Discovery Portal,11a-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,11a-01,Active,ArcGIS Hub,10/14/22,,Public,FALSE,FALSE,9.7118 MB
Dublin Aerials  State Plane [Ohio] {2010},Dublin Aerials 2010 State Plane,,eng,"City of Dublin, Ohio",Ohio,Datasets,Imagery,aerial|photo|photos|Dublin|Ohio|2010,2016-09-12T17:34:59.000Z,2010,2010-2010,"Plain City, Ohio|Madison County, Ohio|New California, Ohio|Union County, Ohio|Shawnee Hills, Ohio|Greene County, Ohio|Delaware County, Ohio|Dublin, Ohio|Franklin County, Ohio|Ohio","-83.2906,40.0349,-83.0661,40.2098",Vector data,Shapefile,https://ogrip-geohio.opendata.arcgis.com/maps/DublinOhio::dublin-aerials-2010-state-plane,https://ogrip-geohio.opendata.arcgis.com/datasets/cuyahoga::abatements-and-tifs-centroids.zip,https://tiles.arcgis.com/tiles/NqY8dnPSEdMJhuRw/arcgis/rest/services/Dublin_Aerials_2010/MapServer/0,,,dd5a6ff02a8747a4afbf2878742a7e91_0,https://hub.arcgis.com/datasets/item.html?id=dd5a6ff02a8747a4afbf2878742a7e91_0,GEOhio Spatial Data Discovery Portal,11a-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,11a-01,Active,ArcGIS Hub,10/14/22,,Public,FALSE,FALSE,9.7118 MB
Mid-Ohio Regional Planning Commission (MORPC) Blueways Access [Ohio],MORPC Blueways Access,"The Mid-Ohio Regional Planning Commission -- in partnership with local communities, parks districts, and grassroots organizations -- provides residents and visitors with information on where they can safely and legally access the water for paddle sports in Central Ohio's neighborhoods.",eng,Jkaper_MORPC,Ohio,Datasets,Transportation,access|blueways|Transportation|morpc,2018-01-18T18:25:31.000Z,Continually updated resource,,"Orient, Ohio|Upper Arlington, Ohio|Kilbourne, Ohio|Lockbourne, Ohio|Delaware, Ohio|Stark County, Ohio|Delaware County, Ohio|Marble Cliff, Ohio|Ostrander, Ohio|West Jefferson, Ohio|Plumwood, Ohio|Greene County, Ohio|Hilliard, Ohio|Union County, Ohio|Valleyview, Ohio|Urbancrest, Ohio|Lafayette, Ohio|Unionville Center, Ohio|Allen County, Ohio|Darbydale, Ohio|Shawnee Hills, Ohio|Harrisburg, Ohio|Bexley, Ohio|Pickaway County, Ohio|Huber Ridge, Ohio|Riverlea, Ohio|Franklin County, Ohio|Grandview Heights, Ohio|Minerva Park, Ohio|Plain City, Ohio|Madison County, Ohio|Powell, Ohio|New California, Ohio|Lake Darby, Ohio|Milford Center, Ohio|Marysville, Ohio|Obetz, Ohio|Commercial Point, Ohio|Grove City, Ohio|Worthington, Ohio|Westerville, Ohio|Galena, Ohio|Lincoln Village, Ohio|London, Ohio|Dublin, Ohio|Ohio","-83.4818,39.7608,-82.8569,40.3538",Vector data,Shapefile,https://ogrip-geohio.opendata.arcgis.com/maps/41f1e828fce7472ba88ff08352f17680_0,https://ogrip-geohio.opendata.arcgis.com/datasets/41f1e828fce7472ba88ff08352f17680_0.zip,,https://services1.arcgis.com/EjjnBtwS9ivTGI8x/arcgis/rest/services/access_ii/FeatureServer/0,,41f1e828fce7472ba88ff08352f17680_0,https://hub.arcgis.com/datasets/item.html?id=41f1e828fce7472ba88ff08352f17680_0,GEOhio Spatial Data Discovery Portal,11a-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,11a-01,Active,ArcGIS Hub,10/14/22,,Public,FALSE,FALSE,0.0068 MB
Mid-Ohio Regional Planning Commission (MORPC) Blueways Trail [Ohio],MORPC Blueways Trail,"The Mid-Ohio Regional Planning Commission -- in partnership with local communities, parks districts, and grassroots organizations -- provides residents and visitors with information on where they can safely and legally access the water for paddle sports in Central Ohio's neighborhoods.",eng,Jkaper_MORPC,Ohio,Datasets,Transportation,blueways|MORPCdata|MORPC|Transportation,2018-01-18T18:26:21.000Z,Continually updated resource,,"Orient, Ohio|Upper Arlington, Ohio|Kilbourne, Ohio|Lockbourne, Ohio|Delaware, Ohio|Stark County, Ohio|Delaware County, Ohio|Marble Cliff, Ohio|Ostrander, Ohio|Greene County, Ohio|Hilliard, Ohio|Blacklick Estates, Ohio|Union County, Ohio|Valleyview, Ohio|Whitehall, Ohio|Urbancrest, Ohio|Darbydale, Ohio|Shawnee Hills, Ohio|Harrisburg, Ohio|Bexley, Ohio|Pickaway County, Ohio|Huber Ridge, Ohio|Riverlea, Ohio|Grandview Heights, Ohio|Franklin County, Ohio|Minerva Park, Ohio|Madison County, Ohio|Powell, Ohio|New California, Ohio|Lake Darby, Ohio|Obetz, Ohio|Grove City, Ohio|Worthington, Ohio|Westerville, Ohio|Galena, Ohio|Lincoln Village, Ohio|Dublin, Ohio|Ohio","-83.2607,39.7724,-82.8511,40.3540",Vector data,Shapefile,https://ogrip-geohio.opendata.arcgis.com/maps/749f6358ad7a4f4eb168c09fa191d41f_0,https://ogrip-geohio.opendata.arcgis.com/datasets/749f6358ad7a4f4eb168c09fa191d41f_0.zip,,https://services1.arcgis.com/EjjnBtwS9ivTGI8x/arcgis/rest/services/blueways_ii/FeatureServer/0,,749f6358ad7a4f4eb168c09fa191d41f_0,https://hub.arcgis.com/datasets/item.html?id=749f6358ad7a4f4eb168c09fa191d41f_0,GEOhio Spatial Data Discovery Portal,11a-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,11a-01,Active,ArcGIS Hub,10/14/22,,Public,FALSE,FALSE,0.1253 MB
Tax Increment Financing Parcels [Ohio],TIF Parcels,"Tax Increment Financing (TIF) is an economic development mechanism available to local governments in Ohio to finance public infrastructure improvements and, in certain circumstances, residential rehabilitation. TIF districts (TIFs) are implemented at the local level and may be created by a township, municipality or county. Payments derived from the increased assessed value of any improvement to real property beyond the original value are directed towards a separate fund to finance the construction of public infrastructure defined within the TIF legislation.TIFs are established through legislation passed by City Council that:Designates the parcel(s) to be exempted from taxation,Declares improvements to private property within the specified area as serving a public purpose,Delineates the public infrastructure improvements to be made that will directly benefit the parcel, andSpecifies the equivalent funds to be created for those redirected monies.Only those public infrastructure improvements directly serving the increased demand arising from the real property improvements to the parcel(s) or an Incentive District are eligible for Tax Increment Financing.",eng,"City of Dublin, Ohio",Ohio,Datasets,Property,TIF|TIFParcels|TaxIncrementFinancing|Dublin|EconomicDevelopment,2022-08-17T13:08:59.000Z,Continually updated resource,,"Madison County, Ohio|Licking County, Ohio|Columbus, Ohio|Union County, Ohio|Delaware County, Ohio|Dublin, Ohio|Fairfield County, Ohio|Franklin County, Ohio|Ohio","-83.2017,40.0806,-83.0905,40.1519",Vector data,Shapefile,https://ogrip-geohio.opendata.arcgis.com/maps/DublinOhio::tif-parcels,https://ogrip-geohio.opendata.arcgis.com/datasets/DublinOhio::tif-parcels.zip,,https://services1.arcgis.com/NqY8dnPSEdMJhuRw/arcgis/rest/services/TIF_Parcels/FeatureServer/0,,3f027cb90e5c4a039ab7d43b005cc408_0,https://hub.arcgis.com/datasets/item.html?id=3f027cb90e5c4a039ab7d43b005cc408_0,GEOhio Spatial Data Discovery Portal,11a-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,11a-01,Active,ArcGIS Hub,10/14/22,,Public,FALSE,FALSE,0.6951 MB
Buildings [Ohio],Buildings,"Building and Structure footprints in and around Dublin OH, USA",eng,"City of Dublin, Ohio",Ohio,Datasets,Property,Buildings|Structures,2021-04-07T14:54:10.000Z,Continually updated resource,,"New California, Ohio|Union County, Ohio|Shawnee Hills, Ohio|Greene County, Ohio|Delaware County, Ohio|Dublin, Ohio|Franklin County, Ohio|Ohio","-83.2771,40.0461,-83.0636,40.1800",Vector data,Shapefile,https://ogrip-geohio.opendata.arcgis.com/maps/DublinOhio::buildings,https://ogrip-geohio.opendata.arcgis.com/datasets/DublinOhio::buildings.zip,,https://services1.arcgis.com/NqY8dnPSEdMJhuRw/arcgis/rest/services/Building_Footprints/FeatureServer/0,,e2f06ef3f71c4433a897620b888bd5d1_0,https://hub.arcgis.com/datasets/item.html?id=e2f06ef3f71c4433a897620b888bd5d1_0,GEOhio Spatial Data Discovery Portal,11a-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,11a-01,Active,ArcGIS Hub,10/14/22,,Public,FALSE,FALSE,6.3823 MB
Sidewalk Inventory MPO [Ohio],Sidewalk Inventory MPO,,eng,agol4cogis,Ohio,Datasets,Transportation,sidewalks|transportation|activetransportation,2021-10-05T14:51:23.000Z,Continually updated resource,,"Delaware, Ohio|Delaware County, Ohio|Marble Cliff, Ohio|Thurston, Ohio|Groveport, Ohio|Pickerington, Ohio|Hilliard, Ohio|Union County, Ohio|Valleyview, Ohio|Marengo, Ohio|Unionville Center, Ohio|Darbydale, Ohio|Harrisburg, Ohio|Knox County, Ohio|Granville, Ohio|Grandview Heights, Ohio|West Rushville, Ohio|Plain City, Ohio|Madison County, Ohio|Powell, Ohio|Lithopolis, Ohio|Sparta, Ohio|Morrow County, Ohio|Westerville, Ohio|Millersport, Ohio|Fairfield County, Ohio|West Jefferson, Ohio|Beechwood Trails, Ohio|Buckeye Lake, Ohio|Radnor, Ohio|Granville South, Ohio|New California, Ohio|Lake Darby, Ohio|Grove City, Ohio|Lincoln Village, Ohio|Orient, Ohio|Licking County, Ohio|Hartford (croton), Ohio|Pataskala, Ohio|Lockbourne, Ohio|Sunbury, Ohio|Fairfield Beach, Ohio|Stark County, Ohio|Centerburg, Ohio|Greene County, Ohio|Blacklick Estates, Ohio|Whitehall, Ohio|Mount Vernon, Ohio|Pleasantville, Ohio|Minerva Park, Ohio|Derby, Ohio|Carroll, Ohio|Galena, Ohio|Utica, Ohio|Reynoldsburg, Ohio|Upper Arlington, Ohio|Canal Winchester, Ohio|Kilbourne, Ohio|Johnstown, Ohio|Ostrander, Ohio|Urbancrest, Ohio|Hebron, Ohio|Jersey, Ohio|Alexandria, Ohio|Shawnee Hills, Ohio|Brice, Ohio|Pickaway County, Ohio|Bexley, Ohio|South Mount Vernon, Ohio|Gahanna, Ohio|Etna, Ohio|Huber Ridge, Ohio|Baltimore, Ohio|Franklin County, Ohio|Riverlea, Ohio|Kirkersville, Ohio|New Albany, Ohio|Columbus, Ohio|Magnetic Springs, Ohio|Ashley, Ohio|Obetz, Ohio|Commercial Point, Ohio|Worthington, Ohio|Rushville, Ohio|Dublin, Ohio|Ohio","-83.4036,39.7264,-82.4169,40.4450",Vector data,Shapefile,https://ogrip-geohio.opendata.arcgis.com/maps/7b0e37b9463e410e919cd9334f060ffa_3,https://ogrip-geohio.opendata.arcgis.com/datasets/DublinOhio::buildings.zip,,https://services1.arcgis.com/EjjnBtwS9ivTGI8x/arcgis/rest/services/Sidewalk_Inventory_MPO/FeatureServer/3,,7b0e37b9463e410e919cd9334f060ffa_3,https://hub.arcgis.com/datasets/item.html?id=7b0e37b9463e410e919cd9334f060ffa_3,GEOhio Spatial Data Discovery Portal,11a-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,11a-01,Active,ArcGIS Hub,10/14/22,,Public,FALSE,FALSE,6.3823 MB
"Parcels [Athens County, Ohio]",Parcels,Athens County Parcels,eng,Athens County GIS,"Athens County, Ohio",Datasets,Property,LandRecords,2022-08-19T15:47:08.000Z,Continually updated resource,,"Hockingport, Ohio|Stewart, Ohio|Jacksonville, Ohio|Millfield, Ohio|Stockport, Ohio|Coolville, Ohio|Murray City, Ohio|The Plains, Ohio|Nelsonville, Ohio|Chesterhill, Ohio|Trimble, Ohio|Amesville, Ohio|Hocking County, Ohio|New Marshfield, Ohio|Glouster, Ohio|Buchtel, Ohio|Carbon Hill, Ohio|Morgan County, Ohio|Chauncey, Ohio|Athens, Ohio|Athens County, Ohio|Albany, Ohio|Ohio","-82.2988,39.1801,-81.7186,39.5567",Vector data,Shapefile,https://data-athgis.opendata.arcgis.com/maps/athgis::parcels-2,https://data-athgis.opendata.arcgis.com/datasets/athgis::parcels-2.zip,,https://services2.arcgis.com/2zE4x6y8cTIstSBE/arcgis/rest/services/Parcels/FeatureServer/0,,7f62189441924f61a847bf9557ba4064_0,https://hub.arcgis.com/datasets/item.html?id=7f62189441924f61a847bf9557ba4064_0,Athens County GIS Data,11b-39009,ba5cc745-21c5-4ae9-954b-72dd8db6815a,11b-39009,Active,ArcGIS Hub,10/14/22,,Public,FALSE,FALSE,10.0413 MB
"Corps [Athens County, Ohio]",Corps,This layer represents Athens County cities and villages.,eng,Athens County GIS,"Athens County, Ohio",Datasets,Agriculture,landrecords,2022-08-19T14:28:26.000Z,Continually updated resource,,"Hocking County, Ohio|New Marshfield, Ohio|The Plains, Ohio|Nelsonville, Ohio|Morgan County, Ohio|Chauncey, Ohio|Stewart, Ohio|Jacksonville, Ohio|Millfield, Ohio|Athens, Ohio|Chesterhill, Ohio|Athens County, Ohio|Trimble, Ohio|Buchtel, Ohio|Amesville, Ohio|Carbon Hill, Ohio|Albany, Ohio|Ohio","-82.2552,39.2090,-81.7816,39.5127",Vector data,Shapefile,https://data-athgis.opendata.arcgis.com/maps/athgis::corps,https://data-athgis.opendata.arcgis.com/datasets/athgis::corps.zip,,https://services2.arcgis.com/2zE4x6y8cTIstSBE/arcgis/rest/services/Corps/FeatureServer/0,,46d7d2e740fb48ca8bc26523aae134e6_0,https://hub.arcgis.com/datasets/item.html?id=46d7d2e740fb48ca8bc26523aae134e6_0,Athens County GIS Data,11b-39009,ba5cc745-21c5-4ae9-954b-72dd8db6815a,11b-39009,Active,ArcGIS Hub,10/14/22,,Public,FALSE,FALSE,0.0491 MB
"Subdivisions [Athens County, Ohio]",Subdivisions,Athens County Subdivisions,eng,Athens County GIS,"Athens County, Ohio",Datasets,Property,LandRecords,2022-09-02T15:24:11.000Z,Continually updated resource,,"Stewart, Ohio|Jacksonville, Ohio|Millfield, Ohio|Coolville, Ohio|Murray City, Ohio|The Plains, Ohio|Nelsonville, Ohio|Chesterhill, Ohio|Trimble, Ohio|Amesville, Ohio|Hocking County, Ohio|New Marshfield, Ohio|Glouster, Ohio|Buchtel, Ohio|Carbon Hill, Ohio|Morgan County, Ohio|Chauncey, Ohio|Athens, Ohio|Athens County, Ohio|Albany, Ohio|Ohio","-82.2683,39.1877,-81.7459,39.5406",Vector data,Shapefile,https://data-athgis.opendata.arcgis.com/maps/athgis::subdivisions,https://data-athgis.opendata.arcgis.com/datasets/athgis::subdivisions.zip,,https://services2.arcgis.com/2zE4x6y8cTIstSBE/arcgis/rest/services/Subdivisions/FeatureServer/0,,ce7a81007dc7454fa64609e6151a78a1_0,https://hub.arcgis.com/datasets/item.html?id=ce7a81007dc7454fa64609e6151a78a1_0,Athens County GIS Data,11b-39009,ba5cc745-21c5-4ae9-954b-72dd8db6815a,11b-39009,Active,ArcGIS Hub,10/14/22,,Public,FALSE,FALSE,0.2394 MB
"Landhooks LL [Athens County, Ohio]",Landhooks LL,REQUIRED: A brief narrative summary of the data set.,eng,Athens County GIS,"Athens County, Ohio",Datasets,Boundaries,2,2022-08-08T15:36:17.000Z,Continually updated resource,,"Hockingport, Ohio|Stewart, Ohio|Jacksonville, Ohio|Millfield, Ohio|Coolville, Ohio|Murray City, Ohio|The Plains, Ohio|Nelsonville, Ohio|Chesterhill, Ohio|Trimble, Ohio|Amesville, Ohio|Hocking County, Ohio|New Marshfield, Ohio|Glouster, Ohio|Buchtel, Ohio|Carbon Hill, Ohio|Morgan County, Ohio|Chauncey, Ohio|Athens, Ohio|Athens County, Ohio|Albany, Ohio|Ohio","-82.2988,39.1801,-81.7189,39.5539",Vector data,Shapefile,https://data-athgis.opendata.arcgis.com/maps/athgis::landhooks-ll,https://data-athgis.opendata.arcgis.com/datasets/athgis::landhooks-ll.zip,,https://services2.arcgis.com/2zE4x6y8cTIstSBE/arcgis/rest/services/Landhooks_LL/FeatureServer/0,,58610cd357414c739ad7e1a16c87d85d_0,https://hub.arcgis.com/datasets/item.html?id=58610cd357414c739ad7e1a16c87d85d_0,Athens County GIS Data,11b-39009,ba5cc745-21c5-4ae9-954b-72dd8db6815a,11b-39009,Active,ArcGIS Hub,10/14/22,,Public,FALSE,FALSE,3.2891 MB
"Location Based Response System Centerlines  [Lorain County, Ohio]",LBRS Centerlines ,"*The Location Based Response System (LBRS) is an initiative of the Ohio Geographically Referenced Information Program (OGRIP). The LBRS establishes partnerships between State and County government for the creation of spatially accurate street centerlines with address ranges and field verified site-specific address locations. Funding to support the development of LBRS compliant systems is available to counties through a Memorandum of Agreement (MOA) that establishes roles and responsibilities for program participation. Participating counties provide project management and QA/QC on road names, addresses, etc to develop data that is compatible with the state's legacy roadway inventory. The Ohio Department of Transportation is the LBRS Program Sponsor, providing technical guidance, support, and QA/QC services. The program is being administered by OGRIP, the state's coordinating body for Geographic Information System (GIS) activities. Through the collaborative efforts of State and Local government the LBRS program is producing highly accurate field verified data that is current, complete, consistent, and accessible. LBRS data is maintained as an Ohio asset by local resources and is provided to the state as part of a coordinated long-term effort by OGRIP to reduce redundant data collection by developing data that meets the needs of several levels of government. The LBRS supports a multi-jurisdictional approach to protecting the health, safety and welfare of the state's constituents. *http://ogrip.oit.ohio.gov/ProjectsInitiatives/LBRS.aspx",eng,Lorain County Auditor GIS,"Lorain County, Ohio",Datasets,Transportation,Centerlines|LBRS,2017-05-02T14:05:41.000Z,Continually updated resource,,"Mitiwanga, Ohio|Oberlin, Ohio|Vermilion, Ohio|Ashland County, Ohio|Medina County, Ohio|Kipton, Ohio|Sheffield Lake, Ohio|Elyria, Ohio|Birmingham, Ohio|Chippewa Lake, Ohio|Lagrange, Ohio|Milan, Ohio|Westlake, Ohio|Sheffield, Ohio|Amherst, Ohio|Collins, Ohio|Lorain, Ohio|Pheasant Run, Ohio|Olmsted Falls, Ohio|North Ridgeville, Ohio|Rochester, Ohio|Berlin Heights, Ohio|Huron, Ohio|Grafton, Ohio|Berea, Ohio|Huron County, Ohio|Avon, Ohio|Spencer, Ohio|Lorain County, Ohio|Cuyahoga County, Ohio|Wellington, Ohio|Eaton Estates, Ohio|New London, Ohio|North Olmsted, Ohio|Beulah Beach, Ohio|Wakeman, Ohio|Erie County, Ohio|Valley City, Ohio|Rocky River, Ohio|South Amherst, Ohio|Ohio","-82.6191,41.0578,-81.8171,41.5144",Vector data,Shapefile,https://data-loraingis.opendata.arcgis.com/maps/LorainGIS::lbrs-centerlines-,https://data-loraingis.opendata.arcgis.com/datasets/LorainGIS::lbrs-centerlines-.zip,https://loraincountyauditor.com/arcgis/rest/services/LBRS_Data/MapServer/15,,,f5a4dccadaf14f96b2dd0b1ae405758a_15,https://hub.arcgis.com/datasets/item.html?id=f5a4dccadaf14f96b2dd0b1ae405758a_15,Lorain County GIS Data,11b-39093,ba5cc745-21c5-4ae9-954b-72dd8db6815a,11b-39093,Active,ArcGIS Hub,10/14/22,,Public,FALSE,FALSE,3.7213 MB
