Title,Alternative Title,Description,Language,Creator,Title Source,Resource Class,Keyword,Date Issued,Temporal Coverage,Date Range,Spatial Coverage,Bounding Box,Resource Type,Format,Information,Download,MapServer,FeatureServer,ImageServer,ID,Identifier,Provider,Code,Member Of,Is Part Of,Status,Accrual Method,Date Accessioned,Rights,Access Rights,Suppressed,Child Record
,Unemployment Rate - Community Statistical Area,"The percent of persons between the ages of 16 and 64 that are in the labor force (and are looking for work) but are not currently working. Please note: due to the nature of this indicator, do not compare changes over time. This indicator can only be used as a point in time ""snapshot"". For more information, please visit the U.S. Census page on Comparing ACS Data. Source: American Community Survey Years Available: 2006-2010, 2007-2011, 2008-2012, 2009-2013, 2010-2014, 2011-2015, 2012-2016, 2013-2017, 2014-2018, 2015-2019, 2016-2020",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,2020-03-06T20:22:57.000Z,,,,"Baltimore, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/maps/bniajfi::unemployment-rate-community-statistical-area-1,,item.html?id=621a4449b57d4948a664e1ea1a5ec603&sublayer=0,Maryland,04c-03,04c-03_246,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,Percent Population 16-64 Unemployed and Looking for Work,"The percent of persons between the ages of 16 and 64 not working out of all persons, not just those in the labor force (persons who may be looking for work). These persons are seeking work that pays a formal income. Please note: due to the nature of this indicator, do not compare changes over time. This indicator can only be used as a point in time ""snapshot"". For more information, please visit the U.S. Census page on Comparing ACS Data. Source: American Community Survey Years Available: 2006-2010, 2007-2011, 2008-2012, 2009-2013, 2010-2014, 2011-2015, 2012-2016, 2013-2017, 2014-2018, 2015-2019, 2016-2020",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,2020-03-06T20:13:31.000Z,,,,"Baltimore, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/maps/bniajfi::percent-population-16-64-unemployed-and-looking-for-work,,item.html?id=a65adb747f634b36b5edd9221ebb4f99,Maryland,04c-03,04c-03_247,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,Percent Population 16-64 Employed,"The percent of persons between the ages of 16 and 64 formally employed or self-employed and earning a formal income. It is used to understand how many persons are working out of the entire population, not just those in the labor force (persons who may be looking for work or working). Please note: due to the nature of this indicator, do not compare changes over time. This indicator can only be used as a point in time ""snapshot"". For more information, please visit the U.S. Census page on Comparing ACS Data.Source: American Community Survey Years Available: 2006-2010, 2007-2011, 2008-2012, 2009-2013, 2010-2014, 2011-2015, 2012-2016, 2013-2017, 2014-2018, 2015-2019, 2016-2020",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,2020-03-06T19:01:58.000Z,,,,"Baltimore, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/maps/bniajfi::percent-population-16-64-employed-1,,item.html?id=6d5adae93ad948a3affe5998e8ce40db,Maryland,04c-03,04c-03_248,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,Percent of Households with No Vehicles Available,"The percentage of households that do not have a personal vehicle available for use out of all households in an area. Please note: due to the nature of this indicator, do not compare changes over time. This indicator can only be used as a point in time ""snapshot"". For more information, please visit the U.S. Census page on Comparing ACS Data. Source: American Community SurveyYears Available: 2007-2011, 2008-2012, 2009-2013, 2010-2014, 2011-2015, 2012-2016, 2013-2017, 2014-2018, 2015-2019, 2016-2020",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,2020-03-16T17:09:29.000Z,,,,"Baltimore, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/maps/bniajfi::percent-of-households-with-no-vehicles-available,,item.html?id=264376862b824ecfb7cddadc9b265f08,Maryland,04c-03,04c-03_249,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,Percent of Employed Population with Travel Time to Work of 45 Minutes and Over,"The percentage of commuters that spend more than 45 minutes traveling to work out of all commuters aged 16 and above. Please note: due to the nature of this indicator, do not compare changes over time. This indicator can only be used as a point in time ""snapshot"". For more information, please visit the U.S. Census page on Comparing ACS Data. Source: American Community SurveyYears Available: 2007-2011, 2008-2012, 2009-2013, 2010-2014, 2011-2015, 2012-2016, 2013-2017, 2014-2018, 2015-2019, 2016-2020",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,2020-03-16T18:42:27.000Z,,,,"Baltimore, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/maps/bniajfi::percent-of-employed-population-with-travel-time-to-work-of-45-minutes-and-over-1,,item.html?id=018dd0fe399d472cb1e1d9896adbab03,Maryland,04c-03,04c-03_250,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,Percent of Employed Population with Travel Time to Work of 30-44 Minutes,"The percentage of commuters that spend between 30 and 44 minutes traveling to work out of all commuters aged 16 and above. Please note: due to the nature of this indicator, do not compare changes over time. This indicator can only be used as a point in time ""snapshot"". For more information, please visit the U.S. Census page on Comparing ACS Data. Source: American Community SurveyYears Available: 2007-2011, 2008-2012, 2009-2013, 2010-2014, 2011-2015, 2012-2016, 2013-2017, 2014-2018, 2015-2019, 2016-2020",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,2020-03-16T18:38:05.000Z,,,,"Baltimore, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/maps/bniajfi::percent-of-employed-population-with-travel-time-to-work-of-30-44-minutes-1,,item.html?id=b87019e9224d40a1afef36ddedf59d0f,Maryland,04c-03,04c-03_251,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,Percent of Employed Population with Travel Time to Work of 15-29 Minutes,"The percentage of commuters that spend between 15 and 29 minutes commuting to work out of all commuters aged 16 and above. Please note: due to the nature of this indicator, do not compare changes over time. This indicator can only be used as a point in time ""snapshot"". For more information, please visit the U.S. Census page on Comparing ACS Data. Source: American Community SurveyYears Available: 2007-2011, 2008-2012, 2009-2013, 2010-2014, 2011-2015, 2012-2016, 2013-2017, 2014-2018, 2015-2019, 2016-2020",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,2020-03-16T18:31:04.000Z,,,,"Baltimore, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/maps/bniajfi::percent-of-employed-population-with-travel-time-to-work-of-15-29-minutes-1,,item.html?id=c319c9371c4140be8c98c49989104012,Maryland,04c-03,04c-03_252,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,Percent of Employed Population with Travel Time to Work of 0-14 Minutes,"The percentage of commuters that spend less than 15 minutes commuting to work out of all commuters aged 16 and above. Please note: due to the nature of this indicator, do not compare changes over time. This indicator can only be used as a point in time ""snapshot"". For more information, please visit the U.S. Census page on Comparing ACS Data. Source: American Community SurveyYears Available: 2007-2011, 2008-2012, 2009-2013, 2010-2014, 2011-2015, 2012-2016, 2013-2017, 2014-2018, 2015-2019, 2016-2020",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,2020-03-16T18:26:48.000Z,,,,"Baltimore, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/maps/bniajfi::percent-of-employed-population-with-travel-time-to-work-of-0-14-minutes-1,,item.html?id=92dfde6f1c184c97a09d5eb61e8590eb,Maryland,04c-03,04c-03_253,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,Percent of Children Living Below the Poverty Line,"This indicator measures the percentage of persons under the age of 18 living in households where the total income fell below the poverty threshold out of all children in households in an area. Federal and state governments use such estimates to allocate funds to local communities. Local communities use these estimates to identify the number of individuals or families eligible for various programs. Please note: due to the nature of this indicator, do not compare changes over time. This indicator can only be used as a point in time ""snapshot"". For more information, please visit the U.S. Census page on Comparing ACS Data. Source: American Community Survey Years Available: 2010-2014, 2011-2015, 2012-2016, 2013-2017, 2014-2018, 2015-2019, 2016-2020",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,2020-02-27T19:00:36.000Z,,,,"Baltimore, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/maps/bniajfi::percent-of-children-living-below-the-poverty-line,,item.html?id=b76d0beb9f87400c9d6602cd671a11cf,Maryland,04c-03,04c-03_254,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,Percentage of Population aged 16-19 in School and/or Employed,"The percentage of persons aged 16 to 19 who are in school and/or are employed out of all persons in their age cohort. Please note: due to the nature of this indicator, do not compare changes over time. This indicator can only be used as a point in time ""snapshot"". For more information, please visit the U.S. Census page on Comparing ACS Datahttps://www.census.gov/programs-surveys/acs/guidance/comparing-acs-data.html. Source: American Community Survey Years Available: 2006-2010, 2007-2011, 2008-2012, 2009-2013, 2010-2014, 2011-2015, 2012-2016, 2013-2017, 2014-2018, 2015-2019, 2016-2020",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,2020-03-06T16:46:50.000Z,,,,"Baltimore, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/maps/bniajfi::percentage-of-population-aged-16-19-in-school-and-or-employed-1,,item.html?id=7d814d51552b45e2bfe17e4edf417131,Maryland,04c-03,04c-03_255,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,Affordability Index - Mortgage,"The percentage of households that pay more than 30% of their total household income on mortgage and other housing-related expenses. Please note: due to the nature of this indicator, do not compare changes over time. This indicator can only be used as a point in time ""snapshot"". For more information, please visit the U.S. Census page on Comparing ACS Data. Source: American Community Survey Years Available: 2006-2010, 2007-2011, 2008-2012, 2009-2013, 2010-2014, 2011-2015, 2012-2016, 2013-2017, 2014-2018, 2015-2019, 2016-2020",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,2020-02-28T21:28:36.000Z,,,,"Baltimore, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/maps/bniajfi::affordability-index-mortgage-1,,item.html?id=08887741d34e45249358966d457d3c7e,Maryland,04c-03,04c-03_256,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,Affordability Index - Rent,"The percentage of households that pay more than 30% of their total household income on rent and related expenses out of all households in an area. Please note: due to the nature of this indicator, do not compare changes over time. This indicator can only be used as a point in time ""snapshot"". For more information, please visit the U.S. Census page on Comparing ACS Data. Source: American Community Survey Years Available: 2006-2010, 2007-2011, 2008-2012, 2009-2013, 2010-2014, 2011-2015, 2012-2016, 2013-2017, 2014-2018, 2015-2019, 2016-2020",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,2020-02-28T21:37:59.000Z,,,,"Baltimore, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/maps/bniajfi::affordability-index-rent-1,,item.html?id=e09b05623cdb4b509ef0fcfe0f018c52,Maryland,04c-03,04c-03_257,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,"Percent of Households Earning 60,000 to 75,000","The percentage of households earning between $60,000 and $74,999 out of all households in an area. Please note: due to the nature of this indicator, do not compare changes over time. This indicator can only be used as a point in time ""snapshot"". For more information, please visit the U.S. Census page on Comparing ACS Data. Source: U.S. Bureau of the Census, American Community Survey Years Available: 2006-2010, 2007-2011, 2008-2012, 2009-2013, 2010-2014, 2011-2015, 2012-2016, 2013-2017, 2014-2018, 2015-2019, 2016-2020",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,2020-02-27T20:09:18.000Z,,,,"Baltimore, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/maps/bniajfi::percent-of-households-earning-60000-to-75000-1,,item.html?id=a39495994c9846738d86a87772188b30,Maryland,04c-03,04c-03_258,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,"Percent of Households Earning More than 75,000","The percentage of households earning more than $75,000 out of all households in an area. Please note: due to the nature of this indicator, do not compare changes over time. This indicator can only be used as a point in time ""snapshot"". For more information, please visit the U.S. Census page on Comparing ACS Data. Source: U.S. Bureau of the Census, American Community Survey Years Available: 2010, 2011-2015, 2012-2016, 2013-2017, 2014-2018, 2015-2019, 2016-2020",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,2020-02-27T20:17:44.000Z,,,,"Baltimore, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/maps/bniajfi::percent-of-households-earning-more-than-75000-1,,item.html?id=1968c99b817445cd8810418c63af1fd5,Maryland,04c-03,04c-03_259,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,"Percent of Households Earning 40,000 to 60,000","The percentage of households earning between $40,000 and $59,999 out of all households in an area. Please Note: due to the nature of this indicator, do not compare changes over time. This indicator can only be used as a point in time ""snapshot"". For more information, please visit the U.S. Census page on Comparing ACS Data. Source: U.S. Bureau of the Census, American Community Survey Years Available: 2006-2010, 2007-2011, 2008-2012, 2009-2013, 2010-2014, 2011-2015, 2012-2016, 2013-2017, 2014-2018, 2015-2019, 2016-2020",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,2020-02-27T19:57:58.000Z,,,,"Baltimore, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/maps/bniajfi::percent-of-households-earning-40000-to-60000-1,,item.html?id=a3727139cbeb4ce6ad3cc46c5069695f,Maryland,04c-03,04c-03_260,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,"Percent of Households Earning 25,000 to 40,000","The percentage of households earning between $25,000 and $39,999 out of all households in an area. Please note: due to the nature of this indicator, do not compare changes over time. This indicator can only be used as a point in time ""snapshot"". For more information, please visit the U.S. Census page on Comparing ACS Data. Source: American Community Survey Years Available: 2006-2010, 2007-2011, 2008-2012, 2009-2013, 2010-2014, 2011-2015, 2012-2016, 2013-2017, 2014-2018, 2015-2019, 2016-2020",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,2020-02-27T19:54:05.000Z,,,,"Baltimore, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/maps/bniajfi::percent-of-households-earning-25000-to-40000-1,,item.html?id=dbf39a726448495b870f21897202ffb4,Maryland,04c-03,04c-03_261,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,Median Household Income - Community Statistical Area,"The median household income is the middle value of the incomes earned in the prior year by households within an area. Income and earnings are inflation-adjusted for the last year of the 5-year period. The median value is used as opposed to the average so that both extremely high and extremely low prices do not distort the total amount of income earned by households in an area. Please note: due to the nature of this indicator, do not compare changes over time. This indicator can only be used as a point in time ""snapshot"". For more information, please visit the U.S. Census page on Comparing ACS Data. Source: U.S. Bureau of the Census, American Community Survey Years Available: 2006-2010, 2007-2011, 2008-2012, 2009-2013, 2010-2014, 2011-2015, 2012-2016, 2013-2017, 2014-2018, 2015-2019, 2016-2020",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,2020-02-27T20:25:45.000Z,,,,"Baltimore, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/maps/bniajfi::median-household-income-community-statistical-area,,item.html?id=8613366cfbc7447a9efd9123604c65c1&sublayer=0,Maryland,04c-03,04c-03_262,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,Median Household Income - City,"The median household income is the middle value of the incomes earned in the prior year by households within an area. Income and earnings are inflation-adjusted for the last year of the 5-year period. The median value is used as opposed to the average so that both extremely high and extremely low prices do not distort the total amount of income earned by households in an area. Please note: due to the nature of this indicator, do not compare changes over time. This indicator can only be used as a point in time ""snapshot"". For more information, please visit the U.S. Census page on Comparing ACS Data. Source: U.S. Bureau of the Census, American Community Survey Years Available: 2006-2010, 2007-2011, 2008-2012, 2009-2013, 2010-2014, 2011-2015, 2012-2016, 2013-2017, 2014-2018, 2015-2019, 2016-2020",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,2020-02-27T20:25:45.000Z,,,,"Baltimore, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/maps/bniajfi::median-household-income-city,,item.html?id=8613366cfbc7447a9efd9123604c65c1&sublayer=1,Maryland,04c-03,04c-03_263,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,"Percent of Households Earning Less than 25,000","The percentage of households earning less than $25,000 out of all households in an area. Please note: due to the nature of this indicator, do not compare changes over time. This indicator can only be used as a point in time ""snapshot"". For more information, please visit the U.S. Census page on Comparing ACS Data. Source: U.S. Bureau of the Census, American Community Survey Years Available: 2006-2010, 2007-2011, 2008-2012, 2009-2013, 2010-2014, 2011-2015, 2012-2016, 2013-2017, 2014-2018, 2015-2019, 2016-2020",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,2020-02-27T19:48:40.000Z,,,,"Baltimore, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/maps/bniajfi::percent-of-households-earning-less-than-25000-2,,item.html?id=7fe6071691a146719b142042fc9760c9,Maryland,04c-03,04c-03_264,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,"Number of Automobile Accident Calls for Service per 1,000 Residents - Community Statistical Area","The rate of calls for accidents involving motor vehicles per 1,000 residents in an area. Since the data comes from 911 calls, it is possible that multiple calls could be made for a single incident. Additionally, not every accident involving a motor vehicle is reported to the Police Department. Source: Baltimore Police Department Years Available: 2011, 2012, 2015, 2016, 2017, 2018, 2019, 2020",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,2022-05-17T19:19:53.000Z,,,,"Baltimore, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/maps/bniajfi::number-of-automobile-accident-calls-for-service-per-1000-residents-community-statistical-area,,item.html?id=66f29d98c4864a3a88b9eec79d378843&sublayer=0,Maryland,04c-03,04c-03_265,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,"Number of Automobile Accident Calls for Service per 1,000 Residents - City","The rate of calls for accidents involving motor vehicles per 1,000 residents in an area. Since the data comes from 911 calls, it is possible that multiple calls could be made for a single incident. Additionally, not every accident involving a motor vehicle is reported to the Police Department. Source: Baltimore Police Department Years Available: 2011, 2012, 2015, 2016, 2017, 2018, 2019, 2020",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,2022-05-17T19:19:53.000Z,,,,"Baltimore, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/maps/bniajfi::number-of-automobile-accident-calls-for-service-per-1000-residents-city,,item.html?id=66f29d98c4864a3a88b9eec79d378843&sublayer=1,Maryland,04c-03,04c-03_266,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,"Property Crime Rate per 1,000 Residents - Community Statistical Area","The property crime rate measures the number of Part 1 crimes identified as being property-based (burglary and auto theft) that are reported to the Police Department. These incidents are per 1,000 residents in the neighborhood to allow for comparison across areas. Source: Baltimore Police Department Years Available: 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,2020-02-18T17:04:20.000Z,,,,"Baltimore, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/maps/bniajfi::property-crime-rate-per-1000-residents-community-statistical-area,,item.html?id=3a3899fc2dcc400ea97e33c68ec0ff72&sublayer=0,Maryland,04c-03,04c-03_267,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,"Property Crime Rate per 1,000 Residents - City","The property crime rate measures the number of Part 1 crimes identified as being property-based (burglary and auto theft) that are reported to the Police Department. These incidents are per 1,000 residents in the neighborhood to allow for comparison across areas. Source: Baltimore Police Department Years Available: 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,2020-02-18T17:04:20.000Z,,,,"Baltimore, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/maps/bniajfi::property-crime-rate-per-1000-residents-city,,item.html?id=3a3899fc2dcc400ea97e33c68ec0ff72&sublayer=1,Maryland,04c-03,04c-03_268,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,"Violent Crime Rate per 1,000 Residents - Community Statistical Area","The violent crime rate measures the number of Part 1 crimes identified as being violent (homicide, rape, aggravated assault, and robbery) that are reported to the Police Department. These incidents are per 1,000 residents in the neighborhood to allow for comparison across areas. Source: Baltimore Police DepartmentYears Available: 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,2020-02-18T16:51:08.000Z,,,,"Baltimore, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/maps/bniajfi::violent-crime-rate-per-1000-residents-community-statistical-area,,item.html?id=ab03385abf3b4f50aec0b090caa8877a&sublayer=0,Maryland,04c-03,04c-03_269,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,"Violent Crime Rate per 1,000 Residents - City","The violent crime rate measures the number of Part 1 crimes identified as being violent (homicide, rape, aggravated assault, and robbery) that are reported to the Police Department. These incidents are per 1,000 residents in the neighborhood to allow for comparison across areas. Source: Baltimore Police DepartmentYears Available: 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,2020-02-18T16:51:08.000Z,,,,"Baltimore, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/maps/bniajfi::violent-crime-rate-per-1000-residents-city,,item.html?id=ab03385abf3b4f50aec0b090caa8877a&sublayer=1,Maryland,04c-03,04c-03_270,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,"Public Art per 1,000 Residents - City","The number of works of public art per 1,000 residents. These works include, but are not exclusive to, murals, monuments, sculptures, mosaics, and stained glass. The Baltimore Office of Promotion and the Arts tracks works created through the 1% for Public Art and Baltimore Mural Programs and maintains general inventories of public art and murals. Additional inventories of public art exist, but not at a comprehensive citywide scale and hence cannot be broken down into cross-neighborhood analyses. Source: Baltimore Office of Promotion & the Arts Years Available: 2015, 2016, 2017, 2018, 2019, 2020",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,2020-03-19T16:22:24.000Z,,,,"Baltimore, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/maps/bniajfi::public-art-per-1000-residents-city,,item.html?id=7358184b8e2840d4a19766dcd2c28199&sublayer=1,Maryland,04c-03,04c-03_271,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,"Public Art per 1,000 Residents - Community Statistical Area","The number of works of public art per 1,000 residents. These works include, but are not exclusive to, murals, monuments, sculptures, mosaics, and stained glass. The Baltimore Office of Promotion and the Arts tracks works created through the 1% for Public Art and Baltimore Mural Programs and maintains general inventories of public art and murals. Additional inventories of public art exist, but not at a comprehensive citywide scale and hence cannot be broken down into cross-neighborhood analyses. Source: Baltimore Office of Promotion & the Arts Years Available: 2015, 2016, 2017, 2018, 2019, 2020",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,2020-03-19T16:22:24.000Z,,,,"Baltimore, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/maps/bniajfi::public-art-per-1000-residents-community-statistical-area,,item.html?id=7358184b8e2840d4a19766dcd2c28199&sublayer=0,Maryland,04c-03,04c-03_272,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,"Number of Event Permits Requested per 1,000 Residents - City","The number of event permits requested per 1,000 residents. Events include, but are not limited to, festivals, block parties, races, and parades. In the event of a large event, the central point is used to calculate the location of the request. Source: Baltimore Department of Transportation Years Available: 2014, 2015, 2016, 2017, 2018, 2019, 2020",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,2020-03-26T15:07:48.000Z,,,,"Baltimore, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/maps/bniajfi::number-of-event-permits-requested-per-1000-residents-city-1,,item.html?id=bc84841a8070408f902d68031bb9e377&sublayer=1,Maryland,04c-03,04c-03_273,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,"Number of Event Permits Requested per 1,000 Residents - Community Statistical Area","The number of event permits requested per 1,000 residents. Events include, but are not limited to, festivals, block parties, races, and parades. In the event of a large event, the central point is used to calculate the location of the request. Source: Baltimore Department of Transportation Years Available: 2014, 2015, 2016, 2017, 2018, 2019, 2020",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,2020-03-26T15:07:48.000Z,,,,"Baltimore, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/maps/bniajfi::number-of-event-permits-requested-per-1000-residents-community-statistical-area-1,,item.html?id=bc84841a8070408f902d68031bb9e377&sublayer=0,Maryland,04c-03,04c-03_274,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,"Number of Businesses that are Arts-Related per 1,000 Residents - Community Statistical Area","The rate of businesses (both for-profit and non-profit) that are directly related to arts and culture per 1,000 residents. Arts-related businesses are defined as belonging to industries that allow for the consumption and enjoyment of arts and culture. The following industries are identified by their primary NAICS code: music, literary, and visual arts-related retail/supplies (451140, 451211, 451220); art dealers (453920, 453920); libraries (519120); motion picture and film (521310, 532230); art schools (611610); performing arts (711110, 711120, 711130, 711190); independent artists, writers, and performers (711510); museums (712110); historical sites (712120); and zoos, gardens and nature parks (712130, 712190). The following industries are identified by their primary SIC codes: designers (152106); art publishers (274101), music, literary, and visual arts-related retail/supplies (393101, 519202, 573608, 573609, 593201, 594201, 594205, 594501, 594520, 594601, 599965, 769969); art galleries, dealers, and consultants (599969, 599988, 599989); photography (722121); calligraphers (733607); embroidery (738942); theatres (783201, 792207); theatrical support (792211, 792212); musical and live entertainment (792903, 792905, 792906, 792908, 792917, 792918, 792927); parks (799951); art and music instruction (804958, 829915, 829919); libraries (823111); museums (841201); arts organizations (841202); zoos (842201); writers (899903); visual artists (899907, 899912); art restoring (899908); and music arrangers and composers (899921). Source: InfoUSA Years Available: 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,2020-03-26T14:43:31.000Z,,,,"Baltimore, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/maps/bniajfi::number-of-businesses-that-are-arts-related-per-1000-residents-community-statistical-area,,item.html?id=8959d75b2e354c7db07b4ed1e5a71ad7&sublayer=0,Maryland,04c-03,04c-03_275,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
