Title,Date,Publisher,Description,Download
"(u'Allegheny County - Street Centerlines',)","(u'2019',)","(u'Allegheny County',)","(u'This dataset contains street centerlines for vehicular and foot traffic in Allegheny County.  Street Centerlines are classified as Primary Road, Secondary Road, Unpaved Road, Limited Access Road, Connecting Road, Jeep Trail, Walkway, Stairway, Alleyway and Unknown.\r\n\r\nA Primary Road is a street paved with either concrete or asphalt that has two (2) or more lanes in each direction.  A Secondary Road is a residential type hard surface road, or any hard surface road with only one (1) lane in each direction.  An Unpaved Road is any road covered with packed dirt or gravel.  A Limited Access Road is one that can only be accessed from a Connecting Road such as an Interstate Highway.  A Connecting Road is a ramp connecting a Limited Access Road to a surface street.  A Walkway is a paved or unpaved foot track that connects two (2) roads together.  Walkways within College Campuses will also be shown.  Recreational pedestrian trails and walkways through parks and wooded areas are not considered transportation and will not be digitized during this update.  Walkways will not have an Edge of Pavement feature.  A Stairway is a paved or wooden structure that connects two (2) roads together.  Recreational pedestrian trails and walkways through parks and wooded areas are not considered transportation and will not be digitized during this update.  An Alleyway is a road, usually narrower than a Secondary Road that runs between, but parallel to, two (2) Secondary Roads.  Generally, Outbuildings will be adjacent to Alleyways.  A Jeep Trail is a vehicular trail used for recreation.  A Jeep Trail will not have an associated edge of pavement feature.  A road coded as Unknown is a road, which in the judgment of the photogrammetrist, does not fall into any of the categories listed.\r\n\r\nCenterlines will be visually placed between the edges of pavement.  One (1) centerline will be placed between each edge of pavement.  Roads with medial strips, such as Limited Access Roads, will have two (2) centerlines for those portions of the road where the medial strip is present.\r\n\r\nFor roads that terminate with a cul-de-sac, the centerline shall continue through the center of the cul-de-sac and stop at the edge of pavement.\r\n\r\nAll attribute data will remain for all Street Centerlines that are not updated.  For Street Centerlines that are new, the only attribute field that will be populated is the FeatureCode and UPDATE_YEAR.  If a Street Centerline is graphically modified, the existing attribute data will remain and the UPDATE_YEAR will be set to 2004.  The attribute values for 2004 Street Centerlines should be considered suspicious until verified.\r\n\r\nThe ArcInfo Street Centerline coverage that is being updated has 800 segments of Paper Streets, 66 segments of Vacated Streets and 78 segments of Steps.  Street Centerlines that are coded as Paper Streets in the OWNER field will remain unchanged in the updated dataset unless the area has been developed.  In the event the area has been developed, the Street Centerlines will be modified to reflect the true condition of the visible roads.\r\nStreet Centerlines that are coded as Vacated in the OWNER field will also remain unchanged in the updated dataset.  In the event the area coinciding with the Vacated Streets has been developed, the Vacated Street Centerlines will be removed in order to reflect the true condition of the area.\r\n\r\nStreet Centerlines that are coded as Steps in the OWNER field will be updated to reflect the current condition of the area.\r\n\r\nThe Street Centerlines dataset consists of an external table that links to the supplied coverages and the Geodatabase created for this project using the ""-ID"" (UserID) field.  In order to maintain the link to the external table and not loose valuable data the decision was made to keep all database information currently in the Street Centerline dataset.  When a Street Centerline is modified during the update process, the field ""UPDATE_YEAR"" is set to 2004.  All other database attributes will remain unchanged from the original values.  All Street Centerline database data with an ""UPDATE_YEAR"" of 2004 should be verified before used.  In some occasions the Street Centerline was divided into two (2) sections to allow for a new road intersection.  Both sections of the resulting Street Centerline will have the same database attributes including Address Range.  All new Street Centerlines will have zero (0) for ""SystemID"" and ""UserID"".',)",ftp://ftp.pasda.psu.edu/pub/pasda/alleghenycounty/historic
"(u'Allegheny County - Zip Codes',)","(u'2019',)","(u'Allegheny County',)","(u'This dataset demarcates the zip code boundaries that lie within Allegheny County. These are not clipped to the Allgeheny County boundary.',)",ftp://ftp.pasda.psu.edu/pub/pasda/alleghenycounty/historic
"(u'Fishing Special Regulation Streams',)","(u'2019',)","(u'Pennsylvania Fish and Boat Commission',)","(u'This layer contains flowing waters from the Pennsylvania Fish and Boat Commission Fisheries Resource Database that are under fishing special regulations.',)",ftp://ftp.pasda.psu.edu/pub/pasda/pafish/historic
"(u'Stream Sections that Support Wild Trout Production',)","(u'2019',)","(u'Pennsylvania Fish and Boat Commission',)","(u'This layer contains flowing waters from the Pennsylvania Fish and Boat Commission Fisheries Resource Database that  support naturally reproducing populations of trout. A wild trout stream section is a biological designation that does not determine how it is managed, therefore, these streams may also be stocked with hatchery trout by the Commission.',)",ftp://ftp.pasda.psu.edu/pub/pasda/pafish/historic
"(u'Trout Stocked Streams',)","(u'2019',)","(u'Pennsylvania Fish and Boat Commission',)","(u'This layer contains flowing waters from the Pennsylvania Fish and Boat Commission Fisheries Resource Database that will be stocked with trout in 2017.',)",ftp://ftp.pasda.psu.edu/pub/pasda/pafish/historic
"(u'Fishing Special Regulation Lakes (Polygons)',)","(u'2019',)","(u'Pennsylvania Fish and Boat Commission',)","(u'This layer contains the lakes that are part of the Pennsylvania Fish and Boat Commission Fisheries Resource Database.   These include lakes that are currently or have previously been stocked, regulated or sampled.',)",ftp://ftp.pasda.psu.edu/pub/pasda/pafish/historic
"(u'Fishing Special Regulation Lakes (Points)',)","(u'2019',)","(u'Pennsylvania Fish and Boat Commission',)","(u'This layer contains the lakes that are part of the Pennsylvania Fish and Boat Commission Fisheries Resource Database.   These include lakes that are currently or have previously been stocked, regulated or sampled.',)",ftp://ftp.pasda.psu.edu/pub/pasda/pafish/historic
"(u'PFBC Database Lakes (Points)',)","(u'2019',)","(u'Pennsylvania Fish and Boat Commission',)","(u'This layer contains the lakes that are part of the Pennsylvania Fish and Boat Commission Fisheries Resource Database.   These include lakes that are currently or have previously been stocked, regulated or sampled.',)",ftp://ftp.pasda.psu.edu/pub/pasda/pafish/historic
"(u'PFBC Database Lakes (Polygons)',)","(u'2019',)","(u'Pennsylvania Fish and Boat Commission',)","(u'This layer contains the lakes that are part of the Pennsylvania Fish and Boat Commission Fisheries Resource Database.   These include lakes that are currently or have previously been stocked, regulated or sampled.',)",ftp://ftp.pasda.psu.edu/pub/pasda/pafish/historic
"(u'Access Points (Fishing and Boating)',)","(u'2019',)","(u'Pennsylvania Fish and Boat Commission',)","(u'This layer contains the locations of fishing and boating access areas that have been verified by the Pennsylvania Fish and Boat Commission and are public or semi-public areas.  In addition, accesses identified by water trail partners on water trail guides have been added to the layer.',)",ftp://ftp.pasda.psu.edu/pub/pasda/pafish/historic
"(u'Integrated List Attaining Lakes',)","(u'2019',)","(u'Pennsylvania Department of Environmental Protection',)","(u'This layer shows only attaining lakes of the Integrated List. The Lakes Integrated List represents lake assessments in an integrated format for the Clean Water Act Section 305(b) reporting and Section 303(d) listing. PA DEP protects 4 lake water uses: aquatic life, fish consumption, potable water supply, and recreation. The 305(b) layers represent lakes that have been evaluated for attainment of those uses. If a lake is not attaining any one of its 4 uses, it is considered impaired. Aquatic Life use attainment - The integrity reflected in any component of the biological community (i.e. fish or fish food organisms). Fish Consumption use attainment - The risk posed to people by the consumption of aquatic organisms (ex. fish, shellfish, frogs, turtles, crayfish, etc.). Recreational use attainment - The risk associated with human recreation activities in or on a water body (i.e. exposure to bacteria and other disease causing organisms through water contact recreation like swimming or water skiing). Potable Water Supply use attainment - The risk posed to people by the ingestion of drinking water. Lakes that have appeared on an approved Category 5 Integrated Listing are the entries labeled as approved. Integrated Lists are submitted for approval every other year. Lakes entered subsequent to the latest approved Category 5 listing are labeled tentative. After appearing on an approved listing, the tentative entries move to approved. The Lake Integrated List is provided as two separate layers determined if the lake is attaining or not attaining its designated uses. DEP Lakes Integrated List layers are maintained by the PADEP Office of Water Management, Bureau of Water Supply & Wastewater Management, Water Quality Assessment and Standards Division. The layer is based on the High Resolution National Hydrography Dataset (NHD). Additional update information is provided by Bureau of Watershed Management, Water Use Planning Division.',)",ftp://ftp.pasda.psu.edu/pub/pasda/dep/historic
"(u'Integrated List Attaining',)","(u'2019',)","(u'Pennsylvania Department of Environmental Protection',)","(u'This layer shows only attaining segments of the Integrated List.  The Streams Integrated List represents stream assessments in an integrated format for the Clean Water Act Section 305(b) reporting and Section 303(d) listing.  Streams are bodies of flowing surface water that collectively form a network that drains a catchment or basin. PA DEP protects 4  stream water uses: aquatic life,   fish consumption, potable water supply, and recreation. The 305(b) layers  represents stream segments that have been evaluated for attainment of those uses. If a stream segment is not attaining any one of its  4 uses, it is considered impaired.  \r\n\r\n\xb7 Aquatic Life use attainment - The integrity reflected in any component of the biological community. (i.e. fish or fish food organisms)\r\n\xb7  Fish Consumption use attainment  - The risk posed to people by the consumption of aquatic organisms (ex. fish, shellfish, frogs, turtles, crayfish, etc.) \r\n\xb7 Recreational use attainment - The risk associated with human recreation activities in or on a water body. (i.e. exposure to bacteria and other disease causing organisms through water contact recreation like swimming or water skiing)\r\n\xb7 Potable Water Supply use attainment - The risk posed to people by the ingestion of drinking water\r\n\r\n\r\nSegments that have appeared on an approved Category 5 Integrated Listing are the entries labeled as approved. Integrated Lists are submitted for approval every other year. Segments entered subsequent to the latest approved Category 5 listing are labeled tentative. After appearing on an approved listing, the tentative entries move to approved.  The Stream Integrated List is provided as two separate layers determined if the stream is attaining or not attaining its designated uses.\r\n\r\nDEP Streams Integrated List layer is maintained by the PADEP Office of Water Management, Bureau of Water Supply & Wastewater Management, Water Quality Assessment and Standards Division.  The layer is based on the High Resolution National Hydrography Dataset (NHD).  Additional update information is provided by Bureau of Watershed Management, Water Use Planning Division.',)",ftp://ftp.pasda.psu.edu/pub/pasda/dep/historic
"(u'Integrated List Non Attaining Lakes',)","(u'2019',)","(u'Pennsylvania Department of Environmental Protection',)","(u'This layer shows only non attaining lakes of the Integrated List. The Lakes Integrated List represents lake assessments in an integrated format for the Clean Water Act Section 305(b) reporting and Section 303(d) listing. PA DEP protects 4 lake water uses: aquatic life, fish consumption, potable water supply, and recreation. The 305(b) layers represent lakes that have been evaluated for attainment of those uses. If a lake is not attaining any one of its 4 uses, it is considered impaired. Aquatic Life use attainment - The integrity reflected in any component of the biological community (i.e. fish or fish food organisms). Fish Consumption use attainment - The risk posed to people by the consumption of aquatic organisms (ex. fish, shellfish, frogs, turtles, crayfish, etc.). Recreational use attainment - The risk associated with human recreation activities in or on a water body (i.e. exposure to bacteria and other disease causing organisms through water contact recreation like swimming or water skiing). Potable Water Supply use attainment - The risk posed to people by the ingestion of drinking water. Lakes that have appeared on an approved Category 5 Integrated Listing are the entries labeled as approved. Integrated Lists are submitted for approval every other year. Lakes entered subsequent to the latest approved Category 5 listing are labeled tentative. After appearing on an approved listing, the tentative entries move to approved. The Lake Integrated List is provided as two separate layers determined if the lake is attaining or not attaining its designated uses. DEP Lakes Integrated List layers are maintained by the PADEP Office of Water Management, Bureau of Water Supply & Wastewater Management, Water Quality Assessment and Standards Division. The layer is based on the High Resolution National Hydrography Dataset (NHD). Additional update information is provided by Bureau of Watershed Management, Water Use Planning Division.',)",ftp://ftp.pasda.psu.edu/pub/pasda/dep/historic
"(u'Integrated List Non Attaining',)","(u'2019',)","(u'Pennsylvania Department of Environmental Protection',)","(u'This layer shows only non-attaining segments of the Integrated List.  The Streams Integrated List represents stream assessments in an integrated format for the Clean Water Act Section 305(b) reporting and Section 303(d) listing.  Streams are bodies of flowing surface water that collectively form a network that drains a catchment or basin. PA DEP protects 4  stream water uses: aquatic life,   fish consumption, potable water supply, and recreation. The 305(b) layers  represents stream segments that have been evaluated for attainment of those uses. If a stream segment is not attaining any one of its  4 uses, it is considered impaired.  \r\n\r\n\xb7 Aquatic Life use attainment - The integrity reflected in any component of the biological community. (i.e. fish or fish food organisms)\r\n\xb7  Fish Consumption use attainment  - The risk posed to people by the consumption of aquatic organisms (ex. fish, shellfish, frogs, turtles, crayfish, etc.) \r\n\xb7 Recreational use attainment - The risk associated with human recreation activities in or on a water body. (i.e. exposure to bacteria and other disease causing organisms through water contact recreation like swimming or water skiing)\r\n\xb7 Potable Water Supply use attainment - The risk posed to people by the ingestion of drinking water\r\n\r\n\r\nSegments that have appeared on an approved Category 5 Integrated Listing are the entries labeled as approved. Integrated Lists are submitted for approval every other year. Segments entered subsequent to the latest approved Category 5 listing are labeled tentative. After appearing on an approved listing, the tentative entries move to approved.  The Stream Integrated List is provided as two separate layers determined if the stream is attaining or not attaining its designated uses.\r\n\r\nDEP Streams Integrated List layer is maintained by the PADEP Office of Water Management, Bureau of Water Supply & Wastewater Management, Water Quality Assessment and Standards Division.  The layer is based on the High Resolution National Hydrography Dataset (NHD).  Additional update information is provided by Bureau of Watershed Management, Water Use Planning Division.',)",ftp://ftp.pasda.psu.edu/pub/pasda/dep/historic
"(u'Land Trust Service Areas',)","(u'2019',)","(u'Pennsylvania Land Trust Association',)","(u""This layer shows service areas for 78 local and regional land trusts in Pennsylvania. These areas represent the parts of the state where land trusts acquire land or conservation easements. Attributes include a link to the organization's website and a link to their profile and contact information on the Pennsylvania Land Trust Association website, conservationtools.org."",)",ftp://ftp.pasda.psu.edu/pub/pasda/palta/historic
"(u'Watershed Association Service Areas',)","(u'2019',)","(u'Pennsylvania Land Trust Association',)","(u'This layer shows service areas for watershed associations in Pennsylvania. These areas represent the parts of the state where watershed associations work. A watershed association is a non-governmental organization whose mission focuses on protecting, restoring health to, or monitoring a specific body of water, or educating on how policies and actions in the watershed impact the water body. A watershed association advances its mission at least in part by performing on-the-ground or in-the-water projects such as streamside tree plantings, aquatic habitat improvements, stream cleanups, and water quality monitoring.',)",ftp://ftp.pasda.psu.edu/pub/pasda/palta/historic
"(u'Lancaster County Road Centerlines and Types',)","(u'2019',)","(u'Lancaster County',)","(u'This line coverage contains arc features representing all photogrammetrically interpreted street centerlines in the county, including roads built during or after 1993. RPT will resolve and generate road names.',)",undefined
"(u'Lancaster County Road Edges (line)',)","(u'2019',)","(u'Lancaster County',)","(u'Arcs representing photogrammetrically interpreted surfaces and edges of public and private roads. Features were updated using NGA and USGS 30 centimeter aerial photos flown from March 26th through April 3rd, 2012 that encompass the entire County. Red-Green-Blue and Color Infrared were both used to capture, modify, and validate new and changed features.',)",undefined
"(u'Lancaster County Parking Lots',)","(u'2019',)","(u'Lancaster County',)","(u'This polygon coverage represents photogrammetrically interpreted surfaces and edges of parking lots. All lots in excess of 1000 square feet will be compiled. Features were updated using Pictometry 6 inch resolution aerial photos flown in the spring of 2016 that encompass the entire County. Red-Green-Blue and Color Infrared were both used to capture, modify, and validate new and changed features.',)",undefined
"(u'Lancaster County Road Edges (polygon)',)","(u'2019',)","(u'Lancaster County',)","(u'Polygons representing photogrammetrically interpreted surfaces and edges of public and private roads. Features were updated using Pictometry 6 inch resolution aerial photos flown in the spring of 2016 that encompass the entire County. Red-Green-Blue and Color Infrared were both used to capture, modify, and validate new and changed features.',)",undefined
"(u'Pennsylvania traffic counts',)","(u'2019',)","(u'Pennsylvania Department of Transportation',)","(u'Traffic volumes; measured and calculated amounts of vehicle traffic that travel the sections of road.',)",ftp://ftp.pasda.psu.edu/pub/pasda/padot/state/historic
"(u'Pennsylvania congressional boundaries (Act 34)',)","(u'2019',)","(u'Pennsylvania Department of Transportation',)","(u""United States Congressional legislative boundaries within Pennsylvania as set forth in Act 34 of 2002.  This layer was digitized by PADOT from maps generated by the Reapportionment Commission for the Bureau of Commissions, Elections and Legislation Pennsylvania Dept. of State.  These boundaries were used as the legislative district boundaries for the November 2002 general election and are currently being contested in the judicial system.  The current layers are these same district boundary linework attributed with the current legislator's name, party affiliation and home county."",)",ftp://ftp.pasda.psu.edu/pub/pasda/padot/boundary_layers/historic
"(u'Pennsylvania urban area boundary',)","(u'2019',)","(u'Pennsylvania Department of Transportation',)","(u'Urban area boundaries within Pennsylvania based on U.S Census Bureau maps.',)",ftp://ftp.pasda.psu.edu/pub/pasda/padot/boundary_layers/historic
"(u'Allegheny County - Parks',)","(u'2019',)","(u'Allegheny County',)","(u'Was derived from the data included in original file CULTUREF. Delineates the area following a generalized line along the outside edge of all parks in Allegheny County',)",ftp://ftp.pasda.psu.edu/pub/pasda/alleghenycounty/historic
"(u'Wild Pheasant Recovery Areas',)","(u'2019',)","(u'Pennsylvania Game Commission',)","(u'Wild Pheasant Recovery Areas (WPRA) are areas designated by the Pennsylvania Game Commission for the release of wild pheasants that are trapped in western states and transferred to Pennsylvania. The goal of a WPRA is to establish a sustainable wild pheasant population that can be hunted.',)",undefined
"(u'Wildlife Management Units',)","(u'2019',)","(u'Pennsylvania Game Commission',)","(u'Wildlife Management Units boundaries',)",ftp://ftp.pasda.psu.edu/pub/pasda/pgc/historic
