Title,Date,Publisher,Description,Metadata
"(u'USGS QL2 LiDAR for Lycoming County, PA 2017',)","(u'2017',)","(u'U S Geological Survey',)","(u'The South Central Pennsylvania 2017 QL2 LiDAR project called for the planning, acquisition, processing, and derivative products of lidar data to be collected at a nominal pulse spacing (NPS) of 0.7 meters. Project specifications are based on the U.S. Geological Survey National Geospatial Program Base LiDAR Specification, Version 1.2. The data were developed based on a horizontal projection/datum of NAD 1983 (2011), UTM Zone 18, meters and vertical datum of NAVD 1988 (GEOID 12B), meters. LiDAR data were delivered as processed Classified LAS 1.4 files formatted to 7,975 individual 1,500-meter x 1,500-meter tiles, as tiled intensity imagery, and as tiled bare earth DEMs; all tiled to the same 1,500-meter x 1,500-meter schema. Continuous breaklines were produced in Esri file geodatabase format. Ground Conditions: LiDAR was collected in fall 2017, while no snow was on the ground and rivers were at or below normal levels. In order to post process the LiDAR data to meet task order specifications and meet ASPRS vertical accuracy guidelines, Quantum Spatial, Inc. utilized a total of 150 ground control points that were used to calibrate the LiDAR to known ground locations established throughout the project area. An additional 245 independent accuracy checkpoints, 142 in Bare Earth and Urban landcovers (142 NVA points), 103 in Tall Weeds categories (103 VVA points), were used to assess the vertical accuracy of the data. These checkpoints were not used to calibrate or post process the data.',)","(u'FullMetadataDisplay.aspx?file=USGS_LiDAR2017.xml',)"
"(u'USGS QL2 LiDAR for Mifflin County, PA 2017',)","(u'2017',)","(u'U S Geological Survey',)","(u'The South Central Pennsylvania 2017 QL2 LiDAR project called for the planning, acquisition, processing, and derivative products of lidar data to be collected at a nominal pulse spacing (NPS) of 0.7 meters. Project specifications are based on the U.S. Geological Survey National Geospatial Program Base LiDAR Specification, Version 1.2. The data were developed based on a horizontal projection/datum of NAD 1983 (2011), UTM Zone 18, meters and vertical datum of NAVD 1988 (GEOID 12B), meters. LiDAR data were delivered as processed Classified LAS 1.4 files formatted to 7,975 individual 1,500-meter x 1,500-meter tiles, as tiled intensity imagery, and as tiled bare earth DEMs; all tiled to the same 1,500-meter x 1,500-meter schema. Continuous breaklines were produced in Esri file geodatabase format. Ground Conditions: LiDAR was collected in fall 2017, while no snow was on the ground and rivers were at or below normal levels. In order to post process the LiDAR data to meet task order specifications and meet ASPRS vertical accuracy guidelines, Quantum Spatial, Inc. utilized a total of 150 ground control points that were used to calibrate the LiDAR to known ground locations established throughout the project area. An additional 245 independent accuracy checkpoints, 142 in Bare Earth and Urban landcovers (142 NVA points), 103 in Tall Weeds categories (103 VVA points), were used to assess the vertical accuracy of the data. These checkpoints were not used to calibrate or post process the data.',)","(u'FullMetadataDisplay.aspx?file=USGS_LiDAR2017.xml',)"
"(u'USGS QL2 LiDAR for Montour County, PA 2017',)","(u'2017',)","(u'U S Geological Survey',)","(u'The South Central Pennsylvania 2017 QL2 LiDAR project called for the planning, acquisition, processing, and derivative products of lidar data to be collected at a nominal pulse spacing (NPS) of 0.7 meters. Project specifications are based on the U.S. Geological Survey National Geospatial Program Base LiDAR Specification, Version 1.2. The data were developed based on a horizontal projection/datum of NAD 1983 (2011), UTM Zone 18, meters and vertical datum of NAVD 1988 (GEOID 12B), meters. LiDAR data were delivered as processed Classified LAS 1.4 files formatted to 7,975 individual 1,500-meter x 1,500-meter tiles, as tiled intensity imagery, and as tiled bare earth DEMs; all tiled to the same 1,500-meter x 1,500-meter schema. Continuous breaklines were produced in Esri file geodatabase format. Ground Conditions: LiDAR was collected in fall 2017, while no snow was on the ground and rivers were at or below normal levels. In order to post process the LiDAR data to meet task order specifications and meet ASPRS vertical accuracy guidelines, Quantum Spatial, Inc. utilized a total of 150 ground control points that were used to calibrate the LiDAR to known ground locations established throughout the project area. An additional 245 independent accuracy checkpoints, 142 in Bare Earth and Urban landcovers (142 NVA points), 103 in Tall Weeds categories (103 VVA points), were used to assess the vertical accuracy of the data. These checkpoints were not used to calibrate or post process the data.',)","(u'FullMetadataDisplay.aspx?file=USGS_LiDAR2017.xml',)"
"(u'USGS QL2 LiDAR for Northumberland County, PA 2017',)","(u'2017',)","(u'U S Geological Survey',)","(u'The South Central Pennsylvania 2017 QL2 LiDAR project called for the planning, acquisition, processing, and derivative products of lidar data to be collected at a nominal pulse spacing (NPS) of 0.7 meters. Project specifications are based on the U.S. Geological Survey National Geospatial Program Base LiDAR Specification, Version 1.2. The data were developed based on a horizontal projection/datum of NAD 1983 (2011), UTM Zone 18, meters and vertical datum of NAVD 1988 (GEOID 12B), meters. LiDAR data were delivered as processed Classified LAS 1.4 files formatted to 7,975 individual 1,500-meter x 1,500-meter tiles, as tiled intensity imagery, and as tiled bare earth DEMs; all tiled to the same 1,500-meter x 1,500-meter schema. Continuous breaklines were produced in Esri file geodatabase format. Ground Conditions: LiDAR was collected in fall 2017, while no snow was on the ground and rivers were at or below normal levels. In order to post process the LiDAR data to meet task order specifications and meet ASPRS vertical accuracy guidelines, Quantum Spatial, Inc. utilized a total of 150 ground control points that were used to calibrate the LiDAR to known ground locations established throughout the project area. An additional 245 independent accuracy checkpoints, 142 in Bare Earth and Urban landcovers (142 NVA points), 103 in Tall Weeds categories (103 VVA points), were used to assess the vertical accuracy of the data. These checkpoints were not used to calibrate or post process the data.',)","(u'FullMetadataDisplay.aspx?file=USGS_LiDAR2017.xml',)"
"(u'USGS QL2 LiDAR for Perry County, PA 2017',)","(u'2017',)","(u'U S Geological Survey',)","(u'The South Central Pennsylvania 2017 QL2 LiDAR project called for the planning, acquisition, processing, and derivative products of lidar data to be collected at a nominal pulse spacing (NPS) of 0.7 meters. Project specifications are based on the U.S. Geological Survey National Geospatial Program Base LiDAR Specification, Version 1.2. The data were developed based on a horizontal projection/datum of NAD 1983 (2011), UTM Zone 18, meters and vertical datum of NAVD 1988 (GEOID 12B), meters. LiDAR data were delivered as processed Classified LAS 1.4 files formatted to 7,975 individual 1,500-meter x 1,500-meter tiles, as tiled intensity imagery, and as tiled bare earth DEMs; all tiled to the same 1,500-meter x 1,500-meter schema. Continuous breaklines were produced in Esri file geodatabase format. Ground Conditions: LiDAR was collected in fall 2017, while no snow was on the ground and rivers were at or below normal levels. In order to post process the LiDAR data to meet task order specifications and meet ASPRS vertical accuracy guidelines, Quantum Spatial, Inc. utilized a total of 150 ground control points that were used to calibrate the LiDAR to known ground locations established throughout the project area. An additional 245 independent accuracy checkpoints, 142 in Bare Earth and Urban landcovers (142 NVA points), 103 in Tall Weeds categories (103 VVA points), were used to assess the vertical accuracy of the data. These checkpoints were not used to calibrate or post process the data.',)","(u'FullMetadataDisplay.aspx?file=USGS_LiDAR2017.xml',)"
"(u'USGS QL2 LiDAR for Snyder County, PA 2017',)","(u'2017',)","(u'U S Geological Survey',)","(u'The South Central Pennsylvania 2017 QL2 LiDAR project called for the planning, acquisition, processing, and derivative products of lidar data to be collected at a nominal pulse spacing (NPS) of 0.7 meters. Project specifications are based on the U.S. Geological Survey National Geospatial Program Base LiDAR Specification, Version 1.2. The data were developed based on a horizontal projection/datum of NAD 1983 (2011), UTM Zone 18, meters and vertical datum of NAVD 1988 (GEOID 12B), meters. LiDAR data were delivered as processed Classified LAS 1.4 files formatted to 7,975 individual 1,500-meter x 1,500-meter tiles, as tiled intensity imagery, and as tiled bare earth DEMs; all tiled to the same 1,500-meter x 1,500-meter schema. Continuous breaklines were produced in Esri file geodatabase format. Ground Conditions: LiDAR was collected in fall 2017, while no snow was on the ground and rivers were at or below normal levels. In order to post process the LiDAR data to meet task order specifications and meet ASPRS vertical accuracy guidelines, Quantum Spatial, Inc. utilized a total of 150 ground control points that were used to calibrate the LiDAR to known ground locations established throughout the project area. An additional 245 independent accuracy checkpoints, 142 in Bare Earth and Urban landcovers (142 NVA points), 103 in Tall Weeds categories (103 VVA points), were used to assess the vertical accuracy of the data. These checkpoints were not used to calibrate or post process the data.',)","(u'FullMetadataDisplay.aspx?file=USGS_LiDAR2017.xml',)"
"(u'USGS QL2 LiDAR for Union County, PA 2017',)","(u'2017',)","(u'U S Geological Survey',)","(u'The South Central Pennsylvania 2017 QL2 LiDAR project called for the planning, acquisition, processing, and derivative products of lidar data to be collected at a nominal pulse spacing (NPS) of 0.7 meters. Project specifications are based on the U.S. Geological Survey National Geospatial Program Base LiDAR Specification, Version 1.2. The data were developed based on a horizontal projection/datum of NAD 1983 (2011), UTM Zone 18, meters and vertical datum of NAVD 1988 (GEOID 12B), meters. LiDAR data were delivered as processed Classified LAS 1.4 files formatted to 7,975 individual 1,500-meter x 1,500-meter tiles, as tiled intensity imagery, and as tiled bare earth DEMs; all tiled to the same 1,500-meter x 1,500-meter schema. Continuous breaklines were produced in Esri file geodatabase format. Ground Conditions: LiDAR was collected in fall 2017, while no snow was on the ground and rivers were at or below normal levels. In order to post process the LiDAR data to meet task order specifications and meet ASPRS vertical accuracy guidelines, Quantum Spatial, Inc. utilized a total of 150 ground control points that were used to calibrate the LiDAR to known ground locations established throughout the project area. An additional 245 independent accuracy checkpoints, 142 in Bare Earth and Urban landcovers (142 NVA points), 103 in Tall Weeds categories (103 VVA points), were used to assess the vertical accuracy of the data. These checkpoints were not used to calibrate or post process the data.',)","(u'FullMetadataDisplay.aspx?file=USGS_LiDAR2017.xml',)"
"(u'USGS QL2 LiDAR for Berks County, PA 2017',)","(u'2017',)","(u'U S Geological Survey',)","(u'The South Central Pennsylvania 2017 QL2 LiDAR project called for the planning, acquisition, processing, and derivative products of lidar data to be collected at a nominal pulse spacing (NPS) of 0.7 meters. Project specifications are based on the U.S. Geological Survey National Geospatial Program Base LiDAR Specification, Version 1.2. The data were developed based on a horizontal projection/datum of NAD 1983 (2011), UTM Zone 18, meters and vertical datum of NAVD 1988 (GEOID 12B), meters. LiDAR data were delivered as processed Classified LAS 1.4 files formatted to 7,975 individual 1,500-meter x 1,500-meter tiles, as tiled intensity imagery, and as tiled bare earth DEMs; all tiled to the same 1,500-meter x 1,500-meter schema. Continuous breaklines were produced in Esri file geodatabase format. Ground Conditions: LiDAR was collected in fall 2017, while no snow was on the ground and rivers were at or below normal levels. In order to post process the LiDAR data to meet task order specifications and meet ASPRS vertical accuracy guidelines, Quantum Spatial, Inc. utilized a total of 150 ground control points that were used to calibrate the LiDAR to known ground locations established throughout the project area. An additional 245 independent accuracy checkpoints, 142 in Bare Earth and Urban landcovers (142 NVA points), 103 in Tall Weeds categories (103 VVA points), were used to assess the vertical accuracy of the data. These checkpoints were not used to calibrate or post process the data.',)","(u'FullMetadataDisplay.aspx?file=USGS_LiDAR2017.xml',)"
"(u'USGS QL2 LiDAR for Luzerne County, PA 2017',)","(u'2017',)","(u'U S Geological Survey',)","(u'The South Central Pennsylvania 2017 QL2 LiDAR project called for the planning, acquisition, processing, and derivative products of lidar data to be collected at a nominal pulse spacing (NPS) of 0.7 meters. Project specifications are based on the U.S. Geological Survey National Geospatial Program Base LiDAR Specification, Version 1.2. The data were developed based on a horizontal projection/datum of NAD 1983 (2011), UTM Zone 18, meters and vertical datum of NAVD 1988 (GEOID 12B), meters. LiDAR data were delivered as processed Classified LAS 1.4 files formatted to 7,975 individual 1,500-meter x 1,500-meter tiles, as tiled intensity imagery, and as tiled bare earth DEMs; all tiled to the same 1,500-meter x 1,500-meter schema. Continuous breaklines were produced in Esri file geodatabase format. Ground Conditions: LiDAR was collected in fall 2017, while no snow was on the ground and rivers were at or below normal levels. In order to post process the LiDAR data to meet task order specifications and meet ASPRS vertical accuracy guidelines, Quantum Spatial, Inc. utilized a total of 150 ground control points that were used to calibrate the LiDAR to known ground locations established throughout the project area. An additional 245 independent accuracy checkpoints, 142 in Bare Earth and Urban landcovers (142 NVA points), 103 in Tall Weeds categories (103 VVA points), were used to assess the vertical accuracy of the data. These checkpoints were not used to calibrate or post process the data.',)","(u'FullMetadataDisplay.aspx?file=USGS_LiDAR2017.xml',)"
"(u'USGS QL2 LiDAR for Schuylkill County, PA 2017',)","(u'2017',)","(u'U S Geological Survey',)","(u'The South Central Pennsylvania 2017 QL2 LiDAR project called for the planning, acquisition, processing, and derivative products of lidar data to be collected at a nominal pulse spacing (NPS) of 0.7 meters. Project specifications are based on the U.S. Geological Survey National Geospatial Program Base LiDAR Specification, Version 1.2. The data were developed based on a horizontal projection/datum of NAD 1983 (2011), UTM Zone 18, meters and vertical datum of NAVD 1988 (GEOID 12B), meters. LiDAR data were delivered as processed Classified LAS 1.4 files formatted to 7,975 individual 1,500-meter x 1,500-meter tiles, as tiled intensity imagery, and as tiled bare earth DEMs; all tiled to the same 1,500-meter x 1,500-meter schema. Continuous breaklines were produced in Esri file geodatabase format. Ground Conditions: LiDAR was collected in fall 2017, while no snow was on the ground and rivers were at or below normal levels. In order to post process the LiDAR data to meet task order specifications and meet ASPRS vertical accuracy guidelines, Quantum Spatial, Inc. utilized a total of 150 ground control points that were used to calibrate the LiDAR to known ground locations established throughout the project area. An additional 245 independent accuracy checkpoints, 142 in Bare Earth and Urban landcovers (142 NVA points), 103 in Tall Weeds categories (103 VVA points), were used to assess the vertical accuracy of the data. These checkpoints were not used to calibrate or post process the data.',)","(u'FullMetadataDisplay.aspx?file=USGS_LiDAR2017.xml',)"
"(u'USGS QL2 LiDAR for Sullivan County, PA 2017',)","(u'2017',)","(u'U S Geological Survey',)","(u'The South Central Pennsylvania 2017 QL2 LiDAR project called for the planning, acquisition, processing, and derivative products of lidar data to be collected at a nominal pulse spacing (NPS) of 0.7 meters. Project specifications are based on the U.S. Geological Survey National Geospatial Program Base LiDAR Specification, Version 1.2. The data were developed based on a horizontal projection/datum of NAD 1983 (2011), UTM Zone 18, meters and vertical datum of NAVD 1988 (GEOID 12B), meters. LiDAR data were delivered as processed Classified LAS 1.4 files formatted to 7,975 individual 1,500-meter x 1,500-meter tiles, as tiled intensity imagery, and as tiled bare earth DEMs; all tiled to the same 1,500-meter x 1,500-meter schema. Continuous breaklines were produced in Esri file geodatabase format. Ground Conditions: LiDAR was collected in fall 2017, while no snow was on the ground and rivers were at or below normal levels. In order to post process the LiDAR data to meet task order specifications and meet ASPRS vertical accuracy guidelines, Quantum Spatial, Inc. utilized a total of 150 ground control points that were used to calibrate the LiDAR to known ground locations established throughout the project area. An additional 245 independent accuracy checkpoints, 142 in Bare Earth and Urban landcovers (142 NVA points), 103 in Tall Weeds categories (103 VVA points), were used to assess the vertical accuracy of the data. These checkpoints were not used to calibrate or post process the data.',)","(u'FullMetadataDisplay.aspx?file=USGS_LiDAR2017.xml',)"
"(u'Riparian Planting Prioritization - Polygons',)","(u'2019',)","(u'Pennsylvania Land Trust Association',)","(u'This dataset identifies and scores potential riparian planting sites across Pennsylvania. Planting sites are based on 100-foot buffers around NHD High Resolution streams, areas, and water bodies. Qualifying areas have at least 0.25 acres of \u201cLow Vegetation\u201d land cover on a single tax parcel. Land cover data came from the 1-m High Resolution Land Cover produced by the Chesapeake Conservancy and University of Vermont. Sites are scored using a 0-3 score that combines Topographic Wetness Index, Sediment Trapping Efficiency, and upslope land cover. This version of the prioritization data includes the polygons for each planting area and is best suited for closeup, large-scale mapping and analyses.',)","(u'FullMetadataDisplay.aspx?file=PALTA_RiparianPlantingPrioritization_Polygon2019.xml',)"
"(u'Riparian Planting Prioritization - Points',)","(u'2019',)","(u'Pennsylvania Land Trust Association',)","(u'This dataset identifies and scores potential riparian planting sites across Pennsylvania. Planting sites are based on 100-foot buffers around NHD High Resolution streams, areas, and water bodies. Qualifying areas have at least 0.25 acres of \u201cLow Vegetation\u201d land cover on a single tax parcel. Land cover data came from the 1-m High Resolution Land Cover produced by the Chesapeake Conservancy and University of Vermont. Sites are scored using a 0-3 score that combines Topographic Wetness Index, Sediment Trapping Efficiency, and upslope land cover. This version of the prioritization data converts each planting site polygon to a point. It is best suited for distant, small-scale mapping and analyses.',)","(u'FullMetadataDisplay.aspx?file=PALTA_RiparianPlantingPrioritization_Points2019.xml',)"
"(u'Philadelphia Aerial Photography 2018',)","(u'2018',)","(u'City of Philadelphia',)","(u'Color Citywide digital orthophotography with a ground resolution of at various resolutions, georeferenced to the Pennsylvania State Plane Coordinate System, and delivered as individual and mosaicked raster images. The dataset consists of tiled orthogonal imagery produced from nadir images captured by various contractors during the months of April and May.',)","(u'FullMetadataDisplay.aspx?file=PhiladelphiaImagery2018.xml',)"
"(u'Philadelphia Aerial Photography 2018 - tile index',)","(u'2018',)","(u'City of Philadelphia',)","(u'Tile Index - Color Citywide digital orthophotography with a ground resolution of at various resolutions, georeferenced to the Pennsylvania State Plane Coordinate System, and delivered as individual and mosaicked raster images. The dataset consists of tiled orthogonal imagery produced from nadir images captured by various contractors during the months of April and May.',)","(u'FullMetadataDisplay.aspx?file=PhiladelphiaImagery2018.xml',)"
"(u'Philadelphia LiDAR - LAS Files 2018',)","(u'2018',)","(u'City of Philadelphia',)","(u'2018 LiDAR \u2013 8ppm \u2013 Classified. LiDAR and LAS data was gathered for the City of Philadelphia in April 2018. DEMs were generated from the raw data. This dataset is lidar point cloud data covering the City of Philadelphia, PA, approximately 239 sq miles total. Each LAS file contains LiDAR point information, which has been calibrated, controlled, and classified. At the time of capture ground conditions were leaf-off, snow free, and water was at normal levels. Key attribute field names and descriptions: LiDAR Classification Categories: 0 Created Not Classified 1 Unclassified 2 Ground 3 Low vegetation 4 Vegetation 5 High vegetation 6 Building 9 Water 17 Bridge Deck',)","(u'FullMetadataDisplay.aspx?file=PhiladelphiaLiDAR2018.xml',)"
"(u'Pennsylvania county boundaries',)","(u'2019',)","(u'Pennsylvania Department of Transportation',)","(u'County boundaries within Pennsylvania as delineated for the PennDOT Type 10 general highway map.',)","(u'FullMetadataDisplay.aspx?file=PaCounty2019_07.xml',)"
"(u'Longwall Mining Panels',)","(u'2019',)","(u'Pennsylvania Department of Environmental Protection',)","(u'Coal mining has occurred in Pennsylvania for over a century.  A method of coal mining known as Longwall Mining has become more prevalent in recent decades.\r\nLongwall mining involves full extraction of the coal seam in the longwall panel. The longwall mining machinery cuts or shears the coal off the face of a long wall panel of coal in a single pass. The machinery will then advance forward and perform another pass along the coal face. The broken off coal is hauled to the surface using conveyor belts. As the machinery advances forward into the coal panel, the mine roof is allowed to collapse behind it. This dataset identifies the footprint of these longwall panels relative to the surface.',)","(u'FullMetadataDisplay.aspx?file=LongwallMiningPanels2019_09.xml',)"
"(u'Digitized Mined Areas',)","(u'2019',)","(u'Pennsylvania Department of Environmental Protection',)","(u'Coal mining has occurred in Pennsylvania for over a century. This dataset tries to identify the areas of the various coal seams in Pennsylvania that have been extracted by various underground mining techniques. This information can be used for many environmental related issues, including mine land reclamation and determination of needs for Mine Subsidence Insurance. The information in this dataset was gathered from digitizing the area of extracted coal identified on historic and modern underground mine maps. The maps to these coal mines are stored at many various public and private locations (if they still exist at all) throughout the commonwealth, they have been scanned to create a digital archive, and georeferenced to their approximate location for use in a geographic information system (GIS). The dataset is continuously updated as new maps are processed and is not considered \u201ccompleted\u201d, i.e. just because an area in Pennsylvania is not identified in this dataset as mined, does not mean the area was not mined.',)","(u'FullMetadataDisplay.aspx?file=DigitizedMinedAreas2019_09.xml',)"
"(u'Active Underground Permit Boundaries',)","(u'2019',)","(u'Pennsylvania Department of Environmental Protection',)","(u'Pennsylvania state law requires those who wish to conduct mining activities within the Commonwealth submit and get approval by the Pennsylvania Department of Environmental Protection (DEP) for permits related to those activities. These permits are written to cover various aspects of the mining operations, such as: reclamation, water quality protection, air quality protection, waste disposal and mine subsidence control. The DEP California District Office reviews permits related to Bituminous coal underground mining. Module 6.1 of the Application for Bituminous Underground Mine requires a Location Map be submitted with the permit. The Location Map should be a 7.5 Minute USGS map covering the area within one (1) mile of the underground permit area boundaries. This dataset contains the digitized underground permit area boundaries of the active underground bituminous mines in Pennsylvania based from the Location Maps submitted with the permit applications and permit renewal applications.',)","(u'FullMetadataDisplay.aspx?file=ActiveUndergroundPermitBoundaries2019_09.xml',)"
"(u'Pennsylvania urban area boundary',)","(u'2019',)","(u'Pennsylvania Department of Transportation',)","(u'Urban area boundaries within Pennsylvania based on U.S Census Bureau maps.',)","(u'FullMetadataDisplay.aspx?file=PaUrbanAreas2019_05.xml',)"
"(u'Air Emission Plants',)","(u'2019',)","(u'Pennsylvania Department of Environmental Protection',)","(u'Represents the Primary Facility type Air Emission Plant (AEP) point features.  Air Emissions Plant is a DEP primary facility type related to the Air Quality Program.                                                                                         The sub-facility types related to the Air Emissions Plant that are included  are: Air Pollution Control Device, Combustion Unit, Fuel Material Location, General Administrative Location, Incinerator, Point of Air Emission, and Process.\r\n\r\nAir Pollution Control Device:\r\n\r\nFacility that removes one or more pollutants from an exhaust stream. Examples include a baghouse or wet scrubber.\r\n\r\nCombustion Unit:\r\n\r\nFacility that burns coal, oil, or natural gas. Combustion units are used to produce either electricity, steam, hot gases, or some combination of these. Examples include a utility boiler or gas turbine.\r\n\r\nFuel Material Location:\r\n\r\nFacility for storage of fuels shared by multiple combustion units, incinerators, or processes. Examples include oil storage tanks and larger natural gas supply lines.\r\n\r\nGeneral Administrative Location:\r\n\r\nAn administrative location is created automatically for every new air emission plant primary facility. It is used for locational data to represent the entire primary facility, instead of assigning lat/longs to each sub-facility. The General Administrative Location sub-facility may be obsolete in the future, once eFACTS allows locations at the primary level.\r\n\r\nIncinerator: \r\n\r\nFacility that destroys solid waste products using a variety of fuels. Examples include municipal waste incinerators and hospital infectious waste incinerators.\r\n\r\nPoint of Air Emission:\r\n\r\nExact location or structure from which all other air emission plant sub-facilities exhaust their emissions. Examples may include a steel or masonry smokestack; however, a point of air emission may also represent fugitive emissions that escaped from other points of a facility.\r\n\r\nProcess:\r\n\r\nFacility that produces or modifies a product, and creates an air emission from either the materials used or a fuel consumed. Examples include coating lines or cement kilns.\r\n\r\nContinuous Emission Monitoring Point:\r\n\r\nDevices attached to smokestacks that monitor specific pollutants, i.e. sulfur dioxide, nitrogen oxides, etc.',)","(u'FullMetadataDisplay.aspx?file=AirEmissionPlants2019_07.xml',)"
"(u'Beneficial Land Uses',)","(u'2019',)","(u'Pennsylvania Department of Environmental Protection',)","(u'Beneficial Land Use is a DEP primary facility type related to the Water Pollution Control Program. The sub-facility type related to Beneficial Land Use is the Parcel. A parcel refers to the land application site that is proposed to received biosolids or residential septage. Land application for biosolids and septage means beneficial use, meaning it is applied to land as a soil amendment/fertilizer.\r\nBeneficial Land Use is a DEP primary facility type related to the Water Pollution Control Program. The sub-facility type related to Beneficial Land Use is the Parcel. A parcel refers to the land application site that is proposed to received biosolids or residential septage. Land application for biosolids and septage means beneficial use, meaning it is applied to land as a soil amendment/fertilizer.',)","(u'FullMetadataDisplay.aspx?file=BeneficialLandUses2019_07.xml',)"
"(u'Captive Hazardous Waste Operation',)","(u'2019',)","(u'Pennsylvania Department of Environmental Protection',)","(u'A Captive Hazardous Waste Operation is a DEP primary facility type related to the Waste Management Hazardous Waste Program. The sub-facility types related to Captive Hazardous Waste Operations that are included in eMapPA are: Boiler/Industrial Furnace, Disposal Facility, Hazardous Generator, Incinerator, Recycling Facility, Storage Facility, and Treatment Facility. Captive Hazardous Waste Operation Sub-Facility Types\r\nBoiler or Industrial Furnace:\r\n\r\nFacility permitted by DEP to burn or process hazardous waste generated onsite, to recover thermal energy, or to accomplish recovery of materials in association with a manufacturing process.\r\n\r\nDisposal Facility:\r\n\r\nFacility permitted by DEP to dispose of hazardous waste generated onsite by incineration, or by intentionally placing the waste in or on land or water in specially designed and constructed containment units where the waste will remain after closure of the facility.\r\n\r\nHazardous Generator:\r\n\r\nA site where hazardous waste is first produced. The hazardous waste may be accumulated onsite at this facility for a prescribed limited amount of time (usually between 90 and 270 days) without first obtaining a storage permit from the Department, as long as it is done in accordance with prescribed standards.\r\n\r\nIncinerator:\r\n\r\nFacility permitted by DEP to burn or thermally combust hazardous waste generated onsite in an enclosed device using controlled flame. Devices meeting the criteria for classification as a boiler, industrial furnace, carbon regeneration unit, or sludge dryer are not incinerators.\r\n\r\nRecycling Facility:\r\n\r\nFacility permitted by DEP to treat hazardous waste generated onsite, making it suitable for upcoming recovery of a usable product or material.\r\n\r\nStorage Facility:\r\n\r\nFacility permitted by DEP to hold hazardous waste generated onsite for a temporary period (not to exceed one year). At the end of that period the hazardous waste is treated, disposed of, or stored elsewhere. Facilities accumulating hazardous wastes generated onsite in accordance with prescribed generator accumulation standards for a prescribed limited amount of time (usually between 90 and 270 days) are NOT storage facilities.\r\n\r\nTreatment Facility:\r\n\r\nFacility permitted by DEP to change the physical, chemical or biological character or composition of hazardous waste that is generated onsite. The purpose is to neutralize the waste or to render the waste non-hazardous, safer for transport, suitable for recovery, suitable for storage, or reduced in volume.',)","(u'FullMetadataDisplay.aspx?file=CaptiveHazardousWasteOperations2019_07.xml',)"
"(u'Coal Mining Operations',)","(u'2019',)","(u'Pennsylvania Department of Environmental Protection',)","(u'Represents the Primary Facility type Coal Mining Operation (CMO) point features.  A Coal Mining Operation is a DEP primary facility type related to the Mining Program. The sub-facility types related to Coal Mining Operations that are included are: Deep Mine Underground mining of coal. Includes, but is not limited to, portal, tunnel, slope, and drift mines. \r\nDischarge Point Discharge of water from an area as a result of coal mining activities. \r\nMineral Preparation Plant Facility at which coal is cleaned and processed. \r\nPost Mining Treatment Post-mining discharges are groundwater seeps and flows that occur after a mine has been completed and reclaimed. Many of these discharges have become contaminated by contacting acid producing rock in the mine environment. Untreated discharges that enter clean streams cause acidification, which immediately kills much of the aquatic life. Coal mines that are predicted to have discharges are not permitted; however, coal mining operators are required to treat post-mining discharges in cases where the predictions do not come true. Through advances in predictive science, less than 2 percent of the permits issued today result in a post-mining discharge. New technologies, including alkaline addition and special handling of acid producing material, are being studied in order to help address the remaining 2 percent. \r\nRefuse Disposal Facility An area used for disposal or storage of waste coal, rock, shale, slate, clay, and other coal mining related materials. \r\nRefuse Reprocessing Facility at which coal is extracted from waste coal, rock, shale, slate, clay, and other coal mining related material, i.e., coal refuse. \r\nSurface Mine Surface mining of coal by removing material which lies above the coal seam. Includes, but is not limited to, strip, auger, quarry, dredging, and leaching mines.',)","(u'FullMetadataDisplay.aspx?file=CoalMiningOperations2019_07.xml',)"
"(u'Commercial Hazardous Waste Operations',)","(u'2019',)","(u'Pennsylvania Department of Environmental Protection',)","(u'A Commercial Hazardous Waste Operation is a DEP primary facility type related to the Waste Management Hazardous Waste Program. The sub-facility types related to Commercial Hazardous Waste Operations that are included are: Disposal Facility, Hazardous Generator, Recycling Facility, Storage Facility, and Treatment Facility. Disposal Facility:\r\n\r\nFacility permitted by DEP to accept hazardous waste generated off-site, and dispose of the waste by incineration, or by intentionally placing the waste in or on land or water in specially designed and constructed containment units where it will remain after closure of the facility',)","(u'FullMetadataDisplay.aspx?file=CommercialHazardousWasteOperations2019_07.xml',)"
"(u'Coal Pillar Location Mining',)","(u'2019',)","(u'Pennsylvania Department of Environmental Protection',)","(u'Coal Pillar Locations are pillars of coal that must remain in place to provide support for a coal mine.',)","(u'FullMetadataDisplay.aspx?file=CoalPillarLocationMining2019_07.xml',)"
"(u'Coal Pillar Location Oil & Gas',)","(u'2019',)","(u'Pennsylvania Department of Environmental Protection',)","(u'Coal Pillar Locations are pillars of coal that must remain in place to provide support for an oil and gas well on the surface.',)","(u'FullMetadataDisplay.aspx?file=CoalPillarLocationOilandGas2019_07.xml',)"
"(u'Encroachment Locations',)","(u'2019',)","(u'Pennsylvania Department of Environmental Protection',)","(u'An Encroachment Location is a DEP primary facility type related to the Water Resources Management Water Obstructions Program. There are many sub-facility types relating to Encroachment Locations, ranging from Boat Launch Ramps to Dredging to Wetland Impact.  These sub-facilities may pertain to more than one primary facility kind as listed in the table below.',)","(u'FullMetadataDisplay.aspx?file=EncroachmentLocations2019_07.xml',)"
