,Collection To Add Map To,Image Path,Transcript Path,Notes (page titles),TITLE,ALTERNATIVE TITLE,CREATOR,CONTRIBUTOR,PUBLISHER,DESCRIPTION,CAPTION,ADDITIONAL NOTES,Project Affiliation,DATE OF CREATION,HISTORICAL ERA/PERIOD,ITEM TYPE,ITEM PHYSICAL FORMAT,DIMENTIONS,LOCALLY ASSIGNED SUBJECT HEADINGS,FAST SUBJECT HEADINGS,LANGUAGE,TRANSCRIPTION,TRANSLATION,CITY OR TOWNSHIP,STATE OR PROVINCE,COUNTRY,REGION OR AREA,CONTINENT,Coordinates,PROJECTIONS,SCALE,GEONAMES URI,PARENT COLLECTION NAME,CONTRIBUTING ORGANIZATION,CONTACT INFORMATION,LOCAL RIGHTS STATEMENT,RIGHTS STATEMENT URI,EXPECTED PUBLIC DOMAIN YEAR OF ENTRY,ADDITIONAL RIGHTS INFORMATION,FISCAL SPONSOR,LOCAL IDENTIFIER,BARCODE IDENTIFIER,SYSTEM IDENTIFIER,DLS IDENTIFIER,KALTURA AUDIO IDENTIFIER,KALTURA AUDIO PLAYLIST IDENTIFIER,KALTURA VIDEO IDENTIFIER,KALTURA VIDEO PLAYLIST IDENTIFIER,KALTURA AUDIO/VIDEO PLAYLIST IDENTIFIER,PERSISTENT URL (PURL),UMEDIA ARCHIVE,ATTACHED CHILD,FEATURED IMAGE,OBJECT FILE NAME
851,General Map Collection,G4110.P2 1927 .U5,B3936205,Central Sheet,The federal aid highway system progress map : [Michigan],,United States. Bureau of Public Roads,Geological Survey (U.S.),"Dept. of Agriculture,  Bureau of Public Roads (Washington,  D.C)",,,"Maps shows U.S. Highways, National parks, monuments, military reservations, and forests, improved and under construction roads, and pavement types.; ""Data corrected to Dec. 31, 1927.""; ""Approved Federal aid mileage Michigan ... 5,235.""; ""Printed by the U.S. Geological Survey.""",,1927,,Cartographic,Maps | http://vocab.getty.edu/aat/300028094,sheets 56 x 79 centimeters,Roads,,English,,,,,,,,W0902500 W0822000 N0482000 N0414000; (W 90⁰25ʹ--W 82⁰20ʹ/N 48⁰20ʹ--N 41⁰40ʹ),,"Scale 1:500,000",,,"University of Minnesota Libraries, John R. Borchert Map Library.","University of Minnesota Libraries, John R. Borchert Map Library. S-76 Wilson Library, 309 19th Ave S, Minneapolis, MN 55455; https://www.lib.umn.edu/borchert","Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",,,,,G4110.P2 1927 .U5,UMN_BARCODE:B3936205,UMN_ALMA:9948664110001701,map11856,,,,,,,,,,
851,General Map Collection,G4110.P2 1927 .U5,B3936200,NE Sheet,The federal aid highway system progress map : [Michigan],,United States. Bureau of Public Roads,Geological Survey (U.S.),"Dept. of Agriculture,  Bureau of Public Roads (Washington,  D.C)",,,"Maps shows U.S. Highways, National parks, monuments, military reservations, and forests, improved and under construction roads, and pavement types.; ""Data corrected to Dec. 31, 1927.""; ""Approved Federal aid mileage Michigan ... 5,235.""; ""Printed by the U.S. Geological Survey.""",,1927,,Cartographic,Maps | http://vocab.getty.edu/aat/300028094,sheets 56 x 79 centimeters,Roads,,English,,,,,,,,W0902500 W0822000 N0482000 N0414000; (W 90⁰25ʹ--W 82⁰20ʹ/N 48⁰20ʹ--N 41⁰40ʹ),,"Scale 1:500,000",,,"University of Minnesota Libraries, John R. Borchert Map Library.","University of Minnesota Libraries, John R. Borchert Map Library. S-76 Wilson Library, 309 19th Ave S, Minneapolis, MN 55455; https://www.lib.umn.edu/borchert","Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",,,,,G4110.P2 1927 .U5,UMN_BARCODE:B3936200,UMN_ALMA:9948664110001701,map11857,,,,,,,,,,
851,General Map Collection,G4110.P2 1927 .U5,B3936206,South Sheet,The federal aid highway system progress map : [Michigan],,United States. Bureau of Public Roads,Geological Survey (U.S.),"Dept. of Agriculture,  Bureau of Public Roads (Washington,  D.C)",,,"Maps shows U.S. Highways, National parks, monuments, military reservations, and forests, improved and under construction roads, and pavement types.; ""Data corrected to Dec. 31, 1927.""; ""Approved Federal aid mileage Michigan ... 5,235.""; ""Printed by the U.S. Geological Survey.""",,1927,,Cartographic,Maps | http://vocab.getty.edu/aat/300028094,sheets 56 x 79 centimeters,Roads,,English,,,,,,,,W0902500 W0822000 N0482000 N0414000; (W 90⁰25ʹ--W 82⁰20ʹ/N 48⁰20ʹ--N 41⁰40ʹ),,"Scale 1:500,000",,,"University of Minnesota Libraries, John R. Borchert Map Library.","University of Minnesota Libraries, John R. Borchert Map Library. S-76 Wilson Library, 309 19th Ave S, Minneapolis, MN 55455; https://www.lib.umn.edu/borchert","Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",,,,,G4110.P2 1927 .U5,UMN_BARCODE:B3936206,UMN_ALMA:9948664110001701,map11858,,,,,,,,,,
851,General Map Collection,G4110.P2 1927 .U5,B3936203,SW Sheet,The federal aid highway system progress map : [Michigan],,United States. Bureau of Public Roads,Geological Survey (U.S.),"Dept. of Agriculture,  Bureau of Public Roads (Washington,  D.C)",,,"Maps shows U.S. Highways, National parks, monuments, military reservations, and forests, improved and under construction roads, and pavement types.; ""Data corrected to Dec. 31, 1927.""; ""Approved Federal aid mileage Michigan ... 5,235.""; ""Printed by the U.S. Geological Survey.""",,1927,,Cartographic,Maps | http://vocab.getty.edu/aat/300028094,sheets 56 x 79 centimeters,Roads,,English,,,,,,,,W0902500 W0822000 N0482000 N0414000; (W 90⁰25ʹ--W 82⁰20ʹ/N 48⁰20ʹ--N 41⁰40ʹ),,"Scale 1:500,000",,,"University of Minnesota Libraries, John R. Borchert Map Library.","University of Minnesota Libraries, John R. Borchert Map Library. S-76 Wilson Library, 309 19th Ave S, Minneapolis, MN 55455; https://www.lib.umn.edu/borchert","Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",,,,,G4110.P2 1927 .U5,UMN_BARCODE:B3936203,UMN_ALMA:9948664110001701,map11859,,,,,,,,,,
852,General Map Collection,G4111.B5 1854 .U5,B3361142,,Sketch of the public surveys in Michigan,,United States. Surveyor General,,U.S. G.P.O. (Washington),,,"Shows progress of surveys, township lines, rivers, etc.; does not show settlements or roads.; Inset map: Isle Royale.; Above title: G.",,1854?,,Cartographic,Maps | http://vocab.getty.edu/aat/300028094,"55 x 55 centimeters, on sheet 62 x 60 centimeters",,,English,,,,,,,,W0903000 W0822200 N0481700 N0415200; (W 90⁰30ʹ--W 82⁰22ʹ/N 48⁰17ʹ--N 41⁰52ʹ),,"Scale [1:1,140,480] 18 miles to an inch",,,"University of Minnesota Libraries, John R. Borchert Map Library.","University of Minnesota Libraries, John R. Borchert Map Library. S-76 Wilson Library, 309 19th Ave S, Minneapolis, MN 55455; https://www.lib.umn.edu/borchert","Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",,,,,G4111.B5 1854 .U5,UMN_BARCODE:B3361142,UMN_ALMA:9921041550001701,map11860,,,,,,,,,,
853,General Map Collection,G4111.C5 1911 .L4,B4569224,,Map of the surface formations of the Southern Peninsula of Michigan,,"Leverett, Frank, 1859-1943","Taylor, Frank B. (Frank Bursley), 1860-1938; Michigan. Geological Survey; Geological Survey (U.S.)","Geological Survey of Michigan in cooperation with the United States Geological Survey (Lansing,  Mich)",,,Includes text.,,1911,,Cartographic,Maps | http://vocab.getty.edu/aat/300028094,49 x 39 centimeters,Geology,,English,,,,,,,,W0870000 W0822000 N0460500 N0414000; (W 87°00ʹ--W 82°20ʹ/N 46°05ʹ--N 41°40ʹ),,"Scale 1:1,000,000",,,"University of Minnesota Libraries, John R. Borchert Map Library.","University of Minnesota Libraries, John R. Borchert Map Library. S-76 Wilson Library, 309 19th Ave S, Minneapolis, MN 55455; https://www.lib.umn.edu/borchert","Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",,,,,G4111.C5 1911 .L4,UMN_BARCODE:B4569224,UMN_ALMA:9923077340001701,map11861,,,,,,,,,,
854,General Map Collection,G4111.C5I75 1909,B4646393,,"Geologic map of Iron River District, Michigan",Monographs of the United States Geological Survey,"Allen, R. C",Geological Survey (U.S.),"U.S. Geological Survey (Washington,  D.C)",,,Relief shown by contours.; Geology by Geological Survey of Michigan.,,1909,,Cartographic,Maps | http://vocab.getty.edu/aat/300028094,70 x 44 centimeters,Geology,,English,,,,,,,,W0884500 W0863000 N0461500 N0460000; (W 88⁰45'--W 86⁰30'/N 46⁰15'--N 46⁰00'),,"Scale 1:45,000",,,"University of Minnesota Libraries, John R. Borchert Map Library.","University of Minnesota Libraries, John R. Borchert Map Library. S-76 Wilson Library, 309 19th Ave S, Minneapolis, MN 55455; https://www.lib.umn.edu/borchert","Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",,,,,G4111.C5I75 1909,UMN_BARCODE:B4646393,UMN_ALMA:9943875880001701,map11862,,,,,,,,,,
855,General Map Collection,G4111.C5N6 1904,B4569391,,Sketch map showing surface geology about the northern shores of Lakes Huron and Michigan,,"Russell, Israel C. (Israel Cook), 1852-1906","Nellist, John F; Michigan. Geological Survey",Geological Survey of Michigan (Lansing),,,"Detached from: A geological reconnaissance along the north shore of lakes Huron and Michigan / Israel C. Russell. In Report of the State Board of Geological Survey of Michigan for the year 1904. Lansing: Wynkoop, Hallenbeck, Crawford Co., 1905.; ""Annual report for 1904, plate XVI.""",,1904,,Cartographic,Maps | http://vocab.getty.edu/aat/300028094,18 x 53 centimeters,Geology; Geology,,English,,,,,,,,W0873000 W0833000 N0460000 N0450000; (W 87°30ʹ--W 83°30ʹ/N 46°00ʹ--N 45°00ʹ),,"Scale approximately 1:633,600",,,"University of Minnesota Libraries, John R. Borchert Map Library.","University of Minnesota Libraries, John R. Borchert Map Library. S-76 Wilson Library, 309 19th Ave S, Minneapolis, MN 55455; https://www.lib.umn.edu/borchert","Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",,,,,G4111.C5N6 1904,UMN_BARCODE:B4569391,UMN_ALMA:9923073840001701,map11863,,,,,,,,,,
856,General Map Collection,G4111.P2 1891 .W6,B4479040,,Map of Michigan and Wisconsin : prepared for Wood's official railway guide,,"Wood, John R., 1940-",,"John R. Wood (Detroit,  Mich)",,,Relief shown by hachures.; Includes advertisement and inset of Isle Royale.; Advertisements and post office directories on verso.,,1891?,,Cartographic,Maps | http://vocab.getty.edu/aat/300028094,54 x 74 centimeters,Railroads; Railroads,,English,,,,,,,,W0931000 W0822000 N0482000 N0413000; (W 93°10ʹ--W 82°20ʹ/N 48°20ʹ--N 41°30ʹ),,"Scale approximately 1:1,200,000",,,"University of Minnesota Libraries, John R. Borchert Map Library.","University of Minnesota Libraries, John R. Borchert Map Library. S-76 Wilson Library, 309 19th Ave S, Minneapolis, MN 55455; https://www.lib.umn.edu/borchert","Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",,,,,G4111.P2 1891 .W6,UMN_BARCODE:B4479040,UMN_ALMA:9943450030001701,"map11864a, map11864b",,,,,,,,,,
857,General Map Collection,G4111.P2 1920 .G3,B4616645,,Premier series Michigan,Michigan,Geographical Publishing Co,,"Geographical Pub. Co (Chi[cago],  Ill)",,,"Greenwich prime meridian.; Shows raods, railroads, electric lines, and congressional districts.; Inset: Isle Royale.; Printed in 2 segments with the Upper Peninsula offset approx. 1∞23? to the east.; ""Census gazetteer of Michigan"" on verso.",,1930 - 1939?,,Cartographic,Maps | http://vocab.getty.edu/aat/300028094,73 x 50 centimeters,,,English,,,,,,,,W0902500 W0822400 N0481600 N0413800; (W 90°25ʹ--W 82°24ʹ/N 48°16ʹ--N 41°38ʹ),,"Scale [1:950,400] 15 miles to 1 inch",,,"University of Minnesota Libraries, John R. Borchert Map Library.","University of Minnesota Libraries, John R. Borchert Map Library. S-76 Wilson Library, 309 19th Ave S, Minneapolis, MN 55455; https://www.lib.umn.edu/borchert","Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",,,,,G4111.P2 1920 .G3,UMN_BARCODE:B4616645,UMN_ALMA:9947320150001701,"map11865a, map11865b",,,,,,,,,,
858,General Map Collection,G4111.P235 1911 .H2,B4616852,,Hammond's enlarged map of Michigan,,Hammond Incorporated,,Hammond Inc (New York),,,"Delineates congressional districts, interurban electric lines completed and projected, and steamship lines.",,1911,,Cartographic,Maps | http://vocab.getty.edu/aat/300028094,57 x 58 centimeters,,,English,,,,,,,,"W0902500 W0820700 N0481800 N0414100; (W 90ʻ25'00""--W 82ʻ07'00""/N 48ʻ18'00""--N 41ʻ41'00"")",,"Scale 1:1,100,000; 18 miles to the inch (approximately).",,,"University of Minnesota Libraries, John R. Borchert Map Library.","University of Minnesota Libraries, John R. Borchert Map Library. S-76 Wilson Library, 309 19th Ave S, Minneapolis, MN 55455; https://www.lib.umn.edu/borchert","Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",,,,,G4111.P235 1911 .H2,UMN_BARCODE:B4616852,UMN_ALMA:9947303320001701,"map11866a, map11866b",,,,,,,,,,
859,General Map Collection,G4111.P8 1871 .N5,B3365617,Michigan Sheet,"Post route map of the states of Michigan and Wisconsin : with adjacent parts of Ohio, Indiana, Illinois, Iowa, and Minnesota",,"Nicholson, W. L","Poole, C. H; McClelland, D; United States. Post Office Department","Post Office Dept. (Washington,  D.C)",,,"Prime meridian: Washington.; Shows railroad lines.; ""Drawn by C.H. Poole. Engraved by D. McClelland.""; Includes ""General statistics,"" ""Explanation of mail service,"" and table of distances.",,1871,,Cartographic,Maps | http://vocab.getty.edu/aat/300028094,sheets 109 x 78 centimeters,Postal service; Postal service,,English,,,,,,,,"W0925300 W0820100 N0474800 N0411300; (W 92°53'00""--W 82°01'00""/N 47°48'00""--N 41°13'00"")",,"Scale [1:633,600]",,,"University of Minnesota Libraries, John R. Borchert Map Library.","University of Minnesota Libraries, John R. Borchert Map Library. S-76 Wilson Library, 309 19th Ave S, Minneapolis, MN 55455; https://www.lib.umn.edu/borchert","Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",,,,,G4111.P8 1871 .N5,UMN_BARCODE:B3365617,UMN_ALMA:9944490280001701,map11867,,,,,,,,,,
859,General Map Collection,G4111.P8 1871 .N5,B3365616,Wisconsin Sheet,"Post route map of the states of Michigan and Wisconsin : with adjacent parts of Ohio, Indiana, Illinois, Iowa, and Minnesota",,"Nicholson, W. L","Poole, C. H; McClelland, D; United States. Post Office Department","Post Office Dept. (Washington,  D.C)",,,"Prime meridian: Washington.; Shows railroad lines.; ""Drawn by C.H. Poole. Engraved by D. McClelland.""; Includes ""General statistics,"" ""Explanation of mail service,"" and table of distances.",,1871,,Cartographic,Maps | http://vocab.getty.edu/aat/300028094,sheets 109 x 78 centimeters,Postal service; Postal service,,English,,,,,,,,"W0925300 W0820100 N0474800 N0411300; (W 92°53'00""--W 82°01'00""/N 47°48'00""--N 41°13'00"")",,"Scale [1:633,600]",,,"University of Minnesota Libraries, John R. Borchert Map Library.","University of Minnesota Libraries, John R. Borchert Map Library. S-76 Wilson Library, 309 19th Ave S, Minneapolis, MN 55455; https://www.lib.umn.edu/borchert","Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",,,,,G4111.P8 1871 .N5,UMN_BARCODE:B3365616,UMN_ALMA:9944490280001701,map11868,,,,,,,,,,
860,General Map Collection,G4111.P8 1919 .U5,X719576,Sheet 1A,"Post route map of the states of Michigan and Wisconsin : showing post offices with the intermediate distances on mail routes in operation on the 1st of January, 1919",,United States. Post Office Department,,Postmaster General (Washington),,,"Includes indexes to counties in Michigan and Wisconsin, and insets of Isle Royal and Grand Rapids and vicinity.",,1919,,Cartographic,Maps | http://vocab.getty.edu/aat/300028094,sheets 121 x 81 centimeters,Postal service; Postal service,,English,,,,,,,,"W0925300 W0820800 N0470400 N0413300; (W 92°53'00""--W 82°08'00""/N 47°04'00""--N 41°33'00"")",,"Scale [approximately 1:570,000]",,,"University of Minnesota Libraries, John R. Borchert Map Library.","University of Minnesota Libraries, John R. Borchert Map Library. S-76 Wilson Library, 309 19th Ave S, Minneapolis, MN 55455; https://www.lib.umn.edu/borchert","Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",,,,,G4111.P8 1919 .U5,UMN_BARCODE:X719576,UMN_ALMA:9974759205001701,map11869,,,,,,,,,,
860,General Map Collection,G4111.P8 1919 .U5,X722646,Sheet 1B,"Post route map of the states of Michigan and Wisconsin : showing post offices with the intermediate distances on mail routes in operation on the 1st of January, 1919",,United States. Post Office Department,,Postmaster General (Washington),,,"Includes indexes to counties in Michigan and Wisconsin, and insets of Isle Royal and Grand Rapids and vicinity.",,1919,,Cartographic,Maps | http://vocab.getty.edu/aat/300028094,sheets 121 x 81 centimeters,Postal service; Postal service,,English,,,,,,,,"W0925300 W0820800 N0470400 N0413300; (W 92°53'00""--W 82°08'00""/N 47°04'00""--N 41°33'00"")",,"Scale [approximately 1:570,000]",,,"University of Minnesota Libraries, John R. Borchert Map Library.","University of Minnesota Libraries, John R. Borchert Map Library. S-76 Wilson Library, 309 19th Ave S, Minneapolis, MN 55455; https://www.lib.umn.edu/borchert","Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",,,,,G4111.P8 1919 .U5,UMN_BARCODE:X722646,UMN_ALMA:9974759205001701,map11870,,,,,,,,,,
860,General Map Collection,G4111.P8 1919 .U5,X719581,Sheet 2A,"Post route map of the states of Michigan and Wisconsin : showing post offices with the intermediate distances on mail routes in operation on the 1st of January, 1919",,United States. Post Office Department,,Postmaster General (Washington),,,"Includes indexes to counties in Michigan and Wisconsin, and insets of Isle Royal and Grand Rapids and vicinity.",,1919,,Cartographic,Maps | http://vocab.getty.edu/aat/300028094,sheets 121 x 81 centimeters,Postal service; Postal service,,English,,,,,,,,"W0925300 W0820800 N0470400 N0413300; (W 92°53'00""--W 82°08'00""/N 47°04'00""--N 41°33'00"")",,"Scale [approximately 1:570,000]",,,"University of Minnesota Libraries, John R. Borchert Map Library.","University of Minnesota Libraries, John R. Borchert Map Library. S-76 Wilson Library, 309 19th Ave S, Minneapolis, MN 55455; https://www.lib.umn.edu/borchert","Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",,,,,G4111.P8 1919 .U5,UMN_BARCODE:X719581,UMN_ALMA:9974759205001701,map11871,,,,,,,,,,
860,General Map Collection,G4111.P8 1919 .U5,X722647,Sheet 2B,"Post route map of the states of Michigan and Wisconsin : showing post offices with the intermediate distances on mail routes in operation on the 1st of January, 1919",,United States. Post Office Department,,Postmaster General (Washington),,,"Includes indexes to counties in Michigan and Wisconsin, and insets of Isle Royal and Grand Rapids and vicinity.",,1919,,Cartographic,Maps | http://vocab.getty.edu/aat/300028094,sheets 121 x 81 centimeters,Postal service; Postal service,,English,,,,,,,,"W0925300 W0820800 N0470400 N0413300; (W 92°53'00""--W 82°08'00""/N 47°04'00""--N 41°33'00"")",,"Scale [approximately 1:570,000]",,,"University of Minnesota Libraries, John R. Borchert Map Library.","University of Minnesota Libraries, John R. Borchert Map Library. S-76 Wilson Library, 309 19th Ave S, Minneapolis, MN 55455; https://www.lib.umn.edu/borchert","Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",,,,,G4111.P8 1919 .U5,UMN_BARCODE:X722647,UMN_ALMA:9974759205001701,map11872,,,,,,,,,,
861,General Map Collection,G4112.I79 1847 .I9,B3363834,Sheet 1,"Map of Isle Royale, Lake Superior, Michigan : surveyed in 1846-1847",Isle Royale,"Ives, William",,(Michigan?),,,Blueprint.; North oriented to the left.; Originally published on 1 sheet.,,1847?,,Cartographic,Maps | http://vocab.getty.edu/aat/300028094,"34 x 122 centimeters, sheets 45 x 79 centimeters and 45 x 55 centimeters",,,English,,,,,,,,"W0891500 W0882000 N0481200 N0474700; (W 89°15'00""--W 88°20'00""/N 48°12'00""--N 47°47'00"")",,Scale not given,,,"University of Minnesota Libraries, John R. Borchert Map Library.","University of Minnesota Libraries, John R. Borchert Map Library. S-76 Wilson Library, 309 19th Ave S, Minneapolis, MN 55455; https://www.lib.umn.edu/borchert","Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",,,,,G4112.I79 1847 .I9,UMN_BARCODE:B3363834,UMN_ALMA:9946828030001701,map11873,,,,,,,,,,
861,General Map Collection,G4112.I79 1847 .I9,B3363835,Sheet 2,"Map of Isle Royale, Lake Superior, Michigan : surveyed in 1846-1847",Isle Royale,"Ives, William",,(Michigan?),,,Blueprint.; North oriented to the left.; Originally published on 1 sheet.,,1847?,,Cartographic,Maps | http://vocab.getty.edu/aat/300028094,"34 x 122 centimeters, sheets 45 x 79 centimeters and 45 x 55 centimeters",,,English,,,,,,,,"W0891500 W0882000 N0481200 N0474700; (W 89°15'00""--W 88°20'00""/N 48°12'00""--N 47°47'00"")",,Scale not given,,,"University of Minnesota Libraries, John R. Borchert Map Library.","University of Minnesota Libraries, John R. Borchert Map Library. S-76 Wilson Library, 309 19th Ave S, Minneapolis, MN 55455; https://www.lib.umn.edu/borchert","Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",,,,,G4112.I79 1847 .I9,UMN_BARCODE:B3363835,UMN_ALMA:9946828030001701,map11874,,,,,,,,,,
862,General Map Collection,G4112.I79 1908 .L3,B2960291,,"Geological map of Isle Royale, Lake Superior, Michigan",,"Lane, Alfred C. (Alfred Church), 1863-1948","Stockly, W. W. (William W.); Michigan. Geological Survey",Geological Survey of Michigan (Lansing),,,"Contours added by Alfred C. Lane, 1908.; Oriented with north toward the upper right.; From: Michigan. Geological Survey. Annual report, 1909. Plate 1.",,1908,,Cartographic,Maps | http://vocab.getty.edu/aat/300028094,22 x 91 centimeters,Geology,,English,,,,,,,,W0891900 W0882000 N0481400 N0474900; (W 89⁰19ʹ--W 88⁰20ʹ/N 48⁰14ʹ--N 47⁰49ʹ),,"Scale approximately 1:100,000",,,"University of Minnesota Libraries, John R. Borchert Map Library.","University of Minnesota Libraries, John R. Borchert Map Library. S-76 Wilson Library, 309 19th Ave S, Minneapolis, MN 55455; https://www.lib.umn.edu/borchert","Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",,,,,G4112.I79 1908 .L3,UMN_BARCODE:B2960291,UMN_ALMA:9923737670001701,map11875,,,,,,,,,,
863,General Map Collection,G4112.N6 1855 .C7,B4628043,,Lake Superior and the northern part of Michigan,,J.H. Colton & Co,,J.H. Colton & Co (New York),,,"Relief shown by hachures.; Prime meridians: Greenwich and Washington.; ""Entered according to act of Congress in the year 1855 by J.H. Colton & Co. ...""; From Colton's atlas of the world. New York: J.H. Colton & Co., 1855?. No. 43.",,1855,,Cartographic,Maps | http://vocab.getty.edu/aat/300028094,29 x 42 centimeters,,,English,,,,,,,,W0921500 W0832500 N0491000 N0450000; (W 92°15ʹ--W 83°25ʹ/N 49°10ʹ--N 45°00ʹ),,"Scale approximately 1:1,625,000",,,"University of Minnesota Libraries, John R. Borchert Map Library.","University of Minnesota Libraries, John R. Borchert Map Library. S-76 Wilson Library, 309 19th Ave S, Minneapolis, MN 55455; https://www.lib.umn.edu/borchert","Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",,,,,G4112.N6 1855 .C7,UMN_BARCODE:B4628043,UMN_ALMA:9920722310001701,map11876,,,,,,,,,,
864,General Map Collection,G4112.N6C5 1911,B4574139,,Map of the surface formations of the Northern peninsula of Michigan,,"Leverett, Frank, 1859-1943",Michigan. Geological Survey; Geological Survey (U.S.); A. Hoen & Co,"Geological Survey of Michigan,  in cooperation with the United States Geological Survey (Lansing,  Mich)",,,A. Hoen & Co. Baltimore.; Includes inset of Isle Royale and legend evaluating agricultural potential.,,1911,,Cartographic,Maps | http://vocab.getty.edu/aat/300028094,28 x 55 centimeters,Geology; Land capability for agriculture,,English,,,,,,,,W0902500 W0832500 N0482000 N0450000; (W 90°25ʹ--W 83°25ʹ/N 48°20ʹ--N 45°00ʹ),,"Scale 1:1,000,000",,,"University of Minnesota Libraries, John R. Borchert Map Library.","University of Minnesota Libraries, John R. Borchert Map Library. S-76 Wilson Library, 309 19th Ave S, Minneapolis, MN 55455; https://www.lib.umn.edu/borchert","Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",,,,,G4112.N6C5 1911,UMN_BARCODE:B4574139,UMN_ALMA:9935234150001701,map11877,,,,,,,,,,
865,General Map Collection,G4112.P3C5 1895,X291114,Likely multiple copies; select copy in best condition,Map of Perch Lake district showing distribution of outcrops,Monographs of the United States Geological Survey,Geological Survey (U.S.),"Smith, George Otis, 1871-1944; A. Hoen & Co",A. Hoen & Co. (Baltimore),,,Relief shown by countour lines and spot heights.,,1895,,Cartographic,Maps | http://vocab.getty.edu/aat/300028094,31 x 45 centimeters,Geology,,English,,,,,,,,W0884500 W0883000 N0463000 N0461500; (W 88°45'--W 88°30' / N 46°30'--N 46°15'),,"Scale 1:62,500",,,"University of Minnesota Libraries, John R. Borchert Map Library.","University of Minnesota Libraries, John R. Borchert Map Library. S-76 Wilson Library, 309 19th Ave S, Minneapolis, MN 55455; https://www.lib.umn.edu/borchert","Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",,,,,G4112.P3C5 1895,UMN_BARCODE:X291114,UMN_ALMA:9973344893001701,map11878,,,,,,,,,,
865,General Map Collection,G4112.P3C5 1895,X291115,Likely multiple copies; select copy in best condition,Map of Perch Lake district showing distribution of outcrops,Monographs of the United States Geological Survey,Geological Survey (U.S.),"Smith, George Otis, 1871-1944; A. Hoen & Co",A. Hoen & Co. (Baltimore),,,Relief shown by countour lines and spot heights.,,1895,,Cartographic,Maps | http://vocab.getty.edu/aat/300028094,31 x 45 centimeters,Geology,,English,,,,,,,,W0884500 W0883000 N0463000 N0461500; (W 88°45'--W 88°30' / N 46°30'--N 46°15'),,"Scale 1:62,500",,,"University of Minnesota Libraries, John R. Borchert Map Library.","University of Minnesota Libraries, John R. Borchert Map Library. S-76 Wilson Library, 309 19th Ave S, Minneapolis, MN 55455; https://www.lib.umn.edu/borchert","Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",,,,,G4112.P3C5 1895,UMN_BARCODE:X291115,UMN_ALMA:9973344893001701,map11879,,,,,,,,,,
