SYSTEM IDENTIFIER,Coordinates,Main Title,Display Date,Date Start,Date End
UMN_ALMA:9977713705401701,Not given,A map of North America from the latest surveys and maps by John Blair ...,1779,1779,1779
UMN_ALMA:9927561910001701,"W1145300 W1140700 N0355600 N0324000; (W 114°53'00""--W 114°07'00""/N 35°56'00""--N 32°40'00"")||W1145300 W1140700 N0355600 N0324000; (W 114°53'00""--W 114°07'00""/N 35°56'00""--N 32°40'00"")","Plan and profile of Colorado River from Black Canyon, Ariz.-Nev. to Arizona-Sonora boundary",1927,1927,1927
UMN_ALMA:9978518210201701,W0960000 W0740000 N0514500 N0410000; (W 96°00ʹ--W 74°00ʹ/N 51°45ʹ--N 41°00ʹ).,Dominion of Canada telegraph & signal service : map no. 2 (east-central section),1883,1883,1883
UMN_ALMA:9978417804001701,W0931228 W0930015 N0445931 N0445314; (W 93°12ʹ28ʺ--W 93°00ʹ15ʺ/N 44°59ʹ31ʺ--N 44°53ʹ14ʺ).,Map of St. Paul,1917,1917,1917
UMN_ALMA:9978417599101701,W0931228 W0930015 N0445931 N0445314; (W 93°12ʹ28ʺ--W 93°00ʹ15ʺ/N 44°59ʹ31ʺ--N 44°53ʹ14ʺ).,Map of St. Paul : annual report -- Dept. of Public Works,1919,1919,1919
UMN_ALMA:9978376727601701,W0931300 W0925900 N0450700 N0445300; (W 93°13ʹ--W 92°59ʹ/N 45°07ʹ--N 44°53ʹ).,"Geological map of Ramsey County, Minn. ",1877,1877,1877
UMN_ALMA:9927557950001701,W1235000 W1220900 N0434200 N0431000; (W 123°50ʹ--W 122°09ʹ/N 43°42ʹ--N 43°10ʹ).||W1235000 W1220900 N0434200 N0431000; (W 123°50ʹ--W 122°09ʹ/N 43°42ʹ--N 43°10ʹ).,"Plan and profile of Umpqua River above Scottsburg, Oregon : North Umpqua River and tributaries ",1926,1926,1926
UMN_ALMA:9927557950001701,W1235000 W1220900 N0434200 N0431000; (W 123°50ʹ--W 122°09ʹ/N 43°42ʹ--N 43°10ʹ).||W1235000 W1220900 N0434200 N0431000; (W 123°50ʹ--W 122°09ʹ/N 43°42ʹ--N 43°10ʹ).,"Plan and profile of Umpqua River above Scottsburg, Oregon : North Umpqua River and tributaries ",1926,1926,1926
UMN_ALMA:9927561740001701,W1242300 W1222200 N0430100 N0420700; (W 124°23ʹ--W 122°22ʹ/N 43°01ʹ--N 42°07ʹ).,"Plan and profile of Rogue River, Oregon : from mouth to National Creek, south fork to mile 9, middle fork to mile 4, Butte Creek to mile 18, Illinois River to a point 7 miles above Kerby, and minor tributaries ",1925,1925,1925
UMN_ALMA:9978376497301701,W0931228 W0930015 N0445931 N0445314; (W 93°12ʹ28ʺ--W 93°00ʹ15ʺ/N 44°59ʹ31ʺ--N 44°53ʹ14ʺ).,"Map of St. Paul : annual report, Dept. of Public Works, 1920",1921,1920,1920
UMN_ALMA:9959276900001701,"W1171400 W1110200 N0490000 N0415900; (W 117°14'00""--W 111°02'00""/N 49°00'00""--N 41°59'00"")","Plan and profile of Clearwater River and tributaries, Idaho ",1925,1926,1926
UMN_ALMA:9959276900001701,"W1171400 W1110200 N0490000 N0415900; (W 117°14'00""--W 111°02'00""/N 49°00'00""--N 41°59'00"")","Plan and profile of Clearwater River and tributaries, Idaho ",1925,1926,1926
UMN_ALMA:9959276900001701,"W1171400 W1110200 N0490000 N0415900; (W 117°14'00""--W 111°02'00""/N 49°00'00""--N 41°59'00"")","Plan and profile of Clearwater River and tributaries, Idaho ",1925,1926,1926
UMN_ALMA:9927561740001701,W1242300 W1222200 N0430100 N0420700; (W 124°23ʹ--W 122°22ʹ/N 43°01ʹ--N 42°07ʹ).,"Plan and profile of Rogue River, Oregon : from mouth to National Creek, south fork to mile 9, middle fork to mile 4, Butte Creek to mile 18, Illinois River to a point 7 miles above Kerby, and minor tributaries ",1925,1925,1925
UMN_ALMA:9927578250001701,W1230600 W1215900 N0442400 N0435800; (W 123°06ʹ--W 121°59ʹ/N 44°24ʹ--N 43°58ʹ).,"Plan and profile of McKenzie River, Oregon : south fork McKenzie River to mile 18, Blue River to mile 9, Horse Creek to mile 10, Lost Creek to mile 4 ",1926,1926,1926
UMN_ALMA:9927578250001701,W1230600 W1215900 N0442400 N0435800; (W 123°06ʹ--W 121°59ʹ/N 44°24ʹ--N 43°58ʹ).,"Plan and profile of McKenzie River, Oregon : south fork McKenzie River to mile 18, Blue River to mile 9, Horse Creek to mile 10, Lost Creek to mile 4 ",1926,1926,1926
UMN_ALMA:9978369081701701,"W1160200 W1040200 N0490000 N0442100; (W 116°02'00""--W 104°02'00""/N 49°00'00""--N 44°21'00"").",Map of the state of Montana,1906,1906,1906
UMN_ALMA:9973346078701701,W0935000 W0932400 N0461600 N0453200; (W 93°50ʹ--W 93°24ʹ/N 46°16ʹ--N 45°32ʹ).,"Soil map, Mille Lacs County, Minnesota ",1927,1927,1927
UMN_ALMA:9978376630401701,W1040200 W0963300 N0490000 N0455600; (W 104°02ʹ--W 96°33ʹ/N 49°00ʹ--N 45°56).,Map of the state of North Dakota,1906,1906,1906
UMN_ALMA:9951759560001701,"W0971400 W0892900 N0492300 N0432900; (W 97ʻ14'00""--W 89ʻ29'00""/N 49ʻ23'00""--N 43ʻ29'00"")",Forest map of Minnesota,1914?,1914,1914
UMN_ALMA:9978301642201701,"W0914232 W0913553 N0440409 N0440141; (W 91°42'32""--W 91°35'53""/N 44°04'09""--N 44°01'41"").","Winona, Minn. ",1874,1874,1874
UMN_ALMA:9978344242201701,"E1412700 E1450000 S0032400 S0050500; (E 141°27'00""--E 145°00'00""/S 3°24'00""--S 5°05'00"").","Der Sepik (Kaiserin Augusta-Flusz) und sein Stromgebiet, aufgenommen während der Kaiserin Augusta-Fluss-Expedition 1912-1913 in Deutsch-Neuguinea in 3 Blättern ",1914?,1914,1914
UMN_ALMA:9978301621201701,W1190000 W1180000 N0373000 N0361700; (W 119°00ʹ--W 118°00ʹ/N 37°30ʹ--N 36°17ʹ).,"Topographic map of Sequoia and General Grant National Parks, California ",1927,1927,1927
UMN_ALMA:9927560930001701,"W1144800 W1113000 N0370000 N0344700; (W 114°48'00""--W 111°30'00""/N 37°00'00""--N 34°47'00"")","Plan and profile, Colorado River from Lees Ferry, Ariz., to Black Canyon, Ariz.-Nev., and Virgin River, Nev ",1924,1924,1924
UMN_ALMA:9978279240601701,E0270000 E0273000 S0260000 S0263000; (E 27°00ʹ--E 27°30ʹ/S 26°00ʹ--S 26°30ʹ).,"Africa 1:125,000 : Transvaal",1914,1914,1914
UMN_ALMA:9918811320001701,"E0770500 E0844000 N0302400 N0235200; (E 77°05'00""--E 84°40'00""/N 30°24'00""--N 23°52'00"")","A map of the provinces of Delhi, Agrah, Oude, and Ellahabad : comprehending the countries lying between Delhi and the Bengal-provinces ",1794,1794,1794
UMN_ALMA:9917178230001701,W1740000 W1140000 N0720000 N0460000; (W 174⁰--W 114⁰/N 72⁰--N 46⁰).,The Rand McNally new commercial atlas map of Alaska,1914,1914,1914
UMN_ALMA:9919345090001701,W1240000 W1215500 N0420800 N0405100; (W 124°--W 121°55ʹ/N 42°08ʹ--N 40°51ʹ).,"Plan and profile of Klamath river, California and Oregon (below Keno) : Scott River to mile 22, Trinity River to South Fork, Salmon River and South Fork to Grizzly Creek, North Fork of Salmon River to Russian Creek, and South Fork of Smith River, California ",1926,1926,1926
UMN_ALMA:9919345090001701,W1240000 W1215500 N0420800 N0405100; (W 124°--W 121°55ʹ/N 42°08ʹ--N 40°51ʹ).,"Plan and profile of Klamath river, California and Oregon (below Keno) : Scott River to mile 22, Trinity River to South Fork, Salmon River and South Fork to Grizzly Creek, North Fork of Salmon River to Russian Creek, and South Fork of Smith River, California ",1926,1926,1926
UMN_ALMA:9913936480001701,"W0931900 W0914800 N0450300 N0441100; (W 93°19'00""--W 91°48'00""/N 45°03'00""--N 44°11'00"").","[Index map of Mississippi River from Minneapolis, Minn. to Buffalo City, Wis. showing dams]",between 1915 and 1933,1915,1933
UMN_ALMA:9913936480001701,"W0931900 W0914800 N0450300 N0441100; (W 93°19'00""--W 91°48'00""/N 45°03'00""--N 44°11'00"").","[Index map of Mississippi River from Minneapolis, Minn. to Buffalo City, Wis. showing dams]",between 1915 and 1933,1915,1933
UMN_ALMA:9916161930001701,"W0930200 W0921400 N0444200 N0441100; (W 93°02'00""--W 92°14'00""/N 44°42'00""--N 44°11'00"").","Goodhue county : state and county trunk highways, April 1924",1924,1924,1924
UMN_ALMA:9913396070001701,"W0931845 W0931234 N0450214 N0445809; (W 93°18'45""--W 93°12'34""/N 45°02'14""--N 44°58'09"").","Map of St. Anthony & Minneapolis, Hennepin County, state of Minnesota ",1861,1861,1861
UMN_ALMA:9918213270001701,W0923500 W0900000 N0482500 N0473500; (W 92°35ʹ--W 90°/N 48°25ʹ--N 47°35ʹ).,"Superior National Forest, Minnesota, fourth principal meridian, 1920 ",1920,1920,1920
UMN_ALMA:9916879290001701,"W0971400 W0892900 N0492300 N0432900; (W 97°14'00""--W 89°29'00""/N 49°23'00""--N 43°29'00"")",Automobile Club of Minneapolis' county road map : showing all the roads within a radius of seventy-five miles from the Twin Cities,1924,1924,1924
UMN_ALMA:9915375960001701,W1230000 W0930000 N0560000 N0480000; (W 123°--W 93°/N 56°--N 48°).,"Geological map of Alberta, Saskatchewan and Manitoba ",1913,1913,1913
UMN_ALMA:9919880950001701,"W1035800 W0840800 N0483600 N0380200; (W 103°58'00""--W 84°08'00""/N 48°36'00""--N 38°02'00"").","Carte de la riviere Longue : et de quelques autres, qui se dechargent dans le grand fleuve de Missisipi [sic] ... ; Carte que les Gnacsitares : ont dessine sur des paux de cerfs",1703,1703,2008
UMN_ALMA:9917194560001701,"W0925300 W0861400 N0471800 N0422900; (W 92°53'00""--W 86°14'00""/N 47°18'00""--N 42°29'00"")","Northern Wisconsin lake region : Chicago, Milwaukee & St. Paul Railway to Puget Sound, electrified ",1925,1925,1925
UMN_ALMA:9917821620001701,W0873700 W0800000 N0310000 N0243000; (W 87⁰37ʹ--W 80⁰00ʹ/N 31⁰00ʹ--N 24⁰30ʹ).,"The Federal Aid Highway System, progress map : [Florida] ",1926,1926,1926
UMN_ALMA:9917644060001701,W8803000 W8405200 N3500000 N3001500; (W 88⁰30ʹ--W 84⁰54ʹ/N 35⁰--N 30⁰15ʹ).,Federal aid highway system progress map : [Alabama],1927,1927,1927
UMN_ALMA:9916333890001701,W0120000 E0380000 N0600000 N0350000; (W 12°--E 38°/N 60°--N 35°).,Teatro della guerra europea,1916,1916,1916
UMN_ALMA:9917818550001701,W0940000 W0890000 N0360000 N0340000; (W 94°--W 89° / N 36°--N 34°).,The Federal Aid Highway System progress map,1927,1927,1927
UMN_ALMA:9913111390001701,W0874500 W0863000 N0500000 N0492500; (W 87°45ʻ--W 86°30ʻ/N 50°00ʻ--N 49°25ʻ).,Part of Thunder Bay district : traversed by the Canadian Northern Railway,1916,1916,1916
UMN_ALMA:9915052750001701,"W0925300 W0861400 N0471800 N0422900; (W 92ʻ53'00""--W 86ʻ14'00""/N 47ʻ18'00""--N 42ʻ29'00"")","Official highway map of Wisconsin, 1928",1928,1928,1928
UMN_ALMA:9915478390001701,E0840000 E0890000 N0290000 N0260000; (E 84°--E 89°/N 29°--N 26°).,Map of Nepal (eastern section),1928,1928,1928
UMN_ALMA:9915478390001701,E0840000 E0890000 N0290000 N0260000; (E 84°--E 89°/N 29°--N 26°).,Map of Nepal (eastern section),1928,1928,1928
UMN_ALMA:9918378220001701,W1750000 W0300000 N0800000 N0350000; (W 175°--W 30°/N 80°--N 35°).,"Map of Canada and part of the United States : compiled from the latest authorities, 1871 ",1871,1871,1871
UMN_ALMA:9912626380001701,W0902500 W0900500 N0384400 N0383100; (W 90⁰25ʹ--W 90⁰05ʹ/N 38⁰44ʹ--N 38⁰31ʹ).,"Missouri-Illinois, Saint Louis special map ",1904,1904,1904
UMN_ALMA:9915118520001701,"W1030000 W0942500 N0370000 N0333700; (W 103°00'00""--W 94°25'00""/N 37°00'00""--N 33°37'00"")",Military map of the Indian Territory,1875,1875,1875
UMN_ALMA:9917955310001701,W0950000 W0890000 N0370000 N0310000; (W 95°--W 89°/N 37°--N 31°).,Arkansas,1856,1856,1856
UMN_ALMA:9915615100001701,W0971500 W0893000 N0491500 N0433000; (W 97⁰15ʹ--W 89⁰30ʹ/N 49⁰15ʹ--N 43⁰30ʹ).,County map of Minnesota,1870,1870,1870
UMN_ALMA:9916660190001701,"W0880500 W0844700 N0414500 N0374600; (W 88ʻ05'00""--W 84ʻ47'00""/N 41ʻ45'00""--N 37ʻ46'00"")",State of Indiana,1886,1886,1886
UMN_ALMA:9916878860001701,W0915100 W0905800 N0481300 N0465500; (W 91⁰51ʹ--W 90⁰58ʹ/N 48⁰13ʹ--N 46⁰55ʹ).,"Standard map of Lake County, Minnesota",1923,1923,1923
UMN_ALMA:9918204960001701,"W0971400 W0892900 N0492300 N0432900; (W 97ʻ14'00""--W 89ʻ29'00""/N 49ʻ23'00""--N 43ʻ29'00"")","Map of Minnesota : school and other state lands, for sale in 1914 ",1914,1914,1914
UMN_ALMA:9916622430001701,W0802351 W0801856 N0410140 N0405728; (W 80°23ʹ51ʺ--W 80°18ʹ56ʺ/N 41°01ʹ40ʺ--N 40°57ʹ28ʺ).,"New street number guide map of New Castle, Lawrence County, Penn'a. ",1928,1928,1928
UMN_ALMA:9918623780001701,"W0693800 W0572700 S0094000 S0225300; (W 69°38'00""--W 57°27'00""/S 9°40'00""--S 22°53'00"")",Map drawn by Lieut. Lardner Gibbon to accompany his Report. 1854,1854,1854,1854
UMN_ALMA:9919078450001701,W0100000 W1600000 N0900000 S0100000; (W 10⁰--W 160⁰/N 90⁰--S 10⁰).,Map of Asia and adjoining Europe with a portion of Africa,1921,1921,1921
UMN_ALMA:9917858900001701,W0954000 W0944500 N0481500 N0474500; (W 95⁰40ʹ--W 94⁰45ʹ/N 48⁰15ʹ--N 47⁰45ʹ).,"Map of Red Lake Indian Reservation, Minnesota ",1911,1911,1911
UMN_ALMA:9916220280001701,"W1800000 E1800000 N0845900 S0850000; (W 180ʻ00'00""--E 180ʻ00'00""/N 84ʻ59'00""--S 85ʻ00'00"")",Track chart of the World,1918,1918,1918
UMN_ALMA:9916198270001701,W1270000 W0680000 N0470000 N0270000; (W 127⁰--W 68⁰/N 47⁰--N 27⁰).,Die Vereinigten Staaten von Nord-Amerika in 6 Blättern,1874,1874,1874
UMN_ALMA:9915452400001701,"E0800300 E0881200 N0302600 N0262000; (E 80°03'00""--E 88°12'00""/N 30°26'00""--N 26°20'00"")",Map of the valley,1928,1928,1928
UMN_ALMA:9914982050001701,"W0100000 E0400000 N0640000 N0350000; (W 10°00'00""--E 40°00'00""/N 64°00'00""--N 35°00'00"").",Strategic map of Central Europe showing the international frontiers,1918,1918,1918
UMN_ALMA:9916310570001701,"E0792300 E0820400 N0100200 N0054300; (E 79°23'00""--E 82°04'00""/N 10°02'00""--N 5°43'00"")",Ceylon : 1885,1925,1925,1925
UMN_ALMA:9916618230001701,W0930300 W0921500 N0444500 N0441000; (W 93⁰03ʹ--W 92⁰15ʹ/N 44⁰45ʹ--N 44⁰10ʹ).,"Soil map : Minnesota, Goodhue County sheet ",1913?,1913,1913
UMN_ALMA:9917857180001701,"W0971400 W0892900 N0492300 N0432900; (W 97ʻ14'00""--W 89ʻ29'00""/N 49ʻ23'00""--N 43ʻ29'00"")",Map of Minnesota designating the three naturally distinct beekeeping districts,1917,1917,1917
UMN_ALMA:9918351430001701,"W0053200 E0082700 N0512100 N0424300; (W 5°32'00""-E 8°27'00""/N 51°21'00""-N 42°43'00"")","Carte de la France a l'échelle de 1 pour 320,000 ",1852-,1852,9999
UMN_ALMA:9914726580001701,"W1060020 W1052531 N0403304 N0400718; (W 106°00'20""--W 105°25'31""/N 40°33'04""--N 40°07'18"").","Rocky Mountain National Park, Estes Park ",1910,1910,1910
UMN_ALMA:9916210860001701,"E0054400 E0063100 N0501000 N0492600; (E 5°44'00""--E 6°31'00""/N 50°10'00""--N 49°26'00"")",Plan de la Ville de Luxembourg,1926,1926,1926
UMN_ALMA:9917329040001701,W0060000 E0020000 N0560000 N0500000; (W 6⁰--E 2⁰/N 56⁰--N 50⁰).,Ordnance survey map of Roman Britain,1928,1928,1928
UMN_ALMA:9919350620001701,"W1242800 W1140700 N0420000 N0323100; (W 124°28'00""--W 114°07'00""/N 42°00'00""--N 32°31'00"")","Plan and profile of middle fork Eel River, California : to mile 34 ; Black Butte River to mile 4 ; and tributaries ",1926,1926,1926
UMN_ALMA:9916627280001701,"W0725952 W0725137 N0412101 N0411447; (W 72°59'52""--W 72°51'37""/N 41°21'01""--N 41°14'47"").",Map of New Haven and suburbs,1929,1929,1929
UMN_ALMA:9915893330001701,W1210000 W0930000 N0390000 N0300000; (W 121⁰--W 93⁰/N 39⁰--N 30⁰).,"Military reconnaissance of the Arkansas, Rio del Norte and Rio Gila ",1847,1847,1847
UMN_ALMA:9915104920001701,"W0904200 W0802100 N0380700 N0333400; (W 90°42'00""--W 80°21'00""/N 38°07'00""--N 33°34'00"")",Map of the Tennessee River for the use of the Mississippi Squadron,1865,1865,1865
UMN_ALMA:9915104920001701,"W0904200 W0802100 N0380700 N0333400; (W 90°42'00""--W 80°21'00""/N 38°07'00""--N 33°34'00"")",Map of the Tennessee River for the use of the Mississippi Squadron,1865,1865,1865
UMN_ALMA:9915104920001701,"W0904200 W0802100 N0380700 N0333400; (W 90°42'00""--W 80°21'00""/N 38°07'00""--N 33°34'00"")",Map of the Tennessee River for the use of the Mississippi Squadron,1865,1865,1865
UMN_ALMA:9916417150001701,"W1242800 W1140700 N0420000 N0323100; (W 124°28'00""--W 114°07'00""/N 42°00'00""--N 32°31'00"")",Relief map of territory served by lines of Pacific Electric Railway in Southern California : largest electric railway system in the world,1920,1920,1920
UMN_ALMA:9912631750001701,W0831200 W0825500 N04222700 N0421600; (W 83⁰12ʹ--W 82⁰55ʹ/N 42⁰27ʹ--N 42⁰16ʹ).,"Map of the city of Detroit, Michigan ",1916,1916,1916
UMN_ALMA:9916345650001701,"E1442400 W0642100 N0713600 S0144500; (E 144°24'00""--W 64°21'00""/N 71°36'00""--S 14°45'00"")",The new world 1500,between 1960 and 1969?,1862,196u
UMN_ALMA:9915699940001701,W0970000 W0910000 N0500000 N0440000; (W 97°--W 91°/N 50°--N 44°).,"Railroad commissioners' map of Minnesota, 1924 ","1924, 1925",1924,1925
UMN_ALMA:9915309260001701,"W0064200 E0020500 N0555500 N0494000; (W 6°42'00""--E 2°05'00""/N 55°55'00""--N 49°40'00"")","Stafford countie and towne, with the ancient citie [sic] Lichfield described ",1676,1676,1676
UMN_ALMA:9916631490001701,W1215500 W1213000 N0470000 N0464400; (W 121⁰55ʹ--W 121⁰30ʹ/N 47⁰00ʹ--N 46⁰44ʹ).,"Panoramic view of the Mount Rainier National Park, Washington ",1914,1914,1914
UMN_ALMA:9915894890001701,"W0971400 W0892900 N0492300 N0432900; (W 97ʻ14'00""--W 89ʻ29'00""/N 49ʻ23'00""--N 43ʻ29'00"")","Railroad commissioners' map of Minnesota : corrected to May 1, 1908 ",1908,1908,1908
UMN_ALMA:9975640708701701,E0680300 E0931400 N0235900 N0053600; (E 68°03ʹ00ʺ--E 93°14ʹ00ʺ/N 23°59ʹ00ʺ--N 5°36ʹ00ʺ).,Carte réduite de la presque isle de l'Inde : contenant les costes depuis Cambaye jusqu'aux bouches du Gange,1795,1766,1795
UMN_ALMA:9975654204701701,E0191800 E0293900 N0414400 N0343200; (E 19°18ʹ00ʺ--E 29°39ʹ00ʺ/N 41°44ʹ00ʺ--N 34°32ʹ00ʺ).,"Carte physique, historique & routière de la Grèce : dressée au 400,000e d'après les materiaux recuellis par Mr. le lieut-général comte Guilleminot, ambassadeur à Constantinople, & Mr. le lieut.-général comte de Tromelin, inspecteur général de l'infanterie : ainsi que d'après les voyages, mémoires & itinéraires de MM. Pouqueville, Gell, Dodwell &c. et appuyée sur les observations astronomique et les relevemens de MM. les capitaines de vaisseau Gauttier et Smith ",1879,1826,1879
UMN_ALMA:9975609304301701,E0095800 E0595900 S0000500 S0350000; (E 9°58ʹ00ʺ--E 59°59ʹ00ʺ/S 0°05ʹ00ʺ--S 35°00ʹ00ʺ).,Africa : (southern sheet),1855,1855,1855
UMN_ALMA:9975214828601701,W0742000 W0745400 N0412400 N0405600; (W 74°20ʹ00ʺ--W 74°54ʹ00ʺ/N 41°24ʹ00ʺ--N 40°56ʹ00ʺ).,Geological survey of New Jersey Atlas sheet no. 23,1903,1903,1903
UMN_ALMA:9975334104101701,"W1623000 W0575500 N0580700 N0061700; (W 162°30'00""--W 57°55'00""/N 58°07'00""--N 6°17'00"").",American history map.,1929,1929,1929
UMN_ALMA:9975253007901701,"W0063600 W0000000 N0543600 N0490000; (W 6°36'00""--W °00'00""/N 54°36'00""--N 49°00'00"").",The smaller islands in the British Ocean,1722,1722,1722
UMN_ALMA:9976369504001701,"W0913000 W0870100 N0423000 N0365800; (W 91°30'00""--W 87°01'00""/N 42°30'00""--N 36°58'00"").",1929 Illinois : motor trails are calling,1929,1929,1929
UMN_ALMA:9935012670001701,"E0670000 E0920000 N0300000 N0060000; (E 67°00'00""--E 92°00'00""/N 30°00'00""--N 6°00'00"")",India in eleven parts : with an index map,1831-1835,1831,1835
UMN_ALMA:9935012670001701,"E0670000 E0920000 N0300000 N0060000; (E 67°00'00""--E 92°00'00""/N 30°00'00""--N 6°00'00"")",India in eleven parts : with an index map,1831-1835,1831,1835
UMN_ALMA:9975214826001701,"W1204500 W1183000 N0350000 N0340000; (W 120°45'00""--W 118°30'00""/N 35°00'00""--N 34°00'00"").",Southern California : sheet no. 3,1910,1910,1910
UMN_ALMA:9976715306901701,W0011200 W0001000 N0543800 N0535900; (W 1°12ʹ00ʺ--W 0°10ʹ00ʺ/N 54°38ʹ00ʺ--N 53°59ʹ00ʺ).,Yorkshire (north east sheet),189-,189u,189u
UMN_ALMA:9976715209001701,W1094000 W0660400 S0172900 S0564300; (W 109°40'--W 66°04'/S 17°29'--S 56°43').,Chile,1902?,1902,1902
UMN_ALMA:9933540980001701,W0954600 W0951800 N0423500 N0421100; (W 95□46ʹ--W 95□18ʹ/N 42□35ʹ--N 42□11ʹ).,"County map series (topographic), [Iowa]",between 1900 and 1999,1900,9999
UMN_ALMA:9954262990001701,W1213500 W1211500 N0403500 N0402200; (W 121⁰35ʹ--W 121⁰15ʹ/N 40⁰35ʹ--N 40⁰22ʹ).,"Topographic map, Lassen Volcanic National Park, California ",1929,1929,1929
UMN_ALMA:9975213887201701,W0730000 W0600000 N0490000 N0430000; (W 73°--W 60°/N 49°--N 43°).,Map to accompany and illustrate the report of Her Majesty's Commissioners for the settlement of the boundary line in dispute between Canada & New Brunswick,1848,1848,1848
UMN_ALMA:9977802102201701,Not given,University of Minnesota - Grading Plan for Mall,"1922, 1924",1922,1924
UMN_ALMA:9975213803101701,W0790000 W0740000 N0490000 N0450000; (W 79º-W 74º/N 49º-N 45º).,Carte indiquant specialement le comte de Pontiac dans la province de Quebec,1887,1887,1887
UMN_ALMA:9977713809101701,Not given,America meridionalis,1630,1630,1630
UMN_ALMA:9977713808101701,Not given,"Africa : Iuxta Navigationes Et Observationes Recentissimas Aucta Correcta Et In Sua Regna et Status divisa : Cum Gratia et Privil. S.R.I. Vicariat., in partib. Rheni, Sveviae, et Juris Franconici ",sa zwischen 1757-1809,1757,1757
UMN_ALMA:9977713705701701,Not given,Moluccae Insulae Celeberrimae,1640,1640,1640
UMN_ALMA:9927561910001701,"W1145300 W1140700 N0355600 N0324000; (W 114°53'00""--W 114°07'00""/N 35°56'00""--N 32°40'00"")||W1145300 W1140700 N0355600 N0324000; (W 114°53'00""--W 114°07'00""/N 35°56'00""--N 32°40'00"")","Plan and profile of Colorado River from Black Canyon, Ariz.-Nev. to Arizona-Sonora boundary",1927,1927,1927
UMN_ALMA:9978518500101701,W0960000 W0740000 N0514500 N0410000; (W 96°00ʹ--W 74°00ʹ/N 51°45ʹ--N 41°00ʹ).,Dominion of Canada Telegraph & Signal Service : map no. 2 (east-central section),1883,1883,1883
UMN_ALMA:9978417598801701,W0931228 W0930015 N0445931 N0445314; (W 93°12ʹ28ʺ--W 93°00ʹ15ʺ/N 44°59ʹ31ʺ--N 44°53ʹ14ʺ).,Map of St. Paul,1919,1919,1919
UMN_ALMA:9978417804101701,W0931228 W0930015 N0445931 N0445314; (W 93°12ʹ28ʺ--W 93°00ʹ15ʺ/N 44°59ʹ31ʺ--N 44°53ʹ14ʺ).,Map of St. Paul,1917,1917,1917
UMN_ALMA:9978417802201701,W0931228 W0930015 N0445931 N0445314; (W 93°12ʹ28ʺ--W 93°00ʹ15ʺ/N 44°59ʹ31ʺ--N 44°53ʹ14ʺ).,City of Saint Paul,1918,1918,1918
UMN_ALMA:9978417802701701,W0931228 W0930015 N0445931 N0445314; (W 93°12ʹ28ʺ--W 93°00ʹ15ʺ/N 44°59ʹ31ʺ--N 44°53ʹ14ʺ).,City of Saint Paul,1920,1920,1920
UMN_ALMA:9927557950001701,W1235000 W1220900 N0434200 N0431000; (W 123°50ʹ--W 122°09ʹ/N 43°42ʹ--N 43°10ʹ).||W1235000 W1220900 N0434200 N0431000; (W 123°50ʹ--W 122°09ʹ/N 43°42ʹ--N 43°10ʹ).,"Plan and profile of Umpqua River above Scottsburg, Oregon : North Umpqua River and tributaries ",1926,1926,1926
UMN_ALMA:9927557950001701,W1235000 W1220900 N0434200 N0431000; (W 123°50ʹ--W 122°09ʹ/N 43°42ʹ--N 43°10ʹ).||W1235000 W1220900 N0434200 N0431000; (W 123°50ʹ--W 122°09ʹ/N 43°42ʹ--N 43°10ʹ).,"Plan and profile of Umpqua River above Scottsburg, Oregon : North Umpqua River and tributaries ",1926,1926,1926
UMN_ALMA:9927561740001701,W1242300 W1222200 N0430100 N0420700; (W 124°23ʹ--W 122°22ʹ/N 43°01ʹ--N 42°07ʹ).,"Plan and profile of Rogue River, Oregon : from mouth to National Creek, south fork to mile 9, middle fork to mile 4, Butte Creek to mile 18, Illinois River to a point 7 miles above Kerby, and minor tributaries ",1925,1925,1925
UMN_ALMA:9927561740001701,W1242300 W1222200 N0430100 N0420700; (W 124°23ʹ--W 122°22ʹ/N 43°01ʹ--N 42°07ʹ).,"Plan and profile of Rogue River, Oregon : from mouth to National Creek, south fork to mile 9, middle fork to mile 4, Butte Creek to mile 18, Illinois River to a point 7 miles above Kerby, and minor tributaries ",1925,1925,1925
UMN_ALMA:9978368781701701,"W0971400 W0892900 N0492300 N0432900; (W 97°14'00""--W 89°29'00""/N 49°23'00""--N 43°29'00"").","Map of trunk highway system, state of Minnesota : showing conditions as of May 1, 1924 ",1924,1924,1924
UMN_ALMA:9959276900001701,"W1171400 W1110200 N0490000 N0415900; (W 117°14'00""--W 111°02'00""/N 49°00'00""--N 41°59'00"")","Plan and profile of Clearwater River and tributaries, Idaho ",1925,1926,1926
UMN_ALMA:9927561740001701,W1242300 W1222200 N0430100 N0420700; (W 124°23ʹ--W 122°22ʹ/N 43°01ʹ--N 42°07ʹ).,"Plan and profile of Rogue River, Oregon : from mouth to National Creek, south fork to mile 9, middle fork to mile 4, Butte Creek to mile 18, Illinois River to a point 7 miles above Kerby, and minor tributaries ",1925,1925,1925
UMN_ALMA:9927561740001701,W1242300 W1222200 N0430100 N0420700; (W 124°23ʹ--W 122°22ʹ/N 43°01ʹ--N 42°07ʹ).,"Plan and profile of Rogue River, Oregon : from mouth to National Creek, south fork to mile 9, middle fork to mile 4, Butte Creek to mile 18, Illinois River to a point 7 miles above Kerby, and minor tributaries ",1925,1925,1925
