Title,Alternative Title,Description,Language,Creator,Resource Class,ISO Topic Categories,Keyword,Date Issued,Temporal Coverage,Date Range,Update Frequency,Spatial Coverage,Bounding Box,Resource Type,Format,Information,Download,ID,Identifier,Provider,Code,Member Of,Status,Accrual Method,Date Accessioned,Rights,License,Access Rights,Suppressed,Child Record,File Size
"Satellite-detected flood waters, as of 15 November 2019, Libenge, Libenge Territory, Democratic Republic of the Congo","Satellite-detected flood waters, as of 15 November 2019, Libenge, Libenge Territory, Democratic Republic of the Congo","UNOSAT code: FL20191118COD  This map illustrates satellite-detected flood waters along the Ubangi River over Libenge, Libenge Territory, Sud-Ubangi Province in Democratic Republic of the Congo as observed from Pleiades imagery acquired on 15 November 2019. 90 ha of potential flood waters have been identified in Libenge and its vicinity. This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR -UNOSAT.",eng,UN Operational Satellite Applications Programme (UNOSAT),Datasets,,floods - storm surges|geodata,2019-11-22,"November 20, 2019-November 20, 2019",2019-2019,Never,Democratic Republic of the Congo,"12.2024,5.392,31.3146,-13.459",Vector data,Shapefile,https://data.humdata.org/dataset/flood-waters-as-of-15-november-2019-libenge-libenge-territory-democratic-republic-of-the-c,https://data.humdata.orghttps://unosat-maps.web.cern.ch/unosat-maps/CD/FL20191118COD/FL20191118COD_SHP.zip,3fe17ba5-820a-477a-868f-3f749a7912c9,https://data.humdata.org/dataset/flood-waters-as-of-15-november-2019-libenge-libenge-territory-democratic-republic-of-the-c,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Creative Commons Attribution Share-Alike,Public,FALSE,FALSE,
"Satellite detected waters extents, as of 17 November 2019 over Ouaka Prefecture of Central African Republic","Satellite detected waters extents, as of 17 November 2019 over Ouaka Prefecture of Central African Republic","UNOSAT code: FL20191028CAF  This map illustrates satellite-detected surface water in Ouaka Prefecture of Central African Republic as observed from Sentinel-1 imagery acquired on 17 November 2019. Within the analysed extent of about 1,950 km2, a total about 4 km2 of land appear to be flooded. This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR - UNOSAT.
Important note: Flood analysis from SAR Sentinel-1 images may significantly underestimate the presence of standing waters in built up and/or densely vegetated areas due to backscattering of the radar signal.",eng,UN Operational Satellite Applications Programme (UNOSAT),Datasets,,floods - storm surges|geodata,2019-11-22,"November 20, 2019-November 20, 2019",2019-2019,Never,Central African Republic,"14.4151,11.018,27.4583,2.2231",Vector data,Shapefile,https://data.humdata.org/dataset/waters-extents-as-of-17-november-2019-over-ouaka-prefecture-of-central-african-republic,https://data.humdata.orghttps://unosat-maps.web.cern.ch/unosat-maps/CF/FL20191028CAF/FL20191028CAF_SHP.zip,ca0399f1-2497-4d40-8571-e3fea8067e74,https://data.humdata.org/dataset/waters-extents-as-of-17-november-2019-over-ouaka-prefecture-of-central-african-republic,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Creative Commons Attribution Share-Alike,Public,FALSE,FALSE,
"Satellite detected waters extents, as of 17 November 2019 over Ouaka and Basse-Kotto, Central African Republic","Satellite detected waters extents, as of 17 November 2019 over Ouaka and Basse-Kotto, Central African Republic","UNOSAT code: FL20191028CAF  This map illustrates satellite-detected surface water in Ouaka and Basse-Kotto Prefecture of Central African Republic as observed from Sentinel-1 imagery acquired on 17 November 2019. Within the analysed extent of about 940 km2, a total about  3 km2 of land appear to be flooded. This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR - UNOSAT.
Important note: Flood analysis from SAR Sentinel-1 images may significantly underestimate the presence of standing waters in built up and/or densely vegetated areas due to backscattering of the radar signal.",eng,UN Operational Satellite Applications Programme (UNOSAT),Datasets,,floods - storm surges|geodata,2019-11-22,"November 20, 2019-November 20, 2019",2019-2019,Never,Central African Republic,"14.4151,11.018,27.4583,2.2231",Vector data,Shapefile,https://data.humdata.org/dataset/waters-extents-as-of-17-november-2019-over-ouaka-and-basse-kotto-central-african-republic,https://data.humdata.orghttps://unosat-maps.web.cern.ch/unosat-maps/CF/FL20191028CAF/FL20191028CAF_SHP.zip,6e76b79e-cf36-4082-a311-7d88613a7066,https://data.humdata.org/dataset/waters-extents-as-of-17-november-2019-over-ouaka-and-basse-kotto-central-african-republic,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Creative Commons Attribution Share-Alike,Public,FALSE,FALSE,
"Satellite detected waters extents, as of 17 November 2019 over Basse-Kotto Prefecture of Central African Republic","Satellite detected waters extents, as of 17 November 2019 over Basse-Kotto Prefecture of Central African Republic","UNOSAT code: FL20191028CAF  This map illustrates satellite-detected surface water in Basse-Kotto Prefecture of Central African Republic as observed from Sentinel-1 imagery acquired on 17 November 2019. Within the analysed extent of about 425 km2, a total about 2 km2 of land appear to be flooded. This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR - UNOSAT.
Important note: Flood analysis from SAR Sentinel-1 images may significantly underestimate the presence of standing waters in built up and/or densely vegetated areas due to backscattering of the radar signal.",eng,UN Operational Satellite Applications Programme (UNOSAT),Datasets,,floods - storm surges|geodata,2019-11-22,"November 20, 2019-November 20, 2019",2019-2019,Never,Central African Republic,"14.4151,11.018,27.4583,2.2231",Vector data,Shapefile,https://data.humdata.org/dataset/waters-extents-as-of-17-november-2019-over-basse-kotto-prefecture-of-central-african-repub,https://data.humdata.orghttps://unosat-maps.web.cern.ch/unosat-maps/CF/FL20191028CAF/FL20191028CAF_SHP.zip,860f4668-75fe-49d7-814e-a7d99dea869d,https://data.humdata.org/dataset/waters-extents-as-of-17-november-2019-over-basse-kotto-prefecture-of-central-african-repub,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Creative Commons Attribution Share-Alike,Public,FALSE,FALSE,
"Satellite-detected flood waters, as of 12 November 2019, over Zongo, Democratic Republic of the Congo","Satellite-detected flood waters, as of 12 November 2019, over Zongo, Democratic Republic of the Congo","UNOSAT code: FL20191118COD  This map illustrates satellite-detected floodedwaters along the Ubangui River over Zongo, Libenge Territory, Sud-Ubangi Territory in Democratic Republic of the Congo as observed from GeoEye-1 imagery acquired on 12 November 2019. UNITAR-UNOSAT has identified 58 ha of potentially flood waters north-west of Zongo. This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR - UNOSAT.",eng,UN Operational Satellite Applications Programme (UNOSAT),Datasets,,floods - storm surges|geodata,2019-11-22,"November 19, 2019-November 19, 2019",2019-2019,Never,Democratic Republic of the Congo,"12.2024,5.392,31.3146,-13.459",Vector data,Shapefile,https://data.humdata.org/dataset/flood-waters-as-of-12-november-2019-over-zongo-democratic-republic-of-the-congo,https://data.humdata.orghttps://unosat-maps.web.cern.ch/unosat-maps/CD/FL20191118COD/FL20191118COD_SHP.zip,c57be2f9-6254-4a33-b4e7-aae5eb5a2c34,https://data.humdata.org/dataset/flood-waters-as-of-12-november-2019-over-zongo-democratic-republic-of-the-congo,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Creative Commons Attribution Share-Alike,Public,FALSE,FALSE,
"Satellite-detected flooded structures, as of 15 November 2019, over Libenge, Democratic Republic of the Congo","Satellite-detected flooded structures, as of 15 November 2019, over Libenge, Democratic Republic of the Congo","UNOSAT code: FL20191118COD  This map illustrates satellite-detected flooded structures along the Ubangui River over Libenge, Libenge Territory, Sud-Ubangui Territory in Democratic Republic of the Congo as observed from Pleiades imagery acquired on 15 November 2019. UNITAR-UNOSAT identified 22 potentially flooded structures west of Libenge, within the extent of this map. This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR - UNOSAT.",eng,UN Operational Satellite Applications Programme (UNOSAT),Datasets,,floods - storm surges|geodata,2019-11-22,"November 19, 2019-November 19, 2019",2019-2019,Never,Democratic Republic of the Congo,"12.2024,5.392,31.3146,-13.459",Vector data,Shapefile,https://data.humdata.org/dataset/flooded-structures-as-of-15-november-2019-over-libenge-democratic-republic-of-the-congo,https://data.humdata.orghttps://unosat-maps.web.cern.ch/unosat-maps/CD/FL20191118COD/FL20191118COD_SHP.zip,720147fb-64bc-4f3f-9815-ec0563032d52,https://data.humdata.org/dataset/flooded-structures-as-of-15-november-2019-over-libenge-democratic-republic-of-the-congo,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Creative Commons Attribution Share-Alike,Public,FALSE,FALSE,
"Satellite-detected flooded structures, as of 12 November 2019, over Zongo, Democratic Republic of the Congo","Satellite-detected flooded structures, as of 12 November 2019, over Zongo, Democratic Republic of the Congo","UNOSAT code: FL20191118COD  This map illustrates satellite-detected flooded structures along the Ubangui River over Zongo, Libenge Territory, Sud-Ubangui Territory in Democratic Republic of the Congo as observed from GeoEye-1 imagery acquired on 12 November 2019. UNITAR-UNOSAT has identified within the extent of this map 276 potentially flooded structures north-west of Zongo. This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR - UNOSAT.",eng,UN Operational Satellite Applications Programme (UNOSAT),Datasets,,floods - storm surges|geodata,2019-11-22,"November 18, 2019-November 18, 2019",2019-2019,Never,Democratic Republic of the Congo,"12.2024,5.392,31.3146,-13.459",Vector data,Shapefile,https://data.humdata.org/dataset/flooded-structures-as-of-12-november-2019-over-zongo-democratic-republic-of-the-congo,https://data.humdata.orghttps://unosat-maps.web.cern.ch/unosat-maps/CD/FL20191118COD/FL20191118COD_SHP.zip,f035f315-dd5b-42a2-ab0a-549d7e0fbdf4,https://data.humdata.org/dataset/flooded-structures-as-of-12-november-2019-over-zongo-democratic-republic-of-the-congo,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Creative Commons Attribution Share-Alike,Public,FALSE,FALSE,
"Fire hotspots density in Lebanon and Syria as detected by VIIRS between October 15-16, 2019","Fire hotspots density in Lebanon and Syria as detected by VIIRS between October 15-16, 2019","UNOSAT code: FR20191016LBN  This map illustrates satellite-detected fire hotspots based on the analysis of Visible Infrared Imaging Radiometer Suite (VIIRS) accessed via NASA FIRMS, between October 15-16, 2019. 30 hotspots were detected in Lebanon and 121 hotspots were detected in three analysed Governorates (i.e. Homs, Lattakia and Tartous) in Syria. This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR - UNOSAT.",eng,UN Operational Satellite Applications Programme (UNOSAT),Datasets,,geodata|urban fires,2019-11-16,"October 17, 2019-October 17, 2019",2019-2019,Never,Lebanon,"35.1037,34.6921,36.6237,33.055",Vector data,Shapefile,https://data.humdata.org/dataset/fire-hotspots-density-in-lebanon-and-syria-as-detected-by-viirs-between-october-15-16-2019,https://data.humdata.orghttps://unosat-maps.web.cern.ch/unosat-maps/LB/FR20191016LBN/FR20191016LBN_SHP.zip,924046a4-7f94-4702-9825-b4fa0639c6f1,https://data.humdata.org/dataset/fire-hotspots-density-in-lebanon-and-syria-as-detected-by-viirs-between-october-15-16-2019,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Creative Commons Attribution Share-Alike,Public,FALSE,FALSE,
"Satellite-detected water extents, as of 6 November 2019 over Hiraan, Middle Shabelle and Lower Shabelle Region of Somali","Satellite-detected water extents, as of 6 November 2019 over Hiraan, Middle Shabelle and Lower Shabelle Region of Somali","UNOSAT code: FL20191030SOM  This map illustrates the extent of surface waters detected over Hiraan, Middle Shabelle and Lower Shabelle Region in Somalia as detect by VIIRS-NOAA satellite between 2 & 6 November 2019. In the analysed area, a total of about 830 km2 are likely flooded and about 74,000 people might be exposed by taking into account WorldPop population estimates. About 10 km of the roads seem to be affected. This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR - UNOSAT.",eng,UN Operational Satellite Applications Programme (UNOSAT),Datasets,,floods - storm surges|geodata,2019-11-14,"November 13, 2019-November 13, 2019",2019-2019,Never,Somalia,"40.9944,11.9887,51.415,-1.662",Vector data,Shapefile,https://data.humdata.org/dataset/water-extents-as-of-6-november-2019-over-hiraan-middle-shabelle-and-lower-shabelle-region-,https://data.humdata.orghttps://unosat-maps.web.cern.ch/unosat-maps/SO/FL20191030SOM/FL20191030SOM_SHP.zip,34f5909a-39e0-460c-b10f-4761a21addfd,https://data.humdata.org/dataset/water-extents-as-of-6-november-2019-over-hiraan-middle-shabelle-and-lower-shabelle-region-,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Creative Commons Attribution Share-Alike,Public,FALSE,FALSE,
"Satellite-detected cumulative water extents, as of 06  November 2019 over Luakpiny/Nasir, Pibor","Satellite-detected cumulative water extents, as of 06  November 2019 over Luakpiny/Nasir, Pibor","UNOSAT code: FL20191023SSD  This map illustrates the 5-day cumulative, day-time surface water extent detected over Luakpiny/Nasir, Pibor and neighbouring counties in South Sudan. The extent was derived from VIIRS-NOAA satellite imagery between 2 and 6 November 2019 and includes all pixels with 0-100% open water.
In the two counties of interest, about 9% of the population in Luakpiny/Nasir and 7% in Pibor may be affected by taking into account WorldPop population estimates. This is a preliminary analysis that has not yet been validated in the field. Please send any fieldbased comments to UNITAR-UNOSAT.",eng,UN Operational Satellite Applications Programme (UNOSAT),Datasets,,floods - storm surges|geodata,2019-11-14,"November 13, 2019-November 13, 2019",2019-2019,Never,South Sudan,"23.4408,12.2364,35.949,3.489",Vector data,Shapefile,https://data.humdata.org/dataset/cumulative-water-extents-as-of-06-november-2019-over-luakpiny-nasir-pibor,https://data.humdata.orghttps://unosat-maps.web.cern.ch/unosat-maps/SS/FL20191023SSD/FL20191023SSD_SHP.zip,290b552a-5390-4203-bf15-53582a05f756,https://data.humdata.org/dataset/cumulative-water-extents-as-of-06-november-2019-over-luakpiny-nasir-pibor,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Creative Commons Attribution Share-Alike,Public,FALSE,FALSE,
Satellite detected water and IDP distribution over  Belet Weyne Town,Satellite detected water and IDP distribution over  Belet Weyne Town,"UNOSAT code: FL20191030SOM  This map illustrates the satellite-detected flood water extent and IDP distribution within the town of Belet Weyne in Belet Weyne District, Hiiran Region, Somalia. The analysis was conducted by analyzing WorldView-1 images acquired on the 1 November 2019. As observed from the satellite image, the town of Belet Weyne is heavily affected by floods. Around 60% of the vicinity of the town is completely inundated; the districts of Hawa tako, Kutimbo, and the Lamagalay Regional Millitary Base completely submerged in water. More than 110 IDP sites are located inside of the town and 40% of them are located within completely flooded areas. This is a preliminary analysis and has not been validated in the field yet. Please send ground feedback to UNITAR-UNOSAT.",eng,UN Operational Satellite Applications Programme (UNOSAT),Datasets,,floods - storm surges|geodata,2019-11-14,"November 05, 2019-November 05, 2019",2019-2019,Never,Somalia,"40.9944,11.9887,51.415,-1.662",Vector data,Shapefile,https://data.humdata.org/dataset/satellite-detected-water-and-idp-distribution-over-belet-weyne-town,https://data.humdata.orghttps://unosat-maps.web.cern.ch/unosat-maps/SO/FL20191030SOM/FL20191030SOM_SHP.zip,ac540dff-33ce-4787-8151-4f38f4b99711,https://data.humdata.org/dataset/satellite-detected-water-and-idp-distribution-over-belet-weyne-town,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Creative Commons Attribution Share-Alike,Public,FALSE,FALSE,
"Satellite detected waters extents, as of 3 November 2019 over Jowhar District, Middle Shabelle Region of Somalia","Satellite detected waters extents, as of 3 November 2019 over Jowhar District, Middle Shabelle Region of Somalia","UNOSAT code: FL20191030SOM  This map illustrates the extent of surface waters detected over Jowhar District, Middle Shabelle Region located in Somalia, as detect by VIIRS-NOAA satellite between 30 October & 3 November 2019. In the analysed area, a total of about 700 km2 are likely flooded and about 70,000 people may be affected, based on WorldPop population estimates. The 10 km of roads seem to be affected. This is a preliminary analysis and has not been validated in the field yet. Please send ground feedback to UNITAR-UNOSAT.",eng,UN Operational Satellite Applications Programme (UNOSAT),Datasets,,floods - storm surges|geodata,2019-11-13,"November 05, 2019-November 05, 2019",2019-2019,Never,Somalia,"40.9944,11.9887,51.415,-1.662",Vector data,Shapefile,https://data.humdata.org/dataset/waters-extents-as-of-3-november-2019-over-jowhar-district-middle-shabelle-region-of-somali,https://data.humdata.orghttps://unosat-maps.web.cern.ch/unosat-maps/SO/FL20191030SOM/FL20191030SOM_SHP.zip,d4cda7bf-ce55-451a-87df-dd8e9f06cdb8,https://data.humdata.org/dataset/waters-extents-as-of-3-november-2019-over-jowhar-district-middle-shabelle-region-of-somali,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Creative Commons Attribution Share-Alike,Public,FALSE,FALSE,
"Satellite-detected water extents, as of 28 October 2019 over Garsen Sub County, Tana River County of Kenya","Satellite-detected water extents, as of 28 October 2019 over Garsen Sub County, Tana River County of Kenya","UNOSAT code: FL20191031KEN  This map illustrates satellite-detected surface water in Garsen Sub County, Tana River County of Kenya as observed from Sentinel-2 imagery acquired on 28 October 2019. Within the analysed extent of about 150 km2, a total about 12 km2 of land appear to be flooded. This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR - UNOSAT.",eng,UN Operational Satellite Applications Programme (UNOSAT),Datasets,,floods - storm surges|geodata,2019-11-13,"November 04, 2019-November 04, 2019",2019-2019,Never,Kenya,"33.9098,5.0334,41.9069,-4.6799",Vector data,Shapefile,https://data.humdata.org/dataset/water-extents-as-of-28-october-2019-over-garsen-sub-county-tana-river-county-of-kenya,https://data.humdata.orghttps://unosat-maps.web.cern.ch/unosat-maps/KE/FL20191031KEN/FL20191031KEN_SHP.zip,03459f56-9daf-45d0-acea-0832646edf8e,https://data.humdata.org/dataset/water-extents-as-of-28-october-2019-over-garsen-sub-county-tana-river-county-of-kenya,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Creative Commons Attribution Share-Alike,Public,FALSE,FALSE,
"Satellite-detected water extents, as of 2 November 2019 over Wajir East Sub County, Wajir County of Kenya","Satellite-detected water extents, as of 2 November 2019 over Wajir East Sub County, Wajir County of Kenya","UNOSAT code: FL20191031KEN  This map illustrates satellite-detected surface water in Wajir East Sub County, Wajir County of Kenya as observed from Sentinel-2 imagery acquired on 2 November 2019. Within the analysed extent of about 200 km2, a total of about 7 km2 of land appear to be flooded. This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR - UNOSAT.",eng,UN Operational Satellite Applications Programme (UNOSAT),Datasets,,floods - storm surges|geodata,2019-11-13,"November 04, 2019-November 04, 2019",2019-2019,Never,Kenya,"33.9098,5.0334,41.9069,-4.6799",Vector data,Shapefile,https://data.humdata.org/dataset/water-extents-as-of-2-november-2019-over-wajir-east-sub-county-wajir-county-of-kenya,https://data.humdata.orghttps://unosat-maps.web.cern.ch/unosat-maps/KE/FL20191031KEN/FL20191031KEN_SHP.zip,5dfd9a8b-1208-4a18-afd9-d3ae7840aab3,https://data.humdata.org/dataset/water-extents-as-of-2-november-2019-over-wajir-east-sub-county-wajir-county-of-kenya,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Creative Commons Attribution Share-Alike,Public,FALSE,FALSE,
"Satellite-detected water extents, as of 28 October 2019 over Wajir East Sub County, Wajir County of Kenya","Satellite-detected water extents, as of 28 October 2019 over Wajir East Sub County, Wajir County of Kenya","UNOSAT code: FL20191031KEN  This map illustrates satellite-detected surface water in Wajir East Sub County, Wajir County of Kenya as observed from Sentinel-2 imagery acquired on 28 October 2019. Within the analysed extent of about 450 km2, a total of about 25 km2 of land appear to be flooded. This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR - UNOSAT.",eng,UN Operational Satellite Applications Programme (UNOSAT),Datasets,,floods - storm surges|geodata,2019-11-13,"November 02, 2019-November 02, 2019",2019-2019,Never,Kenya,"33.9098,5.0334,41.9069,-4.6799",Vector data,Shapefile,https://data.humdata.org/dataset/water-extents-as-of-28-october-2019-over-wajir-east-sub-county-wajir-county-of-kenya,https://data.humdata.orghttps://unosat-maps.web.cern.ch/unosat-maps/KE/FL20191031KEN/FL20191031KEN_SHP.zip,dec6313b-9471-4249-86b5-f04ecfaa59e9,https://data.humdata.org/dataset/water-extents-as-of-28-october-2019-over-wajir-east-sub-county-wajir-county-of-kenya,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Creative Commons Attribution Share-Alike,Public,FALSE,FALSE,
IRC Ethiopia OFDA Funded Emergency Responses 28 February 2019 Update,IRC Ethiopia OFDA Funded Emergency Responses 28 February 2019 Update,"IRC’s GIS unit created this database to allow for a more sustained approach to producing relevant mapping products and geospatial analysis for regions undergoing emergencies, and will fill gaps in information sharing and management between OFDA, IRC, and other implementing partners during emergency response. IRC’s GIS services provide OFDA/Ethiopia with the information and analysis required to monitor the evolution of project / program results and to track project and program impacts across implementing agencies and geographic locations. This dataset contains boundaries of Ethiopian administrative Woredas which are roughly consistent with the actual administrative boundaries for the year 2017.The Woreda boundary contains attribute data (implementing Partners, Situation and Sector Fields) for IRC Ethiopia OFDA Funded Emergency Responses as of 28 Feb 2019.",eng,International Rescue Committee Ethiopia,Datasets,,activities - projects|geodata,2019-11-10,"February 28, 2019-February 28, 2019",2019-2019,Every month,Ethiopia,"32.9977,14.8942,48.0011,3.4041",Vector data,Shapefile,https://data.humdata.org/dataset/irc-ethiopia-ofda-funded-emergency-responses-28-february-2019-update,https://data.humdata.org/dataset/a959d21f-381d-41df-8305-0736cd7411f5/resource/d4fc889c-4044-4b1d-b420-8b49f515079a/download/ofdasectors28feb2019.zip,c82d9213-14e9-4fd5-a58c-ce5174d8856f,https://data.humdata.org/dataset/irc-ethiopia-ofda-funded-emergency-responses-28-february-2019-update,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Creative Commons Attribution International,Public,FALSE,FALSE,253.4K
Tsore Refugee Camp Water Supply Coverage as of January 2018.,Tsore Refugee Camp Water Supply Coverage as of January 2018.,"Tsore Refugee Camp, International Rescue Committee Ethiopia Program, Tsore Refugee Camp Water Supply Coverage January 2018.",eng,International Rescue Committee Ethiopia,Datasets,,displaced persons locations - camps - shelters|geodata|water sanitation and hygiene - wash,2019-11-10,"January 01, 2018-January 01, 2018",2018-2018,Every year,Ethiopia,"32.9977,14.8942,48.0011,3.4041",Vector data,Shapefile,https://data.humdata.org/dataset/tsore-refugee-camp-water-supply-coverage-as-of-january-2018,https://data.humdata.org/dataset/488e83c1-198f-450e-9f1c-7f0c6ecc7b7b/resource/389a34df-4b7a-47aa-abf0-1ac5e2a65787/download/blocks.zip,38b5c37b-557a-4277-9f50-0c559fe250d0,https://data.humdata.org/dataset/tsore-refugee-camp-water-supply-coverage-as-of-january-2018,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Open Database License (ODC-ODbL),Public,FALSE,FALSE,9.5K
IRC Ethiopia All Ongoing Emergency Responses 31 January 2019 Update,IRC Ethiopia All Ongoing Emergency Responses 31 January 2019 Update,"IRC’s GIS unit created this database to allow for a more sustained approach to producing relevant mapping products and geospatial analysis for regions undergoing emergencies, and will fill gaps in information sharing and management between OFDA, IRC, and other implementing partners during emergency response. IRC’s GIS services provide OFDA/Ethiopia with the information and analysis required to monitor the evolution of project / program results and to track project and program impacts across implementing agencies and geographic locations. This dataset contains boundaries of Ethiopian administrative Woredas which are roughly consistent with the actual administrative boundaries for the year 2017.The Woreda boundary contains attribute data (implementing Partners, Situation and Sector Fields) for IRC Ethiopia OFDA Funded Emergency Responses as of 31 January 2019.",eng,International Rescue Committee Ethiopia,Datasets,,activities - projects|aid funding|geodata,2019-11-10,"January 31, 2019-January 31, 2019",2019-2019,Every month,Ethiopia,"32.9977,14.8942,48.0011,3.4041",Vector data,Shapefile,https://data.humdata.org/dataset/irc-ethiopia-all-ongoing-emergency-responses-31-january-2019-update,https://data.humdata.org/dataset/ce37e809-49bc-436f-ab84-b2059680d903/resource/81517f16-90a4-4d54-9a89-f9f6cbb90a78/download/allimppartners31jan2019.zip,691cbaac-6ac6-4a84-893d-65e9077a8cd9,https://data.humdata.org/dataset/irc-ethiopia-all-ongoing-emergency-responses-31-january-2019-update,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Creative Commons Attribution International,Public,FALSE,FALSE,6.3K
IRC Ethiopia All Emergency Responses 31 January 2018 Update,IRC Ethiopia All Emergency Responses 31 January 2018 Update,"IRC’s GIS unit created this database to allow for a more sustained approach to producing relevant mapping products and geospatial analysis for regions undergoing emergencies, and will fill gaps in information sharing and management between OFDA, IRC, and other implementing partners during emergency response. IRC’s GIS services provide OFDA/Ethiopia with the information and analysis required to monitor the evolution of project / program results and to track project and program impacts across implementing agencies and geographic locations. This dataset contains boundaries of Ethiopian administrative Woredas which are roughly consistent with the actual administrative boundaries for the year 2017.The Woreda boundary contains attribute data (implementing Partners, Situation and Sector Fields) for IRC Ethiopia OFDA Funded Emergency Responses as of 31 Jan 2018.",eng,International Rescue Committee Ethiopia,Datasets,,activities - projects|aid funding|geodata,2019-11-10,"January 31, 2018-January 31, 2018",2018-2018,Every month,Ethiopia,"32.9977,14.8942,48.0011,3.4041",Vector data,Shapefile,https://data.humdata.org/dataset/irc-ethiopia-all-emergency-responses-31-january-2018-update,https://data.humdata.org/dataset/6326b44f-5ac4-4e77-a568-edcd4483a7e6/resource/1b656a4c-c8b9-4bd9-8e9c-a7b2088f70c6/download/allimppartners31jan2018.zip,1d493967-5ee8-4717-aaa3-d4211a882f13,https://data.humdata.org/dataset/irc-ethiopia-all-emergency-responses-31-january-2018-update,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Public Domain / No Restrictions,Public,FALSE,FALSE,8.3K
IRC Ethiopia OFDA Funded Emergency Responses 31 December 2017 Update,IRC Ethiopia OFDA Funded Emergency Responses 31 December 2017 Update,"IRC’s GIS unit created this database to allow for a more sustained approach to producing relevant mapping products and geospatial analysis for regions undergoing emergencies, and will fill gaps in information sharing and management between OFDA, IRC, and other implementing partners during emergency response. IRC’s GIS services provide OFDA/Ethiopia with the information and analysis required to monitor the evolution of project / program results and to track project and program impacts across implementing agencies and geographic locations. This dataset contains boundaries of Ethiopian administrative Woredas which are roughly consistent with the actual administrative boundaries for the year 2017.The Woreda boundary contains attribute data (implementing Partners, Situation and Sector Fields) for IRC Ethiopia OFDA Funded Emergency Responses as of 31 Dec 2017.",eng,International Rescue Committee Ethiopia,Datasets,,activities - projects|geodata,2019-11-10,"December 31, 2017-December 31, 2017",2017-2017,Every month,Ethiopia,"32.9977,14.8942,48.0011,3.4041",Vector data,Shapefile,https://data.humdata.org/dataset/irc-ethiopia-ofda-funded-emergency-responses-31-december-2017-update,https://data.humdata.org/dataset/daf7418f-3198-45e1-b4d2-a692a2388c1d/resource/77796dbb-9ed5-46bb-9594-7f22c1ed6d1a/download/ofdasectors31dec2017.zip,12f56a44-eab2-4a79-b833-2cfec1ae73f9,https://data.humdata.org/dataset/irc-ethiopia-ofda-funded-emergency-responses-31-december-2017-update,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Public Domain / No Restrictions,Public,FALSE,FALSE,1.1M
