Title,Description,Originator,Date_Issued,Geom_type,West,East,North,South,Format,Keywords
"LAND_COVER_2011_USGS_IN: Land Cover in Indiana, Derived from the 2011 National Land Cover Database (United States Geological Survey, 30-Meter TIFF Image)","LAND_COVER_2011_USGS_IN is a grid (30-meter cell size) showing 2011 Land Cover data
in Indiana. This grid is a subset of the National Land Cover Data (NLCD
2011) data set. There are 15 categories of land use shown in this data set
when the associated layer file (LAND_COVER_2011_USGS_IN.LYR) is loaded.
The following is excerpted from metadata provided by the USGS for the NLCD 2011:

""The National Land Cover Database products are created through a cooperative project conducted by the Multi-Resolution Land Characteristics (MRLC) Consortium. The MRLC Consortium is a partnership of Federal agencies (www.mrlc.gov), consisting of the U.S. Geological Survey (USGS), the National Oceanic and Atmospheric Administration (NOAA), the U.S. Environmental Protection Agency (EPA), the U.S. Department of Agriculture - Forest Service (USDA-FS), the National Park Service (NPS), the U.S. Fish and Wildlife Service (USFWS), the Bureau of Land Management (BLM) and the USDA Natural Resources Conservation Service (NRCS). The success of NLCD over nearly two decades is credited to the continuing collaborative spirit of the agencies that make up the MRLC. NLCD 2011 is the most up-to-date iteration of the National Land Cover Database, the definitive Landsat-based, 30-meter resolution land cover database for the Nation. The data in NLCD 2011 are completely integrated with NLCD 2001 (2011 Edition, amended 2014) and NLCD 2006 (2011 Edition, amended 2014).

For NLCD 2011, there are 5 primary data products: 1) NLCD 2011 Land Cover 2) NLCD 2006/2011 Land Cover Change Pixels labeled with the 2011 land cover class 3) NLCD 2011 Percent Developed Imperviousness 4) NLCD 2006/2011 Percent Developed Imperviousness Change Pixels 5) NLCD 2011 Tree Canopy Cover provided by an MRLC partner - the USDA Forest Service Remote Sensing Applications Center.

In addition, ancillary metadata includes the NLCD 2011 Path/Row Index shapefile showing the footprint of Landsat scenes and change analysis pairs used to derive 2006/2011 spectral change. All Landsat scene acquisition dates are included in the shapefile's attribute table. As part of the NLCD 2011 project, NLCD 2001 and 2006 land cover and impervious data products were revised and reissued (2011 Edition, amended 2014) to provide full compatibility with the new NLCD 2011 products. The 2014 amended version corrects for the over-elimination of small areas of the four developed classes.

NLCD Tree Canopy Cover was created using MRLC mapping zones from NLCD 2001 (see Tree Canopy Cover metadata for additional detail). All other NLCD 2011 products were created on a path/row basis and mosaicked to create a seamless national product. Questions about the NLCD 2011 land cover product can be directed to the NLCD 2011 land cover mapping team at the USGS/EROS, Sioux Falls, SD (605) 594-6151 or mrlc@usgs.gov.""",United States Geological Survey (Author),20150907,undefined,-88.1607,-84.6882,41.7753,37.7554,"Microsoft Windows 7 Enterprise; ESRI ArcGIS 10.3 (Version 10.3.0.4322), approximately 21 MB, TIFF image format","[u'environment', u'imageryBaseMapsEarthCover', u'imageryBaseMapsEarthCover', u'010', u'managed land', u'cartography', u'geographic information system (GIS)', u'land use', u'land cover', u'Landsat', u'National Land Cover Data (NLCD 2011)', u'Multi-Resolution Land Characteristics (MRLC) Consortium', u'raster', u'image', u'United States Geological Survey (USGS)', u'Indiana Geological Survey (IGS)']"
"LAND_COVER_CHANGE_2001_2006_USGS_IN: Land Cover Change in Indiana, Derived from the 2001 and 2006 National Land Cover Database (United States Geological Survey, 30-Meter TIFF Image)","LAND_COVER_CHANGE_2001_2006_USGS_IN is a grid (30-meter cell size) showing 2001 to 2006 Land Cover Change pixels in Indiana. This grid is a subset of the National Land Cover Database (NLCD 2006) suite of data products. There are 17 categories of land use shown in this data set.The pixel attributes are assigned only to pixels that changed land-cover classification between 2001 and 2006, and the attributes are those of the 2006 land-cover classification.

The following is excerpted from metadata provided by the USGS for the NLCD 2006:

""The National Land Cover Database products are created through a cooperative project conducted by the Multi-Resolution Land Characteristics (MRLC) Consortium.  The MRLC Consortium is a partnership of federal agencies (www.mrlc.gov), consisting of the U.S. Geological Survey (USGS), the National Oceanic and Atmospheric Administration (NOAA), the U.S. Environmental Protection Agency (EPA), the U.S. Department of Agriculture (USDA), the U.S. Forest Service (USFS), the National Park Service (NPS), the U.S. Fish and Wildlife Service (FWS), the Bureau of Land Management (BLM) and the USDA Natural Resources Conservation Service (NRCS).  Previously, NLCD consisted of three major data releases based on a 10-year cycle.  These include a circa 1992 conterminous U.S. land cover dataset with one thematic layer (NLCD 1992), a circa 2001 50-state/Puerto Rico updated U.S. land cover database (NLCD 2001) with three layers including thematic land cover, percent imperviousness, and percent tree canopy, and a 1992/2001 Land Cover Change Retrofit Product.  With these national data layers, there is often a 5-year time lag between the image capture date and product release.  In some areas, the land cover can undergo significant change during production time, resulting in products that may be perpetually out of date.  To address these issues, this circa 2006 NLCD land cover product (NLCD 2006) was conceived to meet user community needs for more frequent land cover monitoring (moving to a 5-year cycle) and to reduce the production time between image capture and product release.  NLCD 2006 is designed to provide the user both updated land cover data and additional information that can be used to identify the pattern, nature, and magnitude of changes occurring between 2001 and 2006 for the conterminous United States at medium spatial resolution.

For NLCD 2006, there are 3 primary data products:  1) NLCD 2006 Land Cover map; 2) NLCD 2001/2006 Change Pixels labeled with the 2006 land cover class; and 3) NLCD 2006 Percent Developed Imperviousness.  Four additional data products were developed to provide supporting documentation and to provide information for land cover change analysis tasks:  4) NLCD 2001/2006 Percent Developed Imperviousness Change; 5) NLCD 2001/2006 Maximum Potential Change derived from the raw spectral change analysis; 6) NLCD 2001/2006 From-To Change pixels; and 7) NLCD 2006 Path/Row Index vector file showing the footprint of Landsat scene pairs used to derive 2001/2006 spectral change with change pair acquisition dates and scene identification numbers included in the attribute table.

In addition to the 2006 data products listed in the paragraph above, two of the original release NLCD 2001 data products have been revised and reissued.  Generation of NLCD 2006 data products helped to identify some update issues in the NLCD 2001 land cover and percent developed imperviousness data products.  These issues were evaluated and corrected, necessitating a reissue of NLCD 2001 data products (NLCD 2001 Version 2.0) as part of the NLCD 2006 release.  A majority of NLCD 2001 updates occur in coastal mapping zones where NLCD 2001 was published prior to the National Oceanic and Atmospheric Administration (NOAA) Coastal Change Analysis Program (C-CAP) 2001 land cover products.  NOAA C-CAP 2001 land cover has now been seamlessly integrated with NLCD 2001 land cover for all coastal zones.  NLCD 2001 percent developed imperviousness was also updated as part of this process.

As part of the NLCD 2011 project, NLCD 2006 data products have been revised and reissued (2011 Edition) to provide full compatibility with all other NLCD 2011 Edition products. The 2014 amended version corrects for the over-elimination of small areas of the four developed classes.

Land cover maps, derivatives and all associated documents are considered ""provisional"" until a formal accuracy assessment can be conducted.  The NLCD 2006 is created on a path/row basis and mosaicked to create a seamless national product.  Questions about the NLCD 2006 land cover product can be directed to the NLCD 2006 land cover mapping team at the USGS/EROS, Sioux Falls, SD (605) 594-6151 or mrlc@usgs.gov.""",United States Geological Survey (Author),20160108,undefined,-88.1607,-84.6882,41.7753,37.7554,"Microsoft Windows 10 Enterprise; ESRI ArcGIS 10.3 (Version 10.3.0.4322), approximately 3.1 MB, TIFF image format","[u'managed land', u'cartography', u'geographic information system (GIS)', u'land use', u'land cover', u'land-cover change', u'Landsat', u'National Land Cover Data (NLCD 2006)', u'Multi-Resolution Land Characteristics (MRLC) Consortium', u'raster', u'pixel', u'image', u'United States Geological Survey (USGS)', u'Indiana Geological Survey (IGS)', u'environment', u'imageryBaseMapsEarthCover', u'imageryBaseMapsEarthCover', u'010']"
"IMPERVIOUS_SURFACE_2006_USGS_IN: Estimated Percentage of Impervious Surface in Indiana in 2006, Derived from the 2006 National Land Cover Database (United States Geological Survey, 30-Meter TIFF Image)","IMPERVIOUS_SURFACE_2006_USGS_IN is a grid (30-meter cell size) showing estimated percentages of impervious surfaces in Indiana in 2006.This grid is a subset of the National Land Cover Database (NLCD 2006) suite of data products. The attributes are percentage values of estimated impervious-surface cover within each 30-meter grid cell, or pixel.

The following is excerpted from metadata provided by the USGS for the NLCD 2006:

""The National Land Cover Database products are created through a cooperative project conducted by the Multi-Resolution Land Characteristics (MRLC) Consortium.  The MRLC Consortium is a partnership of federal agencies (www.mrlc.gov), consisting of the U.S. Geological Survey (USGS), the National Oceanic and Atmospheric Administration (NOAA), the U.S. Environmental Protection Agency (EPA), the U.S. Department of Agriculture (USDA), the U.S. Forest Service (USFS), the National Park Service (NPS), the U.S. Fish and Wildlife Service (FWS), the Bureau of Land Management (BLM) and the USDA Natural Resources Conservation Service (NRCS).  Previously, NLCD consisted of three major data releases based on a 10-year cycle.  These include a circa 1992 conterminous U.S. land cover dataset with one thematic layer (NLCD 1992), a circa 2001 50-state/Puerto Rico updated U.S. land cover database (NLCD 2001) with three layers including thematic land cover, percent imperviousness, and percent tree canopy, and a 1992/2001 Land Cover Change Retrofit Product.  With these national data layers, there is often a 5-year time lag between the image capture date and product release.  In some areas, the land cover can undergo significant change during production time, resulting in products that may be perpetually out of date.  To address these issues, this circa 2006 NLCD land cover product (NLCD 2006) was conceived to meet user community needs for more frequent land cover monitoring (moving to a 5-year cycle) and to reduce the production time between image capture and product release.  NLCD 2006 is designed to provide the user both updated land cover data and additional information that can be used to identify the pattern, nature, and magnitude of changes occurring between 2006 for the conterminous United States at medium spatial resolution.

For NLCD 2006, there are 3 primary data products:  1) NLCD 2006 Land Cover map; 2) NLCD 2001/2006 Change Pixels labeled with the 2006 land cover class; and 3) NLCD 2006 Percent Developed Imperviousness.  Four additional data products were developed to provide supporting documentation and to provide information for land cover change analysis tasks:  4) NLCD 2001/2006 Percent Developed Imperviousness Change; 5) NLCD 2001/2006 Maximum Potential Change derived from the raw spectral change analysis; 6) NLCD 2001/2006 From-To Change pixels; and 7) NLCD 2006 Path/Row Index vector file showing the footprint of Landsat scene pairs used to derive 2001/2006 spectral change with change pair acquisition dates and scene identification numbers included in the attribute table.

In addition to the 2006 data products listed in the paragraph above, two of the original release NLCD 2001 data products have been revised and reissued.  Generation of NLCD 2006 data products helped to identify some update issues in the NLCD 2001 land cover and percent developed imperviousness data products.  These issues were evaluated and corrected, necessitating a reissue of NLCD 2001 data products (NLCD 2001 Version 2.0) as part of the NLCD 2006 release.  A majority of NLCD 2001 updates occur in coastal mapping zones where NLCD 2001 was published prior to the National Oceanic and Atmospheric Administration (NOAA) Coastal Change Analysis Program (C-CAP) 2001 land cover products.  NOAA C-CAP 2001 land cover has now been seamlessly integrated with NLCD 2001 land cover for all coastal zones.  NLCD 2001 percent developed imperviousness was also updated as part of this process.

As part of the NLCD 2011 project, NLCD 2006 data products have been revised and reissued (2011 Edition) to provide full compatibility with all other NLCD 2011 Edition products. The 2014 amended version corrects for the over-elimination of small areas of the four developed classes.

Land cover maps, derivatives and all associated documents are considered ""provisional"" until a formal accuracy assessment can be conducted.  The NLCD 2006 is created on a path/row basis and mosaicked to create a seamless national product.  Questions about the NLCD 2006 land cover product can be directed to the NLCD 2006 land cover mapping team at the USGS/EROS, Sioux Falls, SD (605) 594-6151 or mrlc@usgs.gov.""",United States Geological Survey (Author),20160108,undefined,-88.1607,-84.6882,41.7753,37.7554,"Microsoft Windows 10 Enterprise; ESRI ArcGIS 10.3 (Version 10.3.0.4322), approximately 15.2 MB, TIFF image format","[u'environment', u'imageryBaseMapsEarthCover', u'imageryBaseMapsEarthCover', u'010', u'managed land', u'cartography', u'geographic information system (GIS)', u'land use', u'land cover', u'impervious surface', u'Landsat', u'National Land Cover Data (NLCD 2006)', u'Multi-Resolution Land Characteristics (MRLC) Consortium', u'raster', u'pixel', u'image', u'United States Geological Survey (USGS)', u'Indiana Geological Survey (IGS)']"
"IMPERVIOUS_SURFACE_2011_USGS_IN: Estimated Percentage of Impervious Surface in Indiana in 2011, Derived from the 2011 National Land Cover Database (United States Geological Survey, 30-Meter TIFF Image)","IMPERVIOUS_SURFACE_2011_USGS_IN is a grid (30-meter cell size) showing estimated percentages of impervious surfaces in Indiana in 2011.This grid is a subset of the National Land Cover Database (NLCD 2011) suite of data products. The attributes are percentage values of estimated impervious-surface cover within each 30-meter grid cell, or pixel.

The following is excerpted from metadata provided by the USGS for the NLCD 2011:

""The National Land Cover Database products are created through a cooperative project conducted by the Multi-Resolution Land Characteristics (MRLC) Consortium. The MRLC Consortium is a partnership of Federal agencies (www.mrlc.gov), consisting of the U.S. Geological Survey (USGS), the National Oceanic and Atmospheric Administration (NOAA), the U.S. Environmental Protection Agency (EPA), the U.S. Department of Agriculture - Forest Service (USDA-FS), the National Park Service (NPS), the U.S. Fish and Wildlife Service (USFWS), the Bureau of Land Management (BLM) and the USDA Natural Resources Conservation Service (NRCS). The success of NLCD over nearly two decades is credited to the continuing collaborative spirit of the agencies that make up the MRLC. NLCD 2011 is the most up-to-date iteration of the National Land Cover Database, the definitive Landsat-based, 30-meter resolution land cover database for the Nation. The data in NLCD 2011 are completely integrated with NLCD 2001 (2011 Edition, amended 2014) and NLCD 2006 (2011 Edition, amended 2014).

For NLCD 2011, there are 5 primary data products: 1) NLCD 2011 Land Cover 2) NLCD 2006/2011 Land Cover Change Pixels labeled with the 2011 land cover class 3) NLCD 2011 Percent Developed Imperviousness 4) NLCD 2006/2011 Percent Developed Imperviousness Change Pixels 5) NLCD 2011 Tree Canopy Cover provided by an MRLC partner - the USDA Forest Service Remote Sensing Applications Center.

In addition, ancillary metadata includes the NLCD 2011 Path/Row Index shapefile showing the footprint of Landsat scenes and change analysis pairs used to derive 2006/2011 spectral change. All Landsat scene acquisition dates are included in the shapefile's attribute table. As part of the NLCD 2011 project, NLCD 2001 and 2006 land cover and impervious data products were revised and reissued (2011 Edition, amended 2014) to provide full compatibility with the new NLCD 2011 products. The 2014 amended version corrects for the over-elimination of small areas of the four developed classes.

NLCD Tree Canopy Cover was created using MRLC mapping zones from NLCD 2001 (see Tree Canopy Cover metadata for additional detail). All other NLCD 2011 products were created on a path/row basis and mosaicked to create a seamless national product. Questions about the NLCD 2011 land cover product can be directed to the NLCD 2011 land cover mapping team at the USGS/EROS, Sioux Falls, SD (605) 594-6151 or mrlc@usgs.gov.""",United States Geological Survey (Author),20160108,undefined,-88.1607,-84.6882,41.7753,37.7554,"Microsoft Windows 10 Enterprise; ESRI ArcGIS 10.3 (Version 10.3.0.4322), approximately 15.5 MB, TIFF image format","[u'environment', u'imageryBaseMapsEarthCover', u'imageryBaseMapsEarthCover', u'010', u'managed land', u'cartography', u'geographic information system (GIS)', u'land use', u'land cover', u'impervious surface', u'Landsat', u'National Land Cover Data (NLCD 2011)', u'Multi-Resolution Land Characteristics (MRLC) Consortium', u'raster', u'pixel', u'image', u'United States Geological Survey (USGS)', u'Indiana Geological Survey (IGS)']"
"IMPERVIOUS_SURFACE_CHANGE_2001_2006_USGS_IN: Estimated Percent Change of Impervious Surface in Indiana, Derived from the 2001 and 2006 National Land Cover Database (United States Geological Survey, 30-Meter TIFF Image)","IMPERVIOUS_SURFACE_CHANGE_2001_2006_USGS_IN is a raster layer (30-meter cell size) containing the percent difference of impervious-surface values in Indiana that changed between NLCD 2001 Percent Developed Imperviousness Version 2.0 and NLCD 2006 Percent Developed Imperviousness. This raster layer is a subset of the National Land Cover Database (NLCD 2006) suite of data products.

The following is excerpted from metadata provided by the USGS for the NLCD 2006:

""The National Land Cover Database products are created through a cooperative project conducted by the Multi-Resolution Land Characteristics (MRLC) Consortium.  The MRLC Consortium is a partnership of federal agencies (www.mrlc.gov), consisting of the U.S. Geological Survey (USGS), the National Oceanic and Atmospheric Administration (NOAA), the U.S. Environmental Protection Agency (EPA), the U.S. Department of Agriculture (USDA), the U.S. Forest Service (USFS), the National Park Service (NPS), the U.S. Fish and Wildlife Service (FWS), the Bureau of Land Management (BLM) and the USDA Natural Resources Conservation Service (NRCS).  Previously, NLCD consisted of three major data releases based on a 10-year cycle.  These include a circa 1992 conterminous U.S. land cover dataset with one thematic layer (NLCD 1992), a circa 2001 50-state/Puerto Rico updated U.S. land cover database (NLCD 2001) with three layers including thematic land cover, percent imperviousness, and percent tree canopy, and a 1992/2001 Land Cover Change Retrofit Product.  With these national data layers, there is often a 5-year time lag between the image capture date and product release.  In some areas, the land cover can undergo significant change during production time, resulting in products that may be perpetually out of date.  To address these issues, this circa 2006 NLCD land cover product (NLCD 2006) was conceived to meet user community needs for more frequent land cover monitoring (moving to a 5-year cycle) and to reduce the production time between image capture and product release.  NLCD 2006 is designed to provide the user both updated land cover data and additional information that can be used to identify the pattern, nature, and magnitude of changes occurring between 2006 for the conterminous United States at medium spatial resolution.

For NLCD 2006, there are 3 primary data products:  1) NLCD 2006 Land Cover map; 2) NLCD 2001/2006 Change Pixels labeled with the 2006 land cover class; and 3) NLCD 2006 Percent Developed Imperviousness.  Four additional data products were developed to provide supporting documentation and to provide information for land cover change analysis tasks:  4) NLCD 2001/2006 Percent Developed Imperviousness Change; 5) NLCD 2001/2006 Maximum Potential Change derived from the raw spectral change analysis; 6) NLCD 2001/2006 From-To Change pixels; and 7) NLCD 2006 Path/Row Index vector file showing the footprint of Landsat scene pairs used to derive 2001/2006 spectral change with change pair acquisition dates and scene identification numbers included in the attribute table.

In addition to the 2006 data products listed in the paragraph above, two of the original release NLCD 2001 data products have been revised and reissued.  Generation of NLCD 2006 data products helped to identify some update issues in the NLCD 2001 land cover and percent developed imperviousness data products.  These issues were evaluated and corrected, necessitating a reissue of NLCD 2001 data products (NLCD 2001 Version 2.0) as part of the NLCD 2006 release.  A majority of NLCD 2001 updates occur in coastal mapping zones where NLCD 2001 was published prior to the National Oceanic and Atmospheric Administration (NOAA) Coastal Change Analysis Program (C-CAP) 2001 land cover products.  NOAA C-CAP 2001 land cover has now been seamlessly integrated with NLCD 2001 land cover for all coastal zones.  NLCD 2001 percent developed imperviousness was also updated as part of this process.

As part of the NLCD 2011 project, NLCD 2006 data products have been revised and reissued (2011 Edition) to provide full compatibility with all other NLCD 2011 Edition products. The 2014 amended version corrects for the over-elimination of small areas of the four developed classes.

Land cover maps, derivatives and all associated documents are considered ""provisional"" until a formal accuracy assessment can be conducted.  The NLCD 2006 is created on a path/row basis and mosaicked to create a seamless national product.  Questions about the NLCD 2006 land cover product can be directed to the NLCD 2006 land cover mapping team at the USGS/EROS, Sioux Falls, SD (605) 594-6151 or mrlc@usgs.gov.""",United States Geological Survey (Author),20160108,undefined,-88.1607,-84.6882,41.7753,37.7554,"Microsoft Windows 10 Enterprise; ESRI ArcGIS 10.3 (Version 10.3.0.4322), approximately 3.25 MB, TIFF image format","[u'environment', u'imageryBaseMapsEarthCover', u'imageryBaseMapsEarthCover', u'010', u'managed land', u'cartography', u'geographic information system (GIS)', u'land use', u'land cover', u'land cover change', u'impervious surface', u'Landsat', u'National Land Cover Data (NLCD 2006)', u'Multi-Resolution Land Characteristics (MRLC) Consortium', u'raster', u'pixel', u'image', u'United States Geological Survey (USGS)', u'Indiana Geological Survey (IGS)']"
"MANAGED_LANDS_IDNR_IN: Managed Lands in Indiana (Indiana Department of Natural Resources, 1:24,000, Polygon Shapefile)","Managed_Lands_IDNR_IN is an Esri polygon shapefile that contains managed land areas in Indiana, provided by personnel of the Indiana
Natural Heritage Data Center, Indiana Department of Natural Resources (INHDC-IDNR) as of February 12, 2018. Attributes include contact
information for land managers, as well as whether the land is open to the general public or if access is restricted. For additional
information regarding lands owned by federal agencies, local agencies, and non-profit organizations, as well as conservation
easements, persons should contact the IDNR Indiana Natural Heritage Data Center (317-232-4052).

The following is excerpted from the metadata provided by INHDC-IDNR for the source shapefile MANAGEDLANDS_DNR_INHD_IN_180212.SHP:

""ManagedLands_DNR_INHD_IN is a subset of ManagedLandsAll_DNR_INHD_IN, excluding those areas that are listed as conservation
easements or listed as closed.

""ManagedLandsAll_DNR is the Indiana Natural Heritage Data Center Managed Areas dataset. It includes natural and recreation areas
which are owned or managed by the Indiana Department of Natural Resources, federal agencies, local agencies, and non-profit
organizations. It also includes private lands with Conservation Easements owned by IDNR.

""NATURAL AREAS THAT ARE NOT OWNED NOR MANAGED BY DNR ARE ADDED AS DATA IS AVAILABLE. IT IS BY NO MEANS A COMPLETE AND COMPREHENSIVE
DATASET FOR ALL SUCH AREAS IN THE STATE.

""The Indiana Natural Heritage Data Center Managed Area Database is a digital, geospatial file containing information on Indiana's
significant protected natural areas. All counties in the state are represented.""","Indiana Natural Heritage Data Center, Indiana Department of Natural Resources (Data creator)",20180212,G-polygon,-88.134790,-84.734683,41.774012,37.766556,"Microsoft Windows 7 Enterprise, Service Pack 1; ESRI ArcCatalog 10.3, 4.57 Mb","[u'boundaries', u'environment', u'location', u'society', u'biota', u'managed land', u'public land', u'national park', u'recreation', u'park', u'forest', u'reservoir', u'nature preserve', u'land trust', u'nature conservancy', u'managed area', u'natural area', u'significant area', u'state park', u'state forest', u'state recreation area', u'Fish and Wildlife Area (FWA)', u'Indiana Geological and Water Survey (IGS)', u'Indiana Department of Natural Resources (IDNR)', u'Indiana Natural Heritage Data Center', u'state historic site', u'local park', u'national forest']"
"BEDROCK_TOPOGRAPHY_MM36_IN: Bedrock Topography Contours, Indiana
(Indiana Geological Survey, 1:500,000, Line Shapefile)","Bedrock topography was converted from the original published map,
Indiana Geological Survey Miscellaneous Map 36. The contours define
the elevation/topography of the bedrock surface in Indiana.",Indiana Geological Survey,20031021,Complete Chain,-88.0972,-84.6884,41.7734,37.7606,Windows 2000 operating system; ESRI ArcGIS 8.3 shapefile; approximately 4.1 MB,"[u'Indiana Geological Survey (IGS)', u'bedrock topography', u'elevation', u'geology', u'geoscientificInformation']"
"COAL_COLCHESTER_DEPTH_IN_2014: Depth Ranges of the Colchester Coal Member (Linton Formation,
Pennsylvanian) in Southwestern Indiana (Indiana Geological Survey, 1:125,000, Polygon Shapefile)","In the past a series of reports on coal resources of selected counties in Indiana were published
as part of the Special Report series of the Indiana Geological Survey. These reports included maps
showing extent of the Colchester Coal Member (Linton Formation, Pennsylvanian). The extent
maps were based on coal-test records, mine-map notations, and interpretations of geophysical logs that
are included in the files of the Indiana Geological Survey.
Since 1980, staff members of the Indiana Geological Survey (IGS) have also collected and entered coal
resource information into the NCRDS Database as a cooperative project with the U.S. Geological Survey (USGS).
The purpose of NCRDS Database is to provide a means of rapid retrieval of point-source coal resource information,
including coal location, extent, and other parameters. Based on all available NCRDS and PDMS data and data provided by Phil
Ames from the Peabody Coal Company as of August 2014, a new map of Colchester Coal Member extent was created. It is the most
current extent map of the Colchester Coal Member. Because additional data on coal extent are obtained by the Indiana Geological
Survey on an annual basis, interested users may wish to contact the IGS for information on these more up-to-date sources.",Indiana Geological Survey,20141011,GT-polygon composed of chains,-88.1286,-87.0871,39.9239,38.7705,"ESRI ArcGIS version 10.0 polygon shapefile, Microsoft Windows 7.0, file size 3.0 Mb","[u'geoscientificInformation', u'energy', u'Indiana Geological Survey (IGS)', u'National Coal Resources Data System (NCRDS)', u'Colchester Coal Member', u'Linton Formation', u'Carbondale Group', u'Pennsylvanian', u'coal', u'depth', u'coal depth', u'geology']"
"COAL_Colchester_ELEVATION_IN_2014: Elevation Ranges of the Colchester Coal Member (Linton Formation,
Pennsylvanian) in Southwestern Indiana (Indiana Geological Survey, 1:125,000, Polygon Shapefile)","In the past a series of reports on coal resources of selected counties in Indiana were published
as part of the Special Report series of the Indiana Geological Survey. These reports included maps
showing extent of the Colchester Coal Member (Linton Formation, Pennsylvanian). The extent
maps were based on coal-test records, mine-map notations, and interpretations of geophysical logs that
are included in the files of the Indiana Geological Survey.
Since 1980, staff members of the Indiana Geological Survey (IGS) have also collected and entered coal
resource information into the NCRDS Database as a cooperative project with the U.S. Geological Survey (USGS).
The purpose of NCRDS Database is to provide a means of rapid retrieval of point-source coal resource information,
including coal location, extent, and other parameters. Based on all available NCRDS data and data provided by Phil
Ames from the Peabody Coal Company as of August 2014, a new map of Colchester Coal Member extent was created. It is the most
current extent map of the Colchester Coal Member. Because additional data on coal extent are obtained by the Indiana Geological
Survey on an annual basis, interested users may wish to contact the IGS for information on these more up-to-date sources.",Indiana Geological Survey,20140411,GT-polygon composed of chains,-88.1286,-87.0871,39.9239,38.7705,"ESRI ArcGIS version 10.2 polygon shapefile, Microsoft Windows 7.0, file size 1.40 Mb","[u'geoscientificInformation', u'energy', u'Indiana Geological Survey (IGS)', u'National Coal Resources Data System (NCRDS)', u'coal', u'elevation', u'coal elevation', u'geology', u'Colchester Coal Member', u'Linton Formation', u'Carbondale Group', u'Pennsylvanian']"
"COAL_Colchester_THICKNESS_IN_2014: Thickness Ranges of the Colchester Coal Member (Linton Formation,
Pennsylvanian) in Southwestern Indiana (Indiana Geological Survey, 1:125,000, Polygon Shapefile)","In the past a series of reports on coal resources of selected counties in Indiana were published
as part of the Special Report series of the Indiana Geological Survey. These reports included maps
showing extent of the Colchester Coal Member (Linton Formation, Pennsylvanian). The extent
maps were based on coal-test records, mine-map notations, and interpretations of geophysical logs that
are included in the files of the Indiana Geological Survey.
Since 1980, staff members of the Indiana Geological Survey (IGS) have also collected and entered coal
resource information into the NCRDS Database as a cooperative project with the U.S. Geological Survey (USGS).
The purpose of NCRDS Database is to provide a means of rapid retrieval of point-source coal resource information,
including coal location, extent, and other parameters. Based on all available NCRDS data and data provided by Phil
Ames from the Peabody Coal Company as of August 2014, a new map of Colchester Coal Member extent was created. It is the most
current extent map of the Colchester Coal Member. Because additional data on coal extent are obtained by the Indiana Geological
Survey on an annual basis, interested users may wish to contact the IGS for information on these more up-to-date sources.",Indiana Geological Survey,20140411,GT-polygon composed of chains,-88.1286,-87.0871,39.9239,38.7705,"ESRI ArcGIS version 10.2 polygon shapefile, Microsoft Windows 7.0, file size 3.85 Mb","[u'geoscientificInformation', u'energy', u'Indiana Geological Survey (IGS)', u'National Coal Resources Data System (NCRDS)', u'coal', u'thickness', u'coal thickness', u'Colchester Coal Member', u'Linton Formation', u'Carbondale Group', u'Pennsylvanian']"
"COAL_MINE_MINED_OUT_COLCHESTER_IN_2014: Mined-Out Areas in the Colchester Coal Member in Indiana
(Indiana Geological Survey, 1:24,000, Polygon Shapefile)","COAL_MINE_MINED_OUT_COLCHESTER_IN_2014 is a polygon-based ESRI ArcGIS shapefile that shows
the location and extent of the mined-out areas in the Colchester Coal Member in the coal region
of west-central and southwestern Indiana. COAL_MINE_MINED_OUT_COLCHESTER_IN_2014 includes mine
locations from documented surface and underground mines that operated in Indiana
since the late 1800s. COAL_MINE_MINED_OUT_COLCHESTER_IN_2014 is attributed to allow the mine
polygons to be differentiated based on mine number, county name, and mine type (surface or underground).",Indiana Geological Survey,20140411,GT-polygon composed of chains,-87.5369,-86.5040,40.2158,37.8483,ESRI ArcGIS version 10.0 shapefile format,"[u'geoscientificInformation', u'economy', u'Indiana Geological Survey (IGS)', u'coal mine', u'mining', u'surface mine', u'strip mine', u'underground mine', u'coal', u'mine reclamation', u'Coal Mine Information System (CMIS)', u'Pennsylvanian', u'Carbondale Group', u'Linton Formation', u'Colchester Coal Member']"
