STATEABBR,PRINMERCD,PRINMER,Township,TWNSHPFRAC,Township Direction,Range,RANGEFRAC,Range Direction,TWNSHPDPCD,PLSSID,TWNSHPLAB,Bounding Box
MI,19,Michigan Meridian,46,0,N,11,0,W,0,MI190460N0110W0,46N 11W,"-85.73984209, 46.33180922, -85.61401492, 46.4188372"
MI,19,Michigan Meridian,17,0,N,13,0,E,0,MI190170N0130E0,17N 13E,"-83.00520929, 43.85222752, -82.88267252, 43.94277049"
MI,19,Michigan Meridian,28,0,N,13,0,W,0,MI190280N0130W0,28N 13W,"-85.93718287, 44.7745259, -85.81335598, 44.86557563"
MI,19,Michigan Meridian,9,0,N,8,0,W,0,MI190090N0080W0,9N 8W,"-85.3125455, 43.11885279, -85.19273927, 43.2067072"
MI,19,Michigan Meridian,42,0,N,8,0,W,0,MI190420N0080W0,42N 8W,"-85.2830485, 46.06008396, -85.23727221, 46.07184384"
MI,19,Michigan Meridian,32,0,N,4,0,E,0,MI190320N0040E0,32N 4E,"-84.00413995, 45.11297349, -83.88053212, 45.20206266"
MI,19,Michigan Meridian,32,0,N,5,0,W,0,MI190320N0050W0,32N 5W,"-84.97868306, 45.11663034, -84.85540507, 45.20479537"
MI,19,Michigan Meridian,17,0,N,14,0,E,0,MI190170N0140E0,17N 14E,"-82.88537603, 43.85576845, -82.76274249, 43.94609636"
MI,19,Michigan Meridian,15,0,N,1,0,E,0,MI190150N0010E0,15N 1E,"-84.36869184, 43.65519297, -84.28896053, 43.7423915"
MI,19,Michigan Meridian,5,0,N,6,0,E,0,MI190050N0060E0,5N 6E,"-83.80840044, 42.78113762, -83.68648694, 42.87126234"
MI,19,Michigan Meridian,35,0,N,26,0,W,0,MI190350N0260W0,35N 26W,"-87.57383465, 45.37523073, -87.45019214, 45.46400407"
MI,19,Michigan Meridian,43,0,N,2,0,E,0,MI190430N0020E0,43N 2E,"-84.23887529, 46.07140672, -84.11311213, 46.15955112"
MI,19,Michigan Meridian,40,0,N,5,0,W,0,MI190400N0050W0,40N 5W,"-84.89521235, 45.84998541, -84.85893988, 45.868123"
MI,19,Michigan Meridian,15,0,N,3,0,E,0,MI190150N0030E0,15N 3E,"-84.16725974, 43.65335813, -84.04734262, 43.74035285"
MI,19,Michigan Meridian,4,0,S,4,0,E,0,MI190040S0040E0,4S 4E,"-84.01136419, 42.07780727, -83.88966256, 42.16731194"
MI,19,Michigan Meridian,22,0,N,5,0,W,0,MI190220N0050W0,22N 5W,"-84.97522365, 44.24824365, -84.85282074, 44.33624643"
MI,19,Michigan Meridian,9,0,N,10,0,E,0,MI190090N0100E0,9N 10E,"-83.35181634, 43.14531741, -83.2322717, 43.23761572"
MI,19,Michigan Meridian,14,0,N,7,0,E,0,MI190140N0070E0,14N 7E,"-83.69975566, 43.56548814, -83.58347774, 43.65284659"
MI,19,Michigan Meridian,31,0,N,6,0,W,0,MI190310N0060W0,31N 6W,"-85.10016103, 45.03120562, -84.9786858, 45.11833231"
MI,19,Michigan Meridian,56,0,N,34,0,W,0,MI190560N0340W0,56N 34W,"-88.67977602, 47.19951436, -88.55245737, 47.27269274"
MI,19,Michigan Meridian,46,0,N,24,0,W,0,MI190460N0240W0,46N 24W,"-87.36587601, 46.33294408, -87.2413072, 46.42031045"
MI,19,Michigan Meridian,18,0,N,12,0,E,0,MI190180N0120E0,18N 12E,"-83.12672287, 43.93534714, -83.00520929, 44.02554152"
MI,19,Michigan Meridian,13,0,N,3,0,E,0,MI190130N0030E0,13N 3E,"-84.17049299, 43.48082588, -84.05002287, 43.5689662"
MI,19,Michigan Meridian,4,0,N,5,0,W,0,MI190040N0050W0,4N 5W,"-84.95618302, 42.68301903, -84.83710662, 42.77051455"
MI,19,Michigan Meridian,59,0,N,29,0,W,0,MI190590N0290W0,59N 29W,"-88.04643493, 47.4598113, -87.91935796, 47.4894391"
MI,19,Michigan Meridian,21,0,N,10,0,W,0,MI190210N0100W0,21N 10W,"-85.5789462, 44.16485793, -85.45608036, 44.25237886"
MI,19,Michigan Meridian,52,0,N,36,0,W,0,MI190520N0360W0,52N 36W,"-88.93279429, 46.85159588, -88.80563986, 46.93864026"
MI,19,Michigan Meridian,14,0,N,2,0,E,0,MI190140N0020E0,14N 2E,"-84.29068002, 43.5685375, -84.16725746, 43.65519297"
MI,19,Michigan Meridian,59,0,N,28,0,W,0,MI190590N0280W0,59N 28W,"-87.9198743, 47.45993577, -87.79257515, 47.48930608"
MI,19,Michigan Meridian,31,0,N,11,0,W,0,MI190310N0110W0,31N 11W,"-85.68998392, 45.04014289, -85.56546366, 45.12986354"
MI,19,Michigan Meridian,34,0,N,27,0,W,0,MI190340N0270W0,34N 27W,"-87.69652734, 45.28908248, -87.57378003, 45.3768656"
MI,19,Michigan Meridian,57,0,N,30,0,W,0,MI190570N0300W0,57N 30W,"-88.17291629, 47.28593948, -88.04585425, 47.37329307"
MI,19,Michigan Meridian,23,0,N,3,0,W,0,MI190230N0030W0,23N 3W,"-84.7356344, 44.33413756, -84.6125262, 44.4213873"
MI,19,Michigan Meridian,30,0,N,3,0,W,0,MI190300N0030W0,30N 3W,"-84.72702775, 44.94371882, -84.60543415, 45.02753371"
MI,19,Michigan Meridian,34,0,N,6,0,W,0,MI190340N0060W0,34N 6W,"-85.0978252, 45.29129773, -84.97519832, 45.37367472"
MI,19,Michigan Meridian,7,0,N,4,0,E,0,MI190070N0040E0,7N 4E,"-84.05033123, 42.95552068, -83.92830202, 43.04444642"
MI,19,Michigan Meridian,51,0,N,36,0,W,0,MI190510N0360W0,51N 36W,"-88.93258568, 46.76480852, -88.80562005, 46.85179115"
MI,19,Michigan Meridian,47,0,N,47,0,W,0,MI190470N0470W0,47N 47W,"-90.23094817, 46.41974122, -90.11398674, 46.50649825"
MI,19,Michigan Meridian,38,0,N,29,0,W,0,MI190380N0290W0,38N 29W,"-87.86099562, 45.63524887, -87.81860551, 45.72277241"
MI,19,Michigan Meridian,15,0,N,5,0,E,0,MI190150N0050E0,15N 5E,"-83.93058713, 43.65201142, -83.81531048, 43.70970227"
MI,19,Michigan Meridian,41,0,N,6,0,E,0,MI190410N0060E0,41N 6E,"-83.73922415, 45.92896754, -83.61446786, 45.98429552"
MI,19,Michigan Meridian,24,0,N,8,0,W,0,MI190240N0080W0,24N 8W,"-85.33835977, 44.4248969, -85.21320795, 44.51226365"
MI,19,Michigan Meridian,1,0,S,8,0,E,0,MI190010S0080E0,1S 8E,"-83.55196733, 42.34925727, -83.42998275, 42.43895523"
MI,19,Michigan Meridian,48,0,N,12,0,W,0,MI190480N0120W0,48N 12W,"-85.86488072, 46.50526769, -85.73976746, 46.59232026"
MI,19,Michigan Meridian,48,0,N,6,0,W,0,MI190480N0060W0,48N 6W,"-85.11397314, 46.50529949, -85.0101157, 46.59352618"
MI,19,Michigan Meridian,23,0,N,3,0,E,0,MI190230N0030E0,23N 3E,"-84.12670794, 44.33466198, -84.00441384, 44.42155063"
MI,19,Michigan Meridian,7,0,S,21,0,W,0,MI190070S0210W0,7S 21W,"-86.73125984, 41.81369138, -86.68685819, 41.84255081"
MI,19,Michigan Meridian,41,0,N,3,0,W,0,MI190410N0030W0,41N 3W,"-84.73849317, 45.8971668, -84.61728804, 45.98439208"
MI,19,Michigan Meridian,25,0,N,8,0,W,0,MI190250N0080W0,25N 8W,"-85.33402819, 44.51172952, -85.21142282, 44.59826963"
MI,19,Michigan Meridian,16,0,N,16,0,E,0,MI190160N0160E0,16N 16E,"-82.64378171, 43.77635362, -82.6025368, 43.86254869"
MI,19,Michigan Meridian,17,0,N,15,0,E,0,MI190170N0150E0,17N 15E,"-82.76555238, 43.85918515, -82.64375695, 43.94844882"
MI,19,Michigan Meridian,50,0,N,25,0,W,0,MI190500N0250W0,50N 25W,"-87.42416236, 46.70712506, -87.40282581, 46.72232688"
MI,19,Michigan Meridian,3,0,S,4,0,E,0,MI190030S0040E0,3S 4E,"-84.01368646, 42.16530701, -83.89326257, 42.25332893"
MI,19,Michigan Meridian,20,0,N,2,0,E,0,MI190200N0020E0,20N 2E,"-84.28879978, 44.08334995, -84.16610179, 44.161809"
MI,19,Michigan Meridian,42,0,N,6,0,E,0,MI190420N0060E0,42N 6E,"-83.739209, 45.98369377, -83.6137465, 46.07142505"
MI,19,Michigan Meridian,42,0,N,5,0,E,0,MI190420N0050E0,42N 5E,"-83.86398226, 45.98429552, -83.73872826, 46.07213042"
MI,19,Michigan Meridian,43,0,N,5,0,E,0,MI190430N0050E0,43N 5E,"-83.86388199, 46.07054176, -83.73938272, 46.11198378"
MI,19,Michigan Meridian,2,0,S,8,0,W,0,MI190020S0080W0,2S 8W,"-85.29766439, 42.24613706, -85.17894558, 42.33388077"
MI,19,Michigan Meridian,5,0,N,15,0,E,0,MI190050N0150E0,5N 15E,"-82.73895209, 42.80965203, -82.61465629, 42.9024294"
MI,19,Michigan Meridian,46,0,N,25,0,W,0,MI190460N0250W0,46N 25W,"-87.49067806, 46.33289486, -87.36494964, 46.42011781"
MI,19,Michigan Meridian,5,0,N,2,0,E,0,MI190050N0020E0,5N 2E,"-84.27544106, 42.77606967, -84.15825073, 42.86488226"
MI,19,Michigan Meridian,15,0,N,14,0,W,0,MI190150N0140W0,15N 14W,"-86.03934671, 43.64043782, -85.91965606, 43.7281418"
MI,19,Michigan Meridian,44,0,N,26,0,W,0,MI190440N0260W0,44N 26W,"-87.61609864, 46.15902501, -87.49129849, 46.24673961"
MI,19,Michigan Meridian,43,0,N,27,0,W,0,MI190430N0270W0,43N 27W,"-87.74194724, 46.07254518, -87.61609864, 46.15980615"
MI,19,Michigan Meridian,1,0,S,1,0,W,0,MI190010S0010W0,1S 1W,"-84.48288673, 42.33465773, -84.36467285, 42.42214723"
MI,19,Michigan Meridian,25,0,N,4,0,W,0,MI190250N0040W0,25N 4W,"-84.85108584, 44.51097986, -84.72903313, 44.5982769"
MI,19,Michigan Meridian,25,0,N,3,0,E,0,MI190250N0030E0,25N 3E,"-84.12975976, 44.50791164, -84.00745124, 44.59491008"
MI,19,Michigan Meridian,47,0,N,35,0,W,0,MI190470N0350W0,47N 35W,"-88.74164847, 46.42000516, -88.61630842, 46.5066523"
MI,19,Michigan Meridian,52,0,N,33,0,W,0,MI190520N0330W0,52N 33W,"-88.55207755, 46.85178227, -88.45098829, 46.93887968"
MI,19,Michigan Meridian,39,0,N,25,0,W,0,MI190390N0250W0,39N 25W,"-87.44873811, 45.72521482, -87.32533569, 45.81214787"
MI,19,Michigan Meridian,46,0,N,41,0,W,0,MI190460N0410W0,46N 41W,"-89.49053021, 46.33301315, -89.36500324, 46.41940319"
MI,19,Michigan Meridian,4,0,S,4,0,W,0,MI190040S0040W0,4S 4W,"-84.82686745, 42.07040269, -84.70962883, 42.15949189"
MI,19,Michigan Meridian,12,0,N,18,0,W,0,MI190120N0180W0,12N 18W,"-86.47714347, 43.38675901, -86.39626013, 43.47246202"
MI,19,Michigan Meridian,19,0,N,2,0,W,0,MI190190N0020W0,19N 2W,"-84.60688372, 43.98753373, -84.48589182, 44.07588848"
MI,19,Michigan Meridian,45,0,N,26,0,W,0,MI190450N0260W0,45N 26W,"-87.61555505, 46.24632197, -87.49067806, 46.33383776"
MI,19,Michigan Meridian,44,0,N,38,0,W,0,MI190440N0380W0,44N 38W,"-89.11636474, 46.15973727, -88.99085414, 46.2464485"
MI,19,Michigan Meridian,2,0,S,3,0,W,0,MI190020S0030W0,2S 3W,"-84.71859577, 42.24688333, -84.59984522, 42.3347264"
MI,19,Michigan Meridian,55,0,N,31,0,W,0,MI190550N0310W0,55N 31W,"-88.29844479, 47.11278435, -88.21334857, 47.20004457"
MI,19,Michigan Meridian,22,0,N,15,0,W,0,MI190220N0150W0,22N 15W,"-86.18339226, 44.25506432, -86.06123178, 44.34561442"
MI,19,Michigan Meridian,43,0,N,20,0,W,0,MI190430N0200W0,43N 20W,"-86.86610745, 46.07144182, -86.73999948, 46.15880068"
MI,19,Michigan Meridian,13,0,N,2,0,E,0,MI190130N0020E0,13N 2E,"-84.29091575, 43.48139814, -84.16811776, 43.5689662"
MI,19,Michigan Meridian,47,0,N,38,0,W,0,MI190470N0380W0,47N 38W,"-89.11600053, 46.41972012, -88.99101434, 46.50625421"
MI,19,Michigan Meridian,5,0,N,5,0,E,0,MI190050N0050E0,5N 5E,"-83.92712372, 42.78079754, -83.80514341, 42.86934577"
MI,19,Michigan Meridian,19,0,N,14,0,E,0,MI190190N0140E0,19N 14E,"-82.88979581, 44.02973963, -82.80881858, 44.0602137"
MI,19,Michigan Meridian,2,0,N,9,0,W,0,MI190020N0090W0,2N 9W,"-85.42674528, 42.50784084, -85.30784987, 42.59552681"
MI,19,Michigan Meridian,1,0,S,12,0,W,0,MI190010S0120W0,1S 12W,"-85.76550021, 42.33157018, -85.64811299, 42.42108408"
MI,19,Michigan Meridian,8,0,S,3,0,E,0,MI190080S0030E0,8S 3E,"-84.11989738, 41.72639181, -83.99905723, 41.81735118"
MI,19,Michigan Meridian,1,0,N,15,0,W,0,MI190010N0150W0,1N 15W,"-86.1297, 42.4188088, -86.01200134, 42.50666414"
MI,19,Michigan Meridian,48,0,N,31,0,W,0,MI190480N0310W0,48N 31W,"-88.24127026, 46.50618163, -88.11640784, 46.59254193"
MI,19,Michigan Meridian,7,0,S,6,0,E,0,MI190070S0060E0,7S 6E,"-83.76991091, 41.82094682, -83.65001318, 41.91000946"
MI,19,Michigan Meridian,38,0,N,19,0,W,0,MI190380N0190W0,38N 19W,"-86.7099517, 45.63438344, -86.5841845, 45.72235247"
MI,19,Michigan Meridian,39,0,N,2,0,W,0,MI190390N0020W0,39N 2W,"-84.60891782, 45.72153314, -84.60002343, 45.72537957"
MI,19,Michigan Meridian,17,0,N,2,0,W,0,MI190170N0020W0,17N 2W,"-84.60647589, 43.81457323, -84.48497285, 43.9021585"
MI,19,Michigan Meridian,8,0,N,9,0,W,0,MI190080N0090W0,8N 9W,"-85.43100415, 43.02877273, -85.31239021, 43.11885279"
MI,19,Michigan Meridian,44,0,N,9,0,W,0,MI190440N0090W0,44N 9W,"-85.48836475, 46.15857353, -85.36263766, 46.2454956"
MI,19,Michigan Meridian,6,0,S,2,0,E,0,MI190060S0020E0,6S 2E,"-84.24663421, 41.89927915, -84.12889182, 41.98704347"
MI,19,Michigan Meridian,55,0,N,35,0,W,0,MI190550N0350W0,55N 35W,"-88.80889014, 47.11253223, -88.67927387, 47.20064667"
MI,19,Michigan Meridian,25,0,N,12,0,W,0,MI190250N0120W0,25N 12W,"-85.81773369, 44.51265287, -85.69603377, 44.6001402"
MI,19,Michigan Meridian,4,0,S,12,0,W,0,MI190040S0120W0,4S 12W,"-85.7645437, 42.06930112, -85.64496269, 42.15750925"
MI,19,Michigan Meridian,19,0,N,11,0,W,0,MI190190N0110W0,19N 11W,"-85.68271214, 43.98825335, -85.562657, 44.07475812"
MI,19,Michigan Meridian,1,0,N,13,0,E,0,MI190010N0130E0,1N 13E,"-82.96966266, 42.45010331, -82.87068419, 42.54027471"
MI,19,Michigan Meridian,14,0,N,3,0,W,0,MI190140N0030W0,14N 3W,"-84.72797849, 43.55349, -84.60776694, 43.64086259"
MI,19,Michigan Meridian,38,0,N,2,0,W,0,MI190380N0020W0,38N 2W,"-84.60993496, 45.63419878, -84.4876296, 45.72160253"
MI,19,Michigan Meridian,47,0,N,42,0,W,0,MI190470N0420W0,47N 42W,"-89.61518729, 46.41931492, -89.48964132, 46.50583745"
MI,19,Michigan Meridian,40,0,N,17,0,W,0,MI190400N0170W0,40N 17W,"-86.45949712, 45.80891511, -86.33494978, 45.8963397"
MI,19,Michigan Meridian,3,0,S,14,0,W,0,MI190030S0140W0,3S 14W,"-85.99371548, 42.1566031, -85.87762971, 42.24482461"
MI,19,Michigan Meridian,48,0,N,8,0,W,0,MI190480N0080W0,48N 8W,"-85.36379046, 46.50575294, -85.23904165, 46.59313757"
MI,19,Michigan Meridian,47,0,N,2,0,W,0,MI190470N0020W0,47N 2W,"-84.614382, 46.41850088, -84.48882796, 46.46792089"
MI,19,Michigan Meridian,43,0,N,19,0,W,0,MI190430N0190W0,43N 19W,"-86.74088585, 46.07121895, -86.61505582, 46.15872782"
MI,19,Michigan Meridian,30,0,N,11,0,W,0,MI190300N0110W0,30N 11W,"-85.69393924, 44.95227122, -85.59590207, 45.04056472"
MI,19,Michigan Meridian,2,0,N,5,0,E,0,MI190020N0050E0,2N 5E,"-83.91435054, 42.51065276, -83.79198123, 42.60223757"
MI,19,Michigan Meridian,4,0,N,13,0,W,0,MI190040N0130W0,4N 13W,"-85.90149459, 42.68059937, -85.78047936, 42.76814411"
MI,19,Michigan Meridian,12,0,N,9,0,W,0,MI190120N0090W0,12N 9W,"-85.44286254, 43.380755, -85.32287782, 43.46822954"
MI,19,Michigan Meridian,15,0,N,11,0,W,0,MI190150N0110W0,15N 11W,"-85.68135824, 43.64157255, -85.56232938, 43.72846744"
MI,19,Michigan Meridian,5,0,N,5,0,W,0,MI190050N0050W0,5N 5W,"-84.95602853, 42.77042666, -84.83708776, 42.85724186"
MI,19,Michigan Meridian,30,0,N,4,0,E,0,MI190300N0040E0,30N 4E,"-84.01223589, 44.94286504, -83.88882915, 45.03047014"
MI,19,Michigan Meridian,36,0,N,20,0,W,0,MI190360N0200W0,36N 20W,"-86.78447791, 45.47919333, -86.71532598, 45.52186678"
MI,19,Michigan Meridian,22,0,N,16,0,W,0,MI190220N0160W0,22N 16W,"-86.30288451, 44.25901899, -86.18275929, 44.34671821"
MI,19,Michigan Meridian,4,0,N,1,0,W,0,MI190040N0010W0,4N 1W,"-84.48411111, 42.68276677, -84.36348018, 42.77003813"
MI,19,Michigan Meridian,28,0,N,3,0,W,0,MI190280N0030W0,28N 3W,"-84.72580118, 44.77067547, -84.60429399, 44.85816859"
MI,19,Michigan Meridian,43,0,N,7,0,W,0,MI190430N0070W0,43N 7W,"-85.23752502, 46.07156575, -85.11268983, 46.15868802"
MI,19,Michigan Meridian,48,0,N,27,0,W,0,MI190480N0270W0,48N 27W,"-87.7399476, 46.50630496, -87.6135181, 46.59321094"
MI,19,Michigan Meridian,28,0,N,5,0,E,0,MI190280N0050E0,28N 5E,"-83.88852436, 44.76926443, -83.76681252, 44.85673789"
MI,19,Michigan Meridian,25,0,N,5,0,W,0,MI190250N0050W0,25N 5W,"-84.97204496, 44.51049157, -84.84989788, 44.59771491"
MI,19,Michigan Meridian,6,0,S,16,0,W,0,MI190060S0160W0,6S 16W,"-86.22344538, 41.89770755, -86.10734021, 41.98459371"
MI,19,Michigan Meridian,2,0,S,10,0,W,0,MI190020S0100W0,2S 10W,"-85.53118998, 42.24488095, -85.41352129, 42.33281382"
MI,19,Michigan Meridian,47,0,N,16,0,W,0,MI190470N0160W0,47N 16W,"-86.36504638, 46.41848962, -86.24012308, 46.50600802"
MI,19,Michigan Meridian,26,0,N,2,0,W,0,MI190260N0020W0,26N 2W,"-84.6088017, 44.59768756, -84.48644806, 44.6844277"
MI,19,Michigan Meridian,18,0,N,13,0,E,0,MI190180N0130E0,18N 13E,"-83.008999, 43.93878323, -82.88537603, 44.02973963"
MI,19,Michigan Meridian,4,0,N,10,0,E,0,MI190040N0100E0,4N 10E,"-83.33286504, 42.70580443, -83.21376423, 42.79784603"
MI,19,Michigan Meridian,45,0,N,37,0,W,0,MI190450N0370W0,45N 37W,"-88.99121319, 46.24647619, -88.86588383, 46.33320021"
MI,19,Michigan Meridian,18,0,N,1,0,W,0,MI190180N0010W0,18N 1W,"-84.48589182, 43.90056948, -84.365615, 43.98753373"
MI,19,Michigan Meridian,43,0,N,17,0,W,0,MI190430N0170W0,43N 17W,"-86.4901334, 46.07079104, -86.36456975, 46.15823727"
MI,19,Michigan Meridian,4,0,N,4,0,W,0,MI190040N0040W0,4N 4W,"-84.83728246, 42.68283539, -84.71983075, 42.77049602"
MI,19,Michigan Meridian,39,0,N,19,0,W,0,MI190390N0190W0,39N 19W,"-86.66806217, 45.72218543, -86.58486872, 45.79484443"
MI,19,Michigan Meridian,46,0,N,18,0,W,0,MI190460N0180W0,46N 18W,"-86.61544982, 46.33239349, -86.48998191, 46.41987931"
MI,19,Michigan Meridian,48,0,N,41,0,W,0,MI190480N0410W0,48N 41W,"-89.48979445, 46.505729, -89.36473977, 46.5927589"
MI,19,Michigan Meridian,8,0,S,8,0,E,0,MI190080S0080E0,8S 8E,"-83.53135772, 41.73645878, -83.41453546, 41.82545222"
MI,19,Michigan Meridian,13,0,N,13,0,E,0,MI190130N0130E0,13N 13E,"-82.99670214, 43.50405621, -82.87313188, 43.59585226"
MI,19,Michigan Meridian,5,0,S,1,0,W,0,MI190050S0010W0,5S 1W,"-84.47793376, 41.98579134, -84.36235851, 42.07345626"
MI,19,Michigan Meridian,19,0,N,6,0,W,0,MI190190N0060W0,19N 6W,"-85.08786601, 43.98724369, -84.96811372, 44.07461779"
MI,19,Michigan Meridian,4,0,N,6,0,E,0,MI190040N0060E0,4N 6E,"-83.80514341, 42.69208982, -83.68286808, 42.78329459"
MI,19,Michigan Meridian,15,0,N,12,0,W,0,MI190150N0120W0,15N 12W,"-85.80090539, 43.64036728, -85.68100864, 43.72823828"
MI,19,Michigan Meridian,24,0,N,15,0,W,0,MI190240N0150W0,24N 15W,"-86.18213593, 44.42895866, -86.05997371, 44.51785663"
MI,19,Michigan Meridian,43,0,N,15,0,W,0,MI190430N0150W0,43N 15W,"-86.2405818, 46.07052625, -86.11559088, 46.15824155"
MI,19,Michigan Meridian,51,0,N,5,0,W,0,MI190510N0050W0,51N 5W,"-84.9867101, 46.76630139, -84.94429867, 46.78170597"
MI,19,Michigan Meridian,19,0,N,5,0,W,0,MI190190N0050W0,19N 5W,"-84.96845246, 43.98741895, -84.84870587, 44.07452815"
MI,19,Michigan Meridian,20,0,N,3,0,W,0,MI190200N0030W0,20N 3W,"-84.72910174, 44.07548577, -84.60666153, 44.16085992"
MI,19,Michigan Meridian,51,0,N,32,0,W,0,MI190510N0320W0,51N 32W,"-88.42475925, 46.76460643, -88.29802815, 46.85210349"
MI,19,Michigan Meridian,21,0,N,5,0,E,0,MI190210N0050E0,21N 5E,"-83.88394694, 44.16181999, -83.76292047, 44.24868754"
MI,19,Michigan Meridian,4,0,S,16,0,W,0,MI190040S0160W0,4S 16W,"-86.22294137, 42.07071988, -86.10765795, 42.15715029"
MI,19,Michigan Meridian,3,0,S,2,0,E,0,MI190030S0020E0,3S 2E,"-84.25010432, 42.16004286, -84.13075051, 42.24967844"
MI,19,Michigan Meridian,6,0,N,13,0,W,0,MI190060N0130W0,6N 13W,"-85.90339226, 42.85609553, -85.78207088, 42.94366619"
MI,19,Michigan Meridian,31,0,N,7,0,E,0,MI190310N0070E0,31N 7E,"-83.63538604, 45.0317353, -83.51089771, 45.11959991"
MI,19,Michigan Meridian,11,0,N,13,0,W,0,MI190110N0130W0,11N 13W,"-85.91999927, 43.29292647, -85.80063859, 43.38016118"
MI,19,Michigan Meridian,44,0,N,2,0,E,0,MI190440N0020E0,44N 2E,"-84.23846275, 46.15823897, -84.11336365, 46.24513812"
MI,19,Michigan Meridian,22,0,N,1,0,W,0,MI190220N0010W0,22N 1W,"-84.49164496, 44.24707282, -84.36862567, 44.3345915"
MI,19,Michigan Meridian,21,0,N,8,0,E,0,MI190210N0080E0,21N 8E,"-83.46646098, 44.23606289, -83.44138593, 44.25080176"
MI,19,Michigan Meridian,6,0,N,17,0,E,0,MI190060N0170E0,6N 17E,"-82.50385629, 42.90566812, -82.41859886, 42.99700072"
MI,19,Michigan Meridian,9,0,S,3,0,W,0,MI190090S0030W0,9S 3W,"-84.70871846, 41.69912084, -84.59230507, 41.72398911"
MI,19,Michigan Meridian,49,0,N,34,0,W,0,MI190490N0340W0,49N 34W,"-88.6157275, 46.59295304, -88.49032171, 46.67938602"
MI,19,Michigan Meridian,37,0,N,3,0,W,0,MI190370N0030W0,37N 3W,"-84.73100186, 45.54886517, -84.60952669, 45.63712365"
MI,19,Michigan Meridian,4,0,N,9,0,E,0,MI190040N0090E0,4N 9E,"-83.44963613, 42.70274727, -83.32882165, 42.79511971"
MI,19,Michigan Meridian,6,0,N,11,0,E,0,MI190060N0110E0,6N 11E,"-83.22531146, 42.88548249, -83.10271511, 42.97595528"
MI,19,Michigan Meridian,46,0,N,2,0,E,0,MI190460N0020E0,46N 2E,"-84.23885319, 46.33283223, -84.11910168, 46.41996944"
MI,19,Michigan Meridian,4,0,S,8,0,E,0,MI190040S0080E0,4S 8E,"-83.54205471, 42.08553318, -83.42066633, 42.17661479"
MI,19,Michigan Meridian,1,0,S,13,0,W,0,MI190010S0130W0,1S 13W,"-85.8796088, 42.33173315, -85.76442636, 42.42071082"
MI,19,Michigan Meridian,7,0,S,15,0,W,0,MI190070S0150W0,7S 15W,"-86.10818775, 41.81069566, -85.99056473, 41.89775672"
MI,19,Michigan Meridian,27,0,N,2,0,E,0,MI190270N0020E0,27N 2E,"-84.25194399, 44.68122911, -84.13018921, 44.76875587"
MI,19,Michigan Meridian,29,0,N,12,0,W,0,MI190290N0120W0,29N 12W,"-85.81335598, 44.86282267, -85.69334923, 44.95291621"
MI,19,Michigan Meridian,8,0,N,16,0,E,0,MI190080N0160E0,8N 16E,"-82.64320735, 43.07720296, -82.51876603, 43.16821847"
MI,19,Michigan Meridian,37,0,N,23,0,W,0,MI190370N0230W0,37N 23W,"-87.20312084, 45.62258502, -87.18241514, 45.63693663"
MI,19,Michigan Meridian,48,0,N,38,0,W,0,MI190480N0380W0,48N 38W,"-89.11590652, 46.50593373, -88.99042285, 46.59322821"
MI,19,Michigan Meridian,23,0,N,4,0,W,0,MI190230N0040W0,23N 4W,"-84.85579606, 44.33566584, -84.73508232, 44.42203321"
MI,19,Michigan Meridian,24,0,N,5,0,W,0,MI190240N0050W0,24N 5W,"-84.97383884, 44.42198432, -84.85094226, 44.51097986"
MI,19,Michigan Meridian,2,0,S,10,0,E,0,MI190020S0100E0,2S 10E,"-83.31271175, 42.26829688, -83.19358578, 42.35816797"
MI,19,Michigan Meridian,64,0,N,36,0,W,0,MI190640N0360W0,64N 36W,"-88.93596471, 47.89397879, -88.80577467, 47.9800374"
MI,19,Michigan Meridian,17,0,N,15,0,W,0,MI190170N0150W0,17N 15W,"-86.15876736, 43.81556731, -86.03784787, 43.90321941"
MI,19,Michigan Meridian,46,0,N,29,0,W,0,MI190460N0290W0,46N 29W,"-87.99173133, 46.33369107, -87.86564891, 46.42086667"
MI,19,Michigan Meridian,47,0,N,6,0,W,0,MI190470N0060W0,47N 6W,"-85.11456685, 46.41850638, -84.98900073, 46.50632019"
MI,19,Michigan Meridian,14,0,N,15,0,W,0,MI190140N0150W0,14N 15W,"-86.15889141, 43.55401378, -86.03917858, 43.64206767"
MI,19,Michigan Meridian,2,0,S,5,0,W,0,MI190020S0050W0,2S 5W,"-84.94560569, 42.24668445, -84.82789757, 42.3343259"
MI,19,Michigan Meridian,8,0,S,2,0,W,0,MI190080S0020W0,8S 2W,"-84.59269694, 41.72398911, -84.47582819, 41.81140087"
MI,19,Michigan Meridian,45,0,N,24,0,W,0,MI190450N0240W0,45N 24W,"-87.36654919, 46.24622928, -87.24083005, 46.33330225"
MI,19,Michigan Meridian,33,0,N,5,0,W,0,MI190330N0050W0,33N 5W,"-84.9777785, 45.20332513, -84.85400062, 45.29160154"
MI,19,Michigan Meridian,2,0,S,18,0,W,0,MI190020S0180W0,2S 18W,"-86.37859109, 42.24289596, -86.34038622, 42.27164536"
MI,19,Michigan Meridian,2,0,N,9,0,E,0,MI190020N0090E0,2N 9E,"-83.44187365, 42.52615128, -83.32073913, 42.61831141"
MI,19,Michigan Meridian,7,0,S,6,0,W,0,MI190070S0060W0,7S 6W,"-85.05874684, 41.81099642, -84.94159555, 41.89821812"
