Title,Date,Publisher,Description,Metadata
Subbasins of the Susquehanna River Basin,2006,Susquehanna River Basin Commission SRBC,"Polygon shapefile that includes the subbasins of the Susquehanna River Basin (2006 boundary).  The 6 subbasins include the Upper Susquehanna, Chemung, Middle Susquehanna, West Branch Susquehanna, Juniata, and Lower Susquehanna.   This file was created by dissolving the wshed24K dataset into the 6 major subbasins.  The boundary between the Upper Susq. and Chemung Subbasins was updated to match the SRBC delineated subbasin line that exists on 1:24,000 scale USGS topographic maps.",FullMetadataDisplay.aspx?file=subbasin_SRBC.xml
Susquehanna River Basin Boundary,2006,Susquehanna River Basin Commission SRBC,"Polygon shapefile that represents the Susquehanna River drainage basin.  This file was delineated in 2006 from two sources: (1) Susquehanna River Basin Commission hand drawn basin boundary appearing on hardcopy 1:24,000 USGS topographic maps and (2) the Smallsheds dataset from the Pennsylvania Department of Environmental Protection (PADEP).  

The Pennsylvania portion of the drainage basin was taken largely from the smallsheds dataset.  The New York and Maryland portions were modified from the previous version of the SRB shapefile to match the SRBC hand drawn basin boundary from the USGS topo maps.",FullMetadataDisplay.aspx?file=srb_SRBC.xml
Topographic Wetness Index (TWI),2018,Susquehanna River Basin Commission SRBC,"GIS raster datasets displaying Topographic Wetness Index (TWI) for Adams, Cumberland, Dauphin, Franklin, Lancaster, and York Counties, PA. The TWI rasters were derived from 2016 LiDAR for Dauphin County, 2015 LiDAR for Lancaster and York Counties, and 2006-08 LiDAR for Adams, Cumberland, and Franklin Counties. The TWI rasters were derived from 2015 LiDAR for Lancaster and York Counties and 2006-08 LiDAR for Adams and Franklin Counties. The TauDEM extension (D-Infinity tools) for ArcMap was used to create flow direction, slope, and contributing area rasters. TWI was then calculated using the following equation: Ln (Contributing Area/Slope). The methodology was described by Cody Fink in his 2013 thesis entitled Dynamic Soil Property Change in Response to Natural Gas Development in Pennsylvania. TWI results in a dimensionless raster and should be displayed using a red (low values representing no flow) to blue (high, representing high probability flowpaths) color gradient. TWI results vary depending on raster size and analysis options so value thresholds for probability-based overland flowpaths for water should be field verified.",FullMetadataDisplay.aspx?file=SRBC_TopographicWetnessIndex.xml
Upper Susquehanna Subbasin,2006,Susquehanna River Basin Commission SRBC,Polygon shapefile of the Upper Susquehanna Subbasin.  This file was created from the 2006 subbasin.shp SRBC dataset.,FullMetadataDisplay.aspx?file=sub_uppr_SRBC.xml
Water Trails within the Susquehanna River Basin,2006,Susquehanna River Basin Commission SRBC,"Polyline shapefile depicting water trails in the Susquehanna River Basin.  The Pennsylvania Fish and Boat Commission defines water trails as recreational corridors between specific locations that can be used for both single day and multiple day trips. They provide safe access to and information about Pennsylvania's waterways while also providing connections to our history, ecology, geology, heritage and wildlife.  There are 10 water trails which cover the following 8 rivers: Susquehanna River (lower, middle, & north), West Branch Susquehanna River, Juniata River, Raystown Branch Juniata River, Swatara Creek, Chemung River, Conodoguinet Creek, and Conestoga River.",FullMetadataDisplay.aspx?file=WtrTrails_SRBC.xml
"Watersheds of the Susquehanna River Basin at Aprox. 1:24,000 Scale",2006,Susquehanna River Basin Commission SRBC,"Polygon shapefile that includes approximately 1:24,000 scale watersheds in the Susquehanna River Basin (2006 boundary).  This file was created by merging three small watershed datasets; (1) Smallsheds from the Pennsylvania Department of Environmental Protection (PADEP); (2) Maryland Hydrologic Unit Code (HUC) 14 digit watersheds; (3) 1:24,000 scale watersheds from the United States Geologic Survey (USGS).  Pennsylvania watersheds are delineated at 1:24,00 while New York and Maryland watersheds are delineated mostly at 1:24,000 but some were delineated at larger or smaller scale.  Additionally, the boundary between the Upper Susq. and Chemung Subbasins was updated to match the SRBC delineated subbasin line that exists on 1:24,000 scale USGS topographic maps.",FullMetadataDisplay.aspx?file=wshed24k_SRBC.xml
West Branch Susquehanna Subbasin,2006,Susquehanna River Basin Commission SRBC,Polygon shapefile of the West Branch Susquehanna Subbasin.  This file was created from the 2006 subbasin.shp SRBC dataset.,FullMetadataDisplay.aspx?file=sub_west_SRBC.xml
Protected Lands Inventory: Agricultural Easements,2004,The Conservation Fund,This data layer depicts a subset of protected lands information for the Commonwealth of Pennsylvania.  The data for all of the Protected Lands Inventory layers was collected from the 1998 PA GAP Analysis Program's Managed Lands data layer as well as from hard copy and digital data provided by land trusts and local governments.,FullMetadataDisplay.aspx?file=PA_PLI_cntyageasements.xml
Protected Lands Inventory: Federal Land,2004,The Conservation Fund,This data layer depicts a subset of protected lands information for the Commonwealth of Pennsylvania.  The data for all of the Protected Lands Inventory layers was collected from the 1998 PA GAP Analysis Program's Managed Lands data layer as well as from hard copy and digital data provided by land trusts and local governments.,FullMetadataDisplay.aspx?file=PA_PLI_Federal.xml
Protected Lands Inventory: Nonprofit and Private Lands,2004,The Conservation Fund,This data layer depicts a subset of protected lands information for the Commonwealth of Pennsylvania.  The data for all of the Protected Lands Inventory layers was collected from the 1998 PA GAP Analysis Program's Managed Lands data layer as well as from hard copy and digital data provided by land trusts and local governments.,FullMetadataDisplay.aspx?file=PA_PLI_NPF_Private.xml
Aerial Photo Color 2003-2006 (cached mapservice),2010,The Pennsylvania State University,PAMAP Program Cycle 1/DVRPC 2005 Digital Orthoimagery High Resolution Orthoimage (2003 - 2006) - cached mapservice,FullMetadataDisplay.aspx?file=AerialPhotoColor_cached.xml
Agricultural security areas,1996,The Pennsylvania State University,Agricultural security areas from LLRWS data.,FullMetadataDisplay.aspx?file=agriculturalsecurityareas.xml
Bear Harvest by County 2003 - 2017,2012,The Pennsylvania State University,Pennsylvania bear harvest by county boundary 2003 - 2010,FullMetadataDisplay.aspx?file=PGCBearHarvestCounty_03_17.xml
Biofuel Feedstock Potential in the Chesapeake Bay- Abandoned Cropland,2010,The Pennsylvania State University,"This dataset is intended to illustrate the potential for biofuel production in the Chesapeake Bay, in a manner that does not compete with current food or fiber production. This data was used in support of a Chesapeake Bay Commission report titled: ""Chesapeake Biofuel Policies: Balancing Energy, Economy and Environment"" published in 2010.",FullMetadataDisplay.aspx?file=AbandonedCropLandSince1969_ChesBay.xml
Biofuel Feedstock Potential in the Chesapeake Bay- Current Cropland,2010,The Pennsylvania State University,"This layer shows potential land area for the production of biofuel feedstocks, such as winter barley, winter rye and switchgrass.  Areas and corresponding crop production totals are aggregated by HUC6 boundaries for the Chesapeake Bay.",FullMetadataDisplay.aspx?file=ChesBayBiofuelFeedstocks_HUC6.xml
Bluff Crest shapefile for the Pennsylvania Lake Erie shoreline 2007,2021,The Pennsylvania State University,"The goal of this project is to apply the latest in remote sensing technology to map the Lake Erie shoreline in Pennsylvania. Pennsylvania has 77 miles of Lake Erie shoreline contanined entirely within Erie County. Most of the shoreline consists of bluff geomorphologies ranging in height from 5 to 180 feet above the lake level. A bluff is a high bank or bold headland with a broad precipitous cliff face overlooking a lake or sea. Notable exceptions include the mouths of major tributaries and Presque Isle, adjacent to the City of Erie. Nearly all of the shoreline is designated as Bluff Recession Hazard Areas (BRHA) under the framework established in the Bluff Recession and Setback Act (the Act) and companion regulations in Pa. Code Title 25, Chapter 85. Municipalities having BRHAs designated within their jurisdictions are required to enact specific setback ordinances relating to construction and development activities occurring within the BRHAs.The bluff crest is the edge of the bluff.",FullMetadataDisplay.aspx?file=Erie_Watershed_Bluff_Crest_2007.xml
Bluff Crest shapefile for the Pennsylvania Lake Erie shoreline 2012,2021,The Pennsylvania State University,"The goal of this project is to apply the latest in remote sensing technology to map the Lake Erie shoreline in Pennsylvania. Pennsylvania has 77 miles of Lake Erie shoreline contanined entirely within Erie County. Most of the shoreline consists of bluff geomorphologies ranging in height from 5 to 180 feet above the lake level. A bluff is a high bank or bold headland with a broad precipitous cliff face overlooking a lake or sea. Notable exceptions include the mouths of major tributaries and Presque Isle, adjacent to the City of Erie. Nearly all of the shoreline is designated as Bluff Recession Hazard Areas (BRHA) under the framework established in the Bluff Recession and Setback Act (the Act) and companion regulations in Pa. Code Title 25, Chapter 85. Municipalities having BRHAs designated within their jurisdictions are required to enact specific setback ordinances relating to construction and development activities occurring within the BRHAs.The bluff crest is the edge of the bluff.",FullMetadataDisplay.aspx?file=Erie_Watershed_Bluff_Crest_2012.xml
Bluff Crest shapefile for the Pennsylvania Lake Erie shoreline 2015,2021,The Pennsylvania State University,"The goal of this project is to apply the latest in remote sensing technology to map the Lake Erie shoreline in Pennsylvania. Pennsylvania has 77 miles of Lake Erie shoreline contanined entirely within Erie County. Most of the shoreline consists of bluff geomorphologies ranging in height from 5 to 180 feet above the lake level. A bluff is a high bank or bold headland with a broad precipitous cliff face overlooking a lake or sea. Notable exceptions include the mouths of major tributaries and Presque Isle, adjacent to the City of Erie. Nearly all of the shoreline is designated as Bluff Recession Hazard Areas (BRHA) under the framework established in the Bluff Recession and Setback Act (the Act) and companion regulations in Pa. Code Title 25, Chapter 85. Municipalities having BRHAs designated within their jurisdictions are required to enact specific setback ordinances relating to construction and development activities occurring within the BRHAs.The bluff crest is the edge of the bluff.",FullMetadataDisplay.aspx?file=Erie_Watershed_Bluff_Crest_2015.xml
Chesapeake Bay basin major watersheds,1996,The Pennsylvania State University,Major watershed boundaries for the Chesapeake Bay basin.,FullMetadataDisplay.aspx?file=chesapeakebaybasinmajorwatersheds.xml
Chesapeake Bay region state boundaries,1996,The Pennsylvania State University,Boundaries for the states in the Chesapeake Bay region.,FullMetadataDisplay.aspx?file=chesapeakebayregionstateboundaries.xml
Deer Harvest by County 2003,2010,The Pennsylvania State University,Pennsylvania deer harvest by county boundary 2003,FullMetadataDisplay.aspx?file=PGCDeerHarvestCounty2003.xml
Deer Harvest by Wildlife Management Units 2004 - 2017,2012,The Pennsylvania State University,Pennsylvania deer harvest by Wildlife Management Units 2004 - 2012,FullMetadataDisplay.aspx?file=PGC_BNDWMU_DeerHarvest_04_17.xml
Erie PA Hydrology - Streams,2021,The Pennsylvania State University,"The Erie PA Hydrology mapping will consist of the following:

1.	Island – land areas within rivers and water bodies.
2.	Marsh_Swamp – marshes, swamps and areas of intermittent water.
3.	River_Poly – double line streams that are wider than 8 feet wide.
4.	Streams – single line stream less than 8 feet wide.
5.	Waterbody – a quarter acre ponds larger than 200 sq. ft. within 200 feet. of the bluff line and half an acre beyond 200 feet.",FullMetadataDisplay.aspx?file=Erie_Watershed_LE_Streams.xml
Erie PA Watersheds - major subsheds,2021,The Pennsylvania State University,"The Erie PA Watershed mapping will consist of the following hydrological units i.e. watersheds and subwatersheds covering river systems draining large hydrologic unit regions, all attributed by a standard nomenclature. A hydrologic unit is a drainage area delineated to nest in a multi-level, hierarchical drainage system.  Its boundaries are defined by hydrographic and topographic criteria that delineate an area of land upstream from a specific point on a river, stream or similar surface waters.  A hydrologic unit can accept surface water directly from upstream drainage areas, and indirectly from associated surface areas such as remnant, non-contributing, and diversions to form a drainage area with single or multiple outlet points. Hydrologic units are only synonymous with classic watersheds when their boundaries include all the source area contributing surface water to a single defined outlet point. This dataset has gone through extensive quality review process to ensure accuracy and compliance to the Federal Standard for Delineation of Hydrologic Unit Boundaries (http://www.nrcs.usda.gov/wps/portal/nrcs/detail/national/water/watersheds/?cid=nrcs143_021630)",FullMetadataDisplay.aspx?file=Erie_Watershed_LE_Major_Subsheds.xml
Erie PA Watersheds - subsheds,2021,The Pennsylvania State University,"The Erie PA Watershed mapping will consist of the following hydrological units i.e. watersheds and subwatersheds covering river systems draining large hydrologic unit regions, all attributed by a standard nomenclature. A hydrologic unit is a drainage area delineated to nest in a multi-level, hierarchical drainage system.  Its boundaries are defined by hydrographic and topographic criteria that delineate an area of land upstream from a specific point on a river, stream or similar surface waters.  A hydrologic unit can accept surface water directly from upstream drainage areas, and indirectly from associated surface areas such as remnant, non-contributing, and diversions to form a drainage area with single or multiple outlet points. Hydrologic units are only synonymous with classic watersheds when their boundaries include all the source area contributing surface water to a single defined outlet point. This dataset has gone through extensive quality review process to ensure accuracy and compliance to the Federal Standard for Delineation of Hydrologic Unit Boundaries (http://www.nrcs.usda.gov/wps/portal/nrcs/detail/national/water/watersheds/?cid=nrcs143_021630)",FullMetadataDisplay.aspx?file=Erie_Watershed_LE_Subsheds.xml
Floodplains of Pennsylvania,1996,The Pennsylvania State University,"In an effort to expedite the permit review process for Water
Obstruction and Encroachment Applications, the Pennsylvania Department of
Environmental Protection has initiated a plan to replace hard-copy maps
with digital GIS sets. The project is referred to as the 105 Spatial Data
System /8105SDS/9
Pennsylvania river floodplains and coastal floodplains are two of many
spatial data sets that were used in the 105SDS project. As a result of work
completed by Law Environmental, Inc. on the statewide low-level radioactive
waste siting project, DEP received two coverages depicting river and
coastal floodplains. However, due to the process used in constructing these
data sets, there were many areas throughout the state in which floodplains
were not digitized. The primary purpose of this task was to complete the
digital floodplain mapping in these areas.",FullMetadataDisplay.aspx?file=errifloodplains1996.xml
"Fractional Vegetation Cover for Northeast Pennsylvania, 1985",1985,The Pennsylvania State University,"Fractional vegetation cover for Pennsylvania was estimated from Thematic Mapper data using algorithms developed by Dr. Toby Carlson.  Values range from 0 to 100, use of integer rather than decimal values reduced storage volume.  Date of the imagery ranged from 1985 to 1987, availability depended on extent of cloud cover at time of acquisition.  The Pennsylvania Department of Transportation supported the construction of the impervious surface data, with technical assistance from Eric Warner and Deborah Slawson.",FullMetadataDisplay.aspx?file=fractionalvegcovernepa1985.xml
"Fractional Vegetation Cover for Northeast Pennsylvania, 2000",2000,The Pennsylvania State University,"Fractional vegetation cover for Pennsylvania was estimated from Thematic Mapper data using algorithms developed by Dr. Toby Carlson.  Values range from 0 to 100, use of integer rather than decimal values reduced storage volume.  Date of the imagery ranged from 1999 to 2002, availability depended on extent of cloud cover at time of acquisition.  Most of the imagery were acquired in 2001.  The Pennsylvania Department of Transportation supported the construction of the impervious surface data, with technical assistance from Eric Warner and Deborah Slawson.",FullMetadataDisplay.aspx?file=fractionalvegcovernepa2000.xml
"Fractional Vegetation Cover for Northwest Pennsylvania, 1985",1985,The Pennsylvania State University,"Fractional vegetation cover for Pennsylvania was estimated from Thematic Mapper data using algorithms developed by Dr. Toby Carlson.  Values range from 0 to 100, use of integer rather than decimal values reduced storage volume.  Date of the imagery ranged from 1985 to 1987, availability depended on extent of cloud cover at time of acquisition.  The Pennsylvania Department of Transportation supported the construction of the impervious surface data, with technical assistance from Eric Warner and Deborah Slawson.",FullMetadataDisplay.aspx?file=fractionalvegcovernwpa1985.xml
"Fractional Vegetation Cover for Northwest Pennsylvania, 2000",2000,The Pennsylvania State University,"Fractional vegetation cover for Pennsylvania was estimated from Thematic Mapper data using algorithms developed by Dr. Toby Carlson.  Values range from 0 to 100, use of integer rather than decimal values reduced storage volume.  Date of the imagery ranged from 1999 to 2002, availability depended on extent of cloud cover at time of acquisition.  Most of the imagery were acquired in 2001.  The Pennsylvania Department of Transportation supported the construction of the impervious surface data, with technical assistance from Eric Warner and Deborah Slawson.",FullMetadataDisplay.aspx?file=fractionalvegcovernwpa2000.xml
"Fractional Vegetation Cover for Southeast Pennsylvania, 1985",1985,The Pennsylvania State University,"Fractional vegetation cover for Pennsylvania was estimated from Thematic Mapper data using algorithms developed by Dr. Toby Carlson.  Values range from 0 to 100, use of integer rather than decimal values reduced storage volume.  Date of the imagery ranged from 1985 to 1987, availability depended on extent of cloud cover at time of acquisition.  The Pennsylvania Department of Transportation supported the construction of the impervious surface data, with technical assistance from Eric Warner and Deborah Slawson.",FullMetadataDisplay.aspx?file=fractionalvegcoversepa1985.xml
"Fractional Vegetation Cover for Southeast Pennsylvania, 2000",2000,The Pennsylvania State University,"Fractional vegetation cover for Pennsylvania was estimated from Thematic Mapper data using algorithms developed by Dr. Toby Carlson.  Values range from 0 to 100, use of integer rather than decimal values reduced storage volume.  Date of the imagery ranged from 1999 to 2002, availability depended on extent of cloud cover at time of acquisition.  Most of the imagery were acquired in 2001.  The Pennsylvania Department of Transportation supported the construction of the impervious surface data, with technical assistance from Eric Warner and Deborah Slawson.",FullMetadataDisplay.aspx?file=fractionalvegcoversepa2000.xml
"Fractional Vegetation Cover for Southwest Pennsylvania, 1985",1985,The Pennsylvania State University,"Fractional vegetation cover for Pennsylvania was estimated from Thematic Mapper data using algorithms developed by Dr. Toby Carlson.  Values range from 0 to 100, use of integer rather than decimal values reduced storage volume.  Date of the imagery ranged from 1985 to 1987, availability depended on extent of cloud cover at time of acquisition.  The Pennsylvania Department of Transportation supported the construction of the impervious surface data, with technical assistance from Eric Warner and Deborah Slawson.",FullMetadataDisplay.aspx?file=fractionalvegcoverswpa1985.xml
"Fractional Vegetation Cover for Southwest Pennsylvania, 2000",2000,The Pennsylvania State University,"Fractional vegetation cover for Pennsylvania was estimated from Thematic Mapper data using algorithms developed by Dr. Toby Carlson.  Values range from 0 to 100, use of integer rather than decimal values reduced storage volume.  Date of the imagery ranged from 1999 to 2002, availability depended on extent of cloud cover at time of acquisition.  Most of the imagery were acquired in 2001.  The Pennsylvania Department of Transportation supported the construction of the impervious surface data, with technical assistance from Eric Warner and Deborah Slawson.",FullMetadataDisplay.aspx?file=fractionalvegcoverswpa2000.xml
Historical Markers - Penn State University Park campus,2019,The Pennsylvania State University,Historical markers at the University Park campus and other Penn State locations across the Commonwealth call attention to the University's rich tradition of achievement in higher education and in service to society. A formal series of blue-and-white markers was launched in 1989 by the Penn State Alumni Association and the Office of Strategic Communications. The Alumni Association funds the project while the Strategic Communications office provides management services and coordinates the installation and maintenance of the markers with the Office of Physical Plant. The markers in general commemorate events and locations of broad importance to the intellectual and scientific development of Penn State as one of America's leading public universities.,FullMetadataDisplay.aspx?file=PSU_HistoricalMarkers.xml
"Impervious surface area for Northeast Pennsylvania, 1985",1985,The Pennsylvania State University,"Impervious surface area for Pennsylvania was estimated from Thematic Mapper data using algorithms developed by Dr. Toby Carlson.  The Value attribute indicates percentage of the 25 meter grid cell that is impervious and range from 0 to 100 and use integer rather than decimal values for reduced storage volume.  Date of the imagery ranged from 1985 to 1987, availability depended on extent of cloud cover at time of acquisition.  All images were collected for the late Spring or Summer months (May-August).  The Pennsylvania Department of Transportation supported the construction of the impervious surface data, with technical assistance from Eric Warner and Deborah Slawson.",FullMetadataDisplay.aspx?file=impervioussurfacenepa1985.xml
"Impervious surface area for Northeast Pennsylvania, 2000",2000,The Pennsylvania State University,"Impervious surface area for Pennsylvania was estimated from Thematic Mapper data using algorithms developed by Dr. Toby Carlson.  The Value attribute indicates percentage of the 25 meter grid cell that is impervious and range from 0 to 100 and use integer rather than decimal values for reduced storage volume.  Date of the imagery ranged from 1999 to 2002, availability depended on extent of cloud cover at time of acquisition.  All images were collected for the late Spring or Summer months (May-August).  The Pennsylvania Department of Transportation supported the construction of the impervious surface data, with technical assistance from Eric Warner and Deborah Slawson.",FullMetadataDisplay.aspx?file=impervioussurfacenepa2000.xml
"Impervious surface area for Northwest Pennsylvania, 1985",1985,The Pennsylvania State University,"Impervious surface area for Pennsylvania was estimated from Thematic Mapper data using algorithms developed by Dr. Toby Carlson.  The Value attribute indicates percentage of the 25 meter grid cell that is impervious and range from 0 to 100 and use integer rather than decimal values for reduced storage volume.  Date of the imagery ranged from 1985 to 1987, availability depended on extent of cloud cover at time of acquisition.  All images were collected for the late Spring or Summer months (May-August).  The Pennsylvania Department of Transportation supported the construction of the impervious surface data, with technical assistance from Eric Warner and Deborah Slawson.",FullMetadataDisplay.aspx?file=impervioussurfacenwpa1985.xml
"Impervious surface area for Northwest Pennsylvania, 2000",2000,The Pennsylvania State University,"Impervious surface area for Pennsylvania was estimated from Thematic Mapper data using algorithms developed by Dr. Toby Carlson.  The Value attribute indicates percentage of the 25 meter grid cell that is impervious and range from 0 to 100 and use integer rather than decimal values for reduced storage volume.  Date of the imagery ranged from 1999 to 2002, availability depended on extent of cloud cover at time of acquisition.  All images were collected for the late Spring or Summer months (May-August).  The Pennsylvania Department of Transportation supported the construction of the impervious surface data, with technical assistance from Eric Warner and Deborah Slawson.",FullMetadataDisplay.aspx?file=impervioussurfacenwpa2000.xml
"Impervious surface area for Southeast Pennsylvania, 1985",1985,The Pennsylvania State University,"Impervious surface area for Pennsylvania was estimated from Thematic Mapper data using algorithms developed by Dr. Toby Carlson.  The Value attribute indicates percentage of the 25 meter grid cell that is impervious and range from 0 to 100 and use integer rather than decimal values for reduced storage volume.  Date of the imagery ranged from 1985 to 1987, availability depended on extent of cloud cover at time of acquisition.  All images were collected for the late Spring or Summer months (May-August).  The Pennsylvania Department of Transportation supported the construction of the impervious surface data, with technical assistance from Eric Warner and Deborah Slawson.",FullMetadataDisplay.aspx?file=impervioussurfacesepa1985.xml
"Impervious surface area for Southeast Pennsylvania, 2000",2000,The Pennsylvania State University,"Impervious surface area for Pennsylvania was estimated from Thematic Mapper data using algorithms developed by Dr. Toby Carlson.  The Value attribute indicates percentage of the 25 meter grid cell that is impervious and range from 0 to 100 and use integer rather than decimal values for reduced storage volume.  Date of the imagery ranged from 1999 to 2002, availability depended on extent of cloud cover at time of acquisition.  All images were collected for the late Spring or Summer months (May-August).  The Pennsylvania Department of Transportation supported the construction of the impervious surface data, with technical assistance from Eric Warner and Deborah Slawson.",FullMetadataDisplay.aspx?file=impervioussurfacesepa2000.xml
Impervious surface area for Southwest Pennsylvania,2000,The Pennsylvania State University,"Impervious surface area for Pennsylvania was estimated from Thematic Mapper data using algorithms developed by Dr. Toby Carlson.  The Value attribute indicates percentage of the 25 meter grid cell that is impervious and range from 0 to 100 and use integer rather than decimal values for reduced storage volume.  Date of the imagery ranged from 1999 to 2002, availability depended on extent of cloud cover at time of acquisition.  All images were collected for the late Spring or Summer months (May-August).  The Pennsylvania Department of Transportation supported the construction of the impervious surface data, with technical assistance from Eric Warner and Deborah Slawson.",FullMetadataDisplay.aspx?file=impervioussurfaceswpa2000.xml
"Impervious surface area for Southwest Pennsylvania, 1985",1985,The Pennsylvania State University,"Impervious surface area for Pennsylvania was estimated from Thematic Mapper data using algorithms developed by Dr. Toby Carlson.  The Value attribute indicates percentage of the 25 meter grid cell that is impervious and range from 0 to 100 and use integer rather than decimal values for reduced storage volume.  Date of the imagery ranged from 1985 to 1987, availability depended on extent of cloud cover at time of acquisition.  All images were collected for the late Spring or Summer months (May-August).  The Pennsylvania Department of Transportation supported the construction of the impervious surface data, with technical assistance from Eric Warner and Deborah Slawson.",FullMetadataDisplay.aspx?file=impervioussurfaceswpa1985.xml
"Lake Erie Watershed - Erie PA, Impervious Surfaces Mapping",2012,The Pennsylvania State University,"Impervious surfaces data is used for modelling the sources and amount run-off into Lake Erie. Woolpert's automated land cover feature extraction processes was used to perform impervious surface delineation. Woolpert utilized commercial off-the-shelf (COTS) remote sensing software, proprietary software and applications to perform automated feature analysis incorporating imagery, LiDAR and other ancillary vector data. The automated processes replace the need to manually digitize features.",FullMetadataDisplay.aspx?file=Lake_Erie_Watershed_PALE_IC_2012.xml
Lake Erie Watershed 2012 Lidar - 16 bit,2012,The Pennsylvania State University,"2012 Lake Erie Drainage Area (Erie, PA) Digital Orthoimagery/LiDAR Project - In the fall of 2012, Woolpert obtained new aerial LiDAR covering the entire project area (512 square miles). The aerial LiDAR was acquired at a point density average of 1-meter with final products comprised of LAS (ground and above ground points). The aerial LiDAR was collected during leaf-off conditions during the fall 2012 flying season (November). The LiDAR is being delivered as a project area wide dataset, consisting of 2,500' x 2,500' tiles (which matches the ortho tiling system). Adjacent flight lines overlap by an average of 30 percent. LiDAR was collected with Leica ALS LiDAR Systems. The file naming convention is as follows: xxxyyy (Pennsylvania North Zone); Please note that xxx and yyy represent the easting and northing coordinates (respectively) in state plane feet. Each LiDAR file is approximately 40 megabytes in size. Ownership of the data products resides with Penn State and the Pennsylvania Department of Environmental Protection. The LiDAR data will be utilized for the rectification of aerial imagery to produce 1”=100’ scale ortho-imagery with a 6-inch pixel resolution. The LiDAR data will also be used as a component during the future delineation of project area wide impervious surfaces (using remote sensing techniques).",FullMetadataDisplay.aspx?file=Lake_Erie_Watershed_LiDAR2012.xml
Lake Erie Watershed 2012 Lidar - 32 bit,2012,The Pennsylvania State University,"2012 Lake Erie Drainage Area (Erie, PA) Digital Orthoimagery/LiDAR Project - In the fall of 2012, Woolpert obtained new aerial LiDAR covering the entire project area (512 square miles). The aerial LiDAR was acquired at a point density average of 1-meter with final products comprised of LAS (ground and above ground points). The aerial LiDAR was collected during leaf-off conditions during the fall 2012 flying season (November). The LiDAR is being delivered as a project area wide dataset, consisting of 2,500' x 2,500' tiles (which matches the ortho tiling system). Adjacent flight lines overlap by an average of 30 percent. LiDAR was collected with Leica ALS LiDAR Systems. The file naming convention is as follows: xxxyyy (Pennsylvania North Zone); Please note that xxx and yyy represent the easting and northing coordinates (respectively) in state plane feet. Each LiDAR file is approximately 40 megabytes in size. Ownership of the data products resides with Penn State and the Pennsylvania Department of Environmental Protection. The LiDAR data will be utilized for the rectification of aerial imagery to produce 1”=100’ scale ortho-imagery with a 6-inch pixel resolution. The LiDAR data will also be used as a component during the future delineation of project area wide impervious surfaces (using remote sensing techniques).",FullMetadataDisplay.aspx?file=Lake_Erie_Watershed_LiDAR2012.xml
Lake Erie Watershed 2012 Orthoimagery - CIR,2012,The Pennsylvania State University,"2012 Lake Erie Drainage Area (Erie, PA) Digital Orthoimagery Project - In the fall of 2012, Woolpert obtained new aerial Orthoimagery covering the entire project area (512 square miles). The aerial Orthoimagery was collected during leaf-off conditions during the fall 2012 flying season (November) at 1""=100' scale with a 6-inch pixel resolution. The Orthoimagery is being delivered as a project area wide dataset, consisting of 2,500' x 2,500' tiles. The file naming convention is as follows: xxxyyy (Pennsylvania North Zone); Please note that xxx and yyy represent the easting and northing coordinates (respectively) in state plane feet. Ownership of the data products resides with Penn State and the Pennsylvania Department of Environmental Protection.",FullMetadataDisplay.aspx?file=Lake_Erie_Watershed_Imagery2012.xml
Lake Erie Watershed 2012 Orthoimagery - RGB,2012,The Pennsylvania State University,"2012 Lake Erie Drainage Area (Erie, PA) Digital Orthoimagery Project - In the fall of 2012, Woolpert obtained new aerial Orthoimagery covering the entire project area (512 square miles). The aerial Orthoimagery was collected during leaf-off conditions during the fall 2012 flying season (November) at 1""=100' scale with a 6-inch pixel resolution. The Orthoimagery is being delivered as a project area wide dataset, consisting of 2,500' x 2,500' tiles. The file naming convention is as follows: xxxyyy (Pennsylvania North Zone); Please note that xxx and yyy represent the easting and northing coordinates (respectively) in state plane feet. Ownership of the data products resides with Penn State and the Pennsylvania Department of Environmental Protection.",FullMetadataDisplay.aspx?file=Lake_Erie_Watershed_Imagery2012.xml
